N	2gram	Bakhtin_fo_1	Formalny
102	главным образом	1	4
103	не как	2	4
104	в мире	1	4
105	с другими	3	4
106	и может	2	4
107	как о	1	4
108	друг друга	3	4
109	только и	5	4
110	оно не	2	4
111	никогда не	2	4
112	если бы	5	4
113	мы увидим	1	4
114	всяком случае	1	4
115	с одной	3	4
116	конечно не	4	4
117	т п	8	4
118	одной стороны	2	4
119	в связи	5	4
120	в частности	6	4
121	отношению к	5	4
122	стороны и	2	4
123	быть и	2	4
124	что в	5	4
125	к этой	1	4
126	так же	6	4
127	во всяком	3	4
128	ее целом	2	3
129	мы не	3	3
130	зависимости от	1	3
131	время в	6	3
132	но не	5	3
133	со всеми	3	3
134	значение и	3	3
135	отношение к	2	3
136	все же	6	3
137	и как	10	3
138	и наконец	1	3
139	в себе	3	3
140	в европейском	1	3
141	человек не	1	3
142	так сказать	7	3
143	он не	5	3
144	литературных произведений	1	3
145	всех этих	5	3
146	он должен	2	3
147	оно должно	1	3
148	становления и	1	3
149	в каждом	1	3
150	значение в	5	3
151	его в	3	3
152	в жизни	6	3
153	в них	4	3
154	вещей и	1	3
155	они не	3	3
156	в отношении	3	3
157	но для	2	3
158	не о	2	3
159	в основе	5	3
160	связи с	6	3
161	отличается от	1	3
162	всего в	1	3
163	к тому	3	3
164	здесь не	4	3
165	ясно что	2	3
166	особенно в	1	3
167	жизнь и	4	3
168	громадное значение	1	3
169	в широком	2	3
170	влияние на	4	3
171	бы в	1	3
172	наконец в	1	3
173	как она	2	3
174	один из	3	3
175	в большинстве	1	3
176	и других	3	3
177	для него	2	3
178	не для	2	3
179	в особенности	9	3
180	и даже	2	3
181	не было	7	3
182	на фоне	3	3
183	смысле этого	1	3
184	этого слова	1	3
185	в основном	5	3
186	более того	3	3
187	у них	2	3
188	с помощью	2	3
189	же в	3	3
190	между ними	3	3
191	от всех	1	3
192	что он	1	3
193	же как	2	2
194	и это	4	2
195	тех же	2	2
196	оно было	1	2
197	в зависимости	1	2
198	не оказалось	1	2
199	а как	3	2
200	сами же	2	2
201	вопрос о	2	2
202	единство и	1	2
203	конститутивным моментом	1	2
204	всем этим	3	2
205	как если	2	2
206	а только	2	2
207	для других	4	2
208	менее всего	1	2
209	нет и	2	2
210	идет о	1	2
211	с этим	6	2
212	более и	1	2
213	в него	1	2
214	однако не	1	2
215	эту проблему	1	2
216	от этого	2	2
217	не приходится	1	2
218	в нашем	2	2
219	конкретное единство	1	2
220	и те	3	2
221	этот образ	2	2
222	не могла	1	2
223	а вовсе	1	2
224	и вот	1	2
225	и более	1	2
226	но все	5	2
227	могла бы	1	2
228	все сплошь	1	2
229	это не	6	2
230	в новое	3	2
231	ни в	8	2
232	в самую	1	2
233	с тем	3	2
234	жизни но	5	2
235	строгом смысле	2	2
236	в эту	1	2
237	таким же	1	2
238	значение для	1	2
239	роман и	1	2
240	что было	3	2
241	на всю	1	2
242	раз и	2	2
243	виду что	1	2
244	и художественной	1	2
245	здесь лишь	1	2
246	к другим	1	2
247	следовательно и	1	2
248	ничего не	9	2
249	жизни не	3	2
250	одна из	2	2
251	в самой	2	2
252	к ней	2	2
253	и является	2	2
254	во всем	2	2
255	нам важно	1	2
256	от их	1	2
257	и определений	1	2
258	указать на	1	2
259	его с	1	2
260	всего этого	2	2
261	приводит к	1	2
262	как с	1	2
263	глубоко и	1	2
264	с ним	2	2
265	часто и	2	2
266	или на	1	2
267	в различных	2	2
268	единства и	2	2
269	все в	1	2
270	глубоко различны	1	2
271	что и	3	2
272	во всей	3	2
273	вполне понятно	4	2
274	проблемы и	1	2
275	связей с	1	2
276	только в	4	2
277	уже не	2	2
278	если мы	2	2
279	ни одного	1	2
280	его и	2	2
281	не связанных	1	2
282	могло бы	1	2
283	как их	1	2
284	точка зрения	1	2
285	в одном	3	2
286	сами по	1	2
287	и со	1	2
288	как раз	13	2
289	вопрос об	1	2
290	здесь в	2	2
291	сама по	1	2
292	ярко проявляется	1	2
293	и самый	1	2
294	не на	1	2
295	была бы	2	2
296	но есть	1	2
297	особенностей и	1	2
298	мира в	3	2
299	все более	1	2
300	вступает в	2	2
301	вместе с	3	2
302	в строгом	2	2
303	подхода к	3	2
304	литературы но	1	2
305	и техника	1	2
306	она есть	1	2
307	определяющего влияния	1	2
308	из этой	1	2
309	по существу	12	2
310	в ряду	1	2
311	в чужом	1	2
312	могло не	1	2
313	для этой	1	2
314	в результате	6	2
315	места в	2	2
316	вне этих	1	2
317	в своих	1	2
318	жизни в	8	2
319	одной из	3	2
320	но эта	3	2
321	они были	2	2
322	жанровых разновидностей	1	2
323	влияния на	2	2
324	нас не	1	2
325	оно прежде	1	2
326	каждый момент	1	1
327	новое время	1	1
328	смысле слова	2	1
329	с природой	1	1
330	его моменты	1	1
331	сохраняет свое	1	1
332	ту же	2	1
333	но кроме	1	1
334	также и	2	1
335	например в	6	1
336	существенное влияние	1	1
337	начинается с	1	1
338	и через	1	1
339	литературе эта	1	1
340	в условном	1	1
341	он может	1	1
342	и есть	1	1
343	между двумя	6	1
344	и принципиально	2	1
345	из самых	1	1
346	по преимуществу	3	1
347	высшей степени	1	1
348	мы уже	11	1
349	той же	2	1
350	со всех	1	1
351	всего того	3	1
352	на материале	2	1
353	и само	1	1
354	где проявляется	1	1
355	почти все	1	1
356	конкретном и	1	1
357	происходило в	1	1
358	это отношение	1	1
359	были до	1	1
360	не оказать	1	1
361	формы художественного	1	1
362	конечно сомнению	1	1
363	всех сторон	1	1
364	учение об	1	1
365	это время	7	1
366	искать для	1	1
367	уже наличные	1	1
368	и определяется	2	1
369	не был	1	1
370	жизни данного	1	1
371	в чем	2	1
372	но конечно	2	1
373	и всего	1	1
374	ибо оно	1	1
375	совсем не	2	1
376	что этого	1	1
377	в данном	2	1
378	не входит	2	1
379	эта особенность	1	1
380	были глубоко	1	1
381	и речи	5	1
382	всего это	2	1
383	к третьему	1	1
384	искусстве что	1	1
385	всех ее	1	1
386	на минуту	2	1
387	и различные	1	1
388	что касается	1	1
389	перед нами	1	1
390	в единый	1	1
391	хотя и	3	1
392	перечисленные нами	1	1
393	даже просто	1	1
394	увидим что	1	1
395	искусство и	1	1
396	в этот	2	1
397	психологии и	1	1
398	в условиях	7	1
399	и конечно	1	1
400	та же	1	1
401	бы и	1	1
402	ни один	1	1
403	из этих	1	1
404	так в	1	1
405	с их	2	1
406	романа но	4	1
407	нами в	1	1
408	его прямой	1	1
409	как он	2	1
410	на то	1	1
411	быть только	3	1
412	именно этим	1	1
413	широком смысле	2	1
414	как оно	2	1
415	не следует	1	1
416	сказать в	1	1
417	нее и	1	1
418	этот процесс	5	1
419	вообще не	3	1
420	целом а	1	1
421	и пересмотр	1	1
422	этого жанра	1	1
423	и по	2	1
424	лишь с	1	1
425	случилось так	1	1
426	и неизбежно	1	1
427	есть одна	1	1
428	на этой	4	1
429	и оформления	1	1
430	и единого	1	1
431	время и	4	1
432	из разновидностей	1	1
433	уже знаем	1	1
434	этом романе	2	1
435	лишь на	1	1
436	и основные	1	1
437	ведь в	1	1
438	и каждый	1	1
439	из хаоса	1	1
440	для них	3	1
441	сами эти	1	1
442	но уже	1	1
443	почвой для	1	1
444	нет в	2	1
445	бытие и	1	1
446	основные моменты	1	1
447	она и	1	1
448	в высшей	1	1
449	далеко не	2	1
450	социального целого	1	1
451	ряду развития	1	1
452	место и	3	1
453	и уже	3	1
454	нигде не	1	1
455	его нам	1	1
456	и тогда	1	1
457	в этих	3	1
458	и другие	5	1
459	совершенно независимо	1	1
460	и научные	1	1
461	не становится	1	1
462	очень характерно	2	1
463	в котором	4	1
464	из которой	1	1
465	культуры а	1	1
466	не произошло	1	1
467	не столько	1	1
468	в первый	1	1
469	в отличие	2	1
470	своего рода	1	1
471	но здесь	1	1
472	как своего	1	1
473	но он	2	1
474	друг другу	2	1
475	есть еще	1	1
476	нельзя забывать	1	1
477	важный момент	1	1
478	не должно	1	1
479	для нее	1	1
480	почве и	1	1
481	время здесь	3	1
482	не знает	3	1
483	и очень	1	1
484	и функции	1	1
485	и разновидности	3	1
486	на один	2	1
487	случае в	1	1
488	чрезвычайно осложняет	1	1
489	важная проблема	1	1
490	и касается	1	1
491	человека но	1	1
492	иной раз	1	1
493	самого начала	2	1
494	этими двумя	3	1
495	не имеет	4	1
496	и конкретности	1	1
497	здесь на	4	1
498	и сама	1	1
499	на конкретной	1	1
500	но вместе	1	1
501	на самый	1	1
502	и снова	1	1
503	того чтобы	5	1
504	та или	1	1
505	остановимся здесь	1	1
506	его от	2	1
507	самой жизни	1	1
508	правда в	1	1
509	это то	2	1
510	место во	1	1
511	на себя	2	1
512	или иная	1	1
513	своем дальнейшем	1	1
514	в русском	1	1
515	своей природе	1	1
516	по своей	1	1
517	жизни на	2	1
518	на природу	1	1
519	углом зрения	2	1
520	жизни как	1	1
521	мире и	2	1
522	потому что	4	1
523	в роман	4	1
524	эти три	1	1
525	от конкретных	1	1
526	этом отношении	3	1
527	своей специфической	1	1
528	мы и	4	1
529	точном смысле	2	1
530	без исключения	1	1
531	где она	1	1
532	все то	2	1
533	не могут	3	1
534	основы этой	1	1
535	есть только	2	1
536	могут быть	5	1
537	же что	2	1
538	числе и	2	1
539	содержанием и	1	1
540	произведения которое	1	1
541	своего единства	1	1
542	свое значение	1	1
543	переходя к	1	1
544	и необратимое	1	1
545	правда не	2	1
546	касается до	1	1
547	и самое	1	1
548	элементы в	2	1
549	этого целого	2	1
550	и сами	1	1
551	данном случае	1	1
552	миром и	1	1
553	характер и	7	1
554	в литературоведение	1	1
555	тело в	1	1
556	с самого	2	1
557	в точном	2	1
558	роль в	9	1
559	и иные	2	1
560	если они	2	1
561	в образе	5	1
562	было в	1	1
563	по природе	2	1
564	в последующих	1	1
565	здесь нет	3	1
566	во многом	2	1
567	живет и	1	1
568	людей они	1	1
569	что дело	1	1
570	по сравнению	2	1
571	понятно что	4	1
572	специфические особенности	1	1
573	в словах	1	1
574	смысле и	1	1
575	разных типов	1	1
576	ничто в	2	1
577	что самая	1	1
578	в отдельных	1	1
579	в другом	1	1
580	его жизни	8	1
581	притом в	1	1
582	иное значение	1	1
583	этот отрыв	1	1
584	романа а	1	1
585	а также	2	1
586	как они	1	1
587	связь между	2	1
588	на отдельные	1	1
589	как нет	1	1
590	но ничего	1	1
591	и своей	1	1
592	растворено в	1	1
593	от них	1	1
594	быть найдены	1	1
595	и во	7	1
596	дальнейшем развитии	2	1
597	на одном	1	1
598	в форме	3	1
599	и ни	1	1
600	резко отличается	1	1
601	иногда очень	3	1
602	в сравнительно	1	1
603	этого ряда	3	1
604	романа и	3	1
605	мы видим	3	1
606	исторических событий	1	1
607	речи о	1	1
608	от всего	1	1
609	проникнуть в	1	1
610	в состав	1	1
611	могло быть	4	1
612	и особые	2	1
613	в стороне	2	1
614	очень много	1	1
615	между этими	4	1
616	в организациях	1	1
617	так что	1	1
618	для всех	2	1
619	этому основному	1	1
620	и исторических	1	1
621	себя в	1	1
622	совершенно неотделимо	1	1
623	от других	1	1
624	конкретном целом	1	1
625	должно иметь	1	1
626	или даже	1	1
627	в данной	2	1
628	и обратно	1	1
629	уже внутри	1	1
630	из них	1	1
631	и понимание	1	1
632	на чужой	1	1
633	мир в	2	1
634	достаточно назвать	1	1
635	был бы	3	1
636	никто не	2	1
637	и нового	1	1
638	с этими	2	1
639	от различных	2	1
640	так как	6	1
641	содержание романа	1	1
642	как его	1	1
643	у него	6	1
644	очередь ни	1	1
645	отличие от	2	1
646	видения и	2	1
647	связи в	1	1
648	резко и	2	1
649	явлений в	1	1
650	и конкретном	1	1
651	и целостности	1	1
652	вне их	1	1
653	связан с	1	1
654	различий между	1	1
655	не были	2	1
656	или иной	2	1
657	даже не	2	1
658	последнем счете	1	1
659	на ее	1	1
660	литературу и	1	1
661	и вступает	1	1
662	и тех	2	1
663	и нельзя	1	1
664	определенные формы	1	1
665	к роману	1	1
666	от конкретного	1	1
667	характерно для	1	1
668	относящихся к	1	1
669	его развития	1	1
670	что не	3	1
671	на развитие	2	1
672	описательные и	1	1
673	и политического	1	1
674	а на	1	1
675	ее поэтому	1	1
676	к своему	2	1
677	изображения в	1	1
678	этим определяются	3	1
679	одну из	1	1
680	общим вопросам	1	1
681	там где	2	1
682	время оно	2	1
683	здесь эта	1	1
684	очень важное	1	1
685	к содержанию	1	1
686	подлежит конечно	1	1
687	пространства и	4	1
688	его на	2	1
689	неотделимо от	2	1
690	из которых	1	1
691	по своему	1	1
692	раскрыться и	1	1
693	другу и	1	1
694	специфической закономерностью	1	1
695	сравнению с	2	1
696	они могли	1	1
697	наряду с	5	1
698	с особенностями	2	1
699	в той	4	1
700	однако эти	1	1
701	мы остановимся	1	1
702	говоря об	1	1
703	во все	2	1
704	и основной	1	1
705	образ и	1	1
706	эти последние	1	1
707	об особенностях	1	1
708	нем как	1	1
709	форма и	1	1
710	здесь идет	1	1
711	дело здесь	1	1
712	в это	2	1
713	или хотя	1	1
714	его основных	1	1
715	не меняет	1	1
716	изолированный человек	3	1
717	между прочим	1	1
718	между собой	4	1
719	громадное влияние	3	1
720	кроме того	4	1
721	чувства их	1	1
722	при всем	1	1
723	в более	2	1
724	не является	2	1
725	и для	4	1
726	слова но	1	1
727	на общую	1	1
728	не подлежит	1	1
729	или в	3	1
730	что оно	1	1
731	которого они	1	1
732	том что	4	1
733	но отнюдь	1	1
734	романе и	4	1
735	это уже	1	1
736	или другой	1	1
737	для нас	2	1
738	романа в	5	1
739	из себя	1	1
740	еще более	3	1
741	тем более	1	1
742	и смысл	1	1
743	эти особенности	2	1
744	значение лишь	1	1
745	в совокупности	1	1
746	ни к	3	1
747	здесь совершается	1	1
748	его жизнь	1	1
749	них и	1	1
750	они и	1	1
751	они неизбежно	1	1
752	нам в	1	1
753	действительному содержанию	1	1
754	лишь что	1	1
755	с ней	1	1
756	этого времени	2	1
757	отражения и	1	1
758	с необходимостью	2	1
759	возможно лишь	1	1
760	сказать что	3	1
761	и роман	1	1
762	совершенно не	2	1
763	авантюрного романа	3	1
764	большое значение	1	1
765	для некоторых	1	1
766	очень важная	2	1
767	в последнем	1	1
768	культуры в	1	1
769	самом начале	1	1
770	время не	2	1
771	себе не	1	1
772	ее в	2	1
773	и эта	2	1
774	к этому	3	1
775	том числе	4	1
