N	2gram	Vinokur_St_1	Freidism
138	нет никакого	1	3
139	где оно	1	3
140	очень важный	1	3
141	о которой	3	3
142	в узком	1	3
143	узком смысле	1	3
144	как в	13	3
145	и этим	1	3
146	жизни и	5	3
147	ни о	1	3
148	он был	3	3
149	мы имеем	2	3
150	этой области	5	3
151	что все	2	3
152	по поводу	7	3
153	в них	1	3
154	одна из	1	3
155	у него	2	3
156	такой же	5	3
157	не могут	1	3
158	и что	4	3
159	она не	2	3
160	тому что	3	3
161	но ведь	8	3
162	на него	2	3
163	со всеми	2	3
164	из которого	2	3
165	на этот	3	3
166	себя в	1	3
167	и есть	1	3
168	и по	5	3
169	на себя	1	3
170	не является	3	3
171	со стороны	6	3
172	если бы	9	3
173	и от	1	3
174	было бы	17	3
175	ни на	2	3
176	чем не	1	3
177	но это	6	3
178	во втором	4	3
179	без труда	1	2
180	отсюда и	1	2
181	или иное	3	2
182	что бы	1	2
183	когда мы	1	2
184	для нас	7	2
185	таких случаях	1	2
186	из них	8	2
187	на другую	1	2
188	в другом	3	2
189	должны быть	3	2
190	конце концов	1	2
191	тех же	1	2
192	всю жизнь	1	2
193	того же	3	2
194	от этого	2	2
195	иным как	1	2
196	и начинается	1	2
197	так же	5	2
198	отличается от	1	2
199	для себя	3	2
200	что как	2	2
201	как на	1	2
202	к этим	1	2
203	большое значение	2	2
204	значение для	1	2
205	сих пор	7	2
206	в какой	3	2
207	и вообще	3	2
208	его и	1	2
209	что это	4	2
210	и другие	1	2
211	в конце	3	2
212	до сих	7	2
213	в области	14	2
214	как это	4	2
215	но их	1	2
216	то или	3	2
217	которой он	1	2
218	более того	1	2
219	а потому	2	2
220	в нашем	1	2
221	притом в	1	2
222	правда в	1	2
223	ответ на	3	2
224	но все	4	2
225	отношения к	2	2
226	нуждается в	1	2
227	между собой	1	2
228	в ее	4	2
229	скрыть от	1	2
230	здесь в	1	2
231	в таких	1	2
232	и притом	1	2
233	тем же	3	2
234	для понимания	1	2
235	но если	4	2
236	этом отношении	7	2
237	но как	1	2
238	по всему	1	2
239	от всей	1	2
240	в момент	1	2
241	что таким	1	2
242	дело не	4	2
243	они не	1	2
244	на которой	2	2
245	сказать не	1	2
246	это и	4	2
247	похоже на	1	2
248	можно сделать	1	2
249	в прошлом	1	2
250	в отношении	9	2
251	только с	2	2
252	с которыми	2	2
253	во второй	9	2
254	выйти за	1	2
255	да и	3	2
256	связано с	1	2
257	в глаза	1	2
258	стремление к	3	2
259	на основе	1	2
260	оно не	1	2
261	а с	3	2
262	на две	1	2
263	в науке	1	2
264	в первом	2	2
265	и таким	1	2
266	и даже	5	2
267	тем не	2	2
268	это утверждение	1	2
269	что значит	1	2
270	это было	1	2
271	это прежде	2	2
272	приходится сказать	1	2
273	на работу	1	2
274	одной стороны	2	2
275	и всей	1	2
276	и тех	1	2
277	с этими	1	2
278	не существует	3	2
279	и об	7	2
280	в одну	1	2
281	с одной	3	2
282	во всей	1	2
283	чтобы не	1	2
284	что и	6	2
285	и смерти	1	2
286	в процессе	1	2
287	до конца	1	2
288	или во	1	2
289	их в	2	2
290	из того	2	2
291	случае в	4	2
292	объясняется и	1	2
293	же касается	3	2
294	в своих	2	2
295	в свой	2	2
296	быть и	2	2
297	при помощи	2	2
298	этих двух	3	2
299	в развитии	1	2
300	в такой	2	2
301	чем он	1	2
302	и у	2	2
303	и до	1	2
304	это не	8	2
305	а не	16	2
306	не заметил	1	2
307	к его	1	2
308	них и	1	2
309	к этому	1	2
310	с другой	9	2
311	что она	4	2
312	и то	5	2
313	и уже	2	2
314	что оно	3	2
315	всей его	1	2
316	что с	2	2
317	уже в	2	2
318	которых мы	1	2
319	в виду	1	2
320	о нем	1	2
321	что мы	5	2
322	в своем	2	2
323	не приходится	1	2
324	это вовсе	2	2
325	момент рождения	1	2
326	также в	2	2
327	том что	29	2
328	но для	2	2
329	и при	1	2
330	что по	1	1
331	в свои	1	1
332	точек зрения	1	1
333	бы ему	1	1
334	о которых	1	1
335	и там	1	1
336	не давая	1	1
337	почти не	1	1
338	верно только	1	1
339	убежден что	1	1
340	психология и	1	1
341	один пример	1	1
342	это за	1	1
343	большее значение	1	1
344	бы в	1	1
345	о ней	1	1
346	оснований для	1	1
347	вопрос о	4	1
348	входит в	1	1
349	цензура но	1	1
350	за что	4	1
351	же это	3	1
352	которые мы	1	1
353	на которое	2	1
354	так называемого	1	1
355	материал для	3	1
356	такого же	1	1
357	не всегда	2	1
358	внимание и	1	1
359	в двух	3	1
360	странным и	1	1
361	мы говорим	1	1
362	что они	7	1
363	и чувства	1	1
364	все с	1	1
365	нам до	1	1
366	приходится уже	1	1
367	даже не	4	1
368	в один	1	1
369	иногда и	2	1
370	и этот	1	1
371	т д	21	1
372	нас не	1	1
373	нет никаких	2	1
374	которая в	1	1
375	в настоящем	1	1
376	как по	1	1
377	материала для	1	1
378	для них	1	1
379	утверждает что	1	1
380	но при	1	1
381	это выражение	1	1
382	крайней мере	2	1
383	ответа в	1	1
384	с принципом	1	1
385	и эти	1	1
386	во что	1	1
387	но даже	1	1
388	о них	2	1
389	из таких	1	1
390	же мы	1	1
391	на ее	1	1
392	есть в	2	1
393	гораздо более	4	1
394	отказаться от	1	1
395	на то	4	1
396	в виде	3	1
397	не по	3	1
398	мы на	1	1
399	то обстоятельство	2	1
400	к работе	1	1
401	оказывается для	1	1
402	конечно и	3	1
403	каждого из	2	1
404	и так	3	1
405	проявляется в	1	1
406	и во	2	1
407	к которому	4	1
408	зрения его	1	1
409	там где	5	1
410	если это	3	1
411	такой форме	1	1
412	и далее	1	1
413	можно только	1	1
414	в некоторых	1	1
415	и без	3	1
416	разрыв между	1	1
417	да ведь	2	1
418	и вовсе	1	1
419	одной только	1	1
420	а на	3	1
421	свое дело	1	1
422	с такими	1	1
423	там же	1	1
424	в другой	1	1
425	те противоречия	1	1
426	совершенно точно	1	1
427	на язык	1	1
428	бы ни	1	1
429	бы и	4	1
430	разумеется что	1	1
431	если он	1	1
432	в одном	1	1
433	это тот	1	1
434	в это	1	1
435	это кажется	1	1
436	одно из	2	1
437	человек к	3	1
438	этот протест	1	1
439	чтобы получить	1	1
440	каких бы	1	1
441	явление в	1	1
442	за то	3	1
443	который в	1	1
444	которым мы	1	1
445	себя на	1	1
446	в свете	1	1
447	их с	1	1
448	целом ряде	1	1
449	на совершенно	2	1
450	должно стать	1	1
451	такое отношение	1	1
452	и гораздо	1	1
453	и только	3	1
454	смысле этого	2	1
455	ведь именно	1	1
456	говорит об	2	1
457	же значение	1	1
458	все его	1	1
459	время в	1	1
460	с той	1	1
461	и добросовестно	1	1
462	на чем	1	1
463	языка который	1	1
464	является его	1	1
465	нет это	2	1
466	свободный доступ	1	1
467	этом смысле	1	1
468	превращается в	2	1
469	и самого	1	1
470	не имели	2	1
471	быть не	1	1
472	они являются	1	1
473	еще на	1	1
474	но вовсе	1	1
475	так а	1	1
476	то есть	2	1
477	дело с	2	1
478	в корне	1	1
479	которых можно	1	1
480	сделать в	1	1
481	какой степени	1	1
482	и т	30	1
483	в том	36	1
484	в ином	1	1
485	работы и	1	1
486	многое в	1	1
487	не так	1	1
488	кем иным	1	1
489	чем на	1	1
490	бы не	2	1
491	не основано	1	1
492	у них	1	1
493	не имеют	1	1
494	еще более	4	1
495	к своему	1	1
496	он приводит	1	1
497	впечатление которое	1	1
498	больше в	1	1
499	и других	1	1
500	из которых	1	1
501	этом случае	2	1
502	заявление в	1	1
503	на все	1	1
504	представляется в	1	1
505	материалом для	1	1
506	следовательно в	1	1
507	которые в	2	1
508	только несколько	1	1
509	в пользу	2	1
510	во внимание	1	1
511	а как	2	1
512	начинается трагедия	1	1
513	видит читатель	1	1
514	на каком	1	1
515	конечно совершенно	1	1
516	степени не	1	1
517	части этого	2	1
518	которые с	1	1
519	мог бы	1	1
520	пор не	1	1
521	молодой человек	2	1
522	нас к	1	1
523	ни одно	1	1
524	являются такими	1	1
525	для изучения	4	1
526	не интересует	1	1
527	же степени	1	1
528	в наших	2	1
529	при его	2	1
530	сомневаюсь что	1	1
531	из этого	1	1
532	в целом	5	1
533	на определенной	1	1
534	тогда когда	1	1
535	можно говорить	1	1
536	о каком	1	1
537	что его	1	1
538	общего с	3	1
539	материальной организации	1	1
540	обстоятельство что	3	1
541	были в	1	1
542	что на	2	1
543	тут и	1	1
544	что было	1	1
545	только у	2	1
546	ему поэтому	1	1
547	что никакого	1	1
548	как он	1	1
549	я в	1	1
550	дело в	6	1
551	отношений к	1	1
552	отношении к	1	1
553	можно назвать	2	1
554	никаких оснований	2	1
555	полагает что	1	1
556	но на	2	1
557	оказывается что	1	1
558	но эти	1	1
559	основана на	1	1
560	мы в	1	1
561	к сожалению	3	1
562	в истории	3	1
563	мы называем	1	1
564	время когда	1	1
565	такого рода	2	1
566	ничего не	2	1
567	нет и	1	1
568	можно ли	4	1
569	также и	9	1
570	нужно отметить	1	1
571	тем что	5	1
572	всего что	1	1
573	в слове	5	1
574	научного и	1	1
575	на них	1	1
576	их и	1	1
577	времени и	1	1
578	ко дню	1	1
579	уже при	1	1
580	то это	3	1
581	в эпоху	2	1
582	только путем	1	1
583	в форме	1	1
584	если и	1	1
585	который не	2	1
586	образом в	1	1
587	однако и	2	1
588	ссылки на	1	1
589	из других	1	1
590	каком случае	1	1
591	которое должно	1	1
592	и тем	3	1
593	слова в	1	1
594	эти факты	1	1
595	внимание на	3	1
596	эпохи не	3	1
597	этого слова	2	1
598	по крайней	2	1
599	ясно что	10	1
600	мысль в	1	1
601	нет ни	2	1
602	без исключения	1	1
603	оно совершенно	1	1
604	как видит	1	1
605	и та	1	1
606	которая по	1	1
607	он в	1	1
608	будто бы	3	1
609	же как	3	1
610	ни стало	1	1
611	а вовсе	1	1
612	именно в	6	1
613	чтобы он	1	1
614	показать что	1	1
615	фактов и	1	1
616	лежит на	1	1
617	место и	1	1
618	можно считать	1	1
619	нужно искать	3	1
620	и было	1	1
621	в иной	1	1
622	он еще	1	1
623	точно и	2	1
624	даже и	2	1
625	утверждали что	1	1
626	в результате	3	1
627	основе этой	1	1
628	его смерти	1	1
629	и когда	1	1
630	должен был	2	1
631	в качестве	4	1
632	ближе к	1	1
633	язык и	1	1
634	далеко не	1	1
635	вот это	1	1
636	такое же	1	1
637	представление о	4	1
638	быть даже	1	1
639	тем более	4	1
640	наука о	1	1
641	первой ступени	1	1
642	повторяющиеся в	1	1
643	без того	1	1
644	и сам	2	1
645	и является	1	1
646	меньше всего	1	1
647	этого рода	1	1
648	не зная	1	1
649	указать на	1	1
650	характерная черта	1	1
651	того в	1	1
652	однако в	1	1
653	давая себе	1	1
654	его речи	1	1
655	в работе	1	1
656	по меньшей	3	1
657	всех его	1	1
658	этого он	1	1
659	о том	17	1
660	уже его	1	1
661	то время	2	1
662	ведь и	3	1
663	правда не	1	1
664	а также	2	1
665	можно провести	1	1
666	а иногда	2	1
667	вообще не	2	1
668	кажется что	3	1
669	чем в	3	1
670	целый ряд	2	1
671	она ни	1	1
672	не должны	1	1
673	а может	1	1
674	сделать только	1	1
675	он должен	2	1
676	оба эти	2	1
677	таком виде	1	1
678	котором он	1	1
679	но эта	1	1
680	но нет	1	1
681	не больше	1	1
682	и речи	2	1
683	а во	3	1
684	вместо этого	1	1
685	свои силы	2	1
686	никогда и	1	1
687	которой можно	2	1
688	и это	2	1
689	как будто	4	1
690	отказ от	1	1
691	после того	1	1
692	или иной	1	1
693	его времени	2	1
694	без всякого	2	1
695	на одну	1	1
696	которых является	1	1
697	рода в	2	1
698	и большинство	2	1
699	вытекает из	2	1
700	не сомневаюсь	1	1
701	меньшей мере	3	1
702	еще с	1	1
703	что во	2	1
704	мысль о	1	1
705	той или	1	1
706	расхождения между	2	1
707	потому не	1	1
708	так называемой	2	1
709	в первой	12	1
710	это был	1	1
711	не кем	1	1
712	с собою	1	1
713	в основу	4	1
714	принимать за	1	1
715	во многом	1	1
716	как говорит	1	1
717	противоречия которые	1	1
718	об их	1	1
719	нас интересует	1	1
720	отметить что	2	1
721	в случаях	1	1
722	то наоборот	1	1
