N	2gram	Potebnia_M_1	Narrotol
221	и притом	4	2
222	что не	10	2
223	слово но	1	2
224	а на	1	2
225	зависит от	5	2
226	человеческой жизни	1	2
227	что мы	4	2
228	если не	2	2
229	вместе с	8	2
230	ни от	1	2
231	да и	1	2
232	о его	2	2
233	в связи	1	2
234	и от	3	2
235	она может	3	2
236	не подлежит	1	2
237	хотя бы	2	2
238	только что	2	2
239	к ее	1	2
240	между ними	1	2
241	сказать что	3	2
242	в свою	4	2
243	все что	2	2
244	в таком	5	2
245	во всяком	3	2
246	человеческой речи	1	1
247	если б	2	1
248	говоря о	1	1
249	и т	6	1
250	одним из	2	1
251	же как	1	1
252	чтобы не	2	1
253	в следующем	1	1
254	сам по	1	1
255	не имел	1	1
256	а из	1	1
257	связи между	2	1
258	на самом	1	1
259	только потому	3	1
260	в стороне	4	1
261	и есть	2	1
262	нельзя назвать	1	1
263	по его	7	1
264	например в	1	1
265	полагает что	1	1
266	этом не	1	1
267	то и	7	1
268	из сказанного	1	1
269	что иное	2	1
270	и другая	1	1
271	из того	2	1
272	в некотором	2	1
273	делятся на	1	1
274	мы предполагаем	1	1
275	зрения но	1	1
276	и согласие	1	1
277	иное как	2	1
278	не представляется	2	1
279	бы то	2	1
280	в различных	1	1
281	тем как	3	1
282	природы и	1	1
283	рубеже двух	1	1
284	жизни человечества	2	1
285	видит в	1	1
286	мы будем	2	1
287	а только	4	1
288	не то	1	1
289	значение и	2	1
290	не все	2	1
291	ответ на	1	1
292	его душе	1	1
293	сменяющие друг	1	1
294	же мало	1	1
295	вызывает в	1	1
296	его на	2	1
297	что именно	2	1
298	с этим	7	1
299	этой двойной	1	1
300	исторической жизни	1	1
301	еще и	1	1
302	рода но	2	1
303	в полном	2	1
304	когда он	1	1
305	бы стать	1	1
306	следующее в	2	1
307	самом начале	1	1
308	в действительности	4	1
309	следующим образом	1	1
310	он на	1	1
311	в противоположность	1	1
312	что слово	3	1
313	для которого	1	1
314	еще на	1	1
315	действия и	1	1
316	в которой	2	1
317	что это	3	1
318	не понимает	1	1
319	бы не	6	1
320	во многих	2	1
321	тоже не	1	1
322	ни одна	2	1
323	представляет их	1	1
324	весь язык	1	1
325	приводит к	1	1
326	что к	2	1
327	разные времена	2	1
328	что даже	2	1
329	не годится	1	1
330	мира но	1	1
331	как он	1	1
332	но на	2	1
333	человек не	1	1
334	что она	1	1
335	задний план	1	1
336	т д	4	1
337	имело бы	1	1
338	не как	1	1
339	нам только	1	1
340	его от	1	1
341	и по	6	1
342	так например	3	1
343	в нее	1	1
344	таким образом	13	1
345	но все	2	1
346	значительной степени	2	1
347	его решения	1	1
348	то ни	3	1
349	могла бы	2	1
350	той же	3	1
351	них не	2	1
352	очередь не	1	1
353	его в	1	1
354	с другими	1	1
355	предполагаем в	1	1
356	непосредственное наблюдение	1	1
357	и отдельные	2	1
358	он есть	2	1
359	именно что	2	1
360	всю свою	1	1
361	выходя из	1	1
362	на свои	2	1
363	но уже	2	1
364	далеко не	1	1
365	жизни то	1	1
366	на основании	2	1
367	зрения или	1	1
368	в ее	1	1
369	с тем	5	1
370	одна и	1	1
371	мы видели	4	1
372	ведет к	1	1
373	в один	2	1
374	нисколько не	2	1
375	или менее	1	1
376	его нельзя	1	1
377	во время	1	1
378	в котором	1	1
379	с точки	3	1
380	и грамматическими	1	1
381	не находит	1	1
382	в их	2	1
383	и языка	4	1
384	как произведение	1	1
385	себе а	1	1
386	и животным	1	1
387	в которых	1	1
388	что я	1	1
389	должны были	1	1
390	по крайней	2	1
391	ни было	2	1
392	внимание и	1	1
393	и предполагает	1	1
394	и наоборот	6	1
395	что этот	1	1
396	для нее	2	1
397	даже в	1	1
398	случае мы	1	1
399	нас к	1	1
400	тому что	3	1
401	к каждому	1	1
402	любви и	1	1
403	на рубеже	1	1
404	так как	21	1
405	как можно	1	1
406	того как	6	1
407	которые не	2	1
408	не говоря	1	1
409	душе и	2	1
410	но такая	2	1
411	с и	3	1
412	в единство	1	1
413	и уже	1	1
414	здесь может	1	1
415	для всех	5	1
416	по своей	1	1
417	как боль	1	1
418	во всем	4	1
419	не останется	1	1
420	как не	1	1
421	сознанием и	1	1
422	мы бы	1	1
423	средствами но	1	1
424	и делает	1	1
425	могут быть	9	1
426	мере того	3	1
427	по характеру	1	1
428	указывает на	1	1
429	ли в	2	1
430	на самый	1	1
431	не предполагает	1	1
432	если же	5	1
433	выше но	1	1
434	должен быть	1	1
435	необходимым и	1	1
436	забыть о	1	1
437	от друга	2	1
438	в виду	2	1
439	для всего	1	1
440	только то	2	1
441	всей своей	1	1
442	в более	4	1
443	различие между	1	1
444	слова а	1	1
445	и совершенно	1	1
446	в другом	1	1
447	в образе	1	1
448	переход к	1	1
449	на нее	1	1
450	не ограничивается	2	1
451	не с	1	1
452	в последующих	1	1
453	мог бы	2	1
454	на которую	2	1
455	имеет дело	1	1
456	том как	3	1
457	не исчерпывается	1	1
458	является в	1	1
459	последующее развитие	1	1
460	из одного	3	1
461	и вообще	3	1
462	остановимся на	1	1
463	как формы	1	1
464	приближается к	1	1
465	разумеется в	1	1
466	имея в	1	1
467	свою историю	1	1
468	этого сказать	1	1
469	утверждает что	2	1
470	нее есть	1	1
471	ее и	1	1
472	для нас	9	1
473	к слову	1	1
474	во всех	5	1
475	а потому	10	1
476	нуждается в	2	1
477	что и	6	1
478	крайней мере	2	1
479	не более	4	1
480	к истине	1	1
481	вслед за	1	1
482	себя однако	1	1
483	к ней	2	1
484	и мы	1	1
485	в жизнь	1	1
486	в формах	1	1
487	оно и	3	1
488	к различным	1	1
489	или когда	1	1
490	что один	1	1
491	значения как	1	1
492	мы увидим	3	1
493	бы из	1	1
494	в разные	2	1
495	по мнению	3	1
496	между этими	1	1
497	бы ни	4	1
498	их не	1	1
499	на мир	1	1
500	с одной	3	1
501	с которыми	1	1
502	к одному	2	1
503	которые мы	5	1
504	того же	3	1
505	внимание что	2	1
506	понятие которое	2	1
507	уже в	1	1
508	вопроса о	2	1
509	языка как	5	1
510	различия в	2	1
511	останется для	1	1
512	не из	3	1
513	но впоследствии	1	1
514	предположение что	2	1
515	в душе	11	1
516	но совершенно	2	1
517	и понимание	3	1
518	только одно	1	1
519	или даже	3	1
520	представить себе	3	1
521	одна только	1	1
522	произведения и	1	1
523	бытия и	3	1
524	случае не	1	1
525	само по	4	1
526	которые могут	1	1
527	человек как	1	1
528	ни для	1	1
529	тем что	9	1
530	на том	1	1
531	друг от	2	1
532	это будет	2	1
533	которое мы	2	1
534	окружающего мира	1	1
535	указывает не	1	1
536	не один	1	1
537	к нашему	1	1
538	говорить и	1	1
539	для этого	2	1
540	случаев в	1	1
541	наконец в	1	1
542	что для	3	1
543	о влиянии	1	1
544	одной стороны	3	1
545	и опять	1	1
546	на этот	2	1
547	это могло	1	1
548	выше и	1	1
549	не на	1	1
550	которое по	1	1
551	следующее место	1	1
552	его как	1	1
553	возвращаясь к	1	1
554	а так	4	1
555	понятие о	1	1
556	зависимым от	1	1
557	там где	4	1
558	со своими	1	1
559	разных местах	1	1
560	и слово	1	1
561	как именно	1	1
562	связь с	2	1
563	в творчестве	1	1
564	необходимо было	2	1
565	так же	5	1
566	субъекта и	4	1
567	его внутренней	1	1
568	и потому	5	1
569	возможность в	1	1
570	не довольствуясь	1	1
571	без помощи	1	1
572	со словом	3	1
573	в человеке	10	1
574	над ним	1	1
575	что за	1	1
576	она есть	1	1
577	в ответ	1	1
578	в тех	1	1
579	как средство	1	1
580	не можем	2	1
581	ней не	1	1
582	слово а	2	1
583	на другое	1	1
584	слова и	4	1
585	приблизиться к	1	1
586	своей жизни	1	1
587	но это	5	1
588	все это	1	1
589	одного и	2	1
590	началом и	1	1
591	говорящего и	1	1
592	его собственными	1	1
593	не имея	1	1
594	части из	1	1
595	при таком	4	1
596	имеют для	3	1
597	сознания и	1	1
598	о котором	3	1
599	в голову	1	1
600	не самого	2	1
601	самое понимание	1	1
602	то не	3	1
603	собственно говоря	1	1
604	нас по	1	1
605	еще более	2	1
606	тем более	2	1
607	будто бы	1	1
608	все они	2	1
609	похожи на	1	1
610	происходит тогда	2	1
611	от первого	1	1
612	это все	1	1
613	слова с	1	1
614	была бы	2	1
615	речи и	10	1
616	совершенно не	1	1
617	него нет	1	1
618	только о	1	1
619	жизни мы	1	1
620	более или	1	1
621	сущности в	1	1
622	и б	2	1
623	к этой	3	1
624	по поводу	3	1
625	жизни оказывается	1	1
626	следует сказать	1	1
627	к этому	1	1
628	точно так	11	1
629	они не	1	1
630	событий в	1	1
