N	2gram	Medvedev_F_1	Hudozhes
221	как у	1	2
222	именно в	8	2
223	что не	1	2
224	мы знаем	1	2
225	однако и	1	2
226	вместе с	2	2
227	в духе	1	2
228	в данном	1	2
229	с такой	1	2
230	или иного	3	2
231	в ряду	2	2
232	что же	1	2
233	в контексте	1	2
234	и от	7	2
235	не является	1	2
236	и для	1	2
237	еще одна	2	2
238	отнюдь не	6	2
239	в двух	1	2
240	это уже	1	2
241	потому что	1	2
242	хотя бы	5	2
243	точки зрения	16	2
244	а о	1	2
245	между ними	3	2
246	и эта	1	2
247	сказать что	1	2
248	т е	34	2
249	себе но	1	2
250	как на	4	2
251	тем самым	3	2
252	отношения к	6	1
253	например в	1	1
254	и через	1	1
255	тех же	2	1
256	это и	3	1
257	было как	1	1
258	но чего	1	1
259	высшей степени	1	1
260	они имели	1	1
261	также и	1	1
262	на материале	1	1
263	мы не	3	1
264	что между	1	1
265	что если	1	1
266	смысле можно	1	1
267	содержания в	1	1
268	нам в	1	1
269	время здесь	1	1
270	вопросы не	1	1
271	серьезной и	1	1
272	тело а	1	1
273	кто же	1	1
274	из ее	1	1
275	в каждой	1	1
276	это время	1	1
277	не чуждо	1	1
278	между собой	1	1
279	бы то	3	1
280	в различных	2	1
281	во всех	5	1
282	в сюжете	1	1
283	во внешнем	2	1
284	ее существование	1	1
285	могло быть	1	1
286	самой природы	1	1
287	точка зрения	2	1
288	к которой	1	1
289	в сторону	1	1
290	его сознания	1	1
291	в общем	3	1
292	иногда и	1	1
293	друг от	2	1
294	нет и	2	1
295	или иное	1	1
296	за пределы	2	1
297	и чем	3	1
298	один и	1	1
299	во что	2	1
300	в той	1	1
301	внешнего и	1	1
302	как к	3	1
303	на минуту	1	1
304	более и	2	1
305	ней в	1	1
306	как нам	1	1
307	такова же	1	1
308	остановиться на	2	1
309	хотя и	1	1
310	когда он	3	1
311	но для	3	1
312	самом начале	1	1
313	себе не	1	1
314	от этого	2	1
315	о самом	1	1
316	в которой	4	1
317	ни один	1	1
318	так или	1	1
319	он в	2	1
320	все эти	6	1
321	нами в	1	1
322	не стали	1	1
323	но ведь	2	1
324	человек не	3	1
325	так сказать	3	1
326	что без	1	1
327	своим содержанием	1	1
328	а несколько	2	1
329	в поэтике	1	1
330	сказать в	1	1
331	здесь по-видимому	1	1
332	к миру	2	1
333	из этой	2	1
334	в восприятии	1	1
335	нее и	1	1
336	пределах одного	1	1
337	в силу	1	1
338	том чтобы	2	1
339	из виду	2	1
340	так часто	1	1
341	какой бы	1	1
342	и исключительно	2	1
343	людей и	1	1
344	лишь с	1	1
345	серьезность и	1	1
346	и заключается	2	1
347	видели только	1	1
348	не должно	1	1
349	но все	2	1
350	не следует	1	1
351	в каждом	3	1
352	произведение искусства	2	1
353	происходит и	2	1
354	то ни	3	1
355	жизни каждое	1	1
356	не умеет	1	1
357	и других	3	1
358	и стала	1	1
359	всю свою	2	1
360	эти два	1	1
361	лучше чем	1	1
362	и тем	1	1
363	за ней	1	1
364	бы уже	1	1
365	только одно	1	1
366	его места	1	1
367	тенденция к	1	1
368	быть только	1	1
369	она и	1	1
370	в самую	2	1
371	этого не	1	1
372	в слове	1	1
373	он и	1	1
374	жизни но	2	1
375	и такая	1	1
376	не мог	1	1
377	таким же	2	1
378	установка на	1	1
379	знаем что	1	1
380	от его	1	1
381	страх и	2	1
382	этой плоскости	2	1
383	но он	1	1
384	и более	2	1
385	этих и	1	1
386	не должна	7	1
387	в словах	1	1
388	произведения и	8	1
389	раз и	2	1
390	и притом	1	1
391	и какие	1	1
392	можно сохранить	1	1
393	виду что	2	1
394	движении и	1	1
395	мысли в	2	1
396	самого начала	1	1
397	было не	1	1
398	мы попытались	1	1
399	конкретные формы	1	1
400	та или	1	1
401	не могло	5	1
402	для всего	1	1
403	и всегда	1	1
404	не лучше	1	1
405	на язык	3	1
406	это то	1	1
407	в самой	2	1
408	о ней	1	1
409	учения о	2	1
410	или иная	1	1
411	к произведению	1	1
412	с живым	1	1
413	как она	3	1
414	и чувства	1	1
415	а лишь	2	1
416	закономерности на	1	1
417	за его	1	1
418	в области	3	1
419	однако это	1	1
420	может показаться	1	1
421	разрыв между	1	1
422	встречается в	1	1
423	есть только	1	1
424	во все	1	1
425	последнее слово	1	1
426	отличается от	3	1
427	числе и	1	1
428	всего в	3	1
429	его с	2	1
430	от нее	2	1
431	а ее	1	1
432	только одну	1	1
433	но сама	1	1
434	на наших	2	1
435	потому не	1	1
436	от друга	2	1
437	ни стало	2	1
438	же наконец	1	1
439	быть вполне	1	1
440	отношениях к	1	1
441	с самого	1	1
442	как ее	2	1
443	в годы	1	1
444	только через	1	1
445	на нее	2	1
446	особенно в	3	1
447	каждого из	2	1
448	когда его	1	1
449	глубоко и	2	1
450	еще в	2	1
451	из путей	1	1
452	что от	1	1
453	жизнь и	3	1
454	с этого	1	1
455	в настоящее	10	1
456	сама она	1	1
457	по себе	5	1
458	смысле и	1	1
459	и здесь	6	1
460	художественная воля	1	1
461	настоящее время	10	1
462	что перед	1	1
463	эти тенденции	1	1
464	и что	2	1
465	в поэтической	1	1
466	второй половины	1	1
467	заключается в	1	1
468	на всех	1	1
469	все в	2	1
470	и лишь	2	1
471	этого бытия	1	1
472	что самое	1	1
473	или иначе	2	1
474	и всякая	2	1
475	должно было	1	1
476	и хорошо	1	1
477	искусства в	4	1
478	на одном	1	1
479	не одна	1	1
480	в другой	2	1
481	еще более	1	1
482	равнодушии к	1	1
483	различных ее	1	1
484	того что	5	1
485	быть и	4	1
486	по своей	1	1
487	согласиться с	1	1
488	проникнуть в	1	1
489	но ни	1	1
490	и потому	9	1
491	по мнению	1	1
492	не мешает	1	1
493	тот или	2	1
494	со всеми	3	1
495	так что	1	1
496	в точке	1	1
497	для всех	1	1
498	к идее	1	1
499	его художественной	3	1
500	мешает ему	1	1
501	вопрос и	1	1
502	во внутреннем	1	1
503	эта особенность	1	1
504	нет у	1	1
505	мышления и	1	1
506	участие в	1	1
507	классической трагедии	1	1
508	не связанных	2	1
509	или даже	1	1
510	представить себе	1	1
511	могло бы	2	1
512	не для	3	1
513	так как	1	1
514	не о	3	1
515	отношении к	2	1
516	независимо от	4	1
517	произведение не	1	1
518	этом отношении	1	1
519	образом не	1	1
520	от того	2	1
521	к социальной	4	1
522	лишь для	2	1
523	соединении с	2	1
524	нашем примере	1	1
525	ней и	1	1
526	и даже	3	1
527	эта характеристика	1	1
528	а именно	1	1
529	бытия в	3	1
530	наконец в	3	1
531	этой роли	1	1
532	полагаем что	2	1
533	что бы	5	1
534	настоящего времени	2	1
535	а на	1	1
536	до конца	7	1
537	более того	3	1
538	историческая поэтика	2	1
539	там где	1	1
540	теперь с	1	1
541	здесь лишь	2	1
542	все более	2	1
543	бы оно	2	1
544	вступает в	2	1
545	он казался	1	1
546	ни на	3	1
547	в пределах	6	1
548	для искусства	1	1
549	ему по	1	1
550	по существу	2	1
551	лежит в	1	1
552	дело здесь	1	1
553	смысл в	1	1
554	обретает свое	2	1
555	с этой	4	1
556	нее самой	1	1
557	художественное произведение	6	1
558	в условиях	1	1
559	но это	3	1
560	к которому	2	1
561	слова но	1	1
562	было ясно	1	1
563	что делает	1	1
564	этого ряда	1	1
565	мира и	1	1
566	ее и	1	1
567	из себя	1	1
568	бы в	3	1
569	этот внутренний	1	1
570	на языке	2	1
571	самой последней	1	1
572	же в	3	1
573	обстоит дело	1	1
574	за этим	1	1
575	чем же	2	1
576	от ее	1	1
577	с ней	1	1
578	не знает	1	1
579	только как	2	1
580	другой стороны	1	1
581	существует в	1	1
582	совершенно не	1	1
583	жизни а	1	1
584	из этого	1	1
585	природы или	2	1
586	в действительности	2	1
587	к этой	4	1
588	в искусстве	5	1
589	в своих	2	1
590	том числе	1	1
591	это в	1	1
592	диаметрально противоположны	1	1
593	к этому	1	1
