N	2gram	Bakhtin_Fr_6	Freidism
121	не дает	1	4
122	в котором	4	4
123	мы находим	2	4
124	как раз	2	4
125	и др	10	4
126	себя и	1	4
127	в данном	3	4
128	и о	1	4
129	в следующей	6	4
130	в этих	2	4
131	этот вопрос	1	4
132	между ними	3	4
133	в таком	1	4
134	жизнь человека	1	3
135	человека и	2	3
136	он хотел	1	3
137	подхода к	1	3
138	он был	4	3
139	такие же	1	3
140	один и	1	3
141	как в	4	3
142	и как	4	3
143	между двумя	1	3
144	следующей главе	6	3
145	материнского лона	1	3
146	и тот	2	3
147	в себе	5	3
148	и те	2	3
149	этот процесс	1	3
150	в узком	1	3
151	и вот	1	3
152	и по	1	3
153	что все	2	3
154	выражение и	1	3
155	конечно в	2	3
156	где оно	1	3
157	зрения на	1	3
158	было бы	3	3
159	отца и	1	3
160	очень важный	1	3
161	нисколько не	1	3
162	он дает	1	3
163	мысли и	1	3
164	этой области	1	3
165	одна из	1	3
166	на него	1	3
167	ни о	1	3
168	к себе	2	3
169	не могут	2	3
170	всем этим	1	3
171	и этим	2	3
172	только то	1	3
173	и смерть	2	3
174	и что	5	3
175	во втором	3	3
176	со всеми	2	3
177	человека с	2	3
178	себя в	2	3
179	об его	1	3
180	у него	7	3
181	в них	7	3
182	и т.п	19	3
183	на этот	1	3
184	о себе	1	3
185	вместе с	6	3
186	существенных моментах	1	3
187	слова и	1	3
188	и от	4	3
189	но это	3	3
190	не является	1	3
191	это как	1	3
192	не знает	1	3
193	от всех	2	3
194	жизни и	3	3
195	в искусстве	3	3
196	по поводу	1	3
197	помощью которых	2	3
198	чтобы не	1	2
199	в ослабленной	2	2
200	не остается	3	2
201	и то	2	2
202	тех же	2	2
203	это и	2	2
204	тем же	1	2
205	в первом	3	2
206	и до	7	2
207	уже указывали	1	2
208	для своего	1	2
209	нам в	1	2
210	того же	4	2
211	откуда же	1	2
212	между собой	1	2
213	сказать и	1	2
214	в ее	5	2
215	для жизни	1	2
216	видели что	1	2
217	себе и	1	2
218	из важнейших	1	2
219	чем же	1	2
220	дает нам	2	2
221	в своем	5	2
222	в этот	1	2
223	что это	5	2
224	в нашем	1	2
225	половой акт	1	2
226	их в	2	2
227	но все	1	2
228	же касается	1	2
229	наибольшее значение	1	2
230	это было	2	2
231	это не	1	2
232	и смерти	3	2
233	поэтому они	1	2
234	которой он	1	2
235	том что	7	2
236	в эту	2	2
237	что значит	1	2
238	но если	2	2
239	во второй	1	2
240	в их	1	2
241	сих пор	3	2
242	страх и	2	2
243	теми же	1	2
244	как это	2	2
245	в отношении	1	2
246	в таких	2	2
247	что с	1	2
248	правда в	1	2
249	к этим	3	2
250	для всего	2	2
251	в формы	1	2
252	из того	2	2
253	только с	3	2
254	этом отношении	3	2
255	за ними	1	2
256	в области	2	2
257	в момент	1	2
258	все то	5	2
259	момент рождения	1	2
260	для развития	1	2
261	предыдущей главе	2	2
262	половой жизни	2	2
263	они и	3	2
264	и снова	1	2
265	оно может	1	2
266	образы и	1	2
267	нами выше	1	2
268	половые органы	5	2
269	роль в	4	2
270	продолжает жить	1	2
271	в глаза	1	2
272	и вообще	4	2
273	стремление к	1	2
274	о нем	1	2
275	в другом	4	2
276	и поэтому	1	2
277	до сих	3	2
278	что и	1	2
279	всего этого	1	2
280	и об	1	2
281	в него	3	2
282	мир в	1	2
283	на которой	2	2
284	составною частью	1	2
285	мы видим	6	2
286	для нее	1	2
287	с одной	4	2
288	для всех	1	2
289	и у	2	2
290	уже в	4	2
291	и они	1	2
292	борьбы с	1	2
293	из них	5	2
294	а потому	1	2
295	в конце	2	2
296	рядом с	5	2
297	и даже	4	2
298	влияние на	1	2
299	с другой	4	2
300	человека в	1	2
301	здесь в	9	2
302	а с	1	2
303	до конца	2	2
304	ничем не	1	2
305	связано с	3	2
306	одной стороны	4	2
307	это прежде	2	2
308	которых мы	2	2
309	более того	4	2
310	а не	2	2
311	что мы	2	2
312	так же	5	2
313	в предыдущей	2	2
314	внешнем мире	2	2
315	и связанных	1	2
316	матери и	1	2
317	для понимания	1	2
318	в развитии	2	2
319	действительно ли	1	2
320	другого человека	1	2
321	в основном	1	2
322	только для	1	2
323	всех людей	1	2
324	это уже	2	2
325	всего они	1	2
326	и часто	2	2
327	не существует	1	2
328	формы и	1	2
329	для нас	2	2
330	поэтому все	1	2
331	конце концов	1	2
332	все они	2	2
333	да и	1	2
334	к его	1	2
335	всех других	1	2
336	есть и	2	2
337	вполне понятно	2	2
338	и другие	2	2
339	рот и	5	2
340	как на	1	2
341	они не	3	2
342	этом совершенно	1	1
343	мы начнем	1	1
344	ту же	1	1
345	одним из	4	1
346	и через	1	1
347	выражения в	1	1
348	за то	1	1
349	ибо как	1	1
350	кажется что	2	1
351	в мыслях	1	1
352	ведь и	2	1
353	оно было	1	1
354	с таким	1	1
355	их и	1	1
356	в несколько	1	1
357	полагает что	1	1
358	со всех	1	1
359	всего того	1	1
360	ней мы	1	1
361	о болезни	1	1
362	и другими	1	1
363	память о	1	1
364	знакомый нам	1	1
365	жизни как	1	1
366	ему в	1	1
367	то это	1	1
368	конечно и	4	1
369	в целом	1	1
370	и заставляет	1	1
371	большей степени	1	1
372	и страха	1	1
373	всех сторон	1	1
374	главе что	1	1
375	последнее и	1	1
376	что по	1	1
377	не был	2	1
378	время в	1	1
379	что его	1	1
380	там и	2	1
381	основано на	1	1
382	природы и	2	1
383	но конечно	2	1
384	одним словом	1	1
385	о смерти	1	1
386	энергии и	1	1
387	нет и	1	1
388	и речи	1	1
389	что они	2	1
390	природа в	1	1
391	к сожалению	1	1
392	эту борьбу	1	1
393	в истории	2	1
394	как говорит	1	1
395	в центре	2	1
396	эти образы	2	1
397	уже знакомый	1	1
398	вспомним что	1	1
399	и нет	1	1
400	мотивов в	1	1
401	это был	1	1
402	этом же	1	1
403	что когда	1	1
404	в круг	1	1
405	в противоположность	1	1
406	и хотя	1	1
407	но эта	2	1
408	где все	2	1
409	господствовал в	1	1
410	та же	4	1
411	которую они	1	1
412	возврата в	1	1
413	обратное влияние	1	1
414	говорили что	3	1
415	он в	2	1
416	бы не	1	1
417	как он	2	1
418	если он	1	1
419	чем сильнее	1	1
420	от его	1	1
421	в телесной	1	1
422	человеческого тела	5	1
423	они свидетельствуют	1	1
424	мы полагаем	1	1
425	новое и	1	1
426	из него	1	1
427	и вечно	2	1
428	проходят через	1	1
429	находит себе	2	1
430	он объединяет	1	1
431	в основу	1	1
432	такого же	1	1
433	это конечно	1	1
434	как они	2	1
435	а затем	4	1
436	со всем	1	1
437	она находит	1	1
438	из всех	1	1
439	глубокий и	1	1
440	форму и	1	1
441	связанная с	1	1
442	должен был	1	1
443	так сильно	1	1
444	и тем	1	1
445	в беседе	1	1
446	части тела	6	1
447	тела в	13	1
448	далеко не	1	1
449	были в	1	1
450	этой борьбы	1	1
451	нитью проходят	1	1
452	со своими	1	1
453	он и	1	1
454	рода и	1	1
455	чем в	1	1
456	и было	1	1
457	обратимся к	1	1
458	не больше	1	1
459	не мог	3	1
460	момента в	1	1
461	на первый	3	1
462	она основана	1	1
463	и мышления	1	1
464	таким же	1	1
465	сознания но	1	1
466	нас не	3	1
467	он должен	1	1
468	наших дней	1	1
469	телом и	12	1
470	собственном теле	1	1
471	степени не	1	1
472	понятно что	2	1
473	из области	2	1
474	в одном	5	1
475	этой же	1	1
476	страха и	1	1
477	и эти	1	1
478	есть именно	2	1
479	уже сказали	3	1
480	вещей и	1	1
481	с такими	1	1
482	всю картину	1	1
483	непосредственно связано	1	1
484	до известной	1	1
485	это чувство	1	1
486	отметить что	2	1
487	тогда когда	2	1
488	от груди	1	1
489	сводится в	1	1
490	и отдельных	1	1
491	образом в	2	1
492	о них	1	1
493	проникают в	1	1
494	это мы	1	1
495	нам известно	1	1
496	дело в	1	1
497	человек как	1	1
498	нее нет	1	1
499	того в	1	1
500	ровно ничего	1	1
501	свидетельствуют о	1	1
502	нужно искать	1	1
503	нам никакого	1	1
504	место своего	1	1
505	самым важным	1	1
506	это один	1	1
507	тела и	15	1
508	только наиболее	1	1
509	от их	1	1
510	и здесь	1	1
511	представляется нам	1	1
512	очень важных	1	1
513	его за	1	1
514	беседе с	1	1
515	мы все	1	1
516	является одним	1	1
517	его с	1	1
518	смерти и	1	1
519	той или	1	1
520	время болезни	1	1
521	на это	1	1
522	если же	1	1
523	о том	9	1
524	характер этого	1	1
525	в работе	1	1
526	и это	1	1
527	приходит к	1	1
528	пределах того	1	1
529	при свете	1	1
530	совершенно ясно	1	1
531	действия и	1	1
532	то время	1	1
533	в дальнейшем	2	1
534	дано в	1	1
535	и когда	2	1
536	котором мы	3	1
537	и сам	3	1
538	на нее	1	1
539	времени и	2	1
540	ясно что	1	1
541	рождения и	2	1
542	мог бы	1	1
543	часть их	1	1
544	общие для	1	1
545	с собой	1	1
546	само себя	1	1
547	в результате	4	1
548	жизнь и	1	1
549	глава пятая	1	1
550	основана на	1	1
551	все сказанное	1	1
552	в эпоху	6	1
553	остановимся на	1	1
554	ничего не	1	1
555	органа в	1	1
556	ними и	1	1
557	связанное с	1	1
558	мы чувствуем	1	1
559	по-видимому и	1	1
560	на все	3	1
561	то есть	24	1
562	в широком	1	1
563	а также	5	1
564	оно непосредственно	1	1
565	внимание на	2	1
566	язык и	1	1
567	утверждает что	1	1
568	мысль не	1	1
569	после того	1	1
570	только за	1	1
571	основе своей	1	1
572	в сфере	1	1
573	там же	1	1
574	по их	1	1
575	события в	1	1
576	коснемся только	1	1
577	и во	2	1
578	борьба с	4	1
579	в которую	1	1
580	от них	1	1
581	что человек	2	1
582	в форме	2	1
583	исходя из	1	1
584	нем и	1	1
585	путь и	1	1
586	все время	4	1
587	в лице	1	1
588	тело и	3	1
589	к которому	1	1
590	его материального	1	1
591	а некоторые	1	1
592	оказалось что	1	1
593	тому назад	1	1
594	понятно и	1	1
595	во всем	5	1
596	эти мотивы	1	1
597	и так	1	1
598	страх перед	2	1
599	поэтому и	3	1
600	всех его	4	1
601	они могут	2	1
602	т.п такова	1	1
603	ноги и	1	1
604	и прочие	1	1
605	образов в	3	1
606	есть в	3	1
607	для врача	1	1
608	судить о	1	1
609	частями тела	1	1
610	говорить об	1	1
611	этом легко	1	1
612	второй главе	1	1
613	также и	6	1
614	носа и	1	1
615	и других	1	1
616	плана в	1	1
617	резко выраженный	3	1
618	одно из	1	1
619	в корне	2	1
620	отражает в	1	1
621	как половые	2	1
622	никакого ответа	1	1
623	в землю	1	1
624	ее влияние	1	1
625	из одной	1	1
626	вводит в	1	1
627	играет в	1	1
628	как будто	1	1
629	тем что	5	1
630	они будут	1	1
631	объединяет в	1	1
632	и строго	1	1
633	о каком	1	1
634	уже совершенно	1	1
635	момент в	1	1
636	же деле	1	1
637	в другой	1	1
638	связан с	1	1
639	представление о	2	1
640	или иной	1	1
641	и страшный	1	1
642	на них	1	1
643	именно в	4	1
644	как возврата	1	1
645	характерно для	1	1
646	и между	1	1
647	на чем	1	1
648	полового органа	1	1
649	такое же	1	1
650	всякого человека	1	1
651	и тело	2	1
652	в высшую	1	1
653	и шире	1	1
654	ты должен	1	1
655	полагаем что	1	1
656	в некоторых	1	1
657	превращается в	2	1
658	самом же	1	1
659	похожие на	1	1
660	человеческого рода	3	1
661	а на	2	1
662	но благодаря	1	1
663	было для	1	1
664	у всех	1	1
665	там где	5	1
666	или с	2	1
667	эту эпоху	1	1
668	и вовсе	2	1
669	материалом для	1	1
670	роль которую	1	1
671	типичное явление	1	1
672	все основные	2	1
673	образ матери	1	1
674	мы говорим	1	1
675	в строгом	1	1
676	находим в	1	1
677	к своему	1	1
678	влияния на	2	1
679	целом ряде	1	1
680	данного единичного	1	1
681	смысле этого	1	1
682	связаны с	7	1
683	это утверждает	1	1
684	и там	1	1
685	образы имеют	1	1
686	в первой	3	1
687	события жизни	1	1
688	ему о	1	1
689	и мотивы	1	1
690	факт этот	1	1
691	мира с	1	1
692	этого слова	1	1
693	нас интересует	1	1
694	благодаря этому	1	1
695	не будем	2	1
696	ценою жизни	1	1
697	остается и	1	1
698	нужно отметить	1	1
699	в смысле	1	1
700	под влиянием	1	1
701	мира в	2	1
702	в книге	3	1
703	и борьба	1	1
704	они так	1	1
705	известной степени	1	1
706	тела может	1	1
707	потому не	1	1
708	деле здесь	1	1
709	кал и	2	1
710	он по	1	1
711	в индивидуальном	2	1
712	но эти	1	1
713	у них	1	1
714	и события	1	1
715	бы в	2	1
716	еще более	2	1
717	тем более	2	1
718	все события	1	1
719	образом тема	1	1
720	смерть по	1	1
721	в знаменитом	3	1
722	в различных	1	1
723	в том	2	1
724	границу между	1	1
725	этим явлениям	1	1
726	это все	2	1
727	весь мир	3	1
728	роль играет	1	1
729	их с	1	1
730	жизни а	1	1
731	роли в	1	1
732	же мы	1	1
733	им не	1	1
734	из этого	4	1
735	на ней	1	1
736	на своем	1	1
737	на свет	1	1
738	исключительное значение	1	1
739	остается от	1	1
740	это так	1	1
741	ряде других	1	1
742	значение в	2	1
