N	2gram	Bakhtin_sl_2	VeschiIm
376	и полному	1	1
377	из него	2	1
378	его от	3	1
379	и по	1	1
380	всех своих	1	1
381	однако в	2	1
382	или иных	1	1
383	подход к	1	1
384	быть настолько	1	1
385	д если	1	1
386	конечно в	2	1
387	поэтому понимание	1	1
388	того или	1	1
389	может стать	2	1
390	должен был	1	1
391	может стремиться	1	1
392	однако при	1	1
393	в них	6	1
394	и представить	1	1
395	факта и	1	1
396	далеко не	2	1
397	но лишь	2	1
398	не всегда	2	1
399	всегда и	1	1
400	и вне	2	1
401	смысловом и	2	1
402	предмета в	1	1
403	может идти	1	1
404	она достигает	1	1
405	но почему	1	1
406	одного и	1	1
407	оно же	1	1
408	на первый	1	1
409	нужно чтобы	1	1
410	этом случае	6	1
411	зная ее	1	1
412	и без	1	1
413	представить себе	1	1
414	ту сторону	1	1
415	и действует	1	1
416	то его	1	1
417	в отличие	12	1
418	свой смысл	2	1
419	от его	1	1
420	неподвижна и	1	1
421	основе ее	1	1
422	поэтому в	1	1
423	единство и	3	1
424	но эта	2	1
425	этих моментов	1	1
426	слово для	3	1
427	как от	1	1
428	уже сказали	1	1
429	даже в	2	1
430	этого мало	1	1
431	например и	1	1
432	себя момент	1	1
433	можно понимать	1	1
434	от нас	2	1
435	дело не	1	1
436	каких условиях	1	1
437	к новым	1	1
438	говорят и	1	1
439	без остатка	1	1
440	и внутренней	2	1
441	эта внутренняя	1	1
442	пределах самого	1	1
443	к такому	1	1
444	к подлинному	1	1
445	этим он	1	1
446	и существенное	1	1
447	в наше	1	1
448	по своей	1	1
449	самому своему	1	1
450	это слово	1	1
451	в сознании	1	1
452	эти три	1	1
453	только с	2	1
454	только одна	1	1
455	отличие его	2	1
456	и оно	2	1
457	применения и	1	1
458	нет ни	1	1
459	не могут	5	1
460	его нужно	2	1
461	могут быть	7	1
462	указать на	1	1
463	языках и	1	1
464	анализа и	1	1
465	утверждать что	1	1
466	единым и	1	1
467	всегда в	1	1
468	в применении	1	1
469	в конце	1	1
470	как не	1	1
471	на нем	2	1
472	же сущность	1	1
473	и единственный	2	1
474	принципы в	1	1
475	с каким	1	1
476	и от	3	1
477	как по	1	1
478	только не	1	1
479	него самого	1	1
480	с самого	1	1
481	в пределах	13	1
482	дано в	1	1
483	стремиться к	2	1
484	на том	1	1
485	если они	1	1
486	в живых	1	1
487	в другом	2	1
488	здесь как	2	1
489	не предмет	1	1
490	на которую	1	1
491	оно все	1	1
492	в окружающей	1	1
493	и по-своему	1	1
494	он остается	1	1
495	языковое сознание	9	1
496	или иной	5	1
497	но может	1	1
498	языка или	2	1
499	о нем	2	1
500	не был	2	1
501	существенной и	2	1
502	за пределами	1	1
503	от силы	1	1
504	а также	3	1
505	самому себе	1	1
506	нас в	1	1
507	мы понимаем	1	1
508	должно было	1	1
509	слово слово	2	1
510	язык и	7	1
511	нуждается в	2	1
512	реальными вещами	1	1
513	но конечно	1	1
514	оно требует	2	1
515	а его	1	1
516	а именно	2	1
517	и предмет	1	1
518	не зная	1	1
519	существенно и	2	1
520	в двух	1	1
521	речи о	1	1
522	в поэтическом	1	1
523	в какой	1	1
524	из многих	1	1
525	целом с	1	1
526	тем или	1	1
527	лишь одна	1	1
528	всей жизни	1	1
529	моментов самой	1	1
530	никак нельзя	1	1
531	говорит только	1	1
532	не было	2	1
533	самое содержание	1	1
534	с одной	5	1
535	именно на	2	1
536	где они	2	1
537	с какой	1	1
538	для всех	4	1
539	существенным и	1	1
540	конечно не	5	1
541	не можем	1	1
542	так можно	1	1
543	вместить в	1	1
544	оно в	1	1
545	в виде	2	1
546	оно всегда	1	1
547	это требует	1	1
548	зрения на	2	1
549	всяком случае	2	1
550	может очень	1	1
551	слова в	13	1
552	сами по	1	1
553	вовсе не	10	1
554	не о	1	1
555	двумя разными	1	1
556	у него	3	1
557	в других	1	1
558	нужно сказать	1	1
559	вне ее	1	1
560	этих границ	1	1
561	до сих	2	1
562	не обязательно	1	1
563	которых мы	2	1
564	мы еще	1	1
565	души и	1	1
566	говорит о	1	1
567	в некоторых	3	1
568	одной стороны	5	1
569	сосредоточивается на	1	1
570	стать на	1	1
571	стремится к	3	1
572	с большей	1	1
573	и самый	1	1
574	зависит от	1	1
575	слово из	1	1
576	его как	2	1
577	как ни	1	1
578	и художественном	1	1
579	одно а	1	1
580	сфере что	1	1
581	и выше	1	1
582	когда она	1	1
583	с которым	2	1
584	входить в	2	1
585	и она	1	1
586	быть вещью	1	1
587	и чистые	1	1
588	в потенции	1	1
589	мы опять	1	1
590	он говорит	1	1
591	если на	1	1
592	применении к	1	1
593	форму своего	1	1
594	себя то	2	1
595	очень важно	1	1
596	вокруг себя	1	1
597	степени что	1	1
598	лежит в	1	1
599	к проблеме	3	1
600	мы сказали	2	1
601	поэтому когда	1	1
602	и существенности	1	1
603	этого слова	1	1
604	слова есть	1	1
605	слова и	8	1
606	сих пор	2	1
607	заставляет нас	1	1
608	не знаем	2	1
609	понимании и	1	1
610	нами уже	1	1
611	не является	1	1
612	это новое	1	1
613	этого понимания	1	1
614	или в	2	1
615	имеет дело	2	1
616	сознания и	1	1
617	или нет	1	1
618	и смысл	1	1
619	вообще в	1	1
620	также не	1	1
621	своей внутренней	1	1
622	уже нет	1	1
623	к самому	1	1
624	одной из	1	1
625	слово в	11	1
626	только как	1	1
627	другой стороны	1	1
628	относящиеся к	1	1
629	дело с	4	1
630	него то	1	1
631	к его	2	1
632	ибо за	1	1
633	как вещи	1	1
634	мы увидим	2	1
635	сам в	1	1
636	только о	2	1
637	на свет	1	1
638	от слова	1	1
639	которым они	1	1
640	как таковое	1	1
641	требует не	1	1
642	к этому	1	1
643	в таком	4	1
644	они не	2	1
645	гораздо более	1	1
646	которая не	1	1
