N	2gram	Tiupa_Narr_2	KFilosof
154	о том	5	3
155	того или	3	3
156	того что	6	3
157	в современной	2	3
158	быть и	1	3
159	а лишь	1	3
160	действительной жизни	1	3
161	и тем	5	3
162	тем что	1	3
163	в данный	1	3
164	что не	1	3
165	ценностным центром	1	3
166	вступает в	2	3
167	своей значимости	1	3
168	по своему	2	3
169	поскольку он	1	3
170	котором он	1	3
171	сознания и	1	3
172	а все	1	3
173	не должен	2	3
174	только с	1	3
175	своей единственной	1	3
176	не я	1	3
177	в свою	2	3
178	или иного	3	3
179	в то	5	3
180	все остальное	1	2
181	он может	2	2
182	это и	1	2
183	чего не	1	2
184	едва ли	3	2
185	есть на	1	2
186	и должен	1	2
187	поскольку она	1	2
188	а как	3	2
189	если я	1	2
190	ни у	1	2
191	вопрос о	1	2
192	а для	1	2
193	ему в	2	2
194	с его	3	2
195	в данном	10	2
196	свою жизнь	1	2
197	смысловой значимости	1	2
198	же с	1	2
199	как в	5	2
200	как к	3	2
201	сознания в	1	2
202	и как	1	2
203	с действительной	1	2
204	в этой	4	2
205	и будущее	1	2
206	всей его	1	2
207	вследствие этого	2	2
208	в принципе	2	2
209	в виде	2	2
210	определяется с	1	2
211	лишь с	1	2
212	так и	9	2
213	не будет	2	2
214	конечно в	1	2
215	в жизни	6	2
216	соответствии с	3	2
217	жизни но	1	2
218	и того	3	2
219	эти момента	1	2
220	знает и	1	2
221	можно ли	1	2
222	есть его	1	2
223	тем не	5	2
224	тому что	3	2
225	раз и	1	2
226	что есть	1	2
227	и время	1	2
228	дело не	1	2
229	в процессе	2	2
230	того чтобы	3	2
231	вытекает из	1	2
232	же время	3	2
233	именно она	1	2
234	в сознании	2	2
235	для другого	1	2
236	в области	2	2
237	бытия не	1	2
238	к себе	7	2
239	пространство и	2	2
240	той или	3	2
241	оно не	2	2
242	чтобы стать	1	2
243	где этот	1	2
244	всей своей	2	2
245	говорить о	2	2
246	и когда	3	2
247	психический процесс	1	2
248	это только	1	2
249	жизнь и	1	2
250	постольку поскольку	1	2
251	другое дело	1	2
252	сводится к	9	2
253	может не	1	2
254	его жизни	2	2
255	основе своей	1	2
256	однако что	1	2
257	нем не	1	2
258	не со	1	2
259	может иметь	1	2
260	и она	1	2
261	в него	2	2
262	что только	1	2
263	дело с	2	2
264	что он	5	2
265	а с	2	2
266	именно на	1	2
267	со всеми	2	2
268	в качестве	14	2
269	события и	1	2
270	сознания не	1	2
271	него и	1	2
272	содержание и	1	2
273	не о	1	2
274	или иной	3	2
275	ли это	1	2
276	прежде всего	6	2
277	в соответствии	3	2
278	только по	2	2
279	если не	2	2
280	я уже	2	2
281	и потому	1	2
282	пространство в	1	2
283	дело здесь	1	2
284	в это	1	2
285	но для	2	2
286	которой он	3	2
287	от действительного	1	2
288	человек и	1	2
289	еще более	1	2
290	и смысл	1	2
291	он имеет	1	2
292	потому что	2	2
293	его к	1	2
294	к этому	1	2
295	не зависит	2	1
296	говоря о	1	1
297	также и	1	1
298	в движение	1	1
299	в чужой	2	1
300	тем же	1	1
301	здесь и	1	1
302	ведь и	1	1
303	видеть в	1	1
304	в зависимости	1	1
305	отношения к	1	1
306	шире и	1	1
307	той же	2	1
308	его не	1	1
309	я как	1	1
310	смысле можно	1	1
311	две жизни	2	1
312	и функция	1	1
313	именно к	1	1
314	не была	1	1
315	оба эти	1	1
316	ориентирована на	1	1
317	в составе	2	1
318	так называемые	1	1
319	как свой	1	1
320	и он	2	1
321	не субъективно	1	1
322	и говорить	1	1
323	событие как	1	1
324	поступок а	1	1
325	мысли и	1	1
326	столь же	2	1
327	и мира	4	1
328	в нашем	2	1
329	а тем	1	1
330	мы будем	1	1
331	причастности этому	1	1
332	него с	1	1
333	как произойдет	1	1
334	смысловое единство	1	1
335	не просто	1	1
336	человека его	1	1
337	определяется не	1	1
338	за которую	1	1
339	более чем	2	1
340	субъекта и	1	1
341	виду и	1	1
342	хотя и	5	1
343	современный человек	1	1
344	и наконец	1	1
345	не являются	2	1
346	и к	6	1
347	в действительности	1	1
348	раскол между	2	1
349	за собой	1	1
350	за границей	2	1
351	в самом	2	1
352	в которой	1	1
353	это открытие	1	1
354	т.п но	1	1
355	в известном	3	1
356	ее как	1	1
357	на то	2	1
358	жизнью и	2	1
359	что она	2	1
360	не следует	3	1
361	историю если	1	1
362	только себя	1	1
363	сомнению но	1	1
364	не к	4	1
365	их в	1	1
366	себе момент	1	1
367	не растворяется	1	1
368	и по	3	1
369	на этом	1	1
370	и пространственная	1	1
371	этом последнем	1	1
372	мы его	2	1
373	об этом	4	1
374	и с	1	1
375	оно становится	1	1
376	то есть	9	1
377	в единую	1	1
378	это было	1	1
379	который и	1	1
380	и иных	1	1
381	а есть	1	1
382	всю свою	1	1
383	практически не	1	1
384	к миру	2	1
385	должен был	2	1
386	делает его	1	1
387	кризис в	1	1
388	смерть и	1	1
389	же пространство	2	1
390	освободиться от	1	1
391	всю жизнь	1	1
392	и уже	4	1
393	несмотря на	2	1
394	о принципе	1	1
395	эти миры	1	1
396	не мог	1	1
397	и видит	1	1
398	в этих	1	1
399	она сама	1	1
400	как все	1	1
401	но поскольку	1	1
402	всяком случае	1	1
403	пространства делает	1	1
404	она в	1	1
405	все и	1	1
406	от времени	1	1
407	не от	1	1
408	направлен на	1	1
409	признать что	1	1
410	веков и	1	1
411	к такой	1	1
412	но он	2	1
413	имеет смысл	1	1
414	значимость в	1	1
415	новое и	1	1
416	человека но	1	1
417	нет никакого	1	1
418	в отношении	1	1
419	его полноте	1	1
420	при всех	1	1
421	с которой	1	1
422	она не	1	1
423	как о	2	1
424	одна из	3	1
425	между жизнью	1	1
426	например что	1	1
427	состояния тогда	1	1
428	ничто в	1	1
429	к другим	1	1
430	не могло	2	1
431	только не	2	1
432	нет места	1	1
433	возможно и	1	1
434	не оставив	1	1
435	которые могут	1	1
436	жизни не	1	1
437	до их	1	1
438	находятся в	1	1
439	вследствие того	1	1
440	в противоречие	1	1
441	местом которое	1	1
442	более что	1	1
443	по своей	3	1
444	такая же	1	1
445	вместо того	1	1
446	отдельного человека	1	1
447	и теперь	1	1
448	не является	4	1
449	не мыслится	1	1
450	у меня	2	1
451	ни о	1	1
452	в живой	1	1
453	единство возможных	1	1
454	в специальном	1	1
455	которых он	1	1
456	и времени	1	1
457	на границе	1	1
458	есть только	1	1
459	во все	1	1
460	зависимости от	1	1
461	к тому	9	1
462	имеет место	2	1
463	свою позицию	2	1
464	этой своей	2	1
465	и о	1	1
466	более не	1	1
467	с ее	1	1
468	что все	1	1
469	но при	4	1
470	возможное смысловое	1	1
471	позицию по	1	1
472	было единственным	1	1
473	хотя его	1	1
474	не вступает	1	1
475	и от	1	1
476	только со	1	1
477	характер и	3	1
478	мысль о	2	1
479	но мы	1	1
480	приводит к	1	1
481	и иные	2	1
482	на том	3	1
483	его самого	1	1
484	как содержание	1	1
485	и человеческого	1	1
486	с собой	1	1
487	не с	1	1
488	особенно в	1	1
489	участия в	2	1
490	и социальные	1	1
491	собой и	1	1
492	и даже	3	1
493	приобщается к	1	1
494	гарантирует возможное	1	1
495	того мира	1	1
496	и смерть	1	1
497	при такой	1	1
498	возможна только	1	1
499	другими словами	1	1
500	все содержание	1	1
501	можно сказать	6	1
502	мы делаем	1	1
503	и во	1	1
504	в конечном	3	1
505	и вследствие	2	1
506	нет это	1	1
507	а во	2	1
508	и смысловой	1	1
509	оказались бы	1	1
510	я а	1	1
511	себя но	2	1
512	человека как	1	1
513	к ней	3	1
514	объектов и	1	1
515	в литературе	4	1
516	известном смысле	3	1
517	один из	3	1
518	но с	1	1
519	небо и	1	1
520	одной из	1	1
521	в какой	4	1
522	и кажется	1	1
523	субъекта в	1	1
524	событийности но	1	1
525	и так	1	1
526	себя со	1	1
527	к смыслу	1	1
528	меня самого	1	1
529	бы возникнуть	1	1
530	не можем	1	1
531	в большинстве	1	1
532	только на	2	1
533	и продукт	1	1
534	но достаточно	1	1
535	время является	2	1
536	и чисто	1	1
537	еще одной	1	1
538	мир и	1	1
539	а то	2	1
540	большинстве случаев	1	1
541	в данной	1	1
542	в душе	2	1
543	конечном счете	3	1
544	растворяется в	1	1
545	только к	3	1
546	и небо	1	1
547	мир не	1	1
548	одно из	2	1
549	никто не	1	1
550	выводит из	1	1
551	не для	1	1
552	может служить	2	1
553	к человеку	1	1
554	возвышается над	1	1
555	но уже	1	1
556	как раз	3	1
557	к той	1	1
558	жизни я	1	1
559	просто не	1	1
560	мире где	1	1
561	именно как	1	1
562	и т.п	6	1
563	человеком как	1	1
564	с другим	2	1
565	этого человека	1	1
566	только извне	1	1
567	а именно	1	1
568	во второй	2	1
569	по всей	1	1
570	но о	1	1
571	нового времени	2	1
572	противном случае	1	1
573	превращается в	2	1
574	и своего	1	1
575	уже давно	1	1
576	социально значимое	1	1
577	ничем не	1	1
578	зависит от	2	1
579	человеческой жизни	1	1
580	с которым	1	1
581	что мы	1	1
582	здесь именно	1	1
583	вместе с	1	1
584	событие не	1	1
585	к его	3	1
586	противоречие с	1	1
587	картина мира	8	1
588	себе самому	5	1
589	в историю	1	1
590	недостатках и	1	1
591	что именно	1	1
592	жизнь может	1	1
593	о возможности	1	1
594	в точке	1	1
595	она принципиально	1	1
596	в мир	1	1
597	возможных суждений	1	1
598	в первой	1	1
599	в человеке	1	1
600	том смысле	1	1
601	время есть	1	1
602	слова и	1	1
603	события а	1	1
604	своей жизни	1	1
605	о его	1	1
606	же самое	1	1
607	и передачи	1	1
608	в противном	1	1
609	одного и	1	1
610	и пространства	2	1
611	я или	1	1
612	не существует	1	1
613	не подлежит	1	1
614	или в	1	1
615	а к	3	1
616	когда он	1	1
617	совершенно иной	1	1
618	мы должны	1	1
619	не непосредственно	1	1
620	только что	2	1
621	я в	5	1
622	или не	1	1
623	же в	4	1
624	за этим	1	1
625	но оно	1	1
626	требует чтобы	1	1
627	границу между	1	1
628	между ними	1	1
629	другой в	1	1
630	того же	1	1
631	жизни а	1	1
632	в последнем	1	1
633	одновременно и	1	1
634	по которой	1	1
635	бы его	1	1
636	ней в	2	1
637	но эти	1	1
638	а я	1	1
639	ее в	1	1
640	по поводу	2	1
641	всем своим	1	1
642	не превращается	1	1
643	который не	1	1
644	гораздо более	1	1
645	во всяком	1	1
646	все что	4	1
647	они не	2	1
