N	2gram	Nazirov_Tv_2	Narrotol
275	сам автор	1	1
276	за границей	1	1
277	внутренний мир	1	1
278	мы уже	1	1
279	из всех	1	1
280	например в	5	1
281	бахтина в	1	1
282	в первый	1	1
283	этом не	1	1
284	о болезни	1	1
285	жизненной позиции	1	1
286	событий и	1	1
287	мы и	1	1
288	а теперь	1	1
289	боль в	3	1
290	прибегает к	1	1
291	он был	1	1
292	быть в	1	1
293	в различных	1	1
294	эта нелепая	1	1
295	его собственным	1	1
296	этого героя	1	1
297	после его	1	1
298	а только	1	1
299	не то	1	1
300	которую она	1	1
301	не все	1	1
302	ответ на	1	1
303	отношение к	1	1
304	тут же	2	1
305	преступление и	2	1
306	глухо и	1	1
307	опыт на	1	1
308	к автору	1	1
309	и я	1	1
310	с этим	1	1
311	и лишь	2	1
312	о жизни	3	1
313	когда он	4	1
314	и наконец	2	1
315	от ее	2	1
316	на улицах	1	1
317	и к	1	1
318	в противоположность	1	1
319	за собой	4	1
320	для которого	2	1
321	с детьми	1	1
322	еще на	1	1
323	действия и	2	1
324	в которой	2	1
325	из жизни	2	1
326	в литературном	2	1
327	что это	1	1
328	об этих	1	1
329	как некий	1	1
330	позиции автора	1	1
331	за это	1	1
332	бы не	2	1
333	во многих	2	1
334	этом что	1	1
335	тоже не	2	1
336	что автор	1	1
337	приводит к	2	1
338	мысленным взором	1	1
339	особое место	2	1
340	но ведь	2	1
341	например как	1	1
342	а более	1	1
343	что она	4	1
344	главным образом	1	1
345	параллели между	1	1
346	т д	11	1
347	в силу	1	1
348	уже говорилось	1	1
349	евгения онегина	3	1
350	содержит в	1	1
351	он прямо	1	1
352	на земле	1	1
353	в творческом	5	1
354	в комнату	1	1
355	и по	2	1
356	так например	3	1
357	возможно это	1	1
358	перед мысленным	1	1
359	таким образом	10	1
360	жить в	1	1
361	однако все	1	1
362	значение в	1	1
363	чего он	1	1
364	вскоре в	1	1
365	той же	1	1
366	это весьма	1	1
367	его в	3	1
368	с другими	2	1
369	на бумаге	1	1
370	бытия но	1	1
371	это одна	1	1
372	уходом из	1	1
373	но уже	3	1
374	стремился к	1	1
375	жизни то	1	1
376	в ее	2	1
377	мы видели	1	1
378	ведет к	1	1
379	в церкви	1	1
380	автора и	1	1
381	зато в	2	1
382	в один	1	1
383	так словно	1	1
384	во время	1	1
385	этой связи	1	1
386	от боли	1	1
387	в котором	3	1
388	в их	3	1
389	больше не	1	1
390	в которых	3	1
391	что я	2	1
392	должны были	1	1
393	точку зрения	2	1
394	по крайней	2	1
395	задается вопросом	1	1
396	что этот	2	1
397	как видим	1	1
398	любовь к	1	1
399	даже в	1	1
400	нас к	1	1
401	тому что	1	1
402	так как	3	1
403	его личности	1	1
404	перед смертью	1	1
405	хотелось бы	1	1
406	текста и	1	1
407	одновременно все	1	1
408	это еще	1	1
409	этот тип	1	1
410	после ухода	1	1
411	жизни не	1	1
412	невозможно но	1	1
413	это сделать	1	1
414	человека так	1	1
415	средствами но	1	1
416	только с	2	1
417	однако это	2	1
418	был назван	1	1
419	ему не	1	1
420	и со	1	1
421	в момент	1	1
422	не давая	1	1
423	с фабулой	1	1
424	встречается в	1	1
425	мы узнаем	2	1
426	могут быть	2	1
427	отличается от	1	1
428	для развития	1	1
429	так достоевский	3	1
430	указывает на	1	1
431	пор еще	1	1
432	если же	1	1
433	должен быть	1	1
434	читателя он	1	1
435	по определению	1	1
436	в виду	1	1
437	для читателя	1	1
438	как по	2	1
439	между сознаниями	1	1
440	только то	1	1
441	говорили что	1	1
442	по способу	1	1
443	и сам	5	1
444	в другом	1	1
445	в образе	3	1
446	в соборе	1	1
447	не с	1	1
448	ясно что	1	1
449	живет в	1	1
450	каждого из	1	1
451	у матери	1	1
452	мог бы	1	1
453	он писал	2	1
454	чем у	1	1
455	с собой	1	1
456	вопрос не	1	1
457	вошел в	1	1
458	во второй	1	1
459	том как	1	1
460	но у	4	1
461	с героем	1	1
462	является в	1	1
463	поэтому в	1	1
464	был не	1	1
465	его времени	2	1
466	на подъем	1	1
467	и вообще	2	1
468	приближается к	1	1
469	произведения как	1	1
470	и здесь	1	1
471	это происходит	1	1
472	не выступает	1	1
473	утверждает что	1	1
474	ее и	1	1
475	для нас	1	1
476	самому себе	1	1
477	или наконец	2	1
478	и авторской	1	1
479	во всех	1	1
480	русской литературе	1	1
481	а потому	1	1
482	нуждается в	1	1
483	что и	1	1
484	крайней мере	2	1
485	в художественной	1	1
486	холодную ночь	1	1
487	все время	2	1
488	к ней	1	1
489	и мы	3	1
490	в жизнь	1	1
491	в формах	1	1
492	поле зрения	1	1
493	в холодную	1	1
494	сразу же	1	1
495	к различным	1	1
496	тот же	1	1
497	одной из	3	1
498	ли он	1	1
499	даже если	1	1
500	по мнению	3	1
501	на мир	1	1
502	с одной	1	1
503	к одному	1	1
504	прямо не	1	1
505	и событий	1	1
506	на всем	1	1
507	ряде случаев	1	1
508	и у	2	1
509	уже в	2	1
510	героя с	2	1
511	с женой	1	1
512	не из	1	1
513	предположение что	1	1
514	в душе	4	1
515	конечном счете	1	1
516	участие в	1	1
517	что сама	1	1
518	с первоначальным	1	1
519	или даже	2	1
520	бытия и	1	1
521	не случайно	2	1
522	в карты	1	1
523	тем что	3	1
524	соотносится с	1	1
525	не просто	1	1
526	и всякий	1	1
527	следует признать	1	1
528	продолжает определять	1	1
529	случае с	1	1
530	смерти и	1	1
531	даже не	1	1
532	и братьев	1	1
533	он живет	1	1
534	для героев	1	1
535	его смерти	1	1
536	сам себя	1	1
537	а с	3	1
538	же о	1	1
539	называет себя	3	1
540	что для	1	1
541	связано с	1	1
542	на этот	2	1
543	с большей	1	1
544	а главное	1	1
545	выше и	1	1
546	обращение с	1	1
547	одну из	1	1
548	человеческой культуры	2	1
549	со своими	2	1
550	которой он	2	1
551	художественного целого	1	1
552	на фоне	1	1
553	связь с	2	1
554	в творчестве	5	1
555	в городе	1	1
556	так же	5	1
557	томаса манна	1	1
558	и потому	4	1
559	в рамках	1	1
560	сути дела	3	1
561	и наказание	1	1
562	что за	1	1
563	наряду с	7	1
564	не смешивать	1	1
565	это объективная	1	1
566	о человеке	2	1
567	это его	2	1
568	образ и	2	1
569	не можем	1	1
570	по бахтину	1	1
571	на ранних	2	1
572	но это	5	1
573	речи или	1	1
574	все это	6	1
575	стороне от	1	1
576	числе и	1	1
577	пока еще	1	1
578	это явление	1	1
579	в книге	1	1
580	сам же	1	1
581	лев толстой	1	1
582	не он	1	1
583	на стороне	4	1
584	некоторого времени	1	1
585	человек и	1	1
586	в голову	1	1
587	еще более	1	1
588	будто бы	1	1
589	теперь же	1	1
590	отношении к	1	1
591	письма и	1	1
592	это все	2	1
593	первый раз	1	1
594	не знает	1	1
595	была бы	1	1
596	совершенно не	1	1
597	завершающего слова	1	1
598	самой своей	3	1
599	рассказа это	1	1
600	им не	1	1
601	частности в	1	1
602	собой лишь	1	1
603	за границу	1	1
604	в искусстве	2	1
605	по поводу	1	1
606	к этому	3	1
607	русской литературы	1	1
608	точно так	1	1
609	том числе	1	1
610	событий в	1	1
