N	2gram	Tiupa_Narr_1	TeoriaLi
324	к нему	5	2
325	коммуникативную стратегию	2	2
326	во всех	1	2
327	или иначе	3	2
328	русской литературе	1	2
329	однако с	1	2
330	во втором	4	2
331	жизнь личности	1	2
332	данного текста	1	2
333	вслед за	4	2
334	в литературе	2	2
335	они хотят	1	2
336	природе суть	1	2
337	композиционная форма	1	2
338	известного рода	1	2
339	в аспекте	2	2
340	мире и	1	2
341	в сказании	2	2
342	тот или	1	2
343	с одной	7	2
344	этой системе	1	2
345	этом что	1	2
346	не слияние	1	2
347	жанровая форма	1	2
348	слова не	1	2
349	его текст	1	2
350	суть то	1	2
351	коммуникативной стратегии	3	2
352	в конце	1	2
353	во всей	2	2
354	в структуре	2	2
355	автора как	1	2
356	и даже	3	2
357	со стороны	9	2
358	в данный	1	2
359	между которыми	1	2
360	в области	2	2
361	субъекта жизни	1	2
362	а именно	3	2
363	перед ним	1	2
364	себя и	2	2
365	равной степени	1	2
366	жизни то	1	2
367	речевой маски	2	2
368	одной стороны	7	2
369	а на	1	2
370	воспринимающего сознания	1	2
371	в рассказе	4	2
372	не на	2	2
373	человеческой жизни	1	2
374	одну из	2	2
375	о чем	2	2
376	и адресата	1	2
377	коммуникативные стратегии	2	2
378	сближение но	1	2
379	на фоне	1	2
380	о себе	1	2
381	так же	2	2
382	текста в	2	2
383	жизни но	2	2
384	из которых	4	2
385	к жизни	1	2
386	в той	6	2
387	текста где	1	2
388	могут быть	3	2
389	с.с аверинцева	2	2
390	по бахтину	3	2
391	и позволяет	1	2
392	в следующей	1	2
393	к тому	7	2
394	литературных жанров	1	2
395	коммуникативный статус	2	2
396	совершенно иной	2	2
397	собственно говоря	1	2
398	в литературной	1	2
399	ценностной позиции	1	2
400	в равной	1	2
401	жизни в	3	2
402	поскольку не	1	2
403	одной из	4	2
404	что он	6	2
405	такого дискурса	1	2
406	формы высказывания	1	2
407	культуры в	1	2
408	в роли	2	2
409	личности творится	1	1
410	воспринимающему сознанию	1	1
411	выступая здесь	1	1
412	те же	4	1
413	неотделима от	1	1
414	он стоит	1	1
415	также и	1	1
416	межличностной соотносительности	1	1
417	несовместимом с	1	1
418	героев бытийная	1	1
419	смертью герой	1	1
420	таком случае	2	1
421	и через	1	1
422	переходит к	1	1
423	не такое	1	1
424	слушающих общим	1	1
425	и четвертой	1	1
426	соответственно риторика	1	1
427	притчей напротив	1	1
428	требующей для	1	1
429	образ становящегося	1	1
430	говорилось выше	1	1
431	идет о	2	1
432	в самостоятельный	1	1
433	него убеждения	1	1
434	раннего зачинателя	1	1
435	слова эта	1	1
436	жанровой схемы	1	1
437	и есть	1	1
438	слушателей с	1	1
439	не признает	1	1
440	анекдотическому дискурсу	1	1
441	непредсказуемое стечение	1	1
442	лишь орудие	1	1
443	к другому	2	1
444	отношения между	1	1
445	и чрезвычайно	1	1
446	где демонстрируется	1	1
447	принципиальное различие	1	1
448	опыт запечатлеваемый	1	1
449	рассказывающего анекдот	1	1
450	и до	2	1
451	значения чьей-то	1	1
452	всегда имплицитно	1	1
453	из его	1	1
454	жизни героя	1	1
455	др в	1	1
456	текста характеризующийся	1	1
457	о происшествиях	1	1
458	едва ли	1	1
459	действительности и	1	1
460	в окказионально-авантюрном	1	1
461	маска биографа	1	1
462	целенаправленно устремленный	1	1
463	монологизированного слова	2	1
464	общественных отношений	1	1
465	одним из	2	1
466	в стилевых	1	1
467	необыкновенное в	1	1
468	рода хоровое	1	1
469	ставят перед	1	1
470	же как	3	1
471	персонажей здесь	1	1
472	при анализе	1	1
473	их поступки	1	1
474	стилевых формах	1	1
475	нам всегда	1	1
476	раскрытие установленного	1	1
477	несут в	1	1
478	и примеряя	1	1
479	преодолеваемая даль	1	1
480	говоря и	1	1
481	героического актанта	1	1
482	акта в	1	1
483	я оказывается	1	1
484	героя но	1	1
485	со смертью	2	1
486	завершенная и	1	1
487	все и	1	1
488	личностного опыта	1	1
489	от всего	1	1
490	например слухи	1	1
491	отсюда существенная	1	1
492	события эта	1	1
493	невымышленные анекдотические	1	1
494	посрамляющий умершее	1	1
495	вырастающая из	1	1
496	акте выбора	1	1
497	и со	1	1
498	которое в	1	1
499	литературе нового	1	1
500	не знают	1	1
501	времени старого	1	1
502	события на	1	1
503	убеждения мнения	1	1
504	притчи явственно	1	1
505	жизни повествователя	1	1
506	жанра представляют	1	1
507	сказание в	1	1
508	пребывания в	1	1
509	всегда эксплицированного	1	1
510	живого голоса	1	1
511	особого коммуникативного	1	1
512	его несовместимом	1	1
513	нарушителем некоторых	1	1
514	системы явлений	1	1
515	не от	2	1
516	анекдота новелла	1	1
517	принципиально недопустимая	1	1
518	выбора риторический	1	1
519	проявляет себя	1	1
520	и на	3	1
521	не героического	1	1
522	на них	1	1
523	внимание и	1	1
524	эта позиция	1	1
525	хх веке	1	1
526	тексте может	1	1
527	столь же	3	1
528	время в	2	1
529	претерпевшего к	1	1
530	компетенцией соответствующего	1	1
531	бы то	3	1
532	в различных	1	1
533	события в	2	1
534	организации кадров	1	1
535	не смерти	1	1
536	во внешнем	2	1
537	непосредственного присутствия	1	1
538	архаичному состоянию	1	1
539	выбора или	1	1
540	уникальным жизненным	1	1
541	он оказывается	1	1
542	это бывает	1	1
543	совсем не	1	1
544	общенародной хвалы	1	1
545	глазами анекдота	1	1
546	легко может	1	1
547	не таково	1	1
548	здесь также	1	1
549	выступает своеобразным	1	1
550	не входит	1	1
551	для обозначения	1	1
552	определяется креативная	1	1
553	фон романного	1	1
554	смешное но	1	1
555	если в	3	1
556	литературы анекдот	1	1
557	общеизвестные пришел	1	1
558	с совершенно	1	1
559	самообнаружения все	1	1
560	оно объединяет	1	1
561	риториках рассматриваемых	1	1
562	обладать собственным	1	1
563	отношений анекдот	1	1
564	противоположность характеру	1	1
565	авторитарная риторика	1	1
566	центрального героя	1	1
567	или иное	2	1
568	эпизоде в	1	1
569	есть нарушение	1	1
570	до которого	2	1
571	романного образа	1	1
572	бытийная компетенция	1	1
573	именовал веком	1	1
574	общий знаменатель	1	1
575	иными соседствами	1	1
576	система обстоятельств	1	1
577	отнюдь не	5	1
578	предполагает как	1	1
579	всего к	1	1
580	мере в	1	1
581	дискурсе речевой	1	1
582	речи именно	1	1
583	необходимый фон	1	1
584	может оказываться	1	1
585	независимо от	2	1
586	соответствующего жанра	2	1
587	отношений которое	1	1
588	от содержания	1	1
589	и непристойность	1	1
590	припоминая и	1	1
591	это игра	1	1
592	читателем к	1	1
593	фольклора являет	1	1
594	о жизни	1	1
595	о разных	1	1
596	названа маской	1	1
597	или вяземским	1	1
598	что касается	2	1
599	обращения к	1	1
600	и где	1	1
601	рассматриваемых типов	1	1
602	такое слово	1	1
603	сознания в	1	1
604	могли бы	1	1
605	отграниченная система	1	1
606	как уже	1	1
607	запрета есть	1	1
608	что по	2	1
609	адресата в	2	1
610	текста да	1	1
611	слово анекдота	1	1
612	острота или	1	1
613	или преступается	1	1
614	каждый такой	1	1
615	здесь и	2	1
616	просторную сферу	1	1
617	тому архаичному	1	1
618	ответную реакцию	1	1
619	в герое	1	1
620	зрения как	1	1
621	смерти героя	1	1
622	собой некий	1	1
623	обстоятельств столкновение	1	1
624	совершенно иными	1	1
625	изобразителя жизни	1	1
626	знают становления	1	1
627	креативного и	1	1
628	или иную	2	1
629	то в	6	1
630	статичном актанте	1	1
631	шире и	1	1
632	не выбирают	1	1
633	формы скрытой	1	1
634	уже столь	1	1
635	притчи креативная	1	1
636	обычно является	1	1
637	с собачкой	1	1
638	авторства выше	1	1
639	и многосмысленном	1	1
640	или причастной	1	1
641	из жизни	1	1
642	что это	3	1
643	порой фактически	1	1
644	обратное влияние	1	1
645	модификаций анекдотического	1	1
646	таковы например	1	1
647	риторика императивного	1	1
648	европейского романа	1	1
649	сомнению отсюда	1	1
650	участок текста	2	1
651	невозможно рассказывать	1	1
652	новелла первоначально	1	1
653	монолог в	1	1
654	становление мира	1	1
655	ситуацию разрушает	1	1
656	из этих	3	1
657	из анекдота	2	1
658	двоякий жизненный	1	1
659	дискурсе может	1	1
660	заинтересовывать судьбой	1	1
661	этим моментам	1	1
662	наличии у	1	1
663	тексте но	1	1
664	это разделение	1	1
665	тоже не	1	1
666	феномена культуры	1	1
667	без ее	1	1
668	уточнить что	1	1
669	в известном	2	1
670	знанием или	1	1
671	коммуникативной ситуации	2	1
672	данном контексте	1	1
673	герою жизнеописания	1	1
674	реализации некоторой	1	1
675	текста не	1	1
676	зависим от	1	1
677	и рецептивная	3	1
678	инициативно личностно	1	1
679	от позиции	1	1
680	всей его	2	1
681	не могла	1	1
682	в случае	7	1
683	героя к	3	1
684	к реализации	1	1
685	от своея	1	1
686	жизнью и	2	1
687	на его	1	1
688	повествованием творится	1	1
689	анекдот невозможно	1	1
690	в классическом	2	1
691	готовом стабильно	1	1
692	и слушающих	1	1
693	него концепты	1	1
694	анекдота но	1	1
695	самой ситуации	1	1
696	своего другого	1	1
697	разъединяет участников	1	1
698	чего анекдот	1	1
699	он ни	1	1
700	но именно	1	1
701	вероятностном и	1	1
702	одному из	1	1
703	романе реалистической	1	1
704	или острота	1	1
705	где иллюстрировалась	1	1
706	ключ к	2	1
707	оно существенным	1	1
708	опыт становления	1	1
709	поведения речевой	1	1
710	в понимании	1	1
711	нашего высказывания	1	1
712	художественного высказывания	2	1
713	отношений между	1	1
714	в силу	4	1
715	по существу	2	1
716	границами между	1	1
717	нем звучит	1	1
718	силу своей	1	1
719	уже говорилось	1	1
720	риторика окказионального	1	1
721	мир как	1	1
722	как опыт	1	1
723	в первом	3	1
724	развития самоопределяющегося	1	1
725	том числе	6	1
726	ошибка оговорка	1	1
727	субъектом инициативного	1	1
728	у читателя	1	1
729	стратегией морализме	1	1
730	содержит в	1	1
731	адресата высказывания	1	1
732	в повествовательном	1	1
733	бытия это	1	1
734	на земле	1	1
735	он уже	2	1
736	и ситуации	1	1
737	смертью в	1	1
738	с максимальной	1	1
739	других типов	1	1
740	внутри себя	1	1
741	занимательное неожиданное	1	1
742	подобно тому	2	1
743	типической ситуации	1	1
744	новеллистическому герою	1	1
745	образа и	1	1
746	графически как	1	1
747	парадигмы где	1	1
748	его составе	1	1
749	рекоша но	1	1
750	известного предназначения	1	1
751	не бывает	1	1
752	именно это	2	1
753	ни был	1	1
754	иной жизни	1	1
755	мнения или	1	1
756	частности форма	1	1
757	по его	1	1
758	поэтому форма	1	1
759	подход к	2	1
760	то ни	3	1
761	нового эпизода	1	1
762	не будет	3	1
763	что все	1	1
764	его характера	1	1
765	неожиданное маловероятное	1	1
766	предварительное знакомство	1	1
767	различие между	2	1
768	реализатором самобытного	1	1
769	говорящих и	1	1
770	и внутренняя	1	1
771	самобытного смысла	1	1
772	извращает осмеивает	1	1
773	а по	2	1
774	окказионально-авантюрном мире	1	1
775	времени и	7	1
776	косвенной речи	1	1
777	для своей	2	1
778	карнавальной непредвиденностью	1	1
779	все их	2	1
780	сознания к	2	1
781	первую очередь	1	1
782	литературе героический	1	1
783	его личности	2	1
784	диалогической анекдот	1	1
785	впервые освоена	1	1
786	такой кадр	1	1
787	ко второму	1	1
788	притче о	1	1
789	было бы	4	1
790	знания убеждения	1	1
791	к иллюзии	1	1
792	стержнем целой	1	1
793	нормы ни	1	1
794	возможность принципиально	1	1
795	такого выбора	1	1
796	претендуют на	1	1
797	не верифицируемым	1	1
798	закономерно и	1	1
799	должен был	1	1
800	исторически восходит	1	1
801	иногда графически	1	1
802	делает его	1	1
803	оно стремится	1	1
804	никакого миропорядка	1	1
805	жизнеописания как	2	1
806	как объекты	1	1
807	речевой деятельности	1	1
808	его личностности	1	1
809	степени зависим	1	1
810	и реализатором	1	1
811	оцененном мире	1	1
812	анекдотической стратегией	1	1
813	составляет необходимый	1	1
814	чудаковатое дурацкое	1	1
815	и недостоверностью	1	1
816	смысл закономерно	1	1
817	однако диалогизм	1	1
818	изложение собственного	1	1
819	в них	1	1
820	на статус	1	1
821	как формулирует	1	1
822	бытийные компетенции	1	1
823	мира где	1	1
824	как об	1	1
825	выступать в	1	1
826	и оцененном	1	1
827	солнце тысяча	1	1
828	сказания исторически	1	1
829	первые два	2	1
830	не всегда	2	1
831	притче он	1	1
832	он и	1	1
833	существенная зависимость	1	1
834	кладет начало	1	1
835	быть так	1	1
836	или попросту	1	1
837	осуществляется или	1	1
838	необыкновенностью и	1	1
839	от божья	1	1
840	в позицию	1	1
841	построения речевого	1	1
842	текста выступает	1	1
843	с не	1	1
844	как целого	1	1
845	система эпизодов	1	1
846	в чистом	1	1
847	определенной жанровой	1	1
848	поведение остроумно	1	1
849	случайности полноценная	1	1
850	предстают перед	1	1
851	пришел увидел	1	1
852	мы строим	1	1
853	обратимся к	3	1
854	жанр городского	1	1
855	комическая апофегма	1	1
856	хвалы или	1	1
857	биографической личности	1	1
858	персонажем в	1	1
859	общим знанием	1	1
860	или сплетни	1	1
861	на раскрытие	1	1
862	собой исторически	1	1
863	но факультативны	1	1
864	себя внимание	3	1
865	рецептивной компетенцией	1	1
866	сводятся к	1	1
867	жизненного поведения	1	1
868	мифологического мышления	1	1
869	жребий а	1	1
870	необходимо уточнить	1	1
871	связь со	1	1
872	всеобщей межличностной	1	1
873	таким же	1	1
874	это ощущение	1	1
875	обращается к	1	1
876	поводу этой	1	1
877	свою речь	1	1
878	ценностной однозначности	1	1
879	знанием поэтому	1	1
880	оговорка где	1	1
881	не становится	1	1
882	составляет преломляющая	1	1
883	в котором	1	1
884	искусство заинтересовывать	1	1
885	даль и	1	1
886	к предмету	1	1
887	городского фольклора	1	1
888	полнотой референтная	1	1
889	голоса зримого	1	1
890	жизненный опыт	1	1
891	ночной жанр	1	1
892	герое и	1	1
893	биография и	1	1
894	на свою	1	1
895	разных риториках	1	1
896	коммуникативную ситуацию	1	1
897	оно живет	1	1
898	себе а	1	1
899	не как	2	1
900	знаменует не	1	1
901	фиксируемой иногда	1	1
902	нейтральное к	1	1
903	до которой	2	1
904	анекдота это	1	1
905	до последнего	1	1
906	от его	1	1
907	той мере	1	1
908	компетенция рассказывающего	1	1
909	хоровой сказание	1	1
910	при несоответствии	1	1
911	форме индивидуального	1	1
912	присутствия рассказчика	1	1
913	исконном значении	1	1
914	герою своей	1	1
915	риторики составляет	1	1
916	ценностно дистанцированной	1	1
917	ситуацией высказывания	1	1
918	по характеристике	4	1
919	но во	1	1
920	анекдот ни	1	1
921	и персонажи	1	1
922	сказания в	1	1
923	разные формы	1	1
924	подготовившем почву	1	1
925	и более	1	1
926	ли я	1	1
927	в прошлом	3	1
928	анекдотического дискурса	2	1
929	произведения в	1	1
930	манифестирующего двоякий	1	1
931	маловероятное беспрецедентное	1	1
932	как исполненной	1	1
933	лично для	1	1
934	собой лишь	1	1
935	данную коммуникативную	1	1
936	некоторого автономного	1	1
937	наизнанку глупость	1	1
938	текст речевая	1	1
939	игра случая	1	1
940	сообщаемое в	1	1
941	сознанию той	1	1
942	у нее	2	1
943	инициатив бытийной	1	1
944	рок и	1	1
945	лишь одну	1	1
946	стечение обстоятельств	1	1
947	характеризующийся единством	1	1
948	нем определенные	1	1
949	между людьми	1	1
950	веком героев	1	1
951	курьезное любопытное	1	1
952	состоящий в	1	1
953	хулы плача	1	1
954	это фатально	1	1
955	чистом виде	1	1
956	однозначности и	1	1
957	возникает в	1	1
958	тысяча и	1	1
959	как центрированная	1	1
960	не ценностно	1	1
961	установка не	1	1
962	до известной	1	1
963	знание что	1	1
964	как ценностного	1	1
965	солирует риторический	1	1
966	справедливо противопоставлял	1	1
967	возможны но	1	1
968	быть без	1	1
969	исторического бытия	1	1
970	она могла	1	1
971	его уникальным	1	1
972	именно диалог	1	1
973	очевидная граница	1	1
974	некоторого рода	2	1
975	коммуникативному статусу	1	1
976	статичен в	1	1
977	по крайней	1	1
978	не имеет	2	1
979	принадлежат к	1	1
980	дело в	1	1
981	одна из	3	1
982	между жизнью	1	1
983	писал он	2	1
984	и фиксируемой	1	1
985	это существенно	1	1
986	фактически точными	1	1
987	к этим	1	1
988	и сама	1	1
989	тамарченко историческое	1	1
990	биографического слова	1	1
991	императивную ритуальность	1	1
992	она вертится	1	1
993	которого он	2	1
994	бытия и	1	1
995	не составляет	1	1
996	облекается в	1	1
997	убеждением значения	1	1
998	случайностная релятивистская	1	1
999	культивируется соответствующим	1	1
1000	конце предыдущего	1	1
1001	зрения не	1	1
1002	двоякого рода	1	1
1003	слухи о	1	1
1004	всегда имеется	1	1
1005	которых и	2	1
1006	лексики например	1	1
1007	бы перевод	1	1
1008	и отсутствие	1	1
1009	себе самом	2	1
1010	предполагает по	1	1
1011	и требующей	1	1
1012	каждый из	2	1
1013	освоена в	1	1
1014	соотносимых с	1	1
1015	противопоставлял житиям	1	1
1016	и запечатлевающий	1	1
1017	жизни не	1	1
1018	парадоксальное сочетание	1	1
1019	в самой	1	1
1020	поскольку оно	2	1
1021	это явление	1	1
1022	неизбежная для	1	1
1023	собой традиционные	1	1
1024	неустранимо обладает	1	1
1025	к ценностной	1	1
1026	дистанцированной в	1	1
1027	старого европейского	1	1
1028	и речевой	1	1
1029	раз ответственность	1	1
1030	образом ориентировано	1	1
1031	дает позвоночника	1	1
1032	дискурс речевая	1	1
1033	из древнейших	1	1
1034	типов высказывания	1	1
1035	частного существования	1	1
1036	от него	1	1
1037	что сообщаемое	1	1
1038	скрытой полускрытой	1	1
1039	запечатлеваемый и	1	1
1040	апофегма до	1	1
1041	связи с	4	1
1042	анекдота не	1	1
1043	ту или	2	1
1044	апофегма то	1	1
1045	заданность человеческих	1	1
1046	действующий во	1	1
1047	внутренней жизни	1	1
1048	мира моделируемая	1	1
1049	не по	1	1
1050	основана жанровая	1	1
1051	равнодостойности сознаний	1	1
1052	обращает на	3	1
1053	и сомнению	1	1
1054	слова говорящий	1	1
1055	и делает	1	1
1056	не является	8	1
1057	и оценки	1	1
1058	глупое или	1	1
1059	возможность совершенно	1	1
1060	компетенция героического	1	1
1061	существованию вследствие	1	1
1062	может приобретать	1	1
1063	к изучению	1	1
1064	ему не	1	1
1065	столько нарушителем	1	1
1066	компетенции персонажа	2	1
1067	к однозначности	1	1
1068	у нас	1	1
1069	настоящего времени	1	1
1070	истины соответственно	1	1
1071	художественной литературы	3	1
1072	него романным	1	1
1073	напротив дискредитирующе	1	1
1074	именно таковы	1	1
1075	интонации и	1	1
1076	осмеивает всякую	1	1
1077	верификация такого	1	1
1078	очень часто	1	1
1079	мире слово	1	1
1080	принадлежат самой	1	1
1081	императивной нормы	1	1
1082	ментальной и	1	1
1083	поучаемого это	1	1
1084	втором эпизоде	1	1
1085	есть субъектом	1	1
1086	не могут	1	1
1087	или притче	1	1
1088	характера инициативно-авантюрное	1	1
1089	когда мы	2	1
1090	доверительной и	1	1
1091	и существенно	1	1
1092	эпос усматривает	1	1
1093	иной интонации	1	1
1094	дискурса в	2	1
1095	есть креативная	1	1
1096	кощунственное вырастающая	1	1
1097	ю.н тыняновым	1	1
1098	героя о	1	1
1099	и развития	1	1
1100	числе и	4	1
1101	беспрецедентное анекдотическим	1	1
1102	формулирует н.д	1	1
1103	в своего	1	1
1104	говорящего состоит	1	1
1105	значительной степени	2	1
1106	становящегося человека	1	1
1107	где слово	2	1
1108	они бытуют	1	1
1109	этот статус	1	1
1110	предполагает хоровой	1	1
1111	опыт частного	1	1
1112	в поле	1	1
1113	таково притча	1	1
1114	иной конкретной	1	1
1115	у истоков	1	1
1116	статусу тождественно	1	1
1117	переходя к	1	1
1118	оно не	2	1
1119	неуместность ошибка	1	1
1120	она не	2	1
1121	время они	1	1
1122	непосредственную ответную	1	1
1123	говорит о	2	1
1124	фатально непреложный	1	1
1125	на непосредственную	1	1
1126	знания означала	1	1
1127	жизнепроцессе бытия	1	1
1128	реализующий некоторую	1	1
1129	в ситуации	1	1
1130	как слухи	1	1
1131	точными они	1	1
1132	гегель именовал	1	1
1133	характеристике с.с	1	1
1134	него возможны	1	1
1135	и кому	1	1
1136	новелле есть	1	1
1137	притче была	1	1
1138	как утверждает	1	1
1139	и открывает	1	1
1140	его наличия	1	1
1141	для окружающих	1	1
1142	предметом целью	1	1
1143	слухи или	1	1
1144	как мы	3	1
1145	вещами и	1	1
1146	у себя	1	1
1147	ю.м лотман	1	1
1148	которая своей	1	1
1149	риторика сказания	2	1
1150	окказиональный жребий	1	1
1151	самому тогда	1	1
1152	же обратное	1	1
1153	действующие лица	1	1
1154	говорит и	2	1
1155	жизнь глазами	1	1
1156	интонации доверительной	1	1
1157	содержания культивируется	1	1
1158	поступки в	1	1
1159	это еще	1	1
1160	только вымышленные	1	1
1161	текст анекдота	1	1
1162	компетенция жанра	2	1
1163	самоопределения на	1	1
1164	для читателя	1	1
1165	вымышленные но	1	1
1166	языка и	2	1
1167	в собственном	2	1
1168	общества фиксировавшиеся	1	1
