N	2gram	Vinokur_Ku_1	NovoeSre
195	только мгновение	1	1
196	не был	1	1
197	в виду	5	1
198	власти в	1	1
199	зависимости от	6	1
200	с большим	3	1
201	это время	1	1
202	думаю что	2	1
203	нужно будет	1	1
204	вопрос об	1	1
205	в недрах	1	1
206	на нем	1	1
207	и распадается	1	1
208	что его	2	1
209	в чем	1	1
210	и во	1	1
211	не могут	2	1
212	своего рода	1	1
213	в которую	1	1
214	то он	1	1
215	вопросу о	1	1
216	себя все	1	1
217	переходит в	1	1
218	значение и	2	1
219	в его	12	1
220	в эти	1	1
221	менее всего	1	1
222	себе и	2	1
223	отличие от	1	1
224	лишь к	1	1
225	и только	1	1
226	старых эпох	1	1
227	народов и	1	1
228	но тут	1	1
229	к которому	3	1
230	в своем	3	1
231	как например	2	1
232	что нет	1	1
233	и старые	1	1
234	что он	6	1
235	только в	11	1
236	мировую войну	1	1
237	от этого	2	1
238	в самом	10	1
239	обратная сторона	1	1
240	не хочет	1	1
241	а во-вторых	2	1
242	бы сказать	1	1
243	из этих	4	1
244	в известном	1	1
245	что ничего	1	1
246	же и	2	1
247	но во	1	1
248	и у	1	1
249	уже в	3	1
250	вопроса о	1	1
251	в большинстве	2	1
252	ко времени	1	1
253	духовной культуры	2	1
254	свидетельствует о	2	1
255	вообще не	1	1
256	идей и	1	1
257	большинстве случаев	1	1
258	все другие	1	1
259	из них	4	1
260	для того	16	1
261	и их	1	1
262	всяком случае	5	1
263	и когда	1	1
264	нуждается в	3	1
265	к одному	1	1
266	слова в	1	1
267	жадность к	1	1
268	сами по	1	1
269	в конце	1	1
270	не для	1	1
271	но ведь	2	1
272	просвещения и	1	1
273	не случайно	6	1
274	совершающееся в	1	1
275	тем что	8	1
276	к той	1	1
277	от того	1	1
278	вот что	1	1
279	и вместе	1	1
280	но все	2	1
281	от нее	1	1
282	это значит	1	1
283	культуры но	1	1
284	значение в	1	1
285	том случае	1	1
286	себе отношения	1	1
287	них не	1	1
288	и русский	1	1
289	говорим о	1	1
290	всех народов	1	1
291	был в	2	1
292	имеют уже	2	1
293	делается в	1	1
294	было бы	15	1
295	в каких	1	1
296	он есть	3	1
297	а это	3	1
298	лишь на	1	1
299	общества конечно	1	1
300	было и	1	1
301	себя и	1	1
302	борьба за	3	1
303	в отличие	1	1
304	что не	5	1
305	социальной жизни	2	1
306	все слова	1	1
307	для них	2	1
308	связано с	3	1
309	превращается в	2	1
310	нет в	1	1
311	а на	2	1
312	они не	3	1
313	в этой	3	1
314	ничем не	1	1
315	не на	4	1
316	этого не	2	1
317	этих терминов	1	1
318	не всегда	2	1
319	жизнь в	1	1
320	и поставил	1	1
321	долгое время	1	1
322	человеческой жизни	1	1
323	далеко еще	1	1
324	когда она	1	1
325	что мы	1	1
326	и того	2	1
327	который я	1	1
328	одного и	2	1
329	он конечно	1	1
330	и еще	2	1
331	в этих	4	1
332	может иметь	2	1
333	и продолжал	1	1
334	но если	2	1
335	и сейчас	1	1
336	и а	2	1
337	в такой	1	1
338	к себе	4	1
339	в котором	3	1
340	только для	1	1
341	что вся	1	1
342	но переходит	1	1
343	мы в	1	1
344	не столько	2	1
345	у нас	10	1
346	в зависимости	5	1
347	в силу	10	1
348	но он	1	1
349	быть только	1	1
350	и более	2	1
351	что этот	1	1
352	в состоянии	2	1
353	он видел	1	1
354	значение все	1	1
355	том смысле	1	1
356	по себе	2	1
357	сам этот	1	1
358	в это	2	1
359	в той	5	1
360	ему все	1	1
361	будто бы	1	1
362	и культур	1	1
363	сих пор	4	1
364	так как	9	1
365	и развивается	1	1
366	должны быть	2	1
367	к вопросу	1	1
368	в сущности	3	1
369	в более	2	1
370	это уже	1	1
371	времени его	1	1
372	до сих	4	1
373	в силах	2	1
374	в мировую	1	1
375	образования и	1	1
376	к старой	1	1
377	которая в	1	1
378	не достигается	1	1
379	и философы	1	1
380	но также	2	1
381	или иная	1	1
382	бы он	1	1
383	или нет	1	1
384	тогда начинается	1	1
385	я хочу	1	1
386	социальное значение	1	1
387	чтобы эти	1	1
388	и его	5	1
389	тут мы	1	1
390	а также	1	1
391	есть уже	1	1
392	потребность в	3	1
393	все более	1	1
394	давно уже	1	1
395	процессы в	1	1
396	что такова	1	1
397	гораздо больше	1	1
398	возможно лишь	1	1
399	или к	1	1
400	в области	7	1
401	только одна	1	1
402	нет ничего	1	1
403	в каком	2	1
404	та или	1	1
405	в свою	3	1
406	того же	4	1
407	выход из	1	1
408	есть только	1	1
409	во все	2	1
410	есть признак	1	1
411	есть и	1	1
412	в которой	6	1
413	всегда есть	1	1
414	эти слова	1	1
415	этот переход	1	1
416	тогда не	1	1
417	во всяком	5	1
418	случае если	1	1
419	уступить место	2	1
420	я могу	1	1
421	оно не	3	1
422	как на	3	1
423	все что	1	1
