N	2gram	Trubetskoy_1	Freidism
274	не лучше	1	2
275	тем не	4	2
276	из того	4	2
277	только с	1	2
278	за ними	3	2
279	в области	4	2
280	все то	2	2
281	же что	2	2
282	отличается от	6	2
283	для развития	1	2
284	должны быть	3	2
285	что оно	3	2
286	половой жизни	1	2
287	они и	1	2
288	для себя	2	2
289	оно может	1	2
290	из всего	1	2
291	в виду	2	2
292	нами выше	1	2
293	роль в	1	2
294	не исчерпывается	1	2
295	и вообще	3	2
296	стремление к	1	2
297	в другом	2	2
298	и поэтому	2	2
299	до сих	8	2
300	социального общения	1	2
301	этих двух	2	2
302	что и	7	2
303	во всей	1	2
304	от этих	1	2
305	в настоящей	1	2
306	быть и	5	2
307	на которой	1	2
308	себя с	1	2
309	каждого человека	2	2
310	мы видим	1	2
311	проникнуть в	1	2
312	даже если	2	2
313	очень много	3	2
314	окружающей его	1	2
315	с одной	3	2
316	для всех	1	2
317	на всем	1	2
318	и у	4	2
319	уже в	1	2
320	только на	1	2
321	ни было	2	2
322	борьбы с	2	2
323	в нашей	1	2
324	человека этот	1	2
325	психики но	1	2
326	из них	5	2
327	а потому	5	2
328	потому и	2	2
329	в прошлом	1	2
330	в конце	4	2
331	заметить что	1	2
332	рядом с	1	2
333	и даже	1	2
334	в высшей	1	2
335	с другой	6	2
336	в психологии	3	2
337	а с	4	2
338	социальной жизни	4	2
339	до конца	1	2
340	ничем не	4	2
341	что таким	2	2
342	одной стороны	2	2
343	которых мы	3	2
344	зависит от	1	2
345	а не	1	2
346	что мы	4	2
347	душевной жизни	1	2
348	душевная жизнь	1	2
349	так же	8	2
350	самого себя	4	2
351	в развитии	1	2
352	и таким	1	2
353	же самое	1	2
354	похоже на	1	2
355	и часто	1	2
356	для нас	3	2
357	конце концов	4	2
358	все они	5	2
359	да и	1	2
360	к его	1	2
361	всех других	2	2
362	вполне понятно	1	2
363	и другие	1	2
364	в своих	2	2
365	к этому	5	2
366	как на	4	2
367	они не	2	2
368	вследствие всех	1	1
369	ту же	2	1
370	можем определить	1	1
371	одним из	4	1
372	же как	3	1
373	чувствовать себя	1	1
374	а таких	1	1
375	а из	1	1
376	у взрослого	3	1
377	за то	1	1
378	противоречие с	1	1
379	науки о	1	1
380	и должны	1	1
381	между всеми	1	1
382	и гораздо	1	1
383	кажется что	1	1
384	права и	1	1
385	ведь и	1	1
386	оно было	1	1
387	и должен	1	1
388	часть его	1	1
389	она к	1	1
390	несколько иной	1	1
391	а как	1	1
392	на тех	1	1
393	т.е только	1	1
394	и другими	1	1
395	слагается из	3	1
396	которую мы	1	1
397	в семье	1	1
398	вопрос о	3	1
399	ответить на	2	1
400	ступени развития	5	1
401	о возможности	1	1
402	но даже	3	1
403	мы и	2	1
404	то это	1	1
405	в целом	5	1
406	образом оказывается	1	1
407	их лежит	1	1
408	большей степени	1	1
409	при таких	1	1
410	оказывается что	5	1
411	и самого	1	1
412	вывод что	1	1
413	что по	3	1
414	время в	1	1
415	точно такие	1	1
416	что его	4	1
417	без всякого	1	1
418	основано на	5	1
419	заметим что	2	1
420	к которой	3	1
421	друг на	1	1
422	силы и	1	1
423	в качестве	1	1
424	нет и	1	1
425	отличаются от	1	1
426	что они	2	1
427	из таких	2	1
428	к сожалению	1	1
429	которые не	3	1
430	в истории	3	1
431	вызывает в	1	1
432	в центре	1	1
433	первый взгляд	1	1
434	что во	1	1
435	независимо от	2	1
436	общего с	2	1
437	различных народов	1	1
438	дикаря и	3	1
439	однако не	1	1
440	что когда	1	1
441	психологии но	1	1
442	его к	1	1
443	утверждают что	1	1
444	и хотя	1	1
445	психологии и	1	1
446	та же	3	1
447	именно того	1	1
448	которую они	1	1
449	образом и	2	1
450	говорили что	1	1
451	он в	1	1
452	бы не	1	1
453	более широкие	1	1
454	то обстоятельство	1	1
455	бы синтез	1	1
456	только один	2	1
457	на то	9	1
458	если он	2	1
459	лет тому	1	1
460	чем сильнее	1	1
461	таких условиях	1	1
462	и социальной	2	1
463	идеи и	1	1
464	из него	2	1
465	чтобы их	1	1
466	его можно	1	1
467	без исключения	1	1
468	это конечно	2	1
469	всех отношениях	1	1
470	не следует	1	1
471	других видов	1	1
472	одна на	1	1
473	а затем	2	1
474	поэтому мы	1	1
475	из всех	5	1
476	входит в	1	1
477	всех народов	1	1
478	мы указывали	1	1
479	чтобы все	3	1
480	окажется что	1	1
481	каждого из	1	1
482	говоря о	1	1
483	чтобы узнать	1	1
484	и тем	1	1
485	то увидим	1	1
486	на свои	1	1
487	о которых	6	1
488	далеко не	5	1
489	их взаимоотношения	1	1
490	на друга	1	1
491	со своими	2	1
492	во внимание	2	1
493	он и	1	1
494	друга в	1	1
495	одну группу	2	1
496	чем в	3	1
497	можно считать	1	1
498	в один	2	1
499	какой именно	1	1
500	на первый	2	1
501	нужно только	1	1
502	этом случае	4	1
503	и культуры	4	1
504	таким же	3	1
505	и тут	1	1
506	нас не	1	1
507	он должен	2	1
508	и без	5	1
509	и благодаря	1	1
510	не к	1	1
511	жизни с	1	1
512	является только	1	1
513	из области	1	1
514	живут в	1	1
515	друг другу	1	1
516	по крайней	1	1
517	и эти	1	1
518	чтобы это	1	1
519	уже сказали	1	1
520	однако в	1	1
521	с такими	1	1
522	намека на	1	1
523	так называемого	5	1
524	бы их	1	1
525	точно и	1	1
526	и истории	5	1
527	между людьми	2	1
528	можно ли	2	1
529	к такой	1	1
530	человека но	1	1
531	этого нужно	1	1
532	друг друга	2	1
533	тогда когда	3	1
534	на два	1	1
535	не по	1	1
536	и социальная	1	1
537	но вместе	1	1
538	образом в	3	1
539	о них	2	1
540	все без	1	1
541	вытекает из	1	1
542	не имели	1	1
543	не сделал	1	1
544	дело в	1	1
545	они являются	1	1
546	это сделать	1	1
547	к ней	1	1
548	этой классификации	1	1
549	сущность его	1	1
550	более позднее	1	1
551	другой но	1	1
552	этого необходимо	1	1
553	что на	1	1
554	которая по	1	1
555	ли это	1	1
556	ступеней и	1	1
557	и со	1	1
558	похожи на	1	1
559	конечно только	1	1
560	обстоятельство что	1	1
561	выход из	1	1
562	господство в	1	1
563	мы все	2	1
564	сходство с	2	1
565	под словом	1	1
566	является одним	1	1
567	всего что	1	1
568	говорило бы	1	1
569	по сравнению	5	1
570	если же	3	1
571	о том	7	1
572	этот путь	1	1
573	правда не	1	1
574	и это	3	1
575	приходит к	1	1
576	но при	1	1
577	точками зрения	1	1
578	совершенно ясно	2	1
579	свои силы	2	1
580	мысль о	1	1
581	то время	2	1
582	в дальнейшем	2	1
583	что такой	1	1
584	как с	1	1
585	котором мы	1	1
586	и сам	2	1
587	мы только	1	1
588	в мире	6	1
589	на нее	2	1
590	ясно что	8	1
591	и культурой	1	1
592	часть их	1	1
593	на месте	2	1
594	это впечатление	2	1
595	увидим что	1	1
596	в результате	9	1
597	можно только	1	1
598	к тем	2	1
599	жизнь и	3	1
600	основана на	1	1
601	в психическом	1	1
602	и постоянно	1	1
603	из одного	2	1
604	ничего не	1	1
605	находится в	1	1
606	все его	2	1
607	и начало	1	1
608	на все	5	1
609	то есть	2	1
610	в широком	1	1
611	и та	1	1
612	язык и	1	1
613	социальная среда	1	1
614	в пользу	5	1
615	но когда	1	1
616	с соответствующими	1	1
617	всегда может	1	1
618	культуры культура	1	1
619	а у	1	1
620	же самые	1	1
621	помнит что	1	1
622	от них	1	1
623	ко всей	1	1
624	на одном	2	1
625	крайней мере	1	1
626	выше в	1	1
627	а его	1	1
628	и следовательно	1	1
629	и всякое	1	1
630	к сознанию	1	1
631	или может	1	1
632	войдя в	2	1
633	психология и	1	1
634	к которому	1	1
635	все члены	1	1
636	чтобы ответить	1	1
637	но так	2	1
638	же все	1	1
639	то направление	1	1
640	борьбы за	2	1
641	тому назад	1	1
642	вступить в	1	1
643	во всем	3	1
644	позднее время	1	1
645	пор не	2	1
646	деле ведь	1	1
647	и так	2	1
648	поэтому и	1	1
649	назад в	1	1
650	они могут	2	1
651	ноги и	1	1
652	бы ни	1	1
653	есть в	2	1
654	с нею	1	1
655	впечатление которое	1	1
656	возрасте в	1	1
657	эти черты	2	1
658	то и	2	1
659	также и	2	1
660	за пределами	1	1
661	в виде	4	1
662	различия в	3	1
663	а это	2	1
664	в ином	1	1
665	и других	2	1
666	психологии в	2	1
667	в борьбу	1	1
668	к своим	1	1
669	каждый момент	1	1
670	одно из	3	1
671	не так	4	1
672	в корне	1	1
673	само собою	1	1
674	эти понятия	1	1
675	будет только	2	1
676	может служить	3	1
677	рода которые	1	1
678	индивидуальном сознании	2	1
679	мы охарактеризовали	1	1
680	как будто	5	1
681	тем что	1	1
682	к той	2	1
683	гораздо сложнее	1	1
684	даже и	1	1
685	и только	2	1
686	за существование	2	1
687	в другой	1	1
688	без того	4	1
689	представление о	3	1
690	или иной	1	1
691	которые неизбежно	1	1
692	именно в	5	1
693	эти две	1	1
694	с большим	1	1
695	и между	1	1
696	это кажется	1	1
697	только по	1	1
698	деле если	1	1
699	человеческого рода	2	1
700	а на	1	1
701	превратив его	1	1
702	на которых	1	1
703	был лишь	1	1
704	потому-то и	1	1
705	долгое время	1	1
706	отнюдь не	2	1
707	у всех	1	1
708	своем поведении	1	1
709	или с	1	1
710	культуры мы	1	1
711	за нею	1	1
712	себя на	1	1
713	если это	2	1
714	так называемых	1	1
715	разобраться в	2	1
716	такой форме	2	1
717	для самого	2	1
718	находим в	1	1
719	из которых	4	1
720	направление в	1	1
721	к своему	1	1
722	целом ряде	3	1
723	сравнению с	5	1
724	смысле этого	1	1
725	связаны с	1	1
726	и индивидуальной	1	1
727	и там	1	1
728	ко всему	2	1
729	не сознавая	1	1
730	этого сделать	1	1
731	факт этот	1	1
732	быть не	1	1
733	эту черту	2	1
734	этого слова	2	1
735	борьбе за	1	1
736	котором они	1	1
737	в гораздо	2	1
738	благодаря этому	1	1
739	и развитию	1	1
740	ближе к	3	1
741	остается в	1	1
742	мира в	1	1
743	они так	1	1
744	являются не	1	1
745	не знаем	1	1
746	его душе	1	1
747	потому не	1	1
748	но на	2	1
749	на время	1	1
750	об отношении	1	1
751	которого они	1	1
752	в индивидуальном	2	1
753	вся культура	1	1
754	на самой	1	1
755	совершенно иной	2	1
756	ее и	3	1
757	целый ряд	4	1
758	у них	6	1
759	бы в	3	1
760	еще более	1	1
761	тем более	3	1
762	сложились в	1	1
763	основанное на	1	1
764	будто бы	1	1
765	а эта	1	1
766	я в	2	1
767	или не	1	1
768	в различных	1	1
769	в том	30	1
770	основе их	1	1
771	нет ничего	1	1
772	это все	1	1
773	работы и	2	1
774	в культурном	3	1
775	знаем и	2	1
776	говорили выше	5	1
777	имеет место	2	1
778	роли в	1	1
779	мы считаем	1	1
780	зрения настоящего	1	1
781	из этого	6	1
782	эти элементы	2	1
783	условия которые	2	1
784	два момента	1	1
785	ряде других	1	1
786	а может	1	1
787	нет что	1	1
788	дело совершенно	1	1
789	можно назвать	3	1
790	и поступает	1	1
791	гораздо более	2	1
