N	2gram	Nazirov_Vr_1	Problemy
193	вне его	1	2
194	и во	3	2
195	от них	1	2
196	во всей	1	2
197	один из	1	2
198	и ее	2	2
199	сколько в	1	2
200	его и	2	2
201	лишь один	1	2
202	и даже	6	2
203	до сих	1	2
204	с героями	1	2
205	на этот	1	2
206	что из	1	2
207	не об	1	2
208	ему но	1	2
209	только как	1	2
210	россии где	1	2
211	в первой	1	2
212	него в	1	2
213	в условиях	1	2
214	сих пор	1	2
215	у вас	1	2
216	романа с	1	2
217	и от	1	2
218	человек и	1	2
219	и перед	1	2
220	из своего	1	2
221	же в	2	2
222	не есть	1	2
223	жизни и	1	2
224	с идеями	1	1
225	от этой	1	1
226	этого в	1	1
227	на творчество	1	1
228	же как	2	1
229	органическое единство	1	1
230	также что	1	1
231	человека достоевский	1	1
232	едва ли	1	1
233	его замысла	1	1
234	их и	1	1
235	из всех	1	1
236	жестокий талант	1	1
237	то достоевский	1	1
238	достоевский стремится	1	1
239	именно к	1	1
240	чтобы объективно	1	1
241	в полной	1	1
242	и он	2	1
243	первый план	1	1
244	во всех	1	1
245	рассказ не	1	1
246	а следовательно	1	1
247	ответ на	2	1
248	в качестве	1	1
249	тогда как	2	1
250	достоевский прежде	1	1
251	это сравнение	1	1
252	и достоевский	2	1
253	что они	1	1
254	к сожалению	1	1
255	к автору	2	1
256	они эти	1	1
257	первый взгляд	1	1
258	независимо от	1	1
259	что как	1	1
260	как нам	1	1
261	хотя и	1	1
262	героев достоевского	1	1
263	и отчасти	1	1
264	поэтому он	1	1
265	романе не	1	1
266	что это	1	1
267	всего романа	1	1
268	что достоевский	4	1
269	замысла как	1	1
270	в известном	2	1
271	достоевского а	1	1
272	как он	1	1
273	но на	1	1
274	вы только	1	1
275	вас и	1	1
276	время и	2	1
277	высшей степени	1	1
278	же это	1	1
279	в начале	6	1
280	хотя он	1	1
281	не будет	1	1
282	об этом	5	1
283	из них	2	1
284	заключается в	1	1
285	роль в	1	1
286	был очень	1	1
287	и романа	1	1
288	появилась в	1	1
289	в высшей	1	1
290	все равно	1	1
291	биографии в	1	1
292	не всегда	1	1
293	достоевского вот	1	1
294	меня но	2	1
295	говорит достоевский	1	1
296	художник как	1	1
297	одного и	1	1
298	вошел в	1	1
299	было не	1	1
300	на первый	2	1
301	которую он	1	1
302	можно найти	1	1
303	что о	1	1
304	место в	2	1
305	на свою	1	1
306	он принимает	1	1
307	своего рода	1	1
308	одном из	1	1
309	по крайней	1	1
310	времени а	1	1
311	полемизирует с	1	1
312	в русской	3	1
313	не имеет	1	1
314	который был	3	1
315	русский народ	1	1
316	не могло	1	1
317	только не	1	1
318	из него	1	1
319	и образ	1	1
320	бедного человека	1	1
321	и лишь	1	1
322	того в	1	1
323	это слово	1	1
324	в каком	1	1
325	ему не	1	1
326	в стиле	1	1
327	вот в	1	1
328	среди них	1	1
329	достоевский искал	1	1
330	одно и	1	1
331	в момент	2	1
332	в речах	1	1
333	об одном	1	1
334	и был	1	1
335	не могли	1	1
336	он ищет	1	1
337	свою очередь	1	1
338	но при	1	1
339	в ее	1	1
340	лермонтова и	2	1
341	только при	1	1
342	то время	1	1
343	этот роман	2	1
344	что у	3	1
345	человека он	1	1
346	во многом	4	1
347	именно этот	1	1
348	мечтатель и	1	1
349	его оформления	1	1
350	в виду	4	1
351	о том	4	1
352	и ставил	1	1
353	того как	1	1
354	особенно резко	1	1
355	крайней мере	1	1
356	достоевского это	1	1
357	если это	1	1
358	того что	1	1
359	к которому	1	1
360	быть и	1	1
361	известном смысле	1	1
362	ли он	1	1
363	проникнуть в	1	1
364	то в	1	1
365	а с	2	1
366	себя в	1	1
367	он считал	4	1
368	с нею	2	1
369	говорить об	1	1
370	быть весьма	1	1
371	не все	1	1
372	к творчеству	3	1
373	и их	1	1
374	слово его	1	1
375	но достоевский	1	1
376	существенно что	1	1
377	привела к	1	1
378	к ним	2	1
379	и никогда	1	1
380	это было	1	1
381	творчеству достоевского	1	1
382	героев достоевский	1	1
383	подпольного человека	4	1
384	у которого	1	1
385	в особенности	1	1
386	обо мне	1	1
387	тотчас же	1	1
388	литературе при	1	1
389	во второй	1	1
390	быть прежде	1	1
391	что для	1	1
392	достоевский находил	1	1
393	такое понимание	1	1
394	подполья но	1	1
395	и самый	1	1
396	из героев	1	1
397	под влиянием	1	1
398	молодой достоевский	1	1
399	с помощью	1	1
400	позволяет нам	1	1
401	в частности	1	1
402	роман в	1	1
403	роман не	1	1
404	два человека	1	1
405	не знал	1	1
406	фигурируют и	1	1
407	истине в	1	1
408	что за	1	1
409	самораскрытие героя	1	1
410	это за	1	1
411	бы его	1	1
412	и другом	1	1
413	в основном	1	1
414	слышать о	1	1
415	внутреннюю логику	1	1
416	ставрогина и	3	1
417	что я	2	1
418	и другими	1	1
419	достоевского то	1	1
420	его с	2	1
421	ее и	1	1
422	и все	7	1
423	более всего	1	1
424	только что	1	1
425	или спора	1	1
426	он подошел	1	1
427	сходятся в	1	1
428	а о	1	1
429	он воспринимал	1	1
430	в свою	2	1
431	свободой и	1	1
432	это в	2	1
433	о творчестве	1	1
434	мы считаем	1	1
435	его произведений	1	1
436	сам в	1	1
437	себе не	1	1
438	к этой	1	1
439	слово за	1	1
440	он у	1	1
441	к этому	3	1
442	в таком	1	1
443	точно так	1	1
444	такой же	1	1
