N	2gram	Bakhtin_fo_1	Tvorches
266	не вполне	1	1
267	на себя	2	1
268	это отношение	1	1
269	как я	1	1
270	мы и	4	1
271	же что	2	1
272	всех сторон	1	1
273	свою очередь	1	1
274	он был	1	1
275	между собой	4	1
276	не был	1	1
277	с его	9	1
278	во всех	6	1
279	не без	2	1
280	романа то	3	1
281	и читателей	1	1
282	но как	1	1
283	а только	2	1
284	в противоречии	1	1
285	есть по	1	1
286	таким-то образом	1	1
287	менее всего	1	1
288	в жизни	6	1
289	отношение к	2	1
290	его характером	1	1
291	значение имеет	1	1
292	тесно связан	1	1
293	другие живут	1	1
294	романе а	1	1
295	ней по	2	1
296	и первый	1	1
297	этот быт	1	1
298	другой день	2	1
299	с этим	6	1
300	в браке	2	1
301	или великий	1	1
302	и нет	2	1
303	однако не	1	1
304	перед нами	1	1
305	романа но	4	1
306	на самоубийство	1	1
307	и как	10	1
308	не являются	2	1
309	его к	1	1
310	и к	2	1
311	сюжетных мотивов	1	1
312	психологии и	1	1
313	романе не	3	1
314	сливается с	1	1
315	что это	1	1
316	живет в	1	1
317	всего романа	1	1
318	из этих	1	1
319	сил в	1	1
320	частности с	1	1
321	с их	2	1
322	вообще а	1	1
323	нами в	1	1
324	и до	5	1
325	но его	1	1
326	очень важно	1	1
327	в жертву	1	1
328	на то	1	1
329	его но	3	1
330	главным образом	1	1
331	сказать в	1	1
332	он ни	1	1
333	о которой	1	1
334	высшей степени	1	1
335	них нет	1	1
336	не к	2	1
337	такого человека	1	1
338	и вот	1	1
339	первой встрече	1	1
340	в большой	1	1
341	к выводу	1	1
342	в каждом	1	1
343	романное время	1	1
344	что все	2	1
345	их приключения	1	1
346	значение в	5	1
347	при первой	1	1
348	входит в	3	1
349	было бы	2	1
350	героев это	1	1
351	характер не	3	1
352	по себе	2	1
353	ведь в	1	1
354	в ином	1	1
355	ни в	8	1
356	для них	3	1
357	из нее	2	1
358	в них	4	1
359	нет в	2	1
360	бытие и	1	1
361	жизни то	2	1
362	за пределами	1	1
363	его все	1	1
364	жизни но	5	1
365	социальной и	1	1
366	очень важный	1	1
367	должно быть	1	1
368	в один	1	1
369	вошел в	1	1
370	его образ	1	1
371	в эту	1	1
372	в этих	3	1
373	во время	1	1
374	ряда в	2	1
375	таким же	1	1
376	его герои	1	1
377	жизни или	2	1
378	это делает	1	1
379	говорил о	1	1
380	он дает	1	1
381	буря и	1	1
382	должны были	1	1
383	является только	1	1
384	образом и	1	1
385	но он	2	1
386	в философии	1	1
387	и более	1	1
388	в таких	1	1
389	возвращается к	1	1
390	не имеющего	1	1
391	автора и	2	1
392	виду что	1	1
393	братья карамазовы	1	1
394	вплоть до	1	1
395	она не	1	1
396	расчленяется на	1	1
397	дело в	2	1
398	в романном	1	1
399	на себе	1	1
400	вторгается в	1	1
401	героев и	3	1
402	которые были	1	1
403	чем не	3	1
404	не имеет	4	1
405	этот тип	2	1
406	самой жизни	1	1
407	авантюрным романом	1	1
408	жизни не	3	1
409	ибо не	1	1
410	с большой	2	1
411	у этого	1	1
412	но очень	2	1
413	из древнейших	1	1
414	в русском	1	1
415	к ней	2	1
416	его судьбу	1	1
417	реализация метафоры	2	1
418	и является	2	1
419	уже говорили	3	1
420	не похож	1	1
421	жизни как	1	1
422	мире и	2	1
423	человека так	2	1
424	идей все	1	1
425	не столь	2	1
426	событий и	3	1
427	и со	1	1
428	борьбе и	1	1
429	от их	1	1
430	в момент	1	1
431	стороны и	2	1
432	к себе	4	1
433	не могут	3	1
434	во все	2	1
435	с исключительной	2	1
436	похож на	1	1
437	как только	1	1
438	проблемы но	1	1
439	числе и	2	1
440	содержанием и	1	1
441	одну и	1	1
442	к тому	3	1
443	что оно	1	1
444	бы он	1	1
445	той или	2	1
446	он видит	1	1
447	этот день	1	1
448	день и	1	1
449	должен быть	1	1
450	для себя	7	1
451	были хорошо	1	1
452	жизни очень	1	1
453	как мы	14	1
454	конце романа	5	1
455	на основе	2	1
456	его поступки	1	1
457	характер и	7	1
458	сочетается с	2	1
459	в себя	1	1
460	с самого	2	1
461	то время	4	1
462	в пределах	5	1
463	человека для	1	1
464	человек был	3	1
465	и ту	1	1
466	ясно что	2	1
467	связан с	1	1
468	собой в	1	1
469	с собой	1	1
470	стороне от	1	1
471	жизнь и	4	1
472	раз за	1	1
473	с человеком	1	1
474	образом в	1	1
475	но отнюдь	1	1
476	в построении	1	1
477	в виду	3	1
478	без которой	1	1
479	человек здесь	3	1
480	и здесь	1	1
481	другом месте	1	1
482	о своей	2	1
483	в другом	1	1
484	характер этого	1	1
485	второй план	1	1
486	с одной	3	1
487	лишь в	6	1
488	романе в	2	1
489	дело обстояло	1	1
490	начале xx	1	1
491	мы понимаем	1	1
492	от него	1	1
493	героев например	1	1
494	и биографии	1	1
495	и события	2	1
496	этот момент	1	1
497	но нет	1	1
498	по разным	1	1
499	романа в	5	1
500	построении образов	1	1
501	века и	1	1
502	как она	2	1
503	от всех	1	1
504	и мир	1	1
505	идеологическим содержанием	2	1
506	не зная	2	1
507	их объективного	1	1
508	то он	1	1
509	их жизни	1	1
510	он действует	1	1
511	на мир	1	1
512	следуют друг	1	1
513	связи с	6	1
514	переходит в	1	1
515	литературы в	1	1
516	в большинстве	1	1
517	друг за	2	1
518	является не	1	1
519	здесь же	1	1
520	человека на	1	1
521	процесс и	1	1
522	мир в	2	1
523	был бы	3	1
524	и их	8	1
525	сами по	1	1
526	при всей	1	1
527	не о	2	1
528	противоречии с	1	1
529	бытия и	1	1
530	дальше в	1	1
531	как раз	13	1
532	счастья в	1	1
533	на деле	1	1
534	смерти и	1	1
535	и герои	1	1
536	и всему	1	1
537	его характеру	1	1
538	в какой-то	3	1
539	что и	3	1
540	или иной	2	1
541	даже не	2	1
542	говорим о	1	1
543	в высшей	1	1
544	влияние на	4	1
545	и несравненно	1	1
546	а мы	2	1
547	его с	1	1
548	и прежде	2	1
549	человек эта	1	1
550	и люди	1	1
551	с большей	2	1
552	как ни	1	1
553	человек в	3	1
554	одну из	1	1
555	и я	1	1
556	у великих	1	1
557	самого начала	2	1
558	не лежит	1	1
559	в различных	2	1
560	жизнь в	2	1
561	в связи	5	1
562	есть одно	1	1
563	и имеет	1	1
564	уже давно	1	1
565	на фоне	3	1
566	почти ничего	1	1
567	отметим лишь	1	1
568	характера его	1	1
569	он изображает	1	1
570	время с	1	1
571	и ограниченность	1	1
572	эта идея	1	1
573	играют в	1	1
574	из форм	1	1
575	литературы но	1	1
576	за другом	2	1
577	и наказание	1	1
578	его личной	1	1
579	в течение	2	1
580	искусстве и	3	1
581	самого себя	1	1
582	человек с	1	1
583	и такие	1	1
584	герой в	1	1
585	с необходимостью	2	1
586	этого слова	1	1
587	характера служит	1	1
588	философские идеи	1	1
589	вальтера скотта	3	1
590	он имел	2	1
591	из хаоса	1	1
592	общественной жизни	1	1
593	отличается от	1	1
594	в самую	1	1
595	перед смертью	1	1
596	поступков и	1	1
597	при всем	1	1
598	этот образ	2	1
599	и для	4	1
600	самим героем	1	1
601	и человек	1	1
602	в результате	6	1
603	характера это	1	1
604	своей собственной	3	1
605	человек и	2	1
606	себя самого	1	1
607	для нас	2	1
608	но когда	1	1
609	своих произведений	1	1
610	жить и	1	1
611	и романы	1	1
612	огромную роль	1	1
613	еще более	3	1
614	и ни	1	1
615	тот же	1	1
616	в свою	2	1
617	первый раз	1	1
618	между ними	3	1
619	лишь что	1	1
620	с ней	1	1
621	в апологии	1	1
622	и мотивы	1	1
623	не знает	3	1
624	сказать что	3	1
625	не быть	1	1
626	была бы	2	1
627	совершенно не	2	1
628	авантюрного романа	3	1
629	раскрытия характера	2	1
630	как люди	1	1
631	в последнем	1	1
632	себе не	1	1
633	ни был	1	1
634	к другим	1	1
635	и другие	5	1
636	или во	1	1
637	и свою	1	1
638	нас не	1	1
639	том числе	4	1
