N	2gram	Propp_Russ_2	Problema
211	понимать как	1	3
212	из этого	2	3
213	и другие	14	3
214	к их	1	2
215	относится и	1	2
216	говорилось выше	1	2
217	и до	1	2
218	который только	1	2
219	мы имеем	6	2
220	в самих	1	2
221	мы и	1	2
222	не был	2	2
223	во всех	3	2
224	совсем не	2	2
225	первый взгляд	1	2
226	с этим	2	2
227	когда он	1	2
228	не являются	1	2
229	даже просто	1	2
230	с нею	1	2
231	еще на	1	2
232	в которой	2	2
233	не будем	3	2
234	он в	1	2
235	а может	1	2
236	вернуться к	1	2
237	всех этих	1	2
238	что все	1	2
239	в другом	1	2
240	а как	1	2
241	он есть	2	2
242	для них	2	2
243	например и	1	2
244	на основании	1	2
245	для чего	1	2
246	мы видели	7	2
247	в этих	3	2
248	и при	2	2
249	в котором	3	2
250	в их	2	2
251	не столько	2	2
252	в отличие	3	2
253	и более	1	2
254	однако в	1	2
255	нас к	3	2
256	с которой	1	2
257	дело не	2	2
258	в основе	1	2
259	не имели	2	2
260	и по	3	2
261	и после	3	2
262	могут быть	2	2
263	и за	1	2
264	что при	2	2
265	и сами	1	2
266	настоящее время	1	2
267	она может	1	2
268	том как	1	2
269	жизнь и	2	2
270	в настоящее	1	2
271	хотя это	1	2
272	и во	1	2
273	природы и	2	2
274	если эта	1	2
275	и следовательно	1	2
276	но с	1	2
277	сразу же	2	2
278	который в	1	2
279	i и	1	2
280	с одной	2	2
281	одна с	1	2
282	из них	4	2
283	не будут	1	2
284	друг друга	3	2
285	нами еще	1	2
286	само собой	1	2
287	даже не	1	2
288	именно в	4	2
289	этим не	1	2
290	а с	2	2
291	в природе	3	2
292	в поисках	1	2
293	воздействовать на	2	2
294	о чем	4	2
295	эти слова	1	2
296	вместе с	6	2
297	и особенно	1	2
298	как это	4	2
299	из которых	2	2
300	по своему	1	2
301	и там	3	2
302	по существу	4	2
303	многих других	1	2
304	пока еще	2	2
305	и для	2	2
306	только тогда	3	2
307	на новый	3	2
308	а к	2	2
309	ее и	2	2
310	от него	1	2
311	у них	2	2
312	только что	1	2
313	есть и	1	2
314	и состоит	1	2
315	это так	1	2
316	это в	2	2
317	как на	1	2
318	этим как	1	1
319	одним из	2	1
320	в русских	4	1
321	рассматривается как	2	1
322	он может	1	1
323	вопрос мы	1	1
324	смысл этого	1	1
325	похожее на	1	1
326	что эти	1	1
327	или ее	3	1
328	например в	1	1
329	когда уже	1	1
330	что если	1	1
331	вопрос о	4	1
332	или вещь	1	1
333	в старое	1	1
334	которое не	1	1
335	полное и	1	1
336	тут все	1	1
337	чтобы у	1	1
338	выходит и	1	1
339	и на	6	1
340	между собой	2	1
341	без которой	1	1
342	своего рода	1	1
343	самих себя	1	1
344	тщательным образом	1	1
345	видели что	4	1
346	не все	4	1
347	а он	2	1
348	ответ на	1	1
349	а и	2	1
350	отличаются от	1	1
351	относится к	1	1
352	во что	1	1
353	если она	2	1
354	независимо от	1	1
355	что именно	1	1
356	так называемая	1	1
357	она как	2	1
358	по пути	1	1
359	более или	1	1
360	следующим образом	5	1
361	от этого	1	1
362	в этот	10	1
363	сливается с	1	1
364	к необходимости	1	1
365	из этих	2	1
366	рассказ о	1	1
367	остановиться на	1	1
368	тому же	1	1
369	во многих	9	1
370	как он	1	1
371	но на	1	1
372	вообще не	1	1
373	к выводу	1	1
374	связанные с	2	1
375	о которой	1	1
376	и когда	1	1
377	не к	2	1
378	том чтобы	2	1
379	или другое	1	1
380	i в	1	1
381	несколько ниже	1	1
382	в образе	2	1
383	так например	1	1
384	что она	3	1
385	именно это	1	1
386	это конечно	1	1
387	от нее	1	1
388	здесь мы	2	1
389	однако все	1	1
390	а когда	1	1
391	и чтобы	1	1
392	общего не	1	1
393	входит в	1	1
394	или просто	2	1
395	в него	2	1
396	земледелия но	1	1
397	и дает	1	1
398	быть не	1	1
399	никакой роли	1	1
400	более широком	1	1
401	за ней	1	1
402	в них	4	1
403	поэтическая метафора	1	1
404	далеко не	4	1
405	они часто	1	1
406	не всегда	3	1
407	в своих	2	1
408	одна другую	1	1
409	как символы	1	1
410	после этого	2	1
411	значение что	1	1
412	или менее	1	1
413	во время	12	1
414	к тем	1	1
415	на деревьях	2	1
416	в такой	1	1
417	этого делать	1	1
418	она в	1	1
419	на свою	1	1
420	представление о	5	1
421	как символ	1	1
422	если здесь	1	1
423	как другие	1	1
424	представлений о	2	1
425	но он	3	1
426	не играют	1	1
427	но они	1	1
428	является так	1	1
429	однако к	1	1
430	случае мы	1	1
431	по улице	1	1
432	в одно	1	1
433	что с	2	1
434	а а	8	1
435	можно понимать	1	1
436	тогда когда	4	1
437	до некоторой	1	1
438	всей их	1	1
439	говорить что	2	1
440	о них	2	1
441	иметь в	1	1
442	того чтобы	6	1
443	изображать и	1	1
444	не всякий	1	1
445	подобно тому	3	1
446	к ней	2	1
447	в другую	1	1
448	такая же	1	1
449	или когда	1	1
450	во всем	2	1
451	на него	1	1
452	до того	1	1
453	представлять себе	1	1
454	в нее	1	1
455	такие же	3	1
456	от их	1	1
457	указание на	1	1
458	менее эти	1	1
459	как некое	1	1
460	в одну	1	1
461	оно не	1	1
462	только одну	2	1
463	ставится под	1	1
464	здесь еще	1	1
465	некоторой степени	1	1
466	получает свою	1	1
467	из всего	1	1
468	на нем	1	1
469	как знак	1	1
470	в пределах	1	1
471	на нее	6	1
472	мы приведем	2	1
473	мог бы	1	1
474	можно только	1	1
475	в которые	1	1
476	что от	3	1
477	но у	1	1
478	но эту	1	1
479	означает что	1	1
480	выводу что	1	1
481	но может	1	1
482	образом в	2	1
483	говорят что	1	1
484	или это	1	1
485	и поэтому	1	1
486	в глаза	2	1
487	там же	12	1
488	все в	2	1
489	то эта	1	1
490	однако такое	1	1
491	связь между	2	1
492	на какую-то	1	1
493	не отличаются	1	1
494	по разным	1	1
495	видно что	2	1
496	в ту	1	1
497	в свете	3	1
498	все время	1	1
499	и наша	1	1
500	в литературе	1	1
501	зимы в	1	1
502	сделать это	1	1
503	и действительно	1	1
504	есть тут	1	1
505	от них	1	1
506	же он	1	1
507	где они	2	1
508	не можем	2	1
509	или не	1	1
510	в ночи	1	1
511	но возможно	1	1
512	и обратно	1	1
513	и других	3	1
514	по всему	1	1
515	был бы	1	1
516	земли и	5	1
517	себе в	1	1
518	на глаза	1	1
519	в одном	1	1
520	чтобы она	1	1
521	как его	1	1
522	и им	1	1
523	заметить что	2	1
524	в руки	2	1
525	ее на	2	1
526	смысла и	1	1
527	для того	6	1
528	может рассматриваться	1	1
529	а потом	1	1
530	что на	2	1
531	которая по	1	1
532	и эту	1	1
533	участвующих в	1	1
534	к ее	1	1
535	обратить внимание	1	1
536	месте и	1	1
537	а наоборот	3	1
538	до конца	3	1
539	не на	1	1
540	зависит от	1	1
541	к таким	2	1
542	их как	1	1
543	там где	2	1
544	на который	1	1
545	для этой	3	1
546	если это	1	1
547	начиная с	2	1
548	на смерть	1	1
549	нет в	1	1
550	которое в	2	1
551	некоторые из	1	1
552	в европе	2	1
553	без всякой	1	1
554	этих случаях	4	1
555	одной стороны	2	1
556	что за	1	1
557	на тот	1	1
558	смысле этого	1	1
559	самым тщательным	1	1
560	во все	1	1
561	здесь имеется	1	1
562	быть только	2	1
563	образом на	1	1
564	только для	1	1
565	по образцу	1	1
566	внутри которой	1	1
567	остается в	1	1
568	на улицу	2	1
569	воды или	1	1
570	тех случаях	1	1
571	случаях когда	1	1
572	ли в	1	1
573	не говорится	2	1
574	не представляет	1	1
575	не с	2	1
576	которого она	1	1
577	его уже	1	1
578	несмотря на	1	1
579	бросается в	2	1
580	очень хорошо	1	1
581	а н	3	1
582	лежит представление	1	1
583	в целях	2	1
584	новую жизнь	1	1
585	только как	2	1
586	существенного значения	1	1
587	их с	1	1
588	многих местах	1	1
589	не сами	1	1
590	одновременно и	1	1
591	приводит нас	2	1
592	к этой	1	1
593	ее в	8	1
594	к этому	5	1
