N	2gram	Ircho_Kome_2	Dialekti
228	иметь в	1	2
229	это уже	1	2
230	что на	3	2
231	в области	1	2
232	сомневаться в	2	2
233	к тому	12	2
234	теле в	1	2
235	в конце	2	2
236	та или	1	2
237	с самого	2	2
238	что у	4	2
239	остается только	1	2
240	имеется в	1	2
241	но мы	1	2
242	или на	2	2
243	времени в	2	2
244	между тем	4	2
245	или иначе	3	2
246	если принять	1	2
247	всяком случае	2	2
248	в сферу	1	2
249	мы видим	1	2
250	с ними	2	2
251	на очень	1	2
252	в какой	2	2
253	с одной	2	2
254	себя в	3	2
255	если мы	1	2
256	и они	1	2
257	или в	3	2
258	т п	2	2
259	само по	1	2
260	тем что	3	2
261	в очень	1	2
262	поручиться что	1	2
263	до сих	2	2
264	именно в	1	2
265	в любой	1	2
266	не на	1	2
267	жизнь в	1	2
268	ни о	1	2
269	уже о	2	2
270	в частности	4	2
271	вместе с	9	2
272	так же	1	2
273	или по	1	2
274	в разной	1	2
275	в изображении	2	2
276	что же	1	2
277	в тех	3	2
278	в состоянии	1	2
279	сих пор	2	2
280	которые были	1	2
281	в результате	1	2
282	но о	1	2
283	не будучи	1	2
284	же в	4	2
285	но всегда	1	2
286	можно поручиться	1	2
287	в системе	1	2
288	не говоря	2	2
289	на сцену	3	2
290	и жизнь	2	2
291	того или	1	2
292	в искусстве	1	2
293	во всяком	2	2
294	речь идет	3	1
295	говоря о	1	1
296	для выяснения	1	1
297	того же	3	1
298	тех же	3	1
299	идет о	2	1
300	перед лицом	2	1
301	очень много	1	1
302	из трех	1	1
303	существенное различие	1	1
304	в какой-то	2	1
305	по его	1	1
306	обойтись без	1	1
307	в театре	2	1
308	сравнению с	1	1
309	для своего	1	1
310	женщин с	1	1
311	к женщине	1	1
312	он почти	1	1
313	нам в	1	1
314	такое положение	1	1
315	ему в	1	1
316	один пример	1	1
317	и самой	1	1
318	и ни	1	1
319	не все	1	1
320	чем больше	1	1
321	вывод что	1	1
322	он был	2	1
323	всегда можно	1	1
324	содержатся в	1	1
325	это противопоставление	1	1
326	бы то	2	1
327	дают нам	1	1
328	в различных	1	1
329	не без	1	1
330	другой пример	1	1
331	свою жизнь	1	1
332	в наиболее	4	1
333	иначе не	1	1
334	отличие от	2	1
335	время на	1	1
336	нет и	2	1
337	человека его	1	1
338	меньше всего	4	1
339	общественное значение	1	1
340	первый взгляд	1	1
341	общего с	1	1
342	что именно	2	1
343	по которому	1	1
344	можно сомневаться	3	1
345	что касается	3	1
346	однако не	1	1
347	обязательно было	1	1
348	которое и	1	1
349	когда он	1	1
350	мертвых душ	1	1
351	человек совершает	1	1
352	с г	2	1
353	и отчасти	1	1
354	вступить с	1	1
355	знают о	1	1
356	из жизни	1	1
357	отношения с	1	1
358	в целом	4	1
359	сказать о	2	1
360	образом и	1	1
361	жизни так	2	1
362	из этих	4	1
363	с их	4	1
364	остановиться на	1	1
365	по форме	1	1
366	тому же	11	1
367	не могла	1	1
368	на свой	1	1
369	к выводу	1	1
370	самому существу	1	1
371	три года	2	1
372	задний план	1	1
373	сами эти	1	1
374	и еще	2	1
375	есть человек	1	1
376	никакому сомнению	1	1
377	это дело	1	1
378	производит на	1	1
379	в компании	1	1
380	с объектом	1	1
381	руке у	1	1
382	в основу	1	1
383	от нее	1	1
384	больше всего	1	1
385	главным образом	1	1
386	только кратковременные	1	1
387	по смыслу	1	1
388	знает что	1	1
389	как несколько	1	1
390	действительности в	1	1
391	без нее	1	1
392	этом смысле	2	1
393	уж не	1	1
394	уже знает	1	1
395	но уже	1	1
396	в них	4	1
397	ни одной	1	1
398	красотой и	1	1
399	попадает в	1	1
400	свою силу	1	1
401	со своими	1	1
402	не всегда	2	1
403	на родном	1	1
404	чем в	2	1
405	когда в	2	1
406	его образ	1	1
407	теперь никто	1	1
408	на первый	1	1
409	в эту	1	1
410	но если	3	1
411	и ее	2	1
412	в котором	3	1
413	в принципе	2	1
414	еще с	1	1
415	всем том	1	1
416	обходится без	1	1
417	от его	1	1
418	сам же	1	1
419	времени не	1	1
420	друг другу	3	1
421	и меньше	1	1
422	ним в	1	1
423	на эти	1	1
424	в древней	4	1
425	можем сказать	1	1
426	и очень	1	1
427	времени к	1	1
428	случае в	1	1
429	что эта	1	1
430	лиц и	1	1
431	в обоих	3	1
432	как о	1	1
433	это дает	1	1
434	в основе	1	1
435	его судьба	1	1
436	из их	1	1
437	или еще	1	1
438	больше чем	5	1
439	одна из	2	1
440	и по-видимому	1	1
441	это слово	4	1
442	и теперь	1	1
443	но даже	1	1
444	не знали	1	1
445	с другом	2	1
446	встречается в	1	1
447	было у	1	1
448	похож на	2	1
449	понимать не	1	1
450	разницей что	1	1
451	отличается от	1	1
452	как человек	1	1
453	они и	1	1
454	должен быть	1	1
455	примеры такого	1	1
456	то ни	2	1
457	о существовании	1	1
458	ибо по	1	1
459	зритель уже	1	1
460	теперь что	1	1
461	были бы	1	1
462	в собственном	1	1
463	мысль о	1	1
464	приводит к	1	1
465	в образе	3	1
466	чтобы дать	1	1
467	за то	4	1
468	одного из	1	1
469	здесь нет	1	1
470	мог бы	1	1
471	к его	2	1
472	которые он	1	1
473	еще в	4	1
474	и на	7	1
475	у вас	1	1
476	по сравнению	1	1
477	изображение в	1	1
478	с утра	1	1
479	не меньше	1	1
480	выводу что	1	1
481	и здесь	6	1
482	не был	1	1
483	в состав	2	1
484	возможна только	1	1
485	тому и	1	1
486	и другому	1	1
487	и поэтому	3	1
488	внимание на	1	1
489	него же	1	1
490	на что	2	1
491	имеет значения	1	1
492	эти качества	1	1
493	внутри самой	1	1
494	нас в	1	1
495	мы понимаем	2	1
496	это была	1	1
497	и во	2	1
498	различие в	1	1
499	в которую	1	1
500	однако что	1	1
501	а у	3	1
502	нем не	2	1
503	от них	1	1
504	судить о	1	1
505	его изображения	1	1
506	я думаю	1	1
507	как его	1	1
508	во всей	1	1
509	пор пока	1	1
510	быть даже	1	1
511	них в	1	1
512	что-нибудь вроде	1	1
513	если это	1	1
514	в литературе	1	1
515	разной степени	1	1
516	же все	1	1
517	время в	1	1
518	обе эти	1	1
519	мне кажется	1	1
520	тот же	2	1
521	речи о	1	1
522	больше того	4	1
523	к внутреннему	1	1
524	не имеет	3	1
525	пор не	1	1
526	к их	3	1
527	даже если	1	1
528	и после	2	1
529	представление об	1	1
530	не происходит	1	1
531	человека с	1	1
532	внимание что	1	1
533	больше всех	1	1
534	из которых	3	1
535	только на	1	1
536	то и	1	1
537	существу своему	1	1
538	бросил ее	1	1
539	является не	2	1
540	мы знаем	3	1
541	представить себе	3	1
542	содержание и	1	1
543	у нее	2	1
544	не о	1	1
545	друг друга	3	1
546	мы можем	3	1
547	у него	4	1
548	на меня	1	1
549	нее не	1	1
550	ее на	1	1
551	в других	2	1
552	явно что	1	1
553	из двух	1	1
554	или иной	1	1
555	даже не	3	1
556	и тех	2	1
557	здесь в	3	1
558	к которому	1	1
559	наконец в	2	1
560	соответствует ли	1	1
561	обоих случаях	2	1
562	одних и	2	1
563	говорит о	1	1
564	что последний	1	1
565	одной стороны	2	1
566	из тех	1	1
567	изображения в	1	1
568	с которым	2	1
569	от внешнего	1	1
570	в руках	4	1
571	в порядке	1	1
572	там где	1	1
573	истинное положение	1	1
574	все более	1	1
575	нет ничего	1	1
576	только его	1	1
577	без помощи	1	1
578	надо было	3	1
579	у первого	1	1
580	над ним	1	1
581	в характере	1	1
582	первого из	1	1
583	но вы	1	1
584	что весь	1	1
585	по существу	1	1
586	друг с	2	1
587	реакции на	2	1
588	действительно не	1	1
589	ни одного	1	1
590	и всех	1	1
591	с этой	3	1
592	может привести	1	1
593	только для	1	1
594	оба они	1	1
595	в одних	1	1
596	является как	1	1
597	о мире	1	1
598	при всем	3	1
599	каждой из	2	1
600	от человека	1	1
601	на задний	1	1
602	в его	4	1
603	еще раз	1	1
604	к достижению	1	1
605	ее и	1	1
606	из себя	1	1
607	тем более	1	1
608	в поле	3	1
609	не должен	1	1
610	мы не	2	1
611	находим в	1	1
612	на нас	1	1
613	до тех	3	1
614	к самому	1	1
615	не видят	1	1
616	не знает	1	1
617	всякому ясно	1	1
618	равно как	1	1
619	или иного	1	1
620	ко всему	1	1
621	из этого	2	1
622	любой другой	1	1
623	в голову	2	1
624	и эта	1	1
625	принимают за	1	1
626	как на	1	1
627	точно так	1	1
628	все что	1	1
629	гораздо более	1	1
