N	2gram	Bakhtin_fo_2	Dialekti
381	мы будем	3	1
382	точка зрения	3	1
383	со всеми	2	1
384	а он	1	1
385	отличие от	1	1
386	нет и	3	1
387	форме и	1	1
388	тем больше	1	1
389	первый взгляд	1	1
390	его на	1	1
391	приближение к	1	1
392	мы также	1	1
393	однако не	1	1
394	когда он	1	1
395	весь мир	3	1
396	сразу в	1	1
397	для которой	1	1
398	и отчасти	1	1
399	человеческая жизнь	1	1
400	то в	2	1
401	только один	2	1
402	относительное и	1	1
403	образом и	1	1
404	жизни так	1	1
405	из этих	4	1
406	остановиться на	1	1
407	другом случае	1	1
408	не могла	2	1
409	так сказать	7	1
410	на свой	1	1
411	вообще не	1	1
412	с чем	1	1
413	самому существу	1	1
414	связанные с	5	1
415	по самому	1	1
416	она еще	2	1
417	и эти	1	1
418	и еще	1	1
419	есть человек	1	1
420	а взгляд	1	1
421	понятий и	1	1
422	человеческого тела	12	1
423	ни была	2	1
424	сказал что	2	1
425	мир как	1	1
426	на земле	2	1
427	вот отчего	1	1
428	из него	1	1
429	всех своих	1	1
430	в основу	1	1
431	от нее	1	1
432	что все	2	1
433	и никакого	1	1
434	данное в	1	1
435	мифологии в	1	1
436	и оформления	1	1
437	все их	1	1
438	со всех	1	1
439	домашнего обихода	1	1
440	нечего и	1	1
441	что один	1	1
442	реальности как	1	1
443	лишь на	1	1
444	и тем	1	1
445	действий и	1	1
446	тела в	4	1
447	в них	7	1
448	далеко не	2	1
449	время человеческой	1	1
450	со своими	2	1
451	чем в	1	1
452	других формах	1	1
453	понятия и	1	1
454	одного и	1	1
455	и становится	2	1
456	на первый	3	1
457	бы на	1	1
458	и ее	1	1
459	этот конец	1	1
460	могут не	1	1
461	как все	1	1
462	именно и	1	1
463	в котором	4	1
464	еще нет	3	1
465	что всякий	1	1
466	также совершенно	1	1
467	от его	1	1
468	своему существу	1	1
469	но эта	2	1
470	времени не	1	1
471	друг другу	2	1
472	превратиться в	1	1
473	без всяких	1	1
474	самое мы	1	1
475	уже сказали	3	1
476	образы тем	1	1
477	ним в	1	1
478	на эти	1	1
479	и долго	1	1
480	время то	1	1
481	вернемся к	3	1
482	начиная от	1	1
483	есть прежде	1	1
484	что ему	1	1
485	и проч	1	1
486	душе и	2	1
487	в основе	6	1
488	бытия и	1	1
489	чем не	2	1
490	и всегда	2	1
491	слово и	1	1
492	только разрушает	1	1
493	больше чем	1	1
494	она ни	3	1
495	одна из	1	1
496	на землю	2	1
497	можно видеть	1	1
498	причем они	1	1
499	все стороны	2	1
500	должен ли	1	1
501	и сама	1	1
502	дело сводится	1	1
503	этом отношении	2	1
504	с другом	4	1
505	в стиле	1	1
506	и живой	1	1
507	начиная с	1	1
508	на границе	3	1
509	похож на	2	1
510	удара и	1	1
511	вокруг него	1	1
512	о браке	1	1
513	наконец что	1	1
514	пр все	1	1
515	оно не	1	1
516	существует только	1	1
517	должен быть	1	1
518	опираясь на	1	1
519	и самое	4	1
520	и глубину	1	1
521	и о	2	1
522	более не	1	1
523	но при	1	1
524	всем этим	1	1
525	здесь не	2	1
526	пребывают в	1	1
527	в позднем	1	1
528	добродетели и	1	1
529	в дальнейшем	5	1
530	мы наблюдаем	3	1
531	дано в	2	1
532	смысле но	1	1
533	в образе	4	1
534	в глаза	1	1
535	те же	6	1
536	здесь как	1	1
537	вечное и	1	1
538	и которые	1	1
539	раз он	1	1
540	отлична от	1	1
541	которые он	1	1
542	еще в	1	1
543	она была	1	1
544	и на	7	1
545	по сравнению	1	1
546	строго говоря	2	1
547	дается такое	1	1
548	из одного	1	1
549	к прошлому	1	1
550	не меньше	1	1
551	наличной действительности	1	1
552	прошлым и	2	1
553	все дело	1	1
554	это мне	1	1
555	очищения и	1	1
556	и здесь	1	1
557	не был	2	1
558	вот почему	1	1
559	и поэтому	1	1
560	таков например	2	1
561	внимание на	1	1
562	все вещи	1	1
563	оно ни	1	1
564	как этот	1	1
565	и во	6	1
566	на всех	1	1
567	и смыслом	1	1
568	как нет	1	1
569	и биографии	1	1
570	о времени	1	1
571	по типу	1	1
572	на колокольне	1	1
573	и вещей	3	1
574	здесь мыслится	1	1
575	на одном	1	1
576	как его	2	1
577	им вступить	1	1
578	которой все	1	1
579	святых и	1	1
580	вовсе нет	2	1
581	времени которое	1	1
582	в литературе	2	1
583	наконец и	2	1
584	время в	1	1
585	и одновременно	1	1
586	не решается	1	1
587	совсем не	2	1
588	тот же	3	1
589	жизни она	2	1
590	устремляется в	1	1
591	не имеет	1	1
592	во всем	1	1
593	из многих	1	1
594	жизнь с	1	1
595	уже говорили	4	1
596	и действительно	1	1
597	поэтому и	1	1
598	в гуще	1	1
599	у тебя	1	1
600	всех его	1	1
601	в большом	1	1
602	их не	2	1
603	план выступает	1	1
604	в теле	1	1
605	это же	1	1
606	времени как	1	1
607	именно на	1	1
608	где они	1	1
609	взятая в	1	1
610	указанные нами	1	1
611	то и	1	1
612	не знал	1	1
613	является не	1	1
614	а это	1	1
615	на этих	1	1
616	превращаются в	1	1
617	и также	1	1
618	и исторического	1	1
619	в пространстве	5	1
620	в прошлом	3	1
621	жизни конечно	3	1
622	к ним	2	1
623	мы можем	1	1
624	тела как	1	1
625	у него	9	1
626	широко и	1	1
627	душа у	1	1
628	быть по	1	1
629	и вместе	1	1
630	ее на	1	1
631	мир на	1	1
632	жизнь как	2	1
633	в особенности	6	1
634	и неизвестно	2	1
635	новый смысл	1	1
636	или иной	2	1
637	и характер	1	1
638	как у	3	1
639	сюда же	2	1
640	здесь в	6	1
641	или просто	1	1
642	несколько примеров	1	1
643	еще и	1	1
644	наконец в	2	1
645	мы еще	3	1
646	тело все	1	1
647	не переставая	1	1
648	и др	5	1
649	себя и	3	1
650	что будет	1	1
651	них и	1	1
652	по направлению	1	1
653	одной стороны	1	1
654	в моменты	1	1
655	них как	1	1
656	ничем не	1	1
657	внутренний человек	1	1
658	и непосредственно	1	1
659	действительности и	1	1
660	его как	1	1
661	в руках	1	1
662	половую сферу	1	1
663	в порядке	1	1
664	человек в	2	1
665	огонь а	1	1
666	там где	2	1
667	времени вне	1	1
668	все более	1	1
669	себе самому	3	1
670	надо было	1	1
671	виде очень	1	1
672	в церковь	1	1
673	которые являются	1	1
674	не понимать	1	1
675	что весь	1	1
676	реальность и	1	1
677	как средство	1	1
678	по существу	5	1
679	друг с	4	1
680	форма в	2	1
681	убийство и	1	1
682	пр и	1	1
683	и всех	2	1
684	во всю	1	1
685	с этой	4	1
686	нового человека	1	1
687	слова и	3	1
688	однако они	1	1
689	своей жизни	2	1
690	только для	2	1
691	ему голову	1	1
692	оба они	1	1
693	видно что	1	1
694	например у	1	1
695	на одной	1	1
696	каждой из	1	1
697	но самая	1	1
698	где и	1	1
699	и смерти	1	1
700	в его	8	1
701	мира и	9	1
702	а все	1	1
703	ее и	2	1
704	многих его	1	1
705	лишь как	1	1
706	из себя	1	1
707	тем более	3	1
708	конце концов	1	1
709	мы не	1	1
710	дана в	3	1
711	все они	3	1
712	на нас	3	1
713	все остальные	1	1
714	еще никогда	1	1
715	самосознание и	1	1
716	показать ее	2	1
717	к самому	1	1
718	не знает	2	1
719	к культуре	1	1
720	состоит из	1	1
721	реальном времени	1	1
722	равно как	2	1
723	же самой	1	1
724	но этот	1	1
725	мире без	1	1
726	гл xiv	1	1
727	и никому	1	1
728	ко всему	1	1
729	в отдельности	1	1
730	ли он	1	1
731	дана как	2	1
732	на своем	1	1
733	времени где	1	1
734	что то	1	1
735	если же	1	1
736	но эти	3	1
737	и идей	3	1
738	как на	2	1
739	все что	2	1
