N	2gram	Vinokur_St_3	Tvorches
169	по крайней	4	2
170	т п	6	2
171	одна из	2	2
172	к ней	4	2
173	которого он	1	2
174	в духе	2	2
175	нет ни	1	2
176	могут быть	2	2
177	является одним	1	2
178	к тому	2	2
179	а что	1	2
180	протяжении всего	1	2
181	в жизни	4	2
182	году в	1	2
183	в виду	2	2
184	в в	3	2
185	с каким	1	2
186	во главе	1	2
187	приводит к	1	2
188	и необходимости	1	2
189	на том	1	2
190	и когда	1	2
191	так и	5	2
192	здесь нет	2	2
193	об этом	5	2
194	стремление к	1	2
195	можно сказать	4	2
196	может не	1	2
197	одного из	2	2
198	что его	2	2
199	жизни он	1	2
200	что и	1	2
201	во всей	1	2
202	крайней мере	4	2
203	вот в	1	2
204	в литературе	1	2
205	в двух	1	2
206	наше время	1	2
207	во вкусе	1	2
208	в качестве	4	2
209	так что	11	2
210	и у	2	2
211	от других	1	2
212	при помощи	2	2
213	из них	1	2
214	не означает	1	2
215	мы находим	2	2
216	в современном	1	2
217	именно в	1	2
218	что не	2	2
219	влияние на	1	2
220	что для	3	2
221	до конца	3	2
222	и далее	3	2
223	с которым	3	2
224	его как	3	2
225	главе с	1	2
226	человека как	1	2
227	все более	2	2
228	в частности	1	2
229	вместе с	2	2
230	указал в	1	2
231	к жизни	1	2
232	эти слова	1	2
233	него есть	2	2
234	он чувствует	2	2
235	на эти	3	2
236	не мог	2	2
237	в наше	1	2
238	в одно	1	2
239	для этой	1	2
240	причем в	1	2
241	или в	2	2
242	и среди	1	2
243	отсюда же	1	2
244	только что	2	2
245	в стихах	2	2
246	не знает	1	2
247	сказать что	4	2
248	одновременно и	1	2
249	к этому	3	2
250	гораздо более	2	2
251	значения этого	1	1
252	как известно	1	1
253	в драматических	1	1
254	они представляют	1	1
255	связана с	4	1
256	переход от	1	1
257	к своей	2	1
258	говорилось выше	1	1
259	и до	1	1
260	места в	1	1
261	был и	1	1
262	и этот	1	1
263	уже по	1	1
264	также и	1	1
265	мы имеем	5	1
266	собой как	1	1
267	xvii века	2	1
268	что если	2	1
269	которой была	1	1
270	уничтожить это	1	1
271	в сущности	2	1
272	время как	4	1
273	говорить о	3	1
274	событий и	1	1
275	то это	1	1
276	не совсем	2	1
277	что можно	1	1
278	с большим	1	1
279	он резко	2	1
280	проявляется в	1	1
281	вопрос об	1	1
282	одно из	2	1
283	еще не	2	1
284	по этому	3	1
285	идет за	1	1
286	он был	3	1
287	между собой	1	1
288	в а	1	1
289	не успел	1	1
290	этой почве	1	1
291	во всех	2	1
292	тем как	2	1
293	это имеет	1	1
294	мышления как	1	1
295	создается не	1	1
296	видит в	1	1
297	наряду с	1	1
298	к слову	2	1
299	а и	1	1
300	котором говорилось	1	1
301	к сожалению	2	1
302	мы снова	1	1
303	в истории	1	1
304	как говорит	1	1
305	с этим	7	1
306	из уст	1	1
307	найти в	2	1
308	город в	1	1
309	более и	2	1
310	современников в	1	1
311	это был	2	1
312	кроме того	3	1
313	и где	1	1
314	целый ряд	1	1
315	что по	3	1
316	к этой	2	1
317	его к	2	1
318	и к	4	1
319	нет никакой	1	1
320	представлял себе	2	1
321	при таком	1	1
322	для которого	1	1
323	всего лишь	1	1
324	при создании	1	1
325	из жизни	1	1
326	что это	16	1
327	формы в	2	1
328	все эти	3	1
329	так в	1	1
330	еще один	1	1
331	в известном	1	1
332	почти одновременно	1	1
333	им в	2	1
334	чем его	1	1
335	говорят о	1	1
336	имеем в	2	1
337	что ли	1	1
338	мнение что	1	1
339	человек не	1	1
340	он считает	2	1
341	и если	3	1
342	связанные с	1	1
343	в статье	2	1
344	т д	2	1
345	а просто	1	1
346	пушкина и	6	1
347	всех этих	3	1
348	большой степени	1	1
349	чем у	1	1
350	этого вопроса	1	1
351	не к	1	1
352	что еще	1	1
353	с чувством	2	1
354	на этом	3	1
355	него было	1	1
356	в нее	1	1
357	повторяет в	1	1
358	подход к	1	1
359	же касается	1	1
360	мировой литературе	4	1
361	его не	2	1
362	на этой	1	1
363	г в	6	1
364	его в	1	1
365	это было	8	1
366	заключается в	2	1
367	было бы	7	1
368	ты мне	1	1
369	связанным с	2	1
370	ни в	5	1
371	в них	5	1
372	о которых	3	1
373	времени чем	1	1
374	эти годы	2	1
375	от пушкинского	1	1
376	показывает что	3	1
377	стремился к	1	1
378	с этой	3	1
379	с тем	4	1
380	он и	2	1
381	конечно о	1	1
382	смысле с	1	1
383	не заметить	1	1
384	жизни но	2	1
385	чем в	1	1
386	можно считать	1	1
387	и прямо	1	1
388	о которой	2	1
389	их на	1	1
390	почти в	1	1
391	свою собственную	1	1
392	что такое	7	1
393	интерес и	1	1
394	и ее	2	1
395	к истории	1	1
396	же это	1	1
397	чем пушкин	1	1
398	на месте	1	1
399	он понимал	1	1
400	в биографии	2	1
401	от себя	1	1
402	который трактуется	1	1
403	над своими	1	1
404	сам же	1	1
405	но эта	1	1
406	времен и	1	1
407	в прямом	2	1
408	было написано	1	1
409	и более	3	1
410	том же	1	1
411	что этот	3	1
412	по себе	1	1
413	тому что	3	1
414	этой области	2	1
415	определенной исторической	1	1
416	в отношении	2	1
417	полностью не	1	1
418	вплоть до	1	1
419	что эта	2	1
420	что ему	1	1
421	в смысле	4	1
422	считает что	2	1
423	не имеет	2	1
424	ее с	1	1
425	к этим	2	1
426	на него	1	1
427	в плане	2	1
428	собой довольно	1	1
429	этой схемы	1	1
430	он с	1	1
431	для творчества	1	1
432	этот тип	2	1
433	нельзя не	3	1
434	раннем творчестве	1	1
435	казалось бы	1	1
436	преимущественно в	1	1
437	он успел	1	1
438	году он	1	1
439	в самой	1	1
440	трагедии в	3	1
441	на себя	1	1
442	того в	1	1
443	в русском	2	1
444	как она	1	1
445	он хочет	2	1
446	же он	1	1
447	со своим	1	1
448	до того	1	1
449	существуют в	2	1
450	исторического процесса	2	1
451	все с	1	1
452	в области	6	1
453	у нас	4	1
454	в трагедии	6	1
455	уже о	1	1
456	начиная с	2	1
457	его мышления	1	1
458	но все	2	1
459	в других	1	1
460	по возможности	1	1
461	бы он	1	1
462	темы и	2	1
463	быть назван	2	1
464	к году	1	1
465	и это	5	1
466	он ищет	1	1
467	в раннем	1	1
468	и о	1	1
469	в конце	6	1
470	стихах и	2	1
471	свою очередь	1	1
472	внимание на	2	1
473	и самим	1	1
474	всего этого	1	1
475	в ее	1	1
476	к нам	1	1
477	другой стороны	5	1
478	в собственном	1	1
479	как по	1	1
480	сей день	1	1
481	россии по	1	1
482	только не	1	1
483	прямом смысле	1	1
484	что у	2	1
485	в образе	1	1
486	другое в	1	1
487	самого автора	1	1
488	особенно в	1	1
489	века как	1	1
490	русского литературного	1	1
491	борьба против	1	1
492	часто в	1	1
493	но у	1	1
494	отказе от	1	1
495	в эпоху	1	1
496	по мере	1	1
497	трактуется как	1	1
498	означает что	1	1
499	это объясняется	2	1
500	каждый раз	2	1
501	и здесь	3	1
502	и должно	1	1
503	обращается к	3	1
504	и что	3	1
505	все его	1	1
506	подходил к	1	1
507	как у	1	1
508	знает что	1	1
509	вопросу о	1	1
510	связь между	1	1
511	к нему	4	1
512	общества в	2	1
513	между тем	6	1
514	от них	2	1
515	говорит мне	1	1
516	и комический	1	1
517	была бы	4	1
518	эти два	1	1
519	которое однако	1	1
520	язык в	1	1
521	вообще и	1	1
522	движения в	2	1
523	отказался от	1	1
524	все время	2	1
525	ней же	1	1
526	и самые	1	1
527	известном смысле	1	1
528	в ряде	2	1
529	как он	1	1
530	эту форму	1	1
531	всей жизни	1	1
532	должен был	2	1
533	это очень	1	1
534	тема в	1	1
535	идет к	1	1
536	делает его	1	1
537	основанные на	1	1
538	с одной	2	1
539	вот что	3	1
540	характерной для	1	1
541	для всех	1	1
542	такого изображения	1	1
543	то и	2	1
544	не подражание	1	1
545	которых можно	1	1
546	не все	1	1
547	а это	1	1
548	он принадлежит	1	1
549	время во	1	1
550	мы знаем	1	1
551	могло бы	1	1
552	в одном	1	1
553	и со	1	1
554	но что	1	1
555	отметить что	5	1
556	заметить что	2	1
557	тем что	19	1
558	даже и	1	1
559	не противоречит	1	1
560	представляют собой	1	1
561	не было	4	1
562	не укладывается	1	1
563	тем хуже	1	1
564	и из	1	1
565	до сих	2	1
566	к которому	3	1
567	для этого	2	1
568	представляет собою	2	1
569	было и	1	1
570	а с	2	1
571	себя и	2	1
572	объясняется тем	1	1
573	и их	1	1
574	одной стороны	3	1
575	связи с	3	1
576	что подчеркивается	1	1
577	не на	2	1
578	означало бы	1	1
579	народ это	1	1
580	о чем	1	1
581	и я	1	1
582	когда она	1	1
583	идет в	1	1
584	с ума	1	1
585	виде в	1	1
586	с помощью	1	1
587	люди в	1	1
588	именно поэтому	2	1
589	связь с	4	1
590	к пушкину	1	1
591	вышла в	1	1
592	люди и	1	1
593	и xix	1	1
594	не сразу	2	1
595	ней он	1	1
596	эпохи это	1	1
597	это произведение	3	1
598	исторической эпохи	2	1
599	это есть	4	1
600	что же	1	1
601	очень важно	1	1
602	даже с	1	1
603	то к	1	1
604	жизни слова	1	1
605	это значит	1	1
606	в отказе	1	1
607	от народа	1	1
608	и некоторые	1	1
609	сих пор	2	1
610	о его	1	1
611	отличается от	4	1
612	это выражение	2	1
613	между прочим	3	1
614	же самое	1	1
615	является как	2	1
616	и тогда	2	1
617	как раз	3	1
618	хуже для	1	1
619	к вопросу	1	1
620	в комедии	1	1
621	и сам	1	1
622	в мировой	3	1
623	и времени	1	1
624	в связи	3	1
625	но на	1	1
626	во время	3	1
627	не встречается	2	1
628	теми двумя	1	1
629	его перевод	1	1
630	что после	1	1
631	тем более	3	1
632	у которого	3	1
633	конце концов	3	1
634	дело было	1	1
635	в интересах	2	1
636	все они	3	1
637	не одну	1	1
638	стихотворения и	1	1
639	сверх того	1	1
640	очень хорошо	1	1
641	я за	1	1
642	давно уже	1	1
643	отношении к	1	1
644	нашло свое	1	1
645	мог не	1	1
646	и свое	1	1
647	этап в	2	1
648	но этот	1	1
649	автора в	1	1
650	я это	1	1
651	ко всему	1	1
652	т е	8	1
653	от романтической	1	1
654	в какой	3	1
655	художественного творчества	1	1
656	но эти	1	1
657	историю как	1	1
