N	2gram	Propp_Morf_1	Myshleni
284	понятие как	1	2
285	не на	2	2
286	в связи	9	2
287	все более	1	2
288	по своему	2	2
289	в данном	1	2
290	и там	1	2
291	по существу	12	2
292	в ряду	1	2
293	какие же	1	2
294	этом случае	8	2
295	известной степени	1	2
296	форм и	1	2
297	для нас	2	2
298	как эта	1	2
299	от него	1	2
300	возникает вопрос	2	2
301	только что	2	2
302	что функции	3	2
303	а в	7	2
304	другой стороны	4	2
305	для каждой	2	2
306	из этого	1	2
307	ее в	1	2
308	и другие	6	2
309	предполагает уже	1	2
310	смысле слова	4	1
311	ли мы	1	1
312	решить задачу	1	1
313	задачи в	4	1
314	тех же	4	1
315	сразу и	2	1
316	верно и	1	1
317	и до	1	1
318	из его	2	1
319	что эти	2	1
320	встречаются на	1	1
321	собственном смысле	3	1
322	которое может	2	1
323	момент когда	2	1
324	это совершенно	1	1
325	не содержат	1	1
326	этого нет	2	1
327	к моему	1	1
328	ответить на	1	1
329	есть нечто	3	1
330	к началу	4	1
331	что вопрос	1	1
332	ему в	1	1
333	с большим	1	1
334	но этого	1	1
335	в различных	2	1
336	видим таким	1	1
337	корабль с	1	1
338	на самом	4	1
339	одном случае	1	1
340	трудные задачи	3	1
341	явлений и	1	1
342	ответ на	1	1
343	это или	1	1
344	которые не	1	1
345	развития которые	1	1
346	в море	5	1
347	исследование с	1	1
348	не требует	1	1
349	перед нами	10	1
350	кроме того	1	1
351	в полном	1	1
352	не подчинены	1	1
353	и тот	1	1
354	имеет в	1	1
355	мы определяем	2	1
356	в этот	1	1
357	не меняются	1	1
358	не можем	1	1
359	не приходится	1	1
360	привести к	1	1
361	как то	2	1
362	что это	1	1
363	мы получаем	2	1
364	учение о	3	1
365	переходит на	1	1
366	им в	1	1
367	другом случае	1	1
368	только один	1	1
369	предметов и	1	1
370	что она	2	1
371	ожидать что	1	1
372	достижения в	1	1
373	формы но	1	1
374	не значит	2	1
375	он пользуется	1	1
376	то как	2	1
377	что каждая	1	1
378	быть объяснена	1	1
379	прежде чем	3	1
380	или иных	1	1
381	в нее	1	1
382	одно и	1	1
383	но все	3	1
384	и за	2	1
385	сделать из	2	1
386	бы они	2	1
387	и может	1	1
388	они должны	1	1
389	затем уже	2	1
390	об этом	4	1
391	и с	1	1
392	собой с	1	1
393	в ход	1	1
394	этой новой	1	1
395	на все	1	1
396	на каком	1	1
397	входит в	2	1
398	это было	3	1
399	ко второму	1	1
400	но то	1	1
401	они по	1	1
402	известным образом	1	1
403	нам еще	2	1
404	ни в	1	1
405	это положение	2	1
406	далеко не	5	1
407	и определяет	1	1
408	меняет свой	1	1
409	этим и	1	1
410	вопрос чем	1	1
411	оно имеет	1	1
412	ведет к	1	1
413	и тогда	1	1
414	в научной	1	1
415	работу в	1	1
416	связаны между	1	1
417	и становится	1	1
418	меняется и	1	1
419	вопроса об	1	1
420	переносится в	1	1
421	во время	6	1
422	и при	1	1
423	не подчиняются	1	1
424	мы приходим	2	1
425	относится ко	1	1
426	теми или	1	1
427	где мы	1	1
428	это делает	1	1
429	как там	1	1
430	за которым	2	1
431	не столько	1	1
432	оказывается что	1	1
433	покажет что	1	1
434	тем не	5	1
435	их в	1	1
436	и наоборот	4	1
437	не должно	1	1
438	же может	2	1
439	даже в	1	1
440	заставляет его	2	1
441	идя от	1	1
442	и обратное	1	1
443	нового направления	1	1
444	вообще невозможно	1	1
445	чем перейти	1	1
446	но они	1	1
447	с теми	4	1
448	дело в	1	1
449	одна из	4	1
450	или другие	1	1
451	и притом	1	1
452	дело не	2	1
453	значение этого	1	1
454	может только	1	1
455	а для	1	1
456	и сразу	2	1
457	иными словами	1	1
458	видим что	10	1
459	с быстрым	1	1
460	же он	1	1
461	него но	1	1
462	в каком	2	1
463	формы связанные	1	1
464	является то	1	1
465	детей в	1	1
466	очень часто	6	1
467	в момент	1	1
468	с логической	2	1
469	других функций	1	1
470	они и	3	1
471	в самых	2	1
472	ничего общего	1	1
473	состоят в	1	1
474	оно может	3	1
475	собой основные	1	1
476	без всякого	2	1
477	подобно тому	6	1
478	данном случае	1	1
479	в собственном	3	1
480	один с	1	1
481	от изучения	1	1
482	на той	2	1
483	вопрос что	2	1
484	другой мы	1	1
485	существовать и	1	1
486	и когда	1	1
487	которых являются	1	1
488	идти обратным	1	1
489	собой и	1	1
490	находится в	1	1
491	только и	1	1
492	зависеть от	1	1
493	по плану	1	1
494	вывод который	1	1
495	о том	2	1
496	настоящее время	3	1
497	в глаза	2	1
498	выше представляют	1	1
499	после того	1	1
500	что его	2	1
501	может не	1	1
502	самому себе	1	1
503	специфические формы	1	1
504	к нему	3	1
505	доходит до	1	1
506	том или	1	1
507	между тем	5	1
508	что же	2	1
509	бы поставить	1	1
510	тот момент	1	1
511	первых же	1	1
512	говорить только	1	1
513	делает это	1	1
514	по собственному	1	1
515	что здесь	1	1
516	как например	2	1
517	но так	1	1
518	на которой	1	1
519	которых она	1	1
520	этого материала	1	1
521	мы увидим	8	1
522	между самыми	1	1
523	его жизнь	1	1
524	во всем	1	1
525	требует в	3	1
526	как нечто	1	1
527	который в	2	1
528	и ее	3	1
529	об их	1	1
530	нам возможность	1	1
531	с одной	1	1
532	в эти	1	1
533	быть изучены	1	1
534	этих функций	1	1
535	уже не	2	1
536	и у	1	1
537	этого нельзя	2	1
538	в виде	2	1
539	в начале	3	1
540	по законам	1	1
541	всех видов	1	1
542	в данной	1	1
543	об измерении	1	1
544	постановка вопроса	1	1
545	его и	2	1
546	их как	2	1
547	и их	2	1
548	но вот	2	1
549	развитием его	1	1
550	своему строению	1	1
551	как их	2	1
552	вовсе не	4	1
553	с этими	1	1
554	ее не	1	1
555	которые могут	1	1
556	как при	1	1
557	отличие от	1	1
558	во всей	1	1
559	в руки	3	1
560	это по	1	1
561	образом что	1	1
562	происходит на	1	1
563	в очень	1	1
564	где есть	1	1
565	а потому	1	1
566	этот момент	3	1
567	без всякой	2	1
568	и даже	1	1
569	живой и	2	1
570	с другим	1	1
571	не потому	1	1
572	не прав	1	1
573	как же	2	1
574	еще и	1	1
575	а с	2	1
576	и затем	4	1
577	предмета но	1	1
578	же развитие	1	1
579	а на	3	1
580	материал в	1	1
581	из наиболее	1	1
582	которые еще	1	1
583	непосредственно к	1	1
584	не означает	1	1
585	при определении	1	1
586	одну из	1	1
587	задач и	1	1
588	как видно	1	1
589	о чем	1	1
590	вызвать в	1	1
591	стоит в	1	1
592	если не	1	1
593	брат и	1	1
594	действия в	1	1
595	с трудом	1	1
596	он представляет	1	1
597	можно будет	1	1
598	до этого	1	1
599	относятся к	2	1
600	а при	1	1
601	из которых	3	1
602	одной стороны	1	1
603	или другом	1	1
604	что за	1	1
605	она есть	1	1
606	тому как	5	1
607	мы говорили	1	1
608	в тех	6	1
609	этих типов	1	1
610	самого себя	2	1
611	эту мысль	1	1
612	является его	1	1
613	в тот	1	1
614	значит что	3	1
615	в это	1	1
616	уловить эту	1	1
617	собой только	1	1
618	на пути	4	1
619	благодаря этому	3	1
620	этом и	1	1
621	с большой	1	1
622	тех или	1	1
623	вопрос в	2	1
624	в следующей	1	1
625	становится понятным	1	1
626	отвечает на	1	1
627	является одним	1	1
628	должны быть	1	1
629	оно как	2	1
630	не существует	3	1
631	то можно	2	1
632	эта задача	1	1
633	в результате	7	1
634	в настоящее	3	1
635	связанные со	1	1
636	не представляет	1	1
637	на первый	3	1
638	той точке	1	1
639	на ход	1	1
640	главным образом	4	1
641	случае и	1	1
642	скажем что	1	1
643	это еще	1	1
644	функции не	2	1
645	обстоит дело	1	1
646	вопрос как	2	1
647	иначе чем	2	1
648	может и	1	1
649	и становятся	1	1
650	то здесь	3	1
651	предмета к	1	1
652	совершенно не	1	1
653	всех других	1	1
654	в отдельности	1	1
655	есть и	4	1
656	только о	1	1
657	ряд функций	1	1
658	есть то	1	1
659	дорогу к	1	1
660	свои собственные	1	1
661	таким формам	1	1
662	другой если	1	1
663	но эти	1	1
664	это определение	1	1
665	к этому	3	1
666	точно так	1	1
