N	2gram	Tiupa_Hudo_1	Tvorches
122	того что	4	3
123	по мнению	5	3
124	во времени	1	3
125	времени как	1	3
126	человеческой личности	1	3
127	уже не	7	3
128	уже в	1	3
129	говорит о	1	3
130	так как	1	3
131	в которой	1	3
132	и даже	3	3
133	с другой	1	3
134	но и	5	3
135	к человеку	1	3
136	в рассказе	11	3
137	ни на	1	3
138	подхода к	1	3
139	но не	3	3
140	сути дела	1	3
141	для человека	1	3
142	своих героев	2	3
143	жизни и	5	3
144	это в	3	3
145	самом деле	5	2
146	в первом	1	2
147	по преимуществу	3	2
148	а как	1	2
149	но она	1	2
150	и он	5	2
151	героев в	2	2
152	героя и	5	2
153	в ней	4	2
154	в отличие	1	2
155	не нужно	2	2
156	в чем	1	2
157	если в	2	2
158	отличие от	1	2
159	человека его	2	2
160	в настоящем	1	2
161	в одной	2	2
162	как к	3	2
163	когда он	1	2
164	то в	4	2
165	на молодого	1	2
166	можно не	1	2
167	в себе	11	2
168	что она	4	2
169	тем не	4	2
170	так сказать	2	2
171	же самая	1	2
172	этом он	1	2
173	о котором	2	2
174	и тем	1	2
175	личности не	1	2
176	в данном	1	2
177	такой же	3	2
178	и того	1	2
179	в этих	5	2
180	этой связи	4	2
181	не во	1	2
182	не столько	2	2
183	говорит об	1	2
184	жизни с	1	2
185	не в	7	2
186	в пространстве	1	2
187	но он	3	2
188	т п	8	2
189	однако в	2	2
190	на свете	1	2
191	между людьми	1	2
192	одна из	2	2
193	в основе	1	2
194	человека если	1	2
195	никуда не	1	2
196	в движении	1	2
197	личности в	7	2
198	своего я	3	2
199	в духе	4	2
200	могут быть	1	2
201	бахтин в	1	2
202	к тому	7	2
203	в жизни	1	2
204	чувство стыда	1	2
205	это время	1	2
206	в виду	1	2
207	данном случае	1	2
208	в в	1	2
209	в средневековой	1	2
210	в себя	2	2
211	приводит к	3	2
212	на том	2	2
213	и когда	3	2
214	так и	13	2
215	за то	1	2
216	живет в	2	2
217	здесь нет	1	2
218	об этом	5	2
219	еще в	3	2
220	во второй	5	2
221	быть может	7	2
222	можно сказать	4	2
223	лицо его	1	2
224	может не	1	2
225	и та	1	2
226	одного из	1	2
227	что его	1	2
228	переходит в	1	2
229	вслед за	1	2
230	в лице	3	2
231	творческой эволюции	1	2
232	в литературе	3	2
233	в двух	1	2
234	тот же	1	2
235	н м	1	2
236	его произведений	1	2
237	в качестве	9	2
238	человека с	1	2
239	так что	2	2
240	же и	1	2
241	и у	1	2
242	следовало бы	1	2
243	из них	4	2
244	не означает	2	2
245	отдельного человека	1	2
246	ф м	3	2
247	только на	2	2
248	именно в	7	2
249	что не	2	2
250	влияние на	2	2
251	что для	1	2
252	до конца	2	2
253	главе с	1	2
254	в частности	5	2
255	русской литературы	1	2
256	в него	2	2
257	к жизни	5	2
258	эти слова	2	2
259	в мир	1	2
260	вокруг себя	1	2
261	в первой	6	2
262	время не	1	2
263	перед нами	5	2
264	не мог	1	2
265	ее и	1	2
266	только что	4	2
267	личности и	2	2
268	на смену	1	2
269	не знает	2	2
270	сказать что	1	2
271	одновременно и	5	2
272	говорили о	1	1
273	как известно	1	1
274	не смеет	1	1
275	ли можно	1	1
276	в сфере	1	1
277	же как	2	1
278	достоевского у	1	1
279	связана с	1	1
280	отметим что	2	1
281	к своей	1	1
282	нам кажется	1	1
283	и до	1	1
284	оно было	2	1
285	видения мира	1	1
286	места в	1	1
287	сознания героя	2	1
288	был и	1	1
289	и этот	1	1
290	также и	1	1
291	мы уже	4	1
292	их и	1	1
293	на пороге	1	1
294	служит целям	1	1
295	лежит на	2	1
296	высшей школы	1	1
297	не слишком	1	1
298	записных книжек	1	1
299	в сущности	1	1
300	говорить о	3	1
301	вниманию читателя	1	1
302	принадлежит к	1	1
303	событий и	1	1
304	что можно	1	1
305	человек вообще	1	1
306	себе а	1	1
307	в xix	1	1
308	одно из	1	1
309	еще не	7	1
310	фрагмент из	1	1
311	нам представляется	1	1
312	столь же	4	1
313	воображение и	1	1
314	во всех	1	1
315	как правило	6	1
316	художественный эффект	1	1
317	мышления как	2	1
318	совсем не	1	1
319	молодого писателя	1	1
320	видит в	3	1
321	движении сюжета	1	1
322	его сознания	1	1
323	к слову	1	1
324	его построения	1	1
325	по отношению	8	1
326	к творчеству	2	1
327	а и	2	1
328	тогда как	7	1
329	человеку и	1	1
330	к сожалению	1	1
331	первый взгляд	1	1
332	весь день	1	1
333	не согласиться	2	1
334	с этим	3	1
335	в художественном	2	1
336	о жизни	1	1
337	это был	1	1
338	на человека	1	1
339	вспомним о	1	1
340	психологического анализа	1	1
341	сознания в	1	1
342	как уже	1	1
343	и герцена	1	1
344	к этой	3	1
345	это тоже	1	1
346	писателя как	1	1
347	и к	4	1
348	в действительности	4	1
349	с тургенева	3	1
350	в этот	1	1
351	или иную	2	1
352	за собой	1	1
353	эпохи и	1	1
354	жизни есть	1	1
355	представлял себе	1	1
356	при таком	1	1
357	со своей	1	1
358	всего лишь	4	1
359	к чему	1	1
360	места где	1	1
361	из жизни	1	1
362	подробнее об	2	1
363	время это	1	1
364	он в	1	1
365	все эти	3	1
366	жизни так	2	1
367	еще далеко	1	1
368	поскольку в	1	1
369	так в	2	1
370	претендовать на	1	1
371	н в	1	1
372	фраза из	1	1
373	наш взгляд	2	1
374	три года	1	1
375	да и	2	1
376	т д	3	1
377	пушкина и	1	1
378	развития личности	1	1
379	всех этих	1	1
380	в первую	2	1
381	чем у	1	1
382	к одному	1	1
383	что еще	1	1
384	сердце и	1	1
385	душу и	1	1
386	и вот	1	1
387	отстает от	1	1
388	на наш	2	1
389	на этом	3	1
390	заключает в	2	1
391	в нее	1	1
392	то ни	1	1
393	же не	1	1
394	же касается	2	1
395	его не	1	1
396	на этой	1	1
397	его в	3	1
398	первой главе	3	1
399	не умел	1	1
400	по ночам	1	1
401	в глазах	6	1
402	было бы	6	1
403	героя от	2	1
404	роль в	1	1
405	весь мир	1	1
406	приходит в	2	1
407	за ней	1	1
408	одновременно здесь	1	1
409	д с	2	1
410	ни в	5	1
411	к герою	1	1
412	для них	1	1
413	но мы	1	1
414	он же	1	1
415	все равно	2	1
416	этого персонажа	1	1
417	с этой	2	1
418	с тем	1	1
419	и уже	1	1
420	одна и	1	1
421	он и	1	1
422	до степени	1	1
423	ключ к	2	1
424	можно считать	1	1
425	духовной жизни	1	1
426	и прямо	1	1
427	элемента в	1	1
428	о которой	1	1
429	на первый	1	1
430	в читателе	1	1
431	л с	1	1
432	рассказа о	3	1
433	и ее	1	1
434	же это	1	1
435	на месте	1	1
436	но которые	1	1
437	человеком и	1	1
438	к предмету	1	1
439	и читателя	4	1
440	для друга	3	1
441	от себя	2	1
442	всякий раз	1	1
443	и уж	1	1
444	и внутренних	1	1
445	художественного мира	2	1
446	подлинный смысл	1	1
447	и более	1	1
448	как от	2	1
449	что этот	1	1
450	на всю	1	1
451	по себе	2	1
452	тому что	4	1
453	и потом	2	1
454	в отношении	1	1
455	сталкивается с	1	1
456	вплоть до	1	1
457	что эта	1	1
458	и другое	2	1
459	в смысле	1	1
460	не имеет	2	1
461	от чужого	1	1
462	что их	1	1
463	у кого	1	1
464	на него	2	1
465	в плане	1	1
466	глубина и	1	1
467	и имеет	1	1
468	кстати что	1	1
469	даже как	1	1
470	это еще	1	1
471	для всего	2	1
472	нельзя не	1	1
473	казалось бы	7	1
474	в москву	1	1
475	же герои	1	1
476	народной жизни	1	1
477	жизни не	1	1
478	в самой	1	1
479	всего на	1	1
480	форме романа	1	1
481	глядя на	2	1
482	как она	2	1
483	и чувства	1	1
484	уже говорили	1	1
485	же он	1	1
486	к живой	1	1
487	со своим	2	1
488	анекдота не	1	1
489	все с	1	1
490	в трагедии	1	1
491	xx века	1	1
492	к себе	5	1
493	не могут	1	1
494	относиться к	1	1
495	мы узнаем	4	1
496	но все	1	1
497	как впоследствии	1	1
498	что оно	1	1
499	что на	2	1
500	мысли о	2	1
501	своей ранней	1	1
502	если же	1	1
503	главным героем	1	1
504	она не	4	1
505	его художественной	1	1
506	и личности	1	1
507	сквозь призму	1	1
508	и это	4	1
509	опираясь на	1	1
510	вкус к	1	1
511	на шаг	1	1
512	моя жизнь	1	1
513	и о	4	1
514	в конце	4	1
515	он вовсе	1	1
516	свою очередь	1	1
517	внимание на	2	1
518	но при	1	1
519	в ее	3	1
520	как по	2	1
521	более у	1	1
522	реальной действительности	1	1
523	только не	1	1
524	и говорит	1	1
525	говорили что	1	1
526	стыда за	1	1
527	однако эта	1	1
528	друг для	3	1
529	что у	3	1
530	в образе	1	1
531	другое в	1	1
532	особенно в	2	1
533	но у	1	1
534	жизнь и	1	1
535	остается не	1	1
536	означает что	1	1
537	нас и	1	1
538	предлагаемая вниманию	1	1
539	в таком	3	1
540	автора к	1	1
541	на тех	3	1
542	он живет	1	1
543	обращается к	1	1
544	никак не	2	1
545	и что	2	1
546	видит его	1	1
547	с того	2	1
548	все его	1	1
549	но когда	1	1
550	он стремился	1	1
551	самому себе	1	1
552	все та	1	1
553	как было	1	1
554	нас в	1	1
555	как у	1	1
556	из любимых	1	1
557	в эстетической	1	1
558	в которую	1	1
559	в отрыве	1	1
560	путь к	1	1
561	между тем	8	1
562	эти два	1	1
563	восходит к	1	1
564	считаем необходимым	1	1
565	выступает как	1	1
566	лицо по	1	1
567	нем и	1	1
568	художественном мире	1	1
569	в жизнь	1	1
570	вероятно это	1	1
571	т с	4	1
572	парижа а	1	1
573	этих строк	1	1
574	к повести	1	1
575	себя с	1	1
576	героини и	1	1
577	каждого человека	2	1
578	как он	2	1
579	с ними	2	1
580	до уровня	1	1
581	это очень	1	1
582	человеке но	1	1
583	узнаем что	1	1
584	их не	1	1
585	с одной	1	1
586	себя в	4	1
587	с какой	1	1
588	особое значение	1	1
589	в серьезных	1	1
590	незаметно в	1	1
591	то и	3	1
592	не все	1	1
593	но с	2	1
594	был прав	1	1
595	мышления и	2	1
596	всегда было	1	1
597	его и	1	1
598	его героев	2	1
599	к своим	1	1
600	на столе	2	1
601	ту или	2	1
602	мы знаем	2	1
603	разные стороны	1	1
604	в прозе	1	1
605	могло бы	1	1
606	в одном	1	1
607	сами по	1	1
608	у нее	2	1
609	ее не	1	1
610	а через	1	1
611	рассказа он	1	1
612	его внутренний	1	1
613	жизни на	2	1
614	заметить что	2	1
615	тем что	3	1
616	не противоречит	1	1
617	представляют собой	2	1
618	рассказа не	2	1
619	не было	4	1
620	не укладывается	1	1
621	же деле	1	1
622	в исповеди	1	1
623	никого не	1	1
624	и стал	1	1
625	и из	1	1
626	с другим	2	1
627	с долинин	1	1
628	до сих	2	1
629	нежели у	1	1
630	город и	1	1
631	личности именно	1	1
632	с той	2	1
633	по выражению	2	1
634	наконец в	1	1
635	было и	1	1
636	а с	2	1
637	себя и	2	1
638	опирался на	1	1
639	исходит из	1	1
640	или где	1	1
641	объясняется тем	1	1
642	элементов и	1	1
643	творчестве чехова	3	1
644	что бы	1	1
645	превращается в	3	1
646	самом же	1	1
647	каждый человек	1	1
648	одной стороны	1	1
649	связи с	4	1
650	это прежде	2	1
651	не на	1	1
652	мыслит в	1	1
653	придавая им	1	1
654	жизнь в	1	1
655	пока что	1	1
656	в руках	1	1
657	подлинного а	1	1
658	о каком-то	1	1
659	о чем	1	1
660	и я	1	1
661	когда же	1	1
662	его характер	2	1
663	читателя что	1	1
664	люди в	1	1
665	именно поэтому	1	1
666	так можно	1	1
667	на исходе	1	1
668	него в	1	1
669	как это	1	1
670	он ее	2	1
671	не сразу	1	1
672	о первой	1	1
673	отделилась от	1	1
674	по своему	3	1
675	установкой на	2	1
676	в изображении	2	1
677	чехова в	3	1
678	уже четыре	1	1
679	исторической эпохи	1	1
680	столкновение с	2	1
681	что же	2	1
682	и всей	1	1
683	человек с	1	1
684	и смерти	3	1
685	с лихачева	1	1
686	этом см	1	1
687	финале рассказа	3	1
688	к объекту	1	1
689	и героини	1	1
690	сих пор	2	1
691	прибегает к	2	1
692	человеческого поведения	1	1
693	только для	2	1
694	между прочим	1	1
695	же самое	1	1
696	как раз	4	1
697	в полном	1	1
698	пока еще	2	1
699	уже на	1	1
700	в связи	3	1
701	но на	1	1
702	имеют для	1	1
703	так словно	1	1
704	и личной	1	1
705	еще раз	2	1
706	от него	3	1
707	позволял себе	1	1
708	что после	1	1
709	тем более	1	1
710	у которого	1	1
711	конце концов	1	1
712	мы должны	1	1
713	человека она	2	1
714	осознает свою	1	1
715	рассказа становится	1	1
716	теперь же	1	1
717	я в	1	1
718	же в	3	1
719	романа и	1	1
720	хотя в	1	1
721	человека не	2	1
722	давно уже	1	1
723	в целях	1	1
724	читательского восприятия	3	1
725	мнению в	1	1
726	может и	3	1
727	всего мира	2	1
728	картину мира	3	1
729	необходимое условие	1	1
730	да не	2	1
731	и внутренне	1	1
732	их с	1	1
733	к его	1	1
734	него и	1	1
735	отношению к	8	1
736	т е	4	1
737	от романтической	1	1
738	этот момент	2	1
739	героя в	2	1
740	обстоятельств но	1	1
741	первую очередь	2	1
742	в какой	1	1
743	о нем	3	1
744	он мыслит	1	1
745	в герое	1	1
