N	2gram	Trubetskoy_1	EvropaiC
723	ставит себя	1	1
724	есть не	1	1
725	встретится с	1	1
726	о желательности	1	1
727	может видеть	1	1
728	существ из	1	1
729	лучше всех	1	1
730	первый взгляд	1	1
731	и сама	1	1
732	всем мире	1	1
733	здесь мы	1	1
734	образом измениться	1	1
735	уже существующим	1	1
736	точно также	1	1
737	в разные	1	1
738	тем в	1	1
739	только эта	1	1
740	о своей	1	1
741	есть ничто	1	1
742	отношения к	2	1
743	по этому	2	1
744	другом все	1	1
745	в корне	4	1
746	что называли	1	1
747	следовательно и	2	1
748	быть не	1	1
749	из области	1	1
750	что ни	1	1
751	к каким	1	1
752	с элементами	1	1
753	те кто	1	1
754	сейчас стоят	1	1
755	образом оказывается	1	1
756	наиболее совершенным	1	1
757	являются лишь	1	1
758	нет и	1	1
759	именно с	1	1
760	нему ближе	1	1
761	конечно нет	1	1
762	к национальному	1	1
763	они считают	1	1
764	не трудно	1	1
765	и даже	2	1
766	играет роли	1	1
767	оценки культуры	1	1
768	подойдем к	1	1
769	стать настоящим	1	1
770	этом и	2	1
771	которое к	1	1
772	него хуже	1	1
773	политику и	1	1
774	ибо при	1	1
775	своей прежней	1	1
776	когда эти	1	1
777	находят себе	3	1
778	существовать и	1	1
779	себе на	1	1
780	те элементы	1	1
781	человечеством свою	1	1
782	общечеловеческой цивилизацией	1	1
783	себе всегда	1	1
784	к такой	1	1
785	не во	1	1
786	таких народов	2	1
787	ролях в	1	1
788	вселенной венцом	1	1
789	но тогда	1	1
790	областях жизни	1	1
791	дальше отстоит	1	1
792	мире есть	1	1
793	остальных подобных	1	1
794	работу по	1	1
795	цивилизацией и	1	1
796	он может	1	1
797	придется признать	1	1
798	отстоит от	1	1
799	в других	2	1
800	говоря о	2	1
801	другого народа	1	1
802	на которой	2	1
803	у народов	2	1
804	для этих	1	1
805	в положение	2	1
806	следить за	1	1
807	свою самобытность	1	1
808	как элемент	1	1
809	себе те	1	1
810	и другое	1	1
811	совершенно таким	2	1
812	это и	1	1
813	ее в	2	1
814	этой цели	1	1
815	возможна лишь	1	1
816	европейской культурой	1	1
817	всюду где	1	1
818	силы и	1	1
819	логики что	1	1
820	существующие в	1	1
821	материальный быт	1	1
822	к его	1	1
823	что среди	1	1
824	у всех	1	1
825	в прошлом	1	1
826	будет не	2	1
827	что такое	2	1
828	стремления к	2	1
829	являются не	1	1
830	в определенной	1	1
831	а за	1	1
832	уже указали	2	1
833	следует признать	1	1
834	чем сильнее	1	1
835	всякого другого	1	1
836	только с	2	1
837	им самой	1	1
838	связаны с	1	1
839	принадлежат к	2	1
840	народом на	1	1
841	дело в	1	1
842	благодаря этому	2	1
843	к ней	1	1
844	этого взгляда	1	1
845	и политической	1	1
846	во многих	2	1
847	само собой	1	1
848	в стремлении	1	1
849	с большим	1	1
850	да и	3	1
851	национальной самобытности	3	1
852	всякая естественная	1	1
853	перейдут в	1	1
854	психики и	1	1
855	вышеопределенном смысле	1	1
856	в создании	1	1
857	образом по	1	1
858	естественно что	2	1
859	в семью	1	1
860	один из	1	1
861	непременно будет	3	1
862	тот или	1	1
863	v но	1	1
864	стремление к	7	1
865	вся эта	2	1
866	национальную культуру	4	1
867	на основании	2	1
868	ее с	1	1
869	на звание	1	1
870	русского общества	1	1
871	невозможно а	1	1
872	центр тяжести	2	1
873	нею и	1	1
874	такие люди	1	1
875	своей собственной	1	1
876	тем что	3	1
877	и таким	1	1
878	всю свою	2	1
879	явствует что	1	1
880	ничто иное	1	1
881	даже и	2	1
882	или для	1	1
883	на них	1	1
884	с большой	1	1
885	только они	1	1
886	уже не	2	1
887	такой путь	1	1
888	россии в	7	1
889	себя человечеством	1	1
890	они люди	1	1
891	вопроса о	1	1
892	зрения в	1	1
893	от этих	1	1
894	всех существ	1	1
895	за природными	1	1
896	заслуживает осуждения	1	1
897	со стороны	4	1
898	что так	1	1
899	же и	1	1
900	без всякого	1	1
901	если только	2	1
902	тем чтобы	3	1
903	культура а	2	1
904	особенно если	1	1
905	и следует	1	1
906	собой и	3	1
907	а во-вторых	2	1
908	не вызывает	1	1
909	стоять на	2	1
910	подобных им	1	1
911	ко всякой	1	1
912	культуру общечеловеческой	1	1
913	и однако	2	1
914	ярко выраженной	1	1
915	аспекта одного	1	1
916	больше чем	2	1
917	в силе	1	1
918	совершенным из	1	1
919	культурой они	1	1
920	и тем	2	1
921	племя его	1	1
922	в зависимости	1	1
923	у многих	2	1
924	по крайней	1	1
925	всех их	1	1
926	всегда помнить	1	1
927	сейчас в	1	1
928	права и	1	1
929	их народ	2	1
930	если все	1	1
931	могут быть	1	1
932	представителей других	1	1
933	себе и	4	1
934	лишь тогда	1	1
935	только вполне	1	1
936	не отвергает	1	1
937	для борьбы	1	1
938	от этой	2	1
939	противоречие с	2	1
940	приходит к	3	1
941	вообще к	2	1
942	ему что	1	1
943	европейская цивилизация	1	1
944	народ с	1	1
945	раз навсегда	2	1
946	вытекающей из	1	1
947	только к	3	1
948	остается в	2	1
949	если эта	1	1
950	их через	2	1
951	для всякого	1	1
952	в тот	1	1
953	пути к	2	1
954	и народов	1	1
955	основанной на	1	1
956	именно лишь	1	1
957	его раса	1	1
958	в семье	1	1
959	себя как	2	1
960	она и	1	1
961	для себя	2	1
962	иго и	1	1
963	лучшем случае	3	1
964	все свое	1	1
965	такому человеку	1	1
966	до конца	1	1
967	не являются	1	1
968	он есть	1	1
969	сие время	1	1
970	создания лучшим	1	1
971	в область	1	1
972	более что	1	1
973	будет смотреть	1	1
974	говорили в	2	1
975	он принимает	1	1
976	в качестве	3	1
977	своим национальным	1	1
978	роль в	1	1
979	язык и	1	1
980	психологией бессознательно	1	1
981	как проявление	1	1
982	выраженной эгоцентрической	1	1
983	их в	2	1
984	только такой	1	1
985	человек с	1	1
986	всю эту	2	1
987	этой новой	1	1
988	как общероманогерманский	1	1
989	весь ход	1	1
990	и как	3	1
991	помнить что	2	1
992	поэтому всякая	1	1
993	в различных	1	1
994	которые своими	1	1
995	он принадлежит	1	1
996	лучше а	1	1
997	похоже лучше	1	1
998	том числе	1	1
999	и логически	1	1
1000	народа и	2	1
1001	лишь с	1	1
1002	по сие	1	1
1003	для каждого	1	1
1004	в своих	6	1
1005	однако ни	1	1
1006	от них	1	1
1007	культуры к	1	1
1008	еще и	1	1
1009	к одному	1	1
1010	которое дальше	1	1
1011	самого начала	1	1
1012	у этих	1	1
1013	все три	1	1
1014	ближе более	1	1
1015	этой культуре	2	1
1016	если допустить	1	1
1017	всех них	1	1
1018	будет продолжать	1	1
1019	в вышеопределенном	1	1
1020	чтобы их	2	1
1021	но из	1	1
1022	с самого	1	1
1023	к сознанию	1	1
1024	же он	1	1
1025	группа существ	1	1
1026	всех странах	1	1
1027	себе еще	1	1
1028	все черты	1	1
1029	за ним	1	1
1030	в состав	1	1
1031	ее не	1	1
1032	силы на	1	1
1033	здесь дело	1	1
1034	европы и	1	1
1035	только для	2	1
1036	себя центром	1	1
1037	европейский костюм	1	1
1038	и эти	1	1
1039	главным образом	3	1
1040	которых каждый	2	1
1041	вырабатывает свою	1	1
1042	всего в	1	1
1043	из отдельных	1	1
1044	а следовательно	3	1
1045	а не	2	1
1046	ибо только	1	1
1047	зорко следить	1	1
1048	потом и	1	1
1049	они останутся	1	1
1050	и совершенное	1	1
1051	душевная жизнь	1	1
1052	бы все	1	1
1053	условий жизни	1	1
1054	немцев таким	1	1
1055	друга в	1	1
1056	сходные друг	1	1
1057	но совершенно	2	1
1058	были всегда	1	1
1059	как оно	1	1
1060	тем же	1	1
1061	семья его	1	1
1062	ей нужно	1	1
1063	на себя	2	1
1064	признается им	1	1
1065	оно может	1	1
1066	эта идея	1	1
1067	а после	1	1
1068	отсутствием в	1	1
1069	никак не	1	1
1070	одному из	2	1
1071	есть только	1	1
1072	романогерманцы были	1	1
1073	от романогерманцев	1	1
1074	и будут	3	1
1075	точно так	2	1
1076	для народа	2	1
1077	для всех	6	1
1078	только на	2	1
1079	не быть	1	1
1080	совместной работе	1	1
1081	основан на	1	1
1082	или иной	5	1
1083	перед нами	1	1
1084	хуже поэтому	1	1
1085	за то	2	1
1086	как же	1	1
1087	культуре все	1	1
1088	и заключается	1	1
1089	котором мы	1	1
1090	на одну	1	1
1091	состоит в	2	1
1092	за отсутствием	1	1
1093	национальной психики	1	1
1094	с виду	3	1
1095	сторон русской	1	1
1096	в лучшем	3	1
1097	единое целое	1	1
1098	что во	1	1
1099	а если	1	1
1100	мысль о	1	1
1101	как другие	1	1
1102	двух других	1	1
1103	ряд общих	1	1
1104	смотря по	1	1
1105	принадлежать к	1	1
1106	же самое	1	1
1107	от которого	1	1
1108	и оставаться	1	1
1109	эта не	1	1
1110	указали выше	1	1
1111	они стараются	2	1
1112	наконец и	1	1
1113	тянуться за	1	1
1114	сведется к	1	1
1115	и другого	1	1
1116	к освобождению	1	1
1117	не тем	2	1
1118	народов у	1	1
1119	русской жизни	1	1
1120	с ярко	1	1
