N	2gram	Losev_Prob_5	Marksizm
449	или на	1	1
450	можно сказать	6	1
451	которое он	1	1
452	упоминали выше	1	1
453	других людей	1	1
454	должно было	1	1
455	мы понимаем	1	1
456	русской литературе	3	1
457	в науку	1	1
458	нуждается в	1	1
459	и только	2	1
460	в другой	1	1
461	нем и	1	1
462	в него	1	1
463	что здесь	2	1
464	но с	1	1
465	землю и	2	1
466	всякого рода	2	1
467	тот же	3	1
468	менее в	1	1
469	автора так	1	1
470	в разговор	1	1
471	и так	1	1
472	в обществе	1	1
473	именно на	2	1
474	так что	11	1
475	же и	1	1
476	есть в	2	1
477	и др	1	1
478	уже не	6	1
479	вопроса о	1	1
480	же в	3	1
481	если в	1	1
482	здесь же	1	1
483	и других	1	1
484	одного предмета	1	1
485	дает ему	2	1
486	из них	2	1
487	был бы	1	1
488	одно из	1	1
489	себе в	1	1
490	не находит	1	1
491	говорить об	1	1
492	него с	1	1
493	в одном	3	1
494	ее не	1	1
495	к ним	1	1
496	не о	1	1
497	xvii и	1	1
498	от того	1	1
499	в других	3	1
500	имеет значение	1	1
501	были бы	1	1
502	к самым	1	1
503	со стороны	1	1
504	и из	1	1
505	или иначе	1	1
506	если только	2	1
507	стороны он	2	1
508	и нельзя	1	1
509	а именно	12	1
510	вообще для	1	1
511	еще и	4	1
512	на которые	1	1
513	в середине	2	1
514	себя и	1	1
515	мужчины и	1	1
516	больше и	1	1
517	говорит о	7	1
518	к более	1	1
519	не говоря	1	1
520	превращается в	1	1
521	смысла и	1	1
522	а на	1	1
523	другой стороны	6	1
524	дело в	2	1
525	проблемы так	1	1
526	на эту	1	1
527	для человека	1	1
528	него не	2	1
529	для историка	1	1
530	если не	4	1
531	и глубоко	1	1
532	на фоне	1	1
533	но оно	1	1
534	на который	1	1
535	роль но	1	1
536	к себе	1	1
537	даже до	1	1
538	он говорит	2	1
539	находит в	3	1
540	высшая и	1	1
541	на которое	1	1
542	какого-нибудь одного	1	1
543	слова он	1	1
544	когда же	1	1
545	из этой	1	1
546	ряд своих	1	1
547	н а	1	1
548	в это	2	1
549	не словом	1	1
550	жизни или	1	1
551	здесь конечно	2	1
552	но это	1	1
553	силу и	1	1
554	однако не	1	1
555	независимое от	1	1
556	является ли	1	1
557	слова но	1	1
558	прежде чем	2	1
559	которого они	1	1
560	людьми и	1	1
561	о котором	3	1
562	хотя и	8	1
563	но когда	1	1
564	у них	1	1
565	или нет	1	1
566	мы как	1	1
567	мы должны	1	1
568	более всего	2	1
569	зрения в	1	1
570	потому что	13	1
571	однако на	2	1
572	только по	1	1
573	жизни в	4	1
574	бы стать	1	1
575	героя и	1	1
576	работы и	1	1
577	него нет	1	1
578	значение все	1	1
579	видели не	1	1
580	не что	3	1
581	это и	1	1
582	из этого	4	1
583	но самый	1	1
584	но вот	1	1
585	в заключение	2	1
586	ее в	2	1
587	и другие	3	1
588	по поводу	2	1
589	небо и	2	1
590	том числе	2	1
591	гораздо более	4	1
592	смысле что	1	1
