N	2gram	Trubetskoy_1	Problemy
126	бы его	2	4
127	с другой	1	4
128	он с	1	4
129	все равно	1	4
130	и это	1	4
131	только на	2	4
132	он как	1	4
133	так как	4	4
134	в общем	1	4
135	но это	2	4
136	их в	2	3
137	в такой	1	3
138	конце концов	3	3
139	говорить о	3	3
140	жизни и	4	3
141	и то	4	3
142	крайней мере	1	3
143	большинстве случаев	2	3
144	не менее	1	3
145	что его	1	3
146	так чтобы	3	3
147	и во	3	3
148	его и	2	3
149	человека с	1	3
150	по себе	2	3
151	а между	5	3
152	это как	1	3
153	к самому	1	3
154	бы в	1	3
155	сводится к	3	3
156	этого не	2	3
157	в ее	1	3
158	между тем	5	3
159	в том	17	3
160	нет и	1	3
161	в своей	5	3
162	только с	2	3
163	во всем	4	3
164	в одной	1	3
165	должно быть	3	3
166	а с	2	3
167	для этого	3	3
168	в котором	2	3
169	по крайней	1	3
170	такой же	1	3
171	до конца	1	3
172	если не	2	3
173	в чужих	1	3
174	в ней	2	3
175	другим и	1	3
176	есть только	1	3
177	с ее	1	3
178	что с	2	3
179	и как	3	3
180	к одному	1	3
181	по своему	1	3
182	и другого	1	3
183	том что	9	3
184	но для	2	3
185	если и	1	2
186	в которой	1	2
187	и этот	3	2
188	войти в	1	2
189	ибо в	3	2
190	и того	1	2
191	самого себя	7	2
192	его целом	1	2
193	тон и	1	2
194	вопрос о	5	2
195	входит в	1	2
196	надо было	1	2
197	того же	1	2
198	зависимость от	2	2
199	как на	8	2
200	не было	3	2
201	отказаться от	4	2
202	в жизни	1	2
203	друг с	14	2
204	всего этого	1	2
205	в большинстве	3	2
206	этого и	1	2
207	можно лишь	1	2
208	к которому	1	2
209	это в	2	2
210	бы не	1	2
211	именно тем	1	2
212	и без	1	2
213	во всех	5	2
214	начал с	1	2
215	с другом	14	2
216	которой он	4	2
217	того или	2	2
218	то в	3	2
219	те же	1	2
220	такого же	1	2
221	были бы	2	2
222	показать что	1	2
223	и только	5	2
224	смысле этого	1	2
225	не хочет	1	2
226	связан с	1	2
227	но только	1	2
228	к чему	2	2
229	и внутренне	1	2
230	с этой	1	2
231	о своей	1	2
232	не удалось	1	2
233	в сторону	1	2
234	к ней	1	2
235	которых он	1	2
236	сама по	2	2
237	мог бы	1	2
238	нисколько не	2	2
239	в своем	6	2
240	отнюдь не	7	2
241	человек и	1	2
242	всем этим	2	2
243	и если	7	2
244	с этим	2	2
245	не является	1	2
246	тому чтобы	4	2
247	тому же	1	2
248	один из	1	2
249	это и	1	2
250	он есть	1	2
251	и потому	3	2
252	по которому	1	2
253	же и	1	2
254	а тогда	1	2
255	тем не	1	2
256	о том	7	2
257	уже не	2	2
258	что значит	1	2
259	то все	1	2
260	чтобы все	1	2
261	во время	2	2
262	собой и	3	2
263	отличается от	2	2
264	друг друга	3	2
265	него на	1	2
266	от власти	1	2
267	нет ни	1	2
268	всех этих	3	2
269	от этой	2	2
270	признать что	6	2
271	когда он	1	2
272	остается в	2	2
273	не для	1	2
274	переходит в	1	2
275	себя как	2	2
276	и себе	1	2
277	ли это	4	2
278	тому что	2	2
279	если другой	1	2
280	за границей	1	2
281	а вы	1	2
282	быть и	2	2
283	него прежде	1	2
284	столь же	1	2
285	же он	1	2
286	за ним	1	2
287	вообще не	1	2
288	эти последние	1	2
289	он должен	5	2
290	в которых	1	2
291	и должно	2	2
292	он может	1	2
293	было бы	5	2
294	что такое	2	2
295	этом случае	3	2
296	что оно	3	2
297	благодаря этому	2	2
298	конечно не	5	2
299	или иной	5	2
300	которых мы	1	2
301	к другим	1	2
302	вследствие этого	1	2
303	той или	3	2
304	мы знаем	1	2
305	не идет	1	1
306	что по	1	1
307	не могла	1	1
308	материал для	1	1
309	главным образом	3	1
310	в полном	1	1
311	для всех	6	1
312	они были	1	1
313	люди что	1	1
314	приводит к	4	1
315	в значительной	3	1
316	по сравнению	1	1
317	а где	1	1
318	но она	2	1
319	может ли	1	1
320	и вместе	2	1
321	к той	2	1
322	с совершенной	1	1
323	чтобы в	2	1
324	от всякого	1	1
325	верит в	1	1
326	власти и	1	1
327	данном случае	3	1
328	из области	1	1
329	же это	1	1
330	при том	4	1
331	надо чтобы	1	1
332	тех же	1	1
333	можно сказать	1	1
334	всякому человеку	1	1
335	вопроса необходимо	1	1
336	идет в	1	1
337	друг к	1	1
338	бы на	1	1
339	любовь к	2	1
340	или в	3	1
341	это она	1	1
342	только не	1	1
343	в каждый	1	1
344	или не	1	1
345	в разных	1	1
346	ко всему	1	1
347	в один	1	1
348	случае не	1	1
349	и уважают	1	1
350	или все	1	1
351	котором мы	1	1
352	чтобы она	2	1
353	всеми силами	1	1
354	связи с	3	1
355	но при	1	1
356	и действительно	1	1
357	и ставит	1	1
358	в общении	1	1
359	ее к	1	1
360	у кого	1	1
361	момент и	1	1
362	а то	1	1
363	собой а	3	1
364	к богу	7	1
365	этот принцип	1	1
366	и тот	2	1
367	же мы	1	1
368	на то	5	1
369	с ней	1	1
370	был и	3	1
371	того ни	1	1
372	сих пор	5	1
373	это конечно	1	1
374	его можно	1	1
375	проявляется в	2	1
376	и теперь	1	1
377	перед самим	1	1
378	может лишь	1	1
379	до сих	5	1
380	в некоторых	2	1
381	ни того	1	1
382	элементы этой	1	1
383	сказать только	1	1
384	этой власти	1	1
385	того чтобы	8	1
386	и человек	2	1
387	на нем	1	1
388	можно было	4	1
389	том же	2	1
390	об этом	1	1
391	в их	4	1
392	что такой	4	1
393	бы ни	2	1
394	нее он	1	1
395	собой не	1	1
396	всех других	1	1
397	вся ее	1	1
398	заключает в	1	1
399	чтобы он	1	1
400	каждый человек	1	1
401	является утверждение	1	1
402	оно появляется	1	1
403	собой в	1	1
404	же но	1	1
405	за то	2	1
406	его собственные	1	1
407	себя на	2	1
408	по своей	1	1
409	им в	1	1
410	том и	2	1
411	другом как	1	1
412	и второй	1	1
413	ему что	1	1
414	ничем не	1	1
415	одной из	3	1
416	путь к	4	1
417	между собой	5	1
418	языком и	1	1
419	одного и	1	1
420	лучше всех	1	1
421	к такому	2	1
422	здесь мы	1	1
423	или хотя	1	1
424	что касается	1	1
425	еще на	1	1
426	отношения к	2	1
427	то есть	1	1
428	в корне	4	1
429	как не	1	1
430	быть не	1	1
431	в себя	1	1
432	не так	2	1
433	должны были	1	1
434	раз навсегда	2	1
435	всего с	1	1
436	именно с	1	1
437	вот в	1	1
438	найти в	1	1
439	придется не	1	1
440	значительной степени	1	1
441	больше в	1	1
442	и других	1	1
443	оно является	1	1
444	из которых	5	1
445	на все	1	1
446	и материал	1	1
447	стало быть	1	1
448	которая может	1	1
449	и дело	1	1
450	другом и	2	1
451	отказ от	1	1
452	становясь на	1	1
453	идет о	1	1
454	ко всем	3	1
455	в других	2	1
456	на которой	2	1
457	никак не	1	1
458	и при	6	1
459	главное и	1	1
460	в согласии	1	1
461	из этого	3	1
462	тогда когда	4	1
463	а там	1	1
464	это потому	2	1
465	всюду где	1	1
466	силы и	1	1
467	к его	1	1
468	и по	3	1
469	в прошлом	1	1
470	чтобы они	1	1
471	трудно сказать	1	1
472	ибо его	1	1
473	из тех	1	1
474	и мы	1	1
475	что на	1	1
476	в применении	1	1
477	для нее	2	1
478	она и	1	1
479	свою очередь	1	1
480	и о	2	1
481	во многих	2	1
482	в стремлении	1	1
483	а ее	1	1
484	для того	6	1
485	и ни	3	1
486	оказывается что	1	1
487	в отдельных	1	1
488	это именно	1	1
489	в очень	1	1
490	как самоцель	1	1
491	вся эта	2	1
492	с протестом	1	1
493	к другу	1	1
494	теми же	1	1
495	он был	1	1
496	к которой	6	1
497	перед нами	1	1
498	не столько	1	1
499	ни другого	1	1
500	но ведь	1	1
501	перед собой	1	1
502	именно благодаря	1	1
503	любви и	1	1
504	без них	1	1
505	и примирения	1	1
506	в основе	1	1
507	ту же	1	1
508	приводят к	2	1
509	без всякого	1	1
510	ни один	1	1
511	образом в	1	1
512	а во-вторых	2	1
513	что эти	1	1
514	ним с	1	1
515	и осуществить	1	1
516	выводом из	1	1
517	из одного	1	1
518	не должен	2	1
519	от нас	2	1
520	одна из	3	1
521	эпохи не	1	1
522	разумеется не	1	1
523	но даже	2	1
524	всех их	1	1
525	в этой	4	1
526	речь не	1	1
527	сами себя	1	1
528	в этих	2	1
529	согласиться с	2	1
530	сравнению со	1	1
531	своей собственной	1	1
532	которые будут	1	1
533	а наоборот	1	1
534	приходит к	3	1
535	ясно что	2	1
536	а два	1	1
537	таким же	3	1
538	этом отношении	1	1
539	не могут	4	1
540	оставаясь в	1	1
541	в тот	1	1
542	и обратно	1	1
543	человека в	1	1
544	у других	2	1
545	роли не	1	1
546	которой она	2	1
547	мы можем	2	1
548	доказать что	1	1
549	она не	2	1
550	не являются	1	1
551	также и	1	1
552	не просто	2	1
553	из всех	2	1
554	человека к	1	1
555	роль в	1	1
556	конкретные формы	1	1
557	это его	1	1
558	отношениях к	1	1
559	несмотря на	3	1
560	мысль о	1	1
561	освободиться от	1	1
562	этого вопроса	1	1
563	том условии	3	1
564	может но	1	1
565	мы говорили	3	1
566	событий и	1	1
567	должен быть	1	1
568	еще и	1	1
569	лишь с	1	1
570	для каждого	1	1
571	в своих	6	1
572	того и	1	1
573	это ко	1	1
574	и эти	1	1
575	и ничего	1	1
576	здесь же	1	1
577	которая в	1	1
578	но из	1	1
579	все они	3	1
580	только для	2	1
581	в те	1	1
582	вообще оставаясь	1	1
583	слова но	1	1
584	что только	2	1
585	на этот	1	1
586	происходит в	1	1
587	этом направлении	2	1
588	то это	3	1
589	которых каждый	2	1
590	всего в	1	1
591	сейчас же	1	1
592	он на	1	1
593	себя в	4	1
594	и весь	1	1
595	себе но	1	1
596	что может	3	1
597	покаяние и	1	1
598	на свое	1	1
599	должно было	1	1
600	и их	1	1
601	на себя	2	1
602	хотя в	1	1
603	оно может	1	1
604	это пусть	1	1
605	одному из	2	1
606	бы признать	1	1
607	а во	1	1
608	со своими	1	1
609	так например	1	1
610	может и	1	1
611	себе что	1	1
612	такой человек	1	1
613	и заключается	1	1
614	всех людей	2	1
615	неожиданно и	1	1
616	ни на	1	1
617	жизнь а	1	1
618	дать ему	1	1
619	возможно лишь	4	1
620	участие в	2	1
621	всех элементов	1	1
622	жизни нет	1	1
623	не верит	1	1
624	собой он	1	1
625	и более	2	1
626	благодаря такому	1	1
627	отметить что	2	1
628	в данном	7	1
629	в свою	1	1
