N	2gram	Losev_Dial_4	DiskursI
299	то ни	4	1
300	мысль об	1	1
301	без которого	1	1
302	сознание и	1	1
303	об этом	3	1
304	лишь в	2	1
305	того или	2	1
306	время и	2	1
307	еще одно	1	1
308	в жизни	5	1
309	и во-вторых	2	1
310	она и	1	1
311	пребывает в	1	1
312	первые два	1	1
313	и вне	2	1
314	или попросту	1	1
315	все моменты	1	1
316	со всей	2	1
317	в которых	1	1
318	утверждения что	1	1
319	бы мы	1	1
320	в имени	1	1
321	стало быть	15	1
322	и той	3	1
323	своей жизни	1	1
324	же жизни	1	1
325	тем не	2	1
326	по крайней	7	1
327	и более	1	1
328	том же	1	1
329	что этот	2	1
330	необходимо чтобы	2	1
331	же может	1	1
332	для нее	2	1
333	при переходе	1	1
334	нас самих	1	1
335	при всех	1	1
336	других к	1	1
337	вообще но	2	1
338	вплоть до	1	1
339	но они	2	1
340	истории о	1	1
341	она не	4	1
342	виду что	1	1
343	как о	2	1
344	дело не	1	1
345	одна из	1	1
346	в процессе	1	1
347	они же	1	1
348	и имеет	1	1
349	самого по	1	1
350	та или	3	1
351	и всегда	1	1
352	ничего не	17	1
353	в разных	2	1
354	того как	2	1
355	имеем дело	1	1
356	или иная	2	1
357	такая же	1	1
358	во всем	2	1
359	однако это	1	1
360	ему не	1	1
361	или не	4	1
362	ни о	3	1
363	только от	1	1
364	уже о	4	1
365	к себе	1	1
366	не могут	2	1
367	но все	2	1
368	не знаем	1	1
369	отличается от	1	1
370	всего в	1	1
371	но также	1	1
372	не есть	40	1
373	оно не	2	1
374	приходит к	1	1
375	более не	3	1
376	от друга	1	1
377	вечности и	1	1
378	говоря уже	3	1
379	в собственном	3	1
380	это ведет	1	1
381	эти две	3	1
382	к смерти	1	1
383	ее жизнь	1	1
384	бытия как	1	1
385	что может	1	1
386	здесь как	1	1
387	можно только	3	1
388	мы в	1	1
389	ней и	1	1
390	для этого	2	1
391	и даже	6	1
392	с ним	3	1
393	и смерть	1	1
394	о ней	2	1
395	о нем	2	1
396	часто и	2	1
397	и здесь	1	1
398	и должно	1	1
399	возможна только	1	1
400	никак не	2	1
401	и что	9	1
402	себя самого	1	1
403	может не	1	1
404	не лишая	1	1
405	солнца и	2	1
406	и во	2	1
407	должно было	1	1
408	складывается из	1	1
409	с нами	1	1
410	крайней мере	7	1
411	исторического развития	1	1
412	не будучи	1	1
413	к личности	1	1
414	и следовательно	3	1
415	который бы	1	1
416	не зная	1	1
417	в современной	1	1
418	именно о	4	1
419	не само	1	1
420	даже если	1	1
421	и так	2	1
422	одних и	2	1
423	жизнь личности	2	1
424	от них	1	1
425	же будет	1	1
426	в окружающем	1	1
427	так что	6	1
428	же и	2	1
429	для всех	3	1
430	на всем	1	1
431	и они	1	1
432	себя и	3	1
433	во втором	1	1
434	и ночью	1	1
435	не дает	2	1
436	только это	1	1
437	и их	2	1
438	в новом	1	1
439	и спасение	1	1
440	художественного образа	3	1
441	вовсе не	6	1
442	не для	1	1
443	в состоянии	1	1
444	для меня	2	1
445	каждая вещь	1	1
446	случае не	2	1
447	человек как	1	1
448	не говорит	5	1
449	тем что	2	1
450	становление и	2	1
451	чем и	1	1
452	были бы	1	1
453	из того	1	1
454	того что	13	1
455	бытия но	3	1
456	не были	1	1
457	а стало	2	1
458	и тех	2	1
459	о своем	1	1
460	и между	1	1
461	в романе	1	1
462	но есть	1	1
463	к человеку	1	1
464	которой нет	1	1
465	превращается в	1	1
466	на этот	1	1
467	до конца	1	1
468	его как	2	1
469	поскольку речь	1	1
470	необходимость не	1	1
471	первые две	1	1
472	и слово	2	1
473	ближе к	1	1
474	равно как	2	1
475	на фоне	1	1
476	человек в	1	1
477	как это	2	1
478	части не	1	1
479	в меру	5	1
480	в особенности	4	1
481	из которых	3	1
482	не одно	1	1
483	самых событий	1	1
484	сама история	1	1
485	днем и	1	1
486	это его	1	1
487	да и	2	1
488	об ее	2	1
489	исходя из	1	1
490	в это	1	1
491	ценность и	1	1
492	даже в	1	1
493	он от	1	1
494	идеал и	1	1
495	и от	1	1
496	личность как	4	1
497	и действия	1	1
498	этой самой	1	1
499	и развития	1	1
500	но для	2	1
501	один из	4	1
502	при всем	1	1
503	но с	1	1
504	слова но	1	1
505	а предмет	1	1
506	его не	1	1
507	когда он	3	1
508	но об	1	1
509	и ни	2	1
510	отношении не	1	1
511	стороны в	1	1
512	от всего	3	1
513	будто бы	1	1
514	как того	1	1
515	хотя в	1	1
516	быть и	3	1
517	даже при	1	1
518	быть все	1	1
519	одной из	2	1
520	не говоря	3	1
521	сказать что	6	1
522	не быть	1	1
523	никакого отношения	2	1
524	из этого	1	1
525	только о	3	1
526	включает в	1	1
527	в голову	1	1
528	ее в	2	1
529	во всяком	2	1
