N	2gram	Losev_Prob_4	Vladivir
770	и сам	1	1
771	это можно	2	1
772	вещи и	1	1
773	ясно что	7	1
774	это вовсе	1	1
775	особенно в	1	1
776	мы только	2	1
777	и каждый	2	1
778	живого существа	2	1
779	глубоко и	3	1
780	назвать также	1	1
781	когда в	1	1
782	но никак	2	1
783	том как	2	1
784	становление то	1	1
785	веры в	1	1
786	а еще	3	1
787	есть субстанция	1	1
788	стремление к	1	1
789	трактуется как	3	1
790	о ней	1	1
791	и нужно	1	1
792	каждый раз	5	1
793	в самой	4	1
794	каждой из	2	1
795	и поэтому	1	1
796	при наличии	1	1
797	внимание на	1	1
798	другими словами	3	1
799	разумеется в	1	1
800	красоты в	1	1
801	одного из	1	1
802	можно сказать	5	1
803	основе своей	1	1
804	как эта	1	1
805	может не	1	1
806	рода поэтому	1	1
807	оформляет и	1	1
808	уже самое	1	1
809	с известной	1	1
810	не выходит	3	1
811	все во	1	1
812	на всех	2	1
813	все в	3	1
814	является здесь	2	1
815	первую очередь	1	1
816	о времени	1	1
817	если например	1	1
818	добра и	1	1
819	смысле не	2	1
820	категорий но	1	1
821	вся эта	2	1
822	высокой и	1	1
823	только своей	1	1
824	и во	4	1
825	там и	1	1
826	здесь мыслится	1	1
827	нуждается в	1	1
828	мы ни	2	1
829	вообще и	1	1
830	все существующее	1	1
831	которая и	1	1
832	есть тоже	2	1
833	действительности в	1	1
834	еще только	2	1
835	и она	1	1
836	а она	1	1
837	в литературе	2	1
838	с той	1	1
839	поскольку здесь	1	1
840	и думал	1	1
841	но например	1	1
842	мы видим	1	1
843	структуры так	1	1
844	всю свою	1	1
845	будто бы	2	1
846	бы его	1	1
847	употребляемые им	1	1
848	для нее	1	1
849	конструкции но	1	1
850	никак нельзя	1	1
851	не происходит	1	1
852	здесь с	1	1
853	есть ни	2	1
854	даже вовсе	1	1
855	характером отличается	1	1
856	в эти	1	1
857	не то	2	1
858	уже чисто	2	1
859	самом деле	3	1
860	этому поводу	1	1
861	конечно не	3	1
862	и платон	1	1
863	да еще	1	1
864	эти черты	1	1
865	об его	2	1
866	обществе а	1	1
867	а это	3	1
868	категории и	1	1
869	термин этот	1	1
870	веры и	1	1
871	то только	2	1
872	не дает	1	1
873	написал в	1	1
874	за ним	2	1
875	эти два	1	1
876	является большим	1	1
877	только их	1	1
878	не чем	2	1
879	правда повторяем	1	1
880	здесь перед	5	1
881	надо будет	1	1
882	признаков и	1	1
883	от тех	1	1
884	надежду на	1	1
885	далек от	1	1
886	или это	1	1
887	и никакой	1	1
888	признак вещи	1	1
889	не хотел	2	1
890	окончательном виде	1	1
891	виде все	1	1
892	или вернее	2	1
893	у раннего	1	1
894	он один	1	1
895	указание на	1	1
896	известного рода	5	1
897	необходимо заметить	1	1
898	это будет	2	1
899	таком виде	1	1
900	и др	1	1
901	общего ни	2	1
902	выходит за	2	1
903	тотчас же	2	1
904	или иной	13	1
905	на русский	1	1
906	до сих	1	1
907	бы несколько	1	1
908	будем здесь	2	1
909	говорится но	1	1
910	подлежит никакому	1	1
911	по своим	1	1
912	ряд с	2	1
913	не относится	1	1
914	являются только	1	1
915	и прежде	2	1
916	он это	1	1
917	огромного числа	1	1
918	бы эти	1	1
919	представляет собою	1	1
920	на чем	1	1
921	такое же	1	1
922	то значит	1	1
923	всякого человека	1	1
924	виде и	2	1
925	резко отличается	1	1
926	что для	1	1
927	каком смысле	2	1
928	этот термин	1	1
929	менее он	1	1
930	бы для	2	1
931	нужно сказать	1	1
932	в подлинном	1	1
933	она вовсе	1	1
934	был в	2	1
935	здесь дело	1	1
936	она является	2	1
937	науки не	1	1
938	и непосредственно	2	1
939	именно так	1	1
940	о чем	1	1
941	без которых	1	1
942	человеческой жизни	5	1
943	нашей современной	1	1
944	все такого	2	1
945	и об	1	1
946	уже давно	4	1
947	если остановиться	1	1
948	входить в	1	1
949	в частности	2	1
950	для них	2	1
951	его философская	1	1
952	отдавать себе	2	1
953	есть такое	1	1
954	всякого живого	1	1
955	его на	1	1
956	учению о	1	1
957	самой настоящей	1	1
958	из которых	3	1
959	мы занимаемся	1	1
960	по своему	6	1
961	к жизни	1	1
962	мы считаем	1	1
963	она есть	1	1
964	более то	1	1
965	простого и	1	1
966	на эту	1	1
967	но этот	2	1
968	для человека	1	1
969	уже об	1	1
970	исходя из	1	1
971	все подобного	3	1
972	том смысле	2	1
973	и непреложный	1	1
974	мы сказали	1	1
975	в контексте	1	1
976	бытие или	1	1
977	слова и	1	1
978	конечно есть	1	1
979	и нет	1	1
980	известном смысле	1	1
981	сих пор	1	1
982	как предмет	2	1
983	но так	2	1
984	только для	3	1
985	все это	9	1
986	видно что	1	1
987	от нас	2	1
988	пока еще	1	1
989	и необходимым	1	1
990	и после	1	1
991	процесса в	1	1
992	и часто	1	1
993	ли в	1	1
994	уже на	1	1
995	чтобы содержать	1	1
996	не говорится	1	1
997	представляется что	2	1
998	не подлежит	1	1
999	и представления	1	1
1000	мира и	1	1
1001	между ними	1	1
1002	чтобы понять	1	1
1003	тот кто	1	1
1004	а к	1	1
1005	бы даже	4	1
1006	развития и	1	1
1007	или другой	3	1
1008	который является	2	1
1009	отсюда видно	1	1
1010	но совсем	1	1
1011	иное чем	2	1
1012	на свою	1	1
1013	еще более	2	1
1014	отношении не	1	1
1015	мышления не	1	1
1016	но зато	1	1
1017	вот этот	1	1
1018	есть уже	1	1
1019	отношении к	1	1
1020	сбиться с	1	1
1021	не являются	2	1
1022	от всякого	1	1
1023	существо только	1	1
1024	к самому	1	1
1025	есть то	1	1
1026	и начинается	1	1
1027	в свою	1	1
1028	утверждать что	1	1
1029	это все	2	1
1030	всего мира	1	1
1031	с ней	2	1
1032	не говоря	3	1
1033	поскольку во	1	1
1034	и поскольку	1	1
1035	является и	3	1
1036	даже просто	1	1
1037	не что	2	1
1038	ко всему	1	1
1039	в заключение	1	1
1040	в действительности	1	1
1041	вполне можно	2	1
1042	жизни и	5	1
1043	человека к	1	1
1044	и другие	1	1
1045	том числе	1	1
1046	то оно	1	1
1047	по поводу	1	1
1048	тоже с	2	1
1049	невозможна без	1	1
1050	эти категории	2	1
1051	этой точки	1	1
1052	гораздо более	1	1
