N	2gram	Losev_Vesc_1	Problemy
363	сущности в	1	2
364	ни на	3	2
365	это в	1	2
366	же нам	1	1
367	если вы	2	1
368	ту же	2	1
369	нем нет	1	1
370	мы замечаем	1	1
371	я понимаю	5	1
372	с кем	1	1
373	самим по	1	1
374	же внутри	1	1
375	другому чем	1	1
376	силы и	1	1
377	своей основной	1	1
378	сама себя	4	1
379	он находится	1	1
380	по преимуществу	2	1
381	что эти	1	1
382	и больше	9	1
383	собою в	1	1
384	где я	1	1
385	есть не	14	1
386	своего внутреннего	1	1
387	мы не	6	1
388	и ничего	1	1
389	которую мы	1	1
390	почти все	2	1
391	есть нечто	6	1
392	другого нет	1	1
393	оно вообще	1	1
394	как я	4	1
395	которое не	1	1
396	но даже	3	1
397	ему в	1	1
398	то это	3	1
399	и заставляет	2	1
400	зависимости от	1	1
401	себе что	3	1
402	того же	5	1
403	с большим	1	1
404	собою и	4	1
405	свою очередь	4	1
406	и самого	1	1
407	другим в	1	1
408	проявляет себя	1	1
409	а еще	1	1
410	то он	1	1
411	с самой	6	1
412	не все	1	1
413	в качестве	1	1
414	с совершенно	1	1
415	тут же	2	1
416	иван но	1	1
417	сама по	3	1
418	от злости	1	1
419	отнюдь не	5	1
420	чем же	3	1
421	независимо от	5	1
422	может обойтись	1	1
423	я делаю	1	1
424	словом в	1	1
425	как нам	1	1
426	и пр	6	1
427	перед нами	2	1
428	кроме того	4	1
429	бы я	2	1
430	могли бы	1	1
431	говорит что	1	1
432	это определение	1	1
433	к чему	1	1
434	а во-вторых	1	1
435	бы сказать	2	1
436	чем бы	2	1
437	есть как	3	1
438	в этой	3	1
439	он думает	1	1
440	бы только	1	1
441	и резко	1	1
442	не могла	1	1
443	в общении	1	1
444	его более	1	1
445	еще раньше	1	1
446	идеи и	3	1
447	ведь не	3	1
448	что еще	1	1
449	и если	2	1
450	слово или	1	1
451	свое время	2	1
452	из него	1	1
453	никому не	1	1
454	о таком	1	1
455	именно это	1	1
456	человека в	1	1
457	введение в	1	1
458	здесь мы	1	1
459	что почти	1	1
460	выражение и	1	1
461	отношении себя	1	1
462	есть все	1	1
463	об этом	3	1
464	момент и	1	1
465	а его	1	1
466	себя не	2	1
467	когда уже	1	1
468	тут надо	1	1
469	ясны но	1	1
470	может стать	1	1
471	и мы	1	1
472	же если	1	1
473	его ум	1	1
474	мне это	1	1
475	только одно	2	1
476	параллель к	2	1
477	она и	1	1
478	далеко не	1	1
479	в реальной	1	1
480	дальнейшем но	1	1
481	и само	2	1
482	есть какое-то	3	1
483	в один	1	1
484	нисколько не	4	1
485	но почему	1	1
486	одного и	1	1
487	ибо не	1	1
488	бы на	1	1
489	том как	1	1
490	что такое	12	1
491	таким же	1	1
492	затем и	2	1
493	и ее	18	1
494	я его	1	1
495	же это	4	1
496	вступая с	1	1
497	раз к	2	1
498	самого в	1	1
499	еще нет	1	1
500	но у	1	1
501	они уже	1	1
502	мысли и	3	1
503	признать что	1	1
504	форме всегда	1	1
505	собою или	1	1
506	тем не	3	1
507	по крайней	4	1
508	и эти	2	1
509	есть именно	6	1
510	без всяких	1	1
511	и более	1	1
512	есть еще	3	1
513	и настойчиво	2	1
514	с такими	1	1
515	для нее	2	1
516	а вот	3	1
517	же такое	3	1
518	нас к	1	1
519	мною в	2	1
520	начиная от	2	1
521	она не	4	1
522	иной раз	1	1
523	от нас	1	1
524	ту сторону	1	1
525	дело в	4	1
526	одна из	5	1
527	реагирует на	1	1
528	я буду	1	1
529	у кого	1	1
530	в основе	3	1
531	и такого	1	1
532	к такому	1	1
533	того чтобы	3	1
534	чем не	2	1
535	это еще	1	1
536	для всего	1	1
537	только не	2	1
538	вообще нет	1	1
539	и всегда	1	1
540	в самой	2	1
541	и весь	1	1
542	это именно	3	1
543	как она	4	1
544	не говорит	2	1
545	ее внутренняя	1	1
546	яркостью и	1	1
547	значит общаться	1	1
548	эти три	1	1
549	из истории	2	1
550	почти не	1	1
551	этом отношении	1	1
552	стоит перед	1	1
553	есть у	2	1
554	свое собственное	1	1
555	полную независимость	2	1
556	когда мы	6	1
557	это конечно	1	1
558	отличается от	7	1
559	же самое	1	1
560	и мне	1	1
561	они и	1	1
562	а ее	2	1
563	для того	2	1
564	оно не	3	1
565	в применении	1	1
566	оно может	2	1
567	и которая	1	1
568	можно и	2	1
569	как не	1	1
570	на нем	1	1
571	сравнению со	1	1
572	данном случае	2	1
573	полемику я	1	1
574	себя вовне	2	1
575	в особенности	1	1
576	него самого	1	1
577	свой образ	2	1
578	в себя	13	1
579	ее но	1	1
580	но мы	1	1
581	то время	1	1
582	и может	2	1
583	дано в	1	1
584	и совершенно	1	1
585	ибо она	1	1
586	что меня	1	1
587	это вовсе	2	1
588	себя что	1	1
589	здесь как	1	1
590	перенести его	1	1
591	сказал не	1	1
592	к самой	1	1
593	и реальное	1	1
594	она была	2	1
595	по сравнению	7	1
596	является в	2	1
597	поэтому в	1	1
598	если бы	5	1
599	сам иван	1	1
600	передо мною	1	1
601	смысле и	1	1
602	находится в	3	1
603	она резко	1	1
604	все дело	1	1
605	же необходимо	1	1
606	тех кто	2	1
607	но к	1	1
608	никак не	3	1
609	что каждый	1	1
610	это потому	1	1
611	самому себе	1	1
612	нас в	3	1
613	это может	2	1
614	том или	1	1
615	установка по	1	1
616	во втором	2	1
617	ним и	1	1
618	что человек	1	1
619	ними в	2	1
620	мне как	1	1
621	во всей	1	1
622	и только	3	1
623	крайней мере	4	1
624	в утверждении	1	1
625	но она	3	1
626	и она	1	1
627	бы меня	1	1
628	всего внутреннего	1	1
629	один из	3	1
630	но с	2	1
631	значение в	1	1
632	что только	3	1
633	ее к	2	1
634	видели что	1	1
635	этот вопрос	1	1
636	будь то	3	1
637	меня и	1	1
638	еще и	8	1
639	вмещает в	1	1
640	и кончая	1	1
641	бы ни	2	1
642	с одной	3	1
643	есть ни	3	1
644	никакого реального	2	1
645	не то	4	1
646	без этого	2	1
647	где они	1	1
648	из которого	1	1
649	для всех	1	1
650	есть в	1	1
651	точно и	1	1
652	я имею	2	1
653	я только	1	1
654	то и	4	1
655	или не	2	1
656	оно в	1	1
657	есть уже	1	1
658	до последней	1	1
659	свой собственный	1	1
660	себе в	3	1
661	руки и	2	1
662	чтобы она	2	1
663	и стремится	1	1
664	для меня	2	1
665	случае не	1	1
666	ее на	1	1
667	но из	1	1
668	только мне	1	1
669	момент в	6	1
670	со всем	5	1
671	активно и	1	1
672	до сих	1	1
673	иван по	1	1
674	а именно	1	1
675	форме и	1	1
676	к которому	1	1
677	а наоборот	1	1
678	чем он	1	1
679	и быть	1	1
680	мы еще	2	1
681	к его	1	1
682	но о	1	1
683	резко отличается	1	1
684	быть с	1	1
685	обратиться к	1	1
686	раз так	1	1
687	же есть	2	1
688	и их	7	1
689	превращается в	1	1
690	может ли	2	1
691	тоже ведь	2	1
692	не на	1	1
693	так это	1	1
694	есть лишь	2	1
695	же точно	2	1
696	а вы	2	1
697	о чем	1	1
698	него не	1	1
699	что из	2	1
700	есть ее	2	1
701	если не	3	1
702	но оно	1	1
703	зачем же	2	1
704	и потому	5	1
705	что другой	1	1
706	из которых	1	1
707	же самый	1	1
708	в данном	5	1
709	если оно	4	1
710	находятся в	1	1
711	самого себя	1	1
712	вне этой	1	1
713	общения с	23	1
714	образ и	3	1
715	только себя	1	1
716	в первой	2	1
717	согласен с	1	1
718	конечно и	1	1
719	или другого	1	1
720	или хотя	1	1
721	эти вопросы	1	1
722	всего то	2	1
723	личности другими	1	1
724	можно сказать	6	1
725	я оставляю	1	1
726	сих пор	1	1
727	в аспекте	1	1
728	у вас	1	1
729	стоит только	1	1
730	пусть все	1	1
731	ум и	1	1
732	не является	1	1
733	отвечает на	1	1
734	вам и	1	1
735	ли в	3	1
736	не верят	1	1
737	в результате	3	1
738	между ними	3	1
739	которая в	1	1
740	своей собственной	1	1
741	бы даже	1	1
742	в двух	1	1
743	в те	1	1
744	ее во	1	1
745	в третьем	1	1
746	еще более	2	1
747	опять-таки как	1	1
748	главным образом	1	1
749	смысле нет	1	1
750	своей внутренней	1	1
751	же в	1	1
752	не я	2	1
753	притом оно	1	1
754	себе как	2	1
755	нет что	1	1
756	требует чтобы	4	1
757	может и	1	1
758	слова я	1	1
759	в свою	4	1
760	с ней	2	1
761	но этот	1	1
762	является и	1	1
763	сам в	1	1
764	в свое	2	1
765	не у	1	1
766	себе не	3	1
767	того или	1	1
768	и другие	1	1
769	в своих	1	1
770	все основные	1	1
771	и эта	3	1
772	сознания без	1	1
773	к этому	1	1
