N	2gram	Bakhtin_fo_2	DiskursI
144	жанровая картина	1	2
145	за пределы	1	2
146	себя в	1	2
147	иным образом	1	2
148	опирается на	2	2
149	хотя и	3	2
150	когда он	1	2
151	целый ряд	3	2
152	точкой зрения	1	2
153	в тех	1	2
154	в этой	2	2
155	эпохи и	2	2
156	так сказать	7	2
157	он ни	1	2
158	и по	3	2
159	на этом	2	2
160	так например	1	2
161	человека в	6	2
162	исходя из	1	2
163	в каждом	1	2
164	об этом	1	2
165	речевой практике	1	2
166	и тем	1	2
167	с человеком	1	2
168	одного и	1	2
169	в историческом	2	2
170	авторства и	1	2
171	и его	12	2
172	к себе	4	2
173	же самое	3	2
174	числе и	2	2
175	но одновременно	1	2
176	частной жизни	1	2
177	оно не	1	2
178	и он	4	2
179	как мы	6	2
180	с ее	1	2
181	данном случае	1	2
182	характер и	1	2
183	в организации	1	2
184	в пределах	5	2
185	в другом	3	2
186	было в	1	2
187	кого и	1	2
188	строго говоря	2	2
189	и вообще	1	2
190	во всяком	2	2
191	и что	1	2
192	требует для	1	2
193	в значительной	1	2
194	времени в	7	2
195	это было	1	2
196	на протяжении	3	2
197	и во	6	2
198	в форме	3	2
199	котором он	1	2
200	представления о	1	2
201	в литературе	2	2
202	и одновременно	1	2
203	дело с	1	2
204	в разные	1	2
205	в литературу	2	2
206	и ее	1	2
207	точка зрения	3	2
208	тот или	1	2
209	есть в	1	2
210	литературы в	2	2
211	уже в	4	2
212	свидетельствует о	1	2
213	как их	1	2
214	в одном	7	2
215	сами по	2	2
216	как его	2	2
217	никогда не	6	2
218	никого не	1	2
219	говорили о	1	2
220	на ее	1	2
221	здесь в	6	2
222	и др	5	2
223	более того	1	2
224	в рассказе	1	2
225	его как	1	2
226	одну из	1	2
227	о чем	3	2
228	из уст	1	2
229	одновременно с	2	2
230	в ряду	4	2
231	жизни в	4	2
232	и было	4	2
233	рассматривать как	1	2
234	частности в	1	2
235	особого рода	1	2
236	и все	6	2
237	хотя в	1	2
238	одновременно и	1	2
239	что даже	1	2
240	они не	1	2
241	к этому	3	2
242	том числе	3	2
243	с природой	1	1
244	можно говорить	1	1
245	в обычном	1	1
246	чтобы не	1	1
247	и то	1	1
248	не находя	1	1
249	необходимо отметить	1	1
250	самом деле	1	1
251	на самом	1	1
252	это и	1	1
253	идет о	1	1
254	чего не	1	1
255	и до	2	1
256	смерть в	1	1
257	видеть в	1	1
258	тридевять земель	1	1
259	во внутреннем	1	1
260	говорить о	2	1
261	принадлежит к	2	1
262	в полной	1	1
263	из того	1	1
264	они были	2	1
265	быть осуществлено	1	1
266	форм в	1	1
267	более глубокий	1	1
268	вещь в	2	1
269	он сам	1	1
270	пока они	1	1
271	взгляде на	1	1
272	иного рода	1	1
273	которой нет	1	1
274	ее к	2	1
275	в заключительных	1	1
276	могло быть	1	1
277	герой не	1	1
278	себе и	1	1
279	нет и	3	1
280	что они	4	1
281	форме и	1	1
282	отчасти и	3	1
283	эти аспекты	1	1
284	как говорит	1	1
285	что во	1	1
286	не входят	1	1
287	его на	1	1
288	о жизни	1	1
289	там же	1	1
290	обращения к	1	1
291	и точность	2	1
292	своей реализации	1	1
293	этом же	1	1
294	и художественного	3	1
295	тем же	2	1
296	следующим образом	1	1
297	состояло в	1	1
298	в которой	1	1
299	бы и	1	1
300	жанрами и	1	1
301	образом и	1	1
302	не был	2	1
303	в нашем	1	1
304	из этих	4	1
305	принадлежит ему	1	1
306	и те	1	1
307	имеет громадное	2	1
308	учение о	1	1
309	по преимуществу	1	1
310	всего к	1	1
311	другом случае	1	1
312	жизнь как	2	1
313	в случае	1	1
314	человек не	2	1
315	быть только	1	1
316	что фольклор	1	1
317	она еще	2	1
318	он не	5	1
319	они в	1	1
320	за тридевять	1	1
321	всех этих	7	1
322	данном отношении	1	1
323	в человеческой	1	1
324	новое и	3	1
325	к собственному	1	1
326	войти в	1	1
327	на земле	2	1
328	картины мира	2	1
329	и анекдота	1	1
330	одно и	1	1
331	но все	1	1
332	не за	1	1
333	где нет	1	1
334	в мире	4	1
335	этих форм	5	1
336	для своей	1	1
337	все их	1	1
338	и других	2	1
339	жизненной практике	1	1
340	своего значения	2	1
341	в новое	1	1
342	здесь это	2	1
343	о которых	1	1
344	с некоторым	1	1
345	с этой	4	1
346	с тем	2	1
347	со своими	2	1
348	тридевятое царство	1	1
349	которой он	2	1
350	более не	1	1
351	мы видели	2	1
352	мы не	1	1
353	как вещь	1	1
354	слова и	3	1
355	автора и	2	1
356	не мог	2	1
357	в этих	3	1
358	во время	10	1
359	бы на	1	1
360	категории в	1	1
361	лежат в	1	1
362	а как	1	1
363	не становится	1	1
364	с точки	8	1
365	не столько	1	1
366	что до	1	1
367	от его	1	1
368	вплоть до	2	1
369	которые в	1	1
370	своей судьбой	1	1
371	в философии	1	1
372	рода так	1	1
373	его к	1	1
374	через посредство	1	1
375	что было	3	1
376	и эти	1	1
377	и более	2	1
378	не могли	3	1
379	письма в	1	1
380	раз и	1	1
381	чистом виде	1	1
382	до конца	2	1
383	как можно	3	1
384	виду что	1	1
385	самого начала	1	1
386	уст в	1	1
387	не имеет	1	1
388	дело в	1	1
389	и притом	1	1
390	не по	1	1
391	в отсутствии	1	1
392	но только	1	1
393	появляется в	1	1
394	имеет отношение	1	1
395	для всех	1	1
396	такова что	1	1
397	этих двух	1	1
398	и речевой	1	1
399	и является	1	1
400	во всем	1	1
401	литературного развития	1	1
402	на него	1	1
403	здесь же	1	1
404	их нельзя	1	1
405	входят в	1	1
406	этом отношении	2	1
407	и делает	1	1
408	что на	3	1
409	формы для	3	1
410	особое внимание	1	1
411	и принадлежит	1	1
412	не могут	1	1
413	жизни которая	1	1
414	на границе	3	1
415	и должно	2	1
416	когда мы	1	1
417	во все	2	1
418	всего в	3	1
419	здесь они	2	1
420	его с	1	1
421	роман мы	1	1
422	если же	1	1
423	в последующие	1	1
424	и это	2	1
425	чем не	2	1
426	напротив они	1	1
427	здесь не	2	1
428	и от	2	1
429	с самого	1	1
430	художественного мышления	1	1
431	происходят в	1	1
432	и вернуться	1	1
433	и сам	1	1
434	по аналогии	2	1
435	начиная от	1	1
436	те же	6	1
437	здесь как	1	1
438	особенно в	2	1
439	этого как	1	1
440	в плоскости	2	1
441	том как	3	1
442	мира вокруг	1	1
443	другом с	1	1
444	если бы	1	1
445	из одного	1	1
446	быту и	1	1
447	истории литературы	1	1
448	но здесь	2	1
449	то они	1	1
450	и исторический	1	1
451	утверждает что	2	1
452	состоит именно	1	1
453	утрачивает свою	1	1
454	наконец в	2	1
455	романа в	2	1
456	вообще в	1	1
457	герой в	1	1
458	что здесь	2	1
459	он видел	1	1
460	в формах	1	1
461	совмещается с	1	1
462	речь о	1	1
463	и действительно	1	1
464	до нас	1	1
465	всех его	1	1
466	ощущение и	1	1
467	в уста	2	1
468	времени как	1	1
469	со всеми	2	1
470	чаще всего	1	1
471	романа еще	1	1
472	оказывается в	1	1
473	не имеют	1	1
474	человека эта	1	1
475	в большинстве	3	1
476	со временем	1	1
477	вернуться к	1	1
478	то и	1	1
479	следовало бы	1	1
480	в виде	1	1
481	различия в	1	1
482	если в	2	1
483	за счет	3	1
484	большинстве случаев	3	1
485	и их	4	1
486	он весь	1	1
487	представлений о	2	1
488	в прошлом	3	1
489	в конце	2	1
490	мы можем	1	1
491	каждый из	2	1
492	и строго	1	1
493	момент в	1	1
494	представление о	2	1
495	но эти	3	1
496	выходит за	1	1
497	до сих	2	1
498	этим путем	1	1
499	сюда же	2	1
500	и прежде	3	1
501	было бы	2	1
502	еще и	1	1
503	о льве	1	1
504	себя и	3	1
505	картину мира	7	1
506	громадное значение	5	1
507	от этого	2	1
508	стремится к	1	1
509	ничем не	1	1
510	не на	3	1
511	осуществлено только	1	1
512	выступают в	1	1
513	на фольклор	1	1
514	здесь имеет	2	1
515	этом случае	2	1
516	и средневековой	1	1
517	несмотря на	1	1
518	в связи	8	1
519	с помощью	3	1
520	вместе с	9	1
521	как это	2	1
522	романного жанра	1	1
523	их к	1	1
524	наряду с	2	1
525	в той	2	1
526	аспекте в	1	1
527	с точкой	1	1
528	основе этих	1	1
529	да и	1	1
530	поэтому они	1	1
531	этого слова	1	1
532	в первые	1	1
533	быть и	2	1
534	аналогии с	1	1
535	сих пор	2	1
536	в основном	8	1
537	оба они	1	1
538	о его	2	1
539	в чем	1	1
540	в смысле	5	1
541	они рассматриваются	1	1
542	читателя а	1	1
543	это уже	1	1
544	это новое	2	1
545	и времени	6	1
546	указать на	1	1
547	каким бы	1	1
548	в результате	1	1
549	вопрос о	1	1
550	это как	1	1
551	которая в	1	1
552	у них	2	1
553	в собственно	1	1
554	здесь по	1	1
555	тем более	3	1
556	но это	2	1
557	лежит в	2	1
558	не являются	1	1
559	в системе	1	1
560	сыну в	1	1
561	мира здесь	1	1
562	не знает	2	1
563	как нечто	1	1
564	на более	1	1
565	природа как	1	1
566	от целого	2	1
567	и также	1	1
568	в отдельности	1	1
569	на своем	1	1
570	и другие	3	1
571	из головы	1	1
572	в таком	1	1
