N	2gram	Vinokur_Ku_3	formyVre
143	во времени	1	3
144	и ее	1	3
145	с одной	4	3
146	в качестве	2	3
147	же в	1	3
148	в начале	1	3
149	был бы	3	3
150	в одном	2	3
151	до сих	8	3
152	именно в	3	3
153	что не	4	3
154	более того	1	3
155	с тем	6	3
156	а не	11	3
157	нашей точки	1	3
158	на фоне	7	3
159	вместе с	2	3
160	и потому	1	3
161	подхода к	2	3
162	сих пор	8	3
163	совершенно иной	2	3
164	еще более	2	3
165	а в	5	3
166	не знает	2	3
167	сказать что	7	3
168	они не	3	3
169	к этому	1	3
170	в таком	4	3
171	во всяком	2	3
172	смысле слова	2	2
173	также и	5	2
174	же как	1	2
175	тех же	4	2
176	к другому	2	2
177	в строгом	1	2
178	значение но	1	2
179	той же	3	2
180	на материале	2	2
181	вопрос о	11	2
182	но она	1	2
183	на себя	2	2
184	же что	1	2
185	сплошь и	3	2
186	в различных	2	2
187	в чем	5	2
188	мы будем	1	2
189	а только	1	2
190	не входит	1	2
191	нет и	1	2
192	же и	1	2
193	и к	3	2
194	мир и	1	2
195	имеет в	2	2
196	ее целом	1	2
197	в целом	4	2
198	тому же	3	2
199	в нашем	7	2
200	как бы	5	2
201	как он	2	2
202	как оно	1	2
203	не как	2	2
204	уже не	8	2
205	его от	1	2
206	но дело	1	2
207	что все	2	2
208	ясно что	4	2
209	было бы	16	2
210	рядом с	1	2
211	строгом смысле	1	2
212	чем в	2	2
213	для него	1	2
214	в своей	4	2
215	лежат в	1	2
216	с точки	16	2
217	не к	1	2
218	оказывается что	1	2
219	в отличие	2	2
220	в которых	3	2
221	точку зрения	2	2
222	но он	1	2
223	друг другу	1	2
224	по себе	6	2
225	раз и	2	2
226	тогда когда	4	2
227	никогда не	1	2
228	в самой	1	2
229	с большой	1	2
230	те моменты	1	2
231	во всем	1	2
232	всей жизни	1	2
233	в каком	3	2
234	той или	5	2
235	но по	1	2
236	всего этого	3	2
237	подходе к	1	2
238	здесь также	1	2
239	смысле но	1	2
240	природе своей	1	2
241	те же	7	2
242	здесь как	2	2
243	по природе	1	2
244	отсюда и	1	2
245	не место	1	2
246	можно только	1	2
247	ту же	1	2
248	или иной	7	2
249	а также	4	2
250	на основе	1	2
251	связь между	3	2
252	один или	1	2
253	во втором	1	2
254	там где	3	2
255	того что	11	2
256	быть и	1	2
257	собой разумеется	1	2
258	всякого рода	5	2
259	в стороне	1	2
260	уже в	3	2
261	если мы	7	2
262	речи в	7	2
263	в данной	3	2
264	никто не	1	2
265	мы находим	3	2
266	не для	1	2
267	с этими	1	2
268	отношение к	3	2
269	не о	2	2
270	отличие от	2	2
271	тем что	5	2
272	сколько угодно	1	2
273	само собой	1	2
274	с другой	7	2
275	и тех	1	2
276	далеко не	5	2
277	и прежде	1	2
278	еще и	2	2
279	одних и	1	2
280	в некоторых	2	2
281	одной стороны	4	2
282	что мы	2	2
283	с помощью	6	2
284	в данном	7	2
285	к жизни	1	2
286	с особенностями	1	2
287	на минуту	2	2
288	сохраняется в	1	2
289	слова и	7	2
290	но для	3	2
291	уже на	1	2
292	для нас	4	2
293	лишь как	1	2
294	у них	1	2
295	эти особенности	1	2
296	мы должны	3	2
297	хотя бы	9	2
298	совершенно не	5	2
299	равно как	2	2
300	в свою	1	2
301	в которой	1	2
302	и эта	1	2
303	я и	3	1
304	нет поэтому	1	1
305	и через	2	1
306	связана с	1	1
307	и вызывает	1	1
308	идет о	1	1
309	и есть	5	1
310	далее и	1	1
311	которое мы	1	1
312	тем же	2	1
313	из самых	1	1
314	жизни есть	1	1
315	п все	2	1
316	научной и	2	1
317	в зависимости	7	1
318	из всех	1	1
319	и конечно	1	1
320	мы имеем	2	1
321	и ничего	1	1
322	этого нет	1	1
323	бы например	2	1
324	нам в	1	1
325	роль во	1	1
326	именно к	1	1
327	бы и	3	1
328	почти все	1	1
329	такое положение	1	1
330	само слово	1	1
331	на себе	1	1
332	я не	5	1
333	как я	2	1
334	из того	2	1
335	непосредственное отношение	1	1
336	не совсем	1	1
337	для наших	1	1
338	зависимости от	8	1
339	он сам	1	1
340	роман и	1	1
341	и играет	1	1
342	самом деле	14	1
343	данном случае	4	1
344	то он	3	1
345	но как	3	1
346	менее всего	1	1
347	совершенно ясно	2	1
348	значение имеет	1	1
349	форме и	1	1
350	его развития	1	1
351	и я	2	1
352	независимо от	5	1
353	не определяется	1	1
354	это был	1	1
355	что касается	1	1
356	перед нами	1	1
357	тех случаях	1	1
358	хотя я	1	1
359	нами в	1	1
360	вопросом о	4	1
361	увидим что	2	1
362	контуры этого	1	1
363	что это	3	1
364	ни один	1	1
365	тем лучше	1	1
366	бы не	3	1
367	или во	1	1
368	из этих	5	1
369	которые в	4	1
370	это тот	1	1
371	такое значение	1	1
372	и тот	2	1
373	имеем в	1	1
374	место по	1	1
375	не могла	1	1
376	как совершенно	1	1
377	связанные с	1	1
378	сказать в	1	1
379	и лучше	1	1
380	в понимании	1	1
381	а вовсе	1	1
382	с нашим	1	1
383	образа в	1	1
384	в корне	2	1
385	и величина	2	1
386	наукой и	1	1
387	будем говорить	1	1
388	лишь с	4	1
389	без исключения	1	1
390	определенным кругом	1	1
391	форма в	1	1
392	здесь мы	1	1
393	как они	2	1
394	главным образом	2	1
395	имеют в	1	1
396	конечно в	1	1
397	и неизбежно	1	1
398	есть одна	1	1
399	особенности в	1	1
400	в предыдущем	1	1
401	зрения на	3	1
402	на протяжении	2	1
403	ко второму	1	1
404	общественная жизнь	1	1
405	не дошел	1	1
406	моменты в	2	1
407	то увидим	1	1
408	о которых	1	1
409	под прикрытием	1	1
410	когда я	1	1
411	или три	1	1
412	п но	3	1
413	форма и	3	1
414	должно быть	7	1
415	его основных	1	1
416	в научной	1	1
417	времени на	1	1
418	это сочетание	1	1
419	лучше всего	1	1
420	в эту	1	1
421	что значит	4	1
422	во время	1	1
423	этом случае	4	1
424	совершенно независимо	1	1
425	и при	2	1
426	таким же	1	1
427	в народной	1	1
428	наших дней	1	1
429	уже к	1	1
430	всяком случае	1	1
431	что дело	2	1
432	на месте	1	1
433	объявляют что	1	1
434	не столько	4	1
435	он дает	1	1
436	они уже	1	1
437	своего рода	2	1
438	значение для	1	1
439	специфическая роль	1	1
440	образом и	1	1
441	и более	3	1
442	есть еще	1	1
443	определяется характером	1	1
444	не должно	1	1
445	фигурирующих в	1	1
446	этом ее	1	1
447	для нее	1	1
448	так называемого	3	1
449	же мы	4	1
450	вернемся к	2	1
451	из которых	1	1
452	случае в	1	1
453	в таких	2	1
454	она не	3	1
455	как о	3	1
456	дело не	2	1
457	правда в	1	1
458	нас и	1	1
459	но характерно	1	1
460	когда они	1	1
461	из ряда	2	1
462	кругом читателей	1	1
463	которых и	1	1
464	все без	1	1
465	следовательно и	1	1
466	того в	1	1
467	в русском	2	1
468	на те	1	1
469	ровно ничего	1	1
470	по своей	1	1
471	и после	1	1
472	это слово	1	1
473	нам важно	1	1
474	здесь же	1	1
475	для нашей	4	1
476	и со	1	1
477	у нас	10	1
478	борьбе и	1	1
479	от их	1	1
480	составная часть	1	1
481	и такие	2	1
482	в совокупности	1	1
483	я сам	1	1
484	отличается от	2	1
485	еще яснее	1	1
486	должны быть	1	1
487	всего в	1	1
488	другом месте	1	1
489	целом в	1	1
490	свое значение	1	1
491	в каждом	1	1
492	поставить вопрос	1	1
493	приходит к	1	1
494	же так	1	1
495	свою очередь	1	1
496	есть между	1	1
497	были бы	4	1
498	нет никакой	1	1
499	от отношения	1	1
500	так в	2	1
501	приводит к	1	1
502	на том	2	1
503	в другом	1	1
504	часть его	1	1
505	из всего	2	1
506	и каждый	1	1
507	они как	1	1
508	разных типов	1	1
509	но здесь	1	1
510	литературной формы	1	1
511	и здесь	2	1
512	и возможно	1	1
513	тех кто	1	1
514	о том	6	1
515	внимание на	2	1
516	типа в	2	1
517	и являются	1	1
518	все содержание	1	1
519	к простому	1	1
520	например такие	1	1
521	затем в	1	1
522	в данных	1	1
523	путь к	2	1
524	которой мы	1	1
525	от них	1	1
526	никаких сомнений	1	1
527	сюда же	1	1
528	и только	3	1
529	исключительно важное	1	1
530	также в	1	1
531	в теории	1	1
532	оттенки в	2	1
533	может иметь	3	1
534	в него	1	1
535	эти последние	2	1
536	же все	1	1
537	и дело	1	1
538	тот же	6	1
539	время когда	1	1
540	речи о	1	1
541	на очень	2	1
542	и роман	1	1
543	что он	6	1
544	мы увидим	1	1
545	что даже	1	1
546	очень много	2	1
547	иной степени	1	1
548	формы которые	1	1
549	вопрос об	2	1
550	по этому	1	1
551	точка зрения	4	1
552	чаще всего	1	1
553	ведь в	1	1
554	указать на	2	1
555	проникнуть в	1	1
556	и композиционные	1	1
557	случаях когда	1	1
558	ни одного	2	1
559	этого понятия	1	1
560	что во	1	1
561	вернуться к	1	1
562	является не	1	1
563	этому вопросу	1	1
564	или даже	1	1
565	при помощи	1	1
566	с совершенно	1	1
567	он имеет	2	1
568	этими формами	1	1
569	могло бы	3	1
570	форм но	2	1
571	противоречии с	1	1
572	жанра в	1	1
573	тут же	1	1
574	на деле	1	1
575	уже совершенно	2	1
576	это будет	1	1
577	и обратно	1	1
578	говорим о	2	1
579	в каких	1	1
580	об образе	3	1
581	сама по	2	1
582	месте и	1	1
583	то и	2	1
584	сообщения и	1	1
585	а на	1	1
586	которых мы	1	1
587	а наоборот	1	1
588	и составляет	1	1
589	самое слово	1	1
590	и самый	2	1
591	на весь	1	1
592	о чем	2	1
593	больших и	1	1
594	если не	1	1
595	для этой	1	1
596	в те	1	1
597	наше внимание	1	1
598	начиная с	1	1
599	смысл который	3	1
600	мы говорим	4	1
601	в иных	1	1
602	находим в	1	1
603	пор точно	1	1
604	возможно лишь	1	1
605	рода и	1	1
606	этот смысл	1	1
607	то место	1	1
608	были до	1	1
609	не знал	1	1
610	его личной	1	1
611	по своему	2	1
612	и вот	3	1
613	их то	1	1
614	она есть	2	1
615	когда мы	3	1
616	в последнем	1	1
617	смысле этого	2	1
618	говоря об	1	1
619	в тех	2	1
620	в словах	1	1
621	ряда и	1	1
622	в ряду	3	1
623	нем как	1	1
624	здесь идет	2	1
625	дело здесь	1	1
626	этого слова	4	1
627	и формы	1	1
628	сказать не	1	1
629	на дорогу	1	1
630	ряду с	1	1
631	и наши	1	1
632	между прочим	8	1
633	при построении	1	1
634	здесь прежде	1	1
635	же значение	1	1
636	содержанием и	1	1
637	вообще есть	1	1
638	вопрос в	2	1
639	это уже	3	1
640	тем и	1	1
641	и от	1	1
642	она может	2	1
643	остается тем	1	1
644	и выражений	2	1
645	жанр в	1	1
646	форм в	1	1
647	от него	1	1
648	не более	2	1
649	тем более	5	1
650	во французском	1	1
651	у которого	1	1
652	исключительно лишь	1	1
653	все они	2	1
654	века мы	1	1
655	всецело определяется	1	1
656	с ними	1	1
657	слово в	3	1
658	этот вопрос	3	1
659	лишь что	2	1
660	просто бытовая	1	1
661	есть кризис	1	1
662	является и	2	1
663	на различные	1	1
664	что ты	1	1
665	культуры в	1	1
666	идеал и	1	1
667	на ней	1	1
668	для которой	1	1
669	к этой	1	1
