N	2gram	Tiupa_Lite_2	Psycholo
161	которое мы	1	3
162	что нам	2	3
163	так что	4	3
164	для него	4	3
165	т п	2	3
166	у него	2	3
167	что на	1	3
168	со стороны	3	3
169	в данном	3	3
170	героя в	2	3
171	при таком	1	3
172	дело и	1	3
173	для нас	2	3
174	хотя бы	2	3
175	обстоит дело	1	3
176	в свою	1	3
177	в психологии	1	3
178	к этому	1	3
179	в таком	1	3
180	ту же	2	2
181	же как	2	2
182	того же	4	2
183	это и	1	2
184	отношения между	1	2
185	по преимуществу	2	2
186	и до	2	2
187	должна быть	1	2
188	едва ли	4	2
189	отношения к	1	2
190	это совершенно	1	2
191	он как	1	2
192	и он	3	2
193	он был	1	2
194	во всех	3	2
195	на самом	1	2
196	по отношению	4	2
197	очевидно что	2	2
198	себе и	3	2
199	отличие от	1	2
200	что по	1	2
201	в противоположность	2	2
202	и хотя	1	2
203	ни один	1	2
204	все эти	1	2
205	в нашем	2	2
206	вопроса о	1	2
207	еще один	1	2
208	как он	2	2
209	и вот	1	2
210	том чтобы	3	2
211	в каждом	2	2
212	а затем	2	2
213	и с	3	2
214	искусства в	1	2
215	в глазах	3	2
216	из них	2	2
217	все равно	2	2
218	этого необходимо	1	2
219	с точки	3	2
220	в отличие	1	2
221	несомненно что	1	2
222	в словах	1	2
223	что есть	1	2
224	в отношении	1	2
225	в то	9	2
226	что ему	1	2
227	того как	1	2
228	во всем	1	2
229	со своим	1	2
230	в образах	2	2
231	все то	1	2
232	ли не	4	2
233	в себя	3	2
234	приводит к	1	2
235	на том	1	2
236	искусство как	1	2
237	не с	3	2
238	мог бы	1	2
239	еще в	4	2
240	является в	1	2
241	и даже	8	2
242	ничего не	3	2
243	или иной	1	2
244	нас и	1	2
245	находится в	1	2
246	но мы	1	2
247	можно сказать	1	2
248	пор пока	1	2
249	тех пор	1	2
250	мы вместе	1	2
251	в качестве	5	2
252	связи с	1	2
253	речь в	2	2
254	мы находим	1	2
255	в одном	2	2
256	нет в	2	2
257	даже и	2	2
258	героя о	1	2
259	себя и	2	2
260	и эта	1	2
261	до конца	2	2
262	произведения искусства	2	2
263	то здесь	1	2
264	характера и	1	2
265	над ним	2	2
266	по существу	3	2
267	с этой	2	2
268	этом случае	2	2
269	не является	2	2
270	которых он	1	2
271	той или	1	2
272	конце концов	1	2
273	же в	2	2
274	до тех	1	2
275	в романе	1	2
276	не знает	2	2
277	из этого	1	2
278	себе не	2	2
279	гораздо более	1	2
280	пути своего	1	1
281	речь идет	3	1
282	одним из	3	1
283	в сфере	4	1
284	имеет характер	1	1
285	в такой	2	1
286	идет о	3	1
287	пушкин в	1	1
288	и закон	1	1
289	здесь и	1	1
290	от самого	1	1
291	чтобы подтвердить	1	1
292	и за	2	1
293	из всех	1	1
294	в повестях	1	1
295	от первой	1	1
296	случае это	2	1
297	на место	1	1
298	из своих	2	1
299	мы и	1	1
300	для наших	1	1
301	но напротив	1	1
302	начала в	1	1
303	частный случай	1	1
304	ударение на	1	1
305	столь же	5	1
306	взгляде на	1	1
307	в чем	1	1
308	здесь стих	1	1
309	как система	1	1
310	но как	2	1
311	не все	1	1
312	если в	2	1
313	искусство в	1	1
314	души и	1	1
315	не просто	1	1
316	относится к	1	1
317	которые не	1	1
318	и вовсе	1	1
319	общего с	1	1
320	данный момент	1	1
321	от содержания	1	1
322	в художественном	2	1
323	и нет	2	1
324	как нам	1	1
325	еще и	1	1
326	и где	1	1
327	кто не	1	1
328	сделать их	1	1
329	в действительности	1	1
330	этой цели	1	1
331	от этого	1	1
332	искусство и	1	1
333	что слово	1	1
334	за собой	1	1
335	себе как	1	1
336	в литературном	1	1
337	жизнь как	2	1
338	представляет собой	2	1
339	в известном	1	1
340	во многих	1	1
341	слово это	1	1
342	с чем	1	1
343	трагическое есть	1	1
344	но именно	1	1
345	о которой	2	1
346	показал как	1	1
347	далека от	1	1
348	близким к	1	1
349	не к	2	1
350	именно такая	1	1
351	на земле	1	1
352	образа и	1	1
353	не бывает	2	1
354	обычно на	1	1
355	различие между	1	1
356	нам остается	1	1
357	единственное что	1	1
358	на протяжении	1	1
359	воспринимается как	1	1
360	он есть	1	1
361	о художественной	1	1
362	вся художественная	1	1
363	в жизни	2	1
364	но уже	2	1
365	далеко не	1	1
366	первые два	1	1
367	которой он	1	1
368	нас свои	1	1
369	здесь все	1	1
370	не мог	1	1
371	со всей	1	1
372	которую он	1	1
373	как ощущение	1	1
374	которого является	1	1
375	пример в	1	1
376	оказывается что	1	1
377	от себя	1	1
378	не менее	6	1
379	одном из	2	1
380	не раз	2	1
381	читатель как	1	1
382	но эта	1	1
383	в россии	2	1
384	по крайней	2	1
385	их в	1	1
386	того кто	1	1
387	смерти то	1	1
388	даже в	4	1
389	вплоть до	3	1
390	но они	1	1
391	из нас	2	1
392	и вместо	1	1
393	слову но	1	1
394	целому а	1	1
395	в русской	4	1
396	и искусство	1	1
397	что ей	1	1
398	пока еще	1	1
399	уже через	1	1
400	не могло	1	1
401	поэт который	1	1
402	не имеет	1	1
403	не испытывает	1	1
404	того и	1	1
405	эстетическим объектом	1	1
406	явление в	1	1
407	пути и	1	1
408	в русском	2	1
409	х годов	3	1
410	и теперь	1	1
411	и свою	1	1
412	в области	4	1
413	перед ним	2	1
414	это могло	1	1
415	мысли так	1	1
416	взаимодействия с	1	1
417	для двух	1	1
418	в других	1	1
419	в стихотворении	13	1
420	говоря словами	1	1
421	элементы в	1	1
422	более не	1	1
423	но по	1	1
424	с ее	2	1
425	свою очередь	1	1
426	здесь не	1	1
427	и от	1	1
428	в собственном	1	1
429	как по	1	1
430	за пределами	1	1
431	только то	1	1
432	то как	2	1
433	каждого из	1	1
434	и каждый	2	1
435	и трудно	1	1
436	основана на	1	1
437	всякое художественное	1	1
438	быть может	3	1
439	победы над	1	1
440	трактуется как	1	1
441	в построении	1	1
442	касается искусства	1	1
443	с полным	1	1
444	жизнь моя	1	1
445	и т.д	7	1
446	имеем дело	1	1
447	сила которая	1	1
448	после того	1	1
449	и просто	1	1
450	основе своей	1	1
451	стих на	1	1
452	в эстетической	1	1
453	в конечном	5	1
454	под именем	1	1
455	русской литературе	2	1
456	области искусства	2	1
457	однако с	1	1
458	переходит в	1	1
459	при взгляде	2	1
460	крайней мере	2	1
461	который бы	1	1
462	с этих	1	1
463	не так	2	1
464	наконец в-третьих	1	1
465	в новой	1	1
466	что только	1	1
467	одной из	2	1
468	и представляет	1	1
469	однако в	6	1
470	в какой	2	1
471	то в	2	1
472	который в	1	1
473	поэтому для	1	1
474	в эти	1	1
475	себя в	6	1
476	уже не	2	1
477	эти и	1	1
478	в поэзии	3	1
479	в начале	3	1
480	в сознании	1	1
481	от других	1	1
482	по выражению	1	1
483	конечном счете	5	1
484	могло бы	2	1
485	слова в	1	1
486	в землю	1	1
487	каждый из	4	1
488	как при	1	1
489	в стихах	8	1
490	к той	1	1
491	нас как	1	1
492	нет и	1	1
493	те или	1	1
494	это составляет	1	1
495	деле есть	1	1
496	и т.п	10	1
497	как у	1	1
498	я был	1	1
499	как же	1	1
500	литературное произведение	1	1
501	и др	3	1
502	что не	2	1
503	не было	2	1
504	говорит я	2	1
505	целым рядом	1	1
506	легко и	1	1
507	есть лишь	1	1
508	ее на	1	1
509	здесь этот	1	1
510	мы видели	1	1
511	между собою	1	1
512	все более	1	1
513	свою судьбу	1	1
514	есть точка	1	1
515	мы говорим	1	1
516	места для	1	1
517	высшего порядка	1	1
518	к родине	1	1
519	требует от	1	1
520	решение вопроса	1	1
521	целом ряде	1	1
522	тоже дело	1	1
523	ненависть к	1	1
524	на которое	1	1
525	тому как	2	1
526	что же	1	1
527	на челе	1	1
528	как к	3	1
529	поступает как	1	1
530	иначе говоря	1	1
531	в контексте	1	1
532	силу своих	1	1
533	но это	3	1
534	в смысле	1	1
535	всего в	1	1
536	и другим	1	1
537	в пределе	1	1
538	искусства то	2	1
539	которая в	1	1
540	роль по	1	1
541	и трагическое	1	1
542	эстетической деятельности	3	1
543	от всех	1	1
544	еще более	1	1
545	ни к	1	1
546	исключительно в	1	1
547	я в	7	1
548	отношению ко	1	1
549	мы в	1	1
550	к ее	1	1
551	ее развития	1	1
552	нам не	1	1
553	нет ничего	1	1
554	и прямо	1	1
555	к его	1	1
556	жизни а	2	1
557	отношению к	3	1
558	ко всему	2	1
559	у которых	1	1
560	имеет не	1	1
561	сила и	2	1
562	к числу	1	1
563	частности в	1	1
564	то оно	1	1
565	пушкин и	1	1
566	каждое слово	1	1
567	можно назвать	1	1
568	все что	2	1
569	этой точки	1	1
570	ничего общего	1	1
