N	2gram	Nazirov_Tv_1	Problema
512	всего этого	1	1
513	герои не	1	1
514	как самого	1	1
515	с каким	2	1
516	в собственном	1	1
517	по сути	4	1
518	реальной действительности	1	1
519	нет никакой	1	1
520	говорили что	1	1
521	и самого	1	1
522	в дальнейшем	3	1
523	на том	2	1
524	если они	1	1
525	и давно	1	1
526	особенно в	1	1
527	начала и	1	1
528	можно только	1	1
529	но у	1	1
530	в эпоху	1	1
531	более сложную	1	1
532	означает что	1	1
533	всего прочего	1	1
534	больше чем	2	1
535	чтобы его	1	1
536	и та	2	1
537	говорит об	2	1
538	прямо и	1	1
539	но мы	1	1
540	в глаза	2	1
541	к одному	1	1
542	все его	1	1
543	там же	3	1
544	при полном	1	1
545	мы понимаем	1	1
546	вопросу о	1	1
547	сторон жизни	1	1
548	лицо по	1	1
549	связь между	1	1
550	в отрыве	1	1
551	свой художественный	1	1
552	и каждого	1	1
553	промежуточных звеньев	1	1
554	нуждается в	1	1
555	для ясности	1	1
556	который и	1	1
557	себя но	2	1
558	новый принцип	1	1
559	бы и	1	1
560	резко отличается	1	1
561	что бы	1	1
562	в ту	3	1
563	все время	1	1
564	в литературе	2	1
565	и личной	1	1
566	и лермонтов	1	1
567	и мире	1	1
568	и действительно	1	1
569	всех его	1	1
570	от них	1	1
571	большим трудом	1	1
572	не художественной	1	1
573	со всеми	3	1
574	же он	1	1
575	своего собственного	2	1
576	от одной	1	1
577	для всех	1	1
578	к идее	1	1
579	свидетельствует о	2	1
580	и обратно	1	1
581	в душе	1	1
582	и других	3	1
583	к своим	1	1
584	глаза и	1	1
585	ту или	1	1
586	был бы	2	1
587	в одном	1	1
588	отличен от	1	1
589	оно так	1	1
590	у него	7	1
591	его внутренний	1	1
592	никуда не	2	1
593	отметить что	1	1
594	заметить что	1	1
595	его целиком	1	1
596	не обладает	1	1
597	но за	1	1
598	понимая под	1	1
599	связан с	3	1
600	что на	1	1
601	тоже своего	2	1
602	другим людям	1	1
603	важным и	1	1
604	представляет собою	1	1
605	души и	1	1
606	себя и	1	1
607	что не	2	1
608	точно не	1	1
609	естественно что	1	1
610	и стал	1	1
611	а наоборот	1	1
612	стремится к	3	1
613	до конца	2	1
614	не на	1	1
615	не означает	2	1
616	зависит от	2	1
617	и далее	2	1
618	с которым	2	1
619	это у	1	1
620	была бы	1	1
621	есть отношение	1	1
622	каких бы	2	1
623	этот принцип	1	1
624	время для	1	1
625	для этой	2	1
626	начиная с	1	1
627	некоторые из	2	1
628	места где	1	1
629	поисках новых	1	1
630	без всякой	1	1
631	сути дела	3	1
632	сразу во	1	1
633	не одно	1	1
634	в изображении	1	1
635	одной стороны	1	1
636	или другом	1	1
637	но сам	1	1
638	с некоторыми	1	1
639	с типом	1	1
640	обладает никакой	1	1
641	во все	1	1
642	в терминах	1	1
643	в первой	2	1
644	действительности не	1	1
645	еще раз	1	1
646	только для	1	1
647	в какую	1	1
648	и общественной	1	1
649	является как	1	1
650	в более	1	1
651	как отражение	1	1
652	одного и	1	1
653	ли в	2	1
654	не существует	3	1
655	о котором	2	1
656	это как	3	1
657	гораздо шире	1	1
658	мы фактически	1	1
659	обращается к	1	1
660	но эти	1	1
661	вовсе нет	1	1
662	у которого	1	1
663	хотя в	1	1
664	бросается в	1	1
665	очень хорошо	1	1
666	тезис о	1	1
667	в целях	1	1
668	себе всю	1	1
669	только как	1	1
670	медном всаднике	1	1
671	равно как	1	1
672	их с	1	1
673	не сами	1	1
674	одновременно и	2	1
675	бы его	1	1
676	оторваны от	1	1
677	приводит нас	1	1
678	к этой	1	1
679	ее в	3	1
680	к этому	2	1
