N	2gram	Potebnia_M_2	Tvorches
518	но что	2	1
519	заметить что	6	1
520	тем что	7	1
521	даже и	2	1
522	не противоречит	2	1
523	отделиться от	1	1
524	не было	6	1
525	это? или	1	1
526	с другим	1	1
527	до сих	4	1
528	своим личным	1	1
529	не исчезнет	1	1
530	однако это	1	1
531	степень их	1	1
532	к которому	2	1
533	а с	2	1
534	души и	4	1
535	себя и	2	1
536	о красоте	1	1
537	и их	5	1
538	превращается в	2	1
539	одной стороны	3	1
540	связи с	6	1
541	а на	1	1
542	в ребенке	4	1
543	в картине	1	1
544	не на	2	1
545	необходимо предполагает	1	1
546	природе человек	1	1
547	человек есть	1	1
548	когда же	1	1
549	на лице	1	1
550	самый сильный	1	1
551	виде в	1	1
552	указывающий на	2	1
553	так можно	1	1
554	связь с	1	1
555	как это	2	1
556	есть отношение	1	1
557	собственной души	1	1
558	не сразу	2	1
559	не останавливаясь	1	1
560	если так	1	1
561	а если	1	1
562	есть только	6	1
563	это есть	1	1
564	во все	2	1
565	что же	1	1
566	находятся в	1	1
567	человек конечно	1	1
568	то к	2	1
569	сравнительно с	4	1
570	он представил	1	1
571	от не	1	1
572	это к	1	1
573	слова и	3	1
574	сознавать что	1	1
575	сих пор	4	1
576	только для	5	1
577	отличается от	1	1
578	между прочим	4	1
579	человек понимает	1	1
580	и тогда	3	1
581	как одновременные	1	1
582	вне его	1	1
583	и сам	1	1
584	в более	1	1
585	в связи	2	1
586	но на	2	1
587	имеют для	2	1
588	начала и	1	1
589	может происходить	2	1
590	человек и	1	1
591	во время	4	1
592	не встречается	1	1
593	от него	4	1
594	боли и	2	1
595	себе что	1	1
596	тем более	1	1
597	не дают	2	1
598	мы должны	2	1
599	тоже есть	1	1
600	можно вывести	1	1
601	все они	1	1
602	не одну	1	1
603	ни было	3	1
604	же в	5	1
605	непосредственным источником	1	1
606	давно уже	1	1
607	отношении к	2	1
608	может и	1	1
609	только как	6	1
610	от всех	1	1
611	не сами	1	1
612	бы его	1	1
613	в какой	2	1
614	но эти	2	1
