N	2gram	Voloshinov_1	Tvorches
319	ясно что	3	1
320	и умирает	1	1
321	автора со	1	1
322	жизнь и	1	1
323	с героем	3	1
324	является в	1	1
325	и всякого	1	1
326	но отнюдь	2	1
327	в виду	5	1
328	приближается к	1	1
329	и здесь	2	1
330	в другом	1	1
331	в поэзии	3	1
332	столь же	1	1
333	второй план	1	1
334	с одной	2	1
335	мы понимаем	1	1
336	в конечном	1	1
337	от него	1	1
338	важно не	1	1
339	русской литературе	1	1
340	находит свое	3	1
341	то мы	1	1
342	непосредственно в	1	1
343	нем и	1	1
344	от всех	2	1
345	и мир	1	1
346	в современной	1	1
347	в формах	2	1
348	поле зрения	1	1
349	его поэтических	1	1
350	но тот	1	1
351	нуждается в	3	1
352	самый принцип	1	1
353	ли он	1	1
354	не зная	1	1
355	как нечто	1	1
356	то в	1	1
357	дана в	1	1
358	его место	1	1
359	то он	1	1
360	а лишь	1	1
361	в обществе	1	1
362	не то	1	1
363	поэтов но	1	1
364	связи с	1	1
365	литературы в	1	1
366	не можем	1	1
367	в большинстве	1	1
368	на этих	1	1
369	здесь же	1	1
370	не из	1	1
371	конечном счете	1	1
372	участие в	1	1
373	и их	1	1
374	художественное восприятие	1	1
375	сами по	1	1
376	бытия и	1	1
377	быть понята	1	1
378	явно не	1	1
379	оценки этого	1	1
380	что и	2	1
381	в высшей	1	1
382	влияние на	2	1
383	и прежде	1	1
384	что для	1	1
385	основном его	1	1
386	определить его	2	1
387	в идиоте	1	1
388	самого начала	1	1
389	человека или	1	1
390	и она	1	1
391	автора с	1	1
392	с первого	1	1
393	как это	2	1
394	только его	1	1
395	он будет	1	1
396	и отнюдь	1	1
397	а к	2	1
398	автором и	2	1
399	оценки и	2	1
400	с автором	3	1
401	и для	3	1
402	находившихся в	1	1
403	читателя и	1	1
404	к автору	4	1
405	такое понимание	1	1
406	в результате	1	1
407	это как	3	1
408	человек и	1	1
409	ее и	3	1
410	для нас	7	1
411	еще более	1	1
412	не должен	1	1
413	это человек	1	1
414	исповеди и	2	1
415	тот же	1	1
416	этого развития	1	1
417	отношении к	3	1
418	не есть	2	1
419	и русских	1	1
420	может и	1	1
421	в свою	1	1
422	в субъект	1	1
423	между ними	2	1
424	с ней	1	1
425	не знает	1	1
426	сказать что	7	1
427	только как	1	1
428	была бы	2	1
429	но можно	1	1
430	но этот	2	1
431	или иного	1	1
432	себе не	1	1
433	частности в	1	1
434	к другим	1	1
435	и другие	2	1
436	нас не	1	1
437	стороны искусства	1	1
438	как на	2	1
