N	2gram	Propp_Isto_4	Myslijsy
124	в его	5	4
125	один из	1	4
126	что даже	1	4
127	а и	1	4
128	быть только	1	4
129	для человека	1	4
130	все это	2	4
131	тем более	1	4
132	мы должны	5	4
133	другой стороны	4	4
134	все что	4	4
135	и есть	2	3
136	и на	2	3
137	в чем	1	3
138	а только	1	3
139	дает нам	4	3
140	не можем	1	3
141	в целом	2	3
142	что она	3	3
143	при этом	3	3
144	т д	24	3
145	в силу	5	3
146	образа и	1	3
147	и может	1	3
148	его в	9	3
149	этого не	2	3
150	и тогда	1	3
151	как бы	3	3
152	представить себе	1	3
153	что при	1	3
154	образом и	1	3
155	тем не	2	3
156	прибавить что	4	3
157	животного и	1	3
158	тому что	1	3
159	на него	3	3
160	заметить что	1	3
161	могут быть	6	3
162	мере того	1	3
163	в образе	3	3
164	или в	3	3
165	том как	2	3
166	со стороны	1	3
167	можно сказать	1	3
168	к другой	1	3
169	к нему	6	3
170	и следовательно	1	3
171	на которой	2	3
172	есть в	2	3
173	только на	1	3
174	в начале	1	3
175	известным образом	1	3
176	прежде всего	1	3
177	друг друга	1	3
178	мы можем	6	3
179	и вместе	1	3
180	до сих	5	3
181	нельзя сказать	1	3
182	именно в	1	3
183	такое же	4	3
184	человеческой жизни	1	3
185	там где	3	3
186	связь с	12	3
187	так же	18	3
188	сих пор	5	3
189	от нас	1	3
190	а к	1	3
191	и все	2	3
192	здесь только	1	3
193	не знает	1	3
194	к этому	5	3
195	это и	5	2
196	непосредственно не	1	2
197	когда с	1	2
198	входящих в	1	2
199	часть его	1	2
200	мы уже	5	2
201	той же	1	2
202	содержания в	1	2
203	он как	1	2
204	на свою	1	2
205	ему в	2	2
206	себе что	1	2
207	есть акт	1	2
208	чего недостает	1	2
209	большей части	1	2
210	то он	1	2
211	вообще как	1	2
212	тогда как	4	2
213	отношение к	2	2
214	что они	6	2
215	этой стороны	2	2
216	все же	9	2
217	на человека	1	2
218	целый ряд	1	2
219	что по	1	2
220	его к	3	2
221	сливается с	2	2
222	та же	1	2
223	в этой	2	2
224	и тот	2	2
225	на то	3	2
226	не могла	1	2
227	и если	3	2
228	на его	3	2
229	и почему	1	2
230	не как	1	2
231	или другое	1	2
232	из него	1	2
233	подобно тому	1	2
234	что ни	3	2
235	людей и	1	2
236	но все	5	2
237	не дает	2	2
238	на все	1	2
239	ни в	2	2
240	показывает что	10	2
241	не всегда	6	2
242	и видит	1	2
243	во время	7	2
244	точки зрения	1	2
245	в своей	4	2
246	а как	2	2
247	то для	1	2
248	в которых	4	2
249	бы мы	2	2
250	выше мы	2	2
251	их в	7	2
252	даже в	4	2
253	что есть	2	2
254	что эта	3	2
255	она не	3	2
256	на котором	3	2
257	в некотором	2	2
258	ему не	1	2
259	когда мы	1	2
260	его с	2	2
261	в области	2	2
262	так например	2	2
263	ничего общего	1	2
264	на предмет	1	2
265	только при	1	2
266	так в	4	2
267	и с	5	2
268	могла быть	1	2
269	образ то	1	2
270	об этом	7	2
271	о том	4	2
272	но мы	3	2
273	или на	2	2
274	от него	2	2
275	связь между	2	2
276	от них	2	2
277	в форме	2	2
278	может стать	1	2
279	и мы	1	2
280	по содержанию	1	2
281	мы видим	6	2
282	одной из	1	2
283	в первобытном	1	2
284	но как	1	2
285	том чтобы	1	2
286	у царя	1	2
287	связи с	3	2
288	до появления	1	2
289	в виде	2	2
290	был бы	1	2
291	в одном	5	2
292	у него	5	2
293	почему не	1	2
294	есть выражение	1	2
295	есть следствие	1	2
296	в других	2	2
297	и даже	4	2
298	не один	1	2
299	тут же	2	2
300	а с	1	2
301	предмет и	1	2
302	притом не	1	2
303	у меня	1	2
304	понятие о	1	2
305	к своему	3	2
306	он говорит	2	2
307	находит в	1	2
308	нужно прибавить	1	2
309	что же	1	2
310	что как	1	2
311	с этой	2	2
312	перед нами	3	2
313	есть одно	1	2
314	бы в	1	2
315	в большей	1	2
316	и наконец	1	2
317	же в	3	2
318	что вообще	1	2
319	в свой	2	2
320	но этот	2	2
321	жизни и	1	2
322	это в	1	2
323	а под	1	1
324	одним из	1	1
325	предполагает что	1	1
326	что образ	2	1
327	мы здесь	2	1
328	сомнения что	2	1
329	есть форма	1	1
330	тех же	2	1
331	вода есть	1	1
332	к своей	3	1
333	чего не	1	1
334	но представляет	1	1
335	из его	1	1
336	что эти	1	1
337	его связь	1	1
338	должна быть	2	1
339	внутренняя связь	1	1
340	по его	2	1
341	их и	1	1
342	он уже	2	1
343	бы уже	1	1
344	если я	1	1
345	новый образ	1	1
346	что между	1	1
347	что если	1	1
348	вопрос о	4	1
349	полагать что	1	1
350	время как	1	1
351	только это	2	1
352	но она	1	1
353	их имена	1	1
354	не вполне	1	1
355	увидим ниже	1	1
356	и заставляет	1	1
357	в числе	4	1
358	сила что	1	1
359	и он	3	1
360	было до	1	1
361	видеть не	1	1
362	он был	1	1
363	что вовсе	1	1
364	на них	1	1
365	он сам	1	1
366	с двумя	1	1
367	в отдельные	1	1
368	здесь не	4	1
369	со словами	1	1
370	природу в	1	1
371	дело вовсе	1	1
372	только после	1	1
373	общих чертах	2	1
374	от его	1	1
375	данном случае	3	1
376	он может	2	1
377	если в	1	1
378	а через	1	1
379	себе и	1	1
380	нам право	2	1
381	из таких	2	1
382	которые не	1	1
383	и я	1	1
384	в истории	2	1
385	из которого	1	1
386	его на	4	1
387	бы при	1	1
388	можно его	1	1
389	явление это	1	1
390	хотя и	2	1
391	когда он	6	1
392	имеет в	1	1
393	увидим что	2	1
394	но в	5	1
395	природы то	1	1
396	но эта	4	1
397	можно в	1	1
398	к чему	1	1
399	все эти	3	1
400	прибавляет к	1	1
401	если мы	1	1
402	право на	2	1
403	еще один	2	1
404	как он	6	1
405	но на	1	1
406	сходен с	1	1
407	можно себе	1	1
408	и стало	1	1
409	о божественном	1	1
410	главным образом	2	1
411	к миру	1	1
412	же именно	1	1
413	между животным	1	1
414	он должен	3	1
415	есть та	1	1
416	и вот	2	1
417	же становится	1	1
418	которое может	1	1
419	ними в	1	1
420	родом из	1	1
421	мы заключаем	1	1
422	соединения с	1	1
423	в нее	1	1
424	если животное	1	1
425	такого же	2	1
426	здесь мы	2	1
427	где нет	1	1
428	в совершенно	1	1
429	об этой	1	1
430	в старину	1	1
431	них не	1	1
432	на ту	1	1
433	лишь в	2	1
434	знает что	1	1
435	это не	5	1
436	служит средством	1	1
437	случаях и	1	1
438	то все	1	1
439	этой силы	1	1
440	форму и	1	1
441	сказке о	3	1
442	она и	1	1
443	сказать и	1	1
444	в самую	2	1
445	берет на	1	1
446	отсюда видно	1	1
447	которой он	2	1
448	для чего	1	1
449	при каждом	1	1
450	здесь можно	2	1
451	труднее чем	1	1
452	б не	1	1
453	с такой	1	1
454	потому и	1	1
455	в этих	7	1
456	в связь	3	1
457	но если	1	1
458	от своего	3	1
459	или точнее	1	1
460	таким же	6	1
461	как животное	1	1
462	с огнем	1	1
463	при существовании	2	1
464	и трудно	1	1
465	как символ	1	1
466	знаем что	7	1
467	в сказке	47	1
468	сильную и	1	1
469	не будем	1	1
470	но он	4	1
471	друг другу	1	1
472	образом из	1	1
473	и более	3	1
474	однако в	2	1
475	не должно	1	1
476	что этот	4	1
477	того кто	1	1
478	между прочим	2	1
479	мир он	1	1
480	человека таким	1	1
481	тем меньше	1	1
482	что происходит	1	1
483	таких случаях	2	1
484	себя не	1	1
485	в пищу	1	1
486	чтобы иметь	2	1
487	в таких	2	1
488	о значении	1	1
489	и другое	1	1
490	меня не	3	1
491	легко представить	1	1
492	это дает	1	1
493	или другие	2	1
494	ее с	1	1
495	которого он	1	1
496	что представление	1	1
497	можем предположить	1	1
498	принадлежит к	1	1
499	не могло	2	1
500	нам и	1	1
501	не всякий	1	1
502	а еще	1	1
503	в общих	1	1
504	ничего не	5	1
505	под этим	1	1
506	более что	1	1
507	и относится	1	1
508	во всем	3	1
509	мы бы	1	1
510	в более	1	1
511	здесь же	1	1
512	что на	2	1
513	других случаях	1	1
514	его за	1	1
515	же самое	2	1
516	предметам не	1	1
517	для его	1	1
518	право предположить	1	1
519	в виду	1	1
520	и говорит	1	1
521	одно лицо	1	1
522	животным и	1	1
523	на том	2	1
524	что у	3	1
525	по некоторым	1	1
526	на нее	1	1
527	за то	1	1
528	котором нет	1	1
529	ясно что	1	1
530	особенно в	1	1
531	мог бы	1	1
532	и каждый	1	1
533	в результате	1	1
534	это только	1	1
535	жизнь и	1	1
536	не за	1	1
537	мы читаем	2	1
538	для этого	1	1
539	предположить что	6	1
540	но здесь	1	1
541	и здесь	5	1
542	небо и	1	1
543	форма более	1	1
544	другими словами	2	1
545	точно таким	2	1
546	в глаза	1	1
547	одного из	1	1
548	после того	2	1
549	все его	1	1
550	можно заметить	1	1
551	нас в	1	1
552	образом мы	1	1
553	обращается к	1	1
554	во всех	1	1
555	совершенно как	1	1
556	которые мы	1	1
557	с миром	3	1
558	когда оно	1	1
559	но нет	1	1
560	из своего	3	1
561	в другой	3	1
562	но нельзя	1	1
563	предмета который	2	1
564	птица или	2	1
565	превращенный в	1	1
566	происходит в	2	1
567	предмета и	1	1
568	что здесь	7	1
569	есть такой	1	1
570	только одной	1	1
571	тот же	1	1
572	как нечто	3	1
573	или его	1	1
574	действительность но	2	1
575	человека с	3	1
576	себя в	2	1
577	б мы	1	1
578	видели выше	2	1
579	конечно не	2	1
580	еще одну	1	1
581	при помощи	10	1
582	первобытного человека	1	1
583	его и	2	1
584	смерти и	1	1
585	посредником между	2	1
586	мы знаем	8	1
587	пока не	1	1
588	могло бы	2	1
589	целом и	1	1
590	к ним	2	1
591	при всей	1	1
592	должен был	3	1
593	и прекрасным	1	1
594	не говорит	2	1
595	в очень	1	1
596	этом рассказе	1	1
597	тому кто	1	1
598	должны бы	1	1
599	как у	1	1
600	на ее	1	1
601	или иначе	1	1
602	по своим	1	1
603	в ряде	1	1
604	мы еще	1	1
605	происходит при	1	1
606	но есть	2	1
607	превращается в	7	1
608	с нашей	1	1
609	на этот	2	1
610	бы назвать	1	1
611	не на	3	1
612	с которым	1	1
613	его как	2	1
614	должно происходить	1	1
615	нашей точки	1	1
616	под влиянием	1	1
617	есть явление	1	1
618	прямо на	1	1
619	только теперь	2	1
620	входить в	3	1
621	на который	1	1
622	это вода	1	1
623	в одной	3	1
624	или по	1	1
625	редких случаях	1	1
626	общего с	1	1
627	власть над	11	1
628	в данном	3	1
629	в земле	1	1
630	в страну	2	1
631	находятся в	1	1
632	к образу	1	1
633	а потом	1	1
634	птица в	1	1
635	ему при	1	1
636	ли эта	1	1
637	близких к	1	1
638	исходя из	1	1
639	многих других	3	1
640	и там	2	1
641	на пути	1	1
642	много лет	1	1
643	как предмет	1	1
644	видно что	1	1
645	получает от	1	1
646	есть цвет	2	1
647	случае он	1	1
648	вряд ли	1	1
649	животное не	2	1
650	формы и	2	1
651	здесь все	1	1
652	или не	1	1
653	которая в	1	1
654	или нет	1	1
655	которое можно	1	1
656	указывают на	2	1
657	шаг на	1	1
658	на языке	2	1
659	на одно	1	1
660	к ее	1	1
661	между ними	3	1
662	что эту	2	1
663	с ними	5	1
664	есть и	2	1
665	и соответствует	1	1
666	этим объясняется	1	1
667	в голову	1	1
668	но эти	1	1
669	это так	1	1
670	в птицу	1	1
671	заключаем что	1	1
