N	2gram	Bakhtin_Fr_5	VLabPisa
600	с образами	4	1
601	мира в	1	1
602	если не	1	1
603	очень часто	4	1
604	так называемой	1	1
605	сказал и	1	1
606	составная часть	1	1
607	из форм	1	1
608	мы говорим	1	1
609	в духе	2	1
610	с реальным	1	1
611	как в	3	1
612	и самые	1	1
613	тенденций в	1	1
614	в данном	2	1
615	в той	1	1
616	и судьбы	1	1
617	слова и	2	1
618	еще раз	1	1
619	сейчас же	1	1
620	образов их	1	1
621	благодаря этому	2	1
622	только для	2	1
623	но это	5	1
624	на своем	1	1
625	наконец некоторые	1	1
626	стоит только	1	1
627	самое существенное	1	1
628	слова с	1	1
629	это явление	2	1
630	мы видим	5	1
631	лишь его	1	1
632	в следующей	1	1
633	форм и	5	1
634	о совершенно	1	1
635	было еще	1	1
636	происходит в	2	1
637	этому и	1	1
638	ее и	1	1
639	и все	7	1
640	как составная	1	1
641	той или	1	1
642	еще более	1	1
643	и ни	3	1
644	вообще в	1	1
645	находится в	1	1
646	от всего	1	1
647	потому что	7	1
648	но вот	1	1
649	еще в	2	1
650	наконец очень	1	1
651	помыслах и	1	1
652	месте в	1	1
653	это в	2	1
654	от всех	5	1
655	разум и	1	1
656	и упрощает	1	1
657	по которой	1	1
658	этот последний	1	1
659	есть и	5	1
660	обойтись и	1	1
661	в заключение	3	1
662	это было	4	1
663	и другие	3	1
664	же на	1	1
665	можно назвать	1	1
666	в таком	1	1
