N	2gram	Losev_Prob_1	Narrotol
346	всей его	1	1
347	как принцип	1	1
348	что она	5	1
349	т д	10	1
350	здесь однако	1	1
351	чтобы они	1	1
352	не как	2	1
353	однако он	1	1
354	в силу	1	1
355	уже вовсе	1	1
356	имеет смысл	1	1
357	структуру в	1	1
358	новое и	1	1
359	содержит в	7	1
360	которое может	1	1
361	его от	3	1
362	так например	1	1
363	к такого	1	1
364	в нее	1	1
365	говоря в	1	1
366	таким образом	6	1
367	но все	3	1
368	увидел у	1	1
369	этом последнем	1	1
370	в одну	1	1
371	то ни	1	1
372	чего он	3	1
373	той же	1	1
374	них не	1	1
375	нас о	2	1
376	его в	6	1
377	с другими	2	1
378	и отдельные	1	1
379	он есть	4	1
380	отражение в	1	1
381	действий и	1	1
382	на свои	1	1
383	тут уж	1	1
384	солнце и	1	1
385	но уже	5	1
386	не люблю	1	1
387	он является	1	1
388	далеко не	5	1
389	жизни то	1	1
390	в ее	3	1
391	с тем	5	1
392	и само	1	1
393	мы видели	1	1
394	или попросту	1	1
395	чувственное созерцание	1	1
396	и было	1	1
397	нисколько не	3	1
398	связаны между	1	1
399	или менее	3	1
400	во время	1	1
401	действия только	1	1
402	она сама	1	1
403	или точнее	1	1
404	и всеми	1	1
405	в котором	5	1
406	с точки	3	1
407	в их	4	1
408	и языка	1	1
409	оказывается что	2	1
410	в которых	3	1
411	что я	1	1
412	вовсе еще	3	1
413	рождение и	1	1
414	и уж	2	1
415	осени а	1	1
416	мир и	1	1
417	идти в	1	1
418	его мы	1	1
419	что было	1	1
420	в смысловом	1	1
421	жизни является	1	1
422	по крайней	2	1
423	на небо	1	1
424	всякий другой	1	1
425	ни было	1	1
426	значимость в	1	1
427	что этот	2	1
428	необходимо чтобы	3	1
429	для нее	1	1
430	даже в	1	1
431	что эта	1	1
432	случае мы	1	1
433	тому что	4	1
434	я вас	1	1
435	раз и	9	1
436	можно ли	5	1
437	так как	11	1
438	не раз	1	1
439	сущности говоря	1	1
440	до известной	1	1
441	в некий	1	1
442	хотелось бы	1	1
443	стремясь дать	1	1
444	текста и	5	1
445	того как	3	1
446	сознания однако	1	1
447	которые не	3	1
448	не говоря	4	1
449	было не	1	1
450	но такая	1	1
451	чтобы стать	1	1
452	и уже	3	1
453	для всех	1	1
454	обратим внимание	1	1
455	они являются	1	1
456	по своей	1	1
457	мы бы	1	1
458	средствами но	1	1
459	только с	1	1
460	и делает	3	1
461	образом не	1	1
462	однако это	3	1
463	ему не	1	1
464	в момент	1	1
465	в специальном	1	1
466	могут быть	2	1
467	для такого	2	1
468	того о	1	1
469	понять что	1	1
470	указывает на	14	1
471	если же	1	1
472	самом общем	1	1
473	должен быть	1	1
474	нам о	2	1
475	в виду	6	1
476	говорит и	3	1
477	очевидны что	1	1
478	для читателя	1	1
479	быть вполне	1	1
480	для всего	2	1
481	смысл но	2	1
482	как знак	2	1
483	только то	4	1
484	говорили что	2	1
485	всей своей	1	1
486	сознании а	1	1
487	и сам	1	1
488	по этой	1	1
489	в другом	1	1
490	сознании не	1	1
491	на нее	1	1
492	не с	1	1
493	ясно что	3	1
494	это вовсе	2	1
495	собою текст	1	1
496	мог бы	1	1
497	с собой	2	1
498	имеет дело	1	1
499	том как	2	1
500	какой она	1	1
501	наше внимание	1	1
502	является в	2	1
503	поэтому в	1	1
504	был не	1	1
505	и чтобы	2	1
506	из одного	1	1
507	и вообще	4	1
508	остановимся на	1	1
509	символ может	1	1
510	и смерть	1	1
511	и вся	1	1
512	и здесь	6	1
513	это происходит	1	1
514	и та	1	1
515	определенным образом	3	1
516	москвы но	1	1
517	утверждает что	1	1
518	ее и	1	1
519	для нас	5	1
520	ни слова	1	1
521	личности героя	1	1
522	смысловую перспективу	1	1
523	во всех	7	1
524	нечто иное	2	1
525	а потому	2	1
526	на одном	2	1
527	крайней мере	2	1
528	чем и	1	1
529	не более	1	1
530	в художественной	1	1
531	он его	1	1
532	все время	2	1
533	к ней	1	1
534	в него	2	1
535	и борьбы	1	1
536	оно и	3	1
537	сразу же	2	1
538	чтобы хоть	1	1
539	знаков в	1	1
540	тот же	1	1
541	или когда	2	1
542	человек идет	1	1
543	взывает к	1	1
544	и этих	1	1
545	мы увидим	3	1
546	в разные	1	1
547	даже если	4	1
548	сложности и	1	1
549	со всеми	2	1
550	с которыми	4	1
551	которые мы	1	1
552	того же	3	1
553	но о	2	1
554	уже в	3	1
555	вопроса о	2	1
556	ни одного	1	1
557	свидетельствует о	3	1
558	не обладают	1	1
559	от других	2	1
560	не из	1	1
561	в данной	1	1
562	в душе	1	1
563	этот раз	2	1
564	а то	1	1
565	внимание категории	1	1
566	далек от	1	1
567	одна только	1	1
568	не случайно	1	1
569	случае не	3	1
570	ни для	1	1
571	тем что	7	1
572	не просто	23	1
573	на том	4	1
574	и всякий	1	1
575	указание на	4	1
576	смерти и	1	1
577	и строго	1	1
578	момент в	2	1
579	это будет	1	1
580	которое мы	1	1
581	в последние	1	1
582	даже не	1	1
583	к нашему	2	1
584	не обязательно	3	1
585	говорить и	1	1
586	и нельзя	2	1
587	которых мы	2	1
588	а именно	12	1
589	для этого	3	1
590	же о	1	1
591	мы еще	1	1
592	человеческого мышления	1	1
593	который от	1	1
594	что для	2	1
595	говорит о	3	1
596	суть символы	1	1
597	он только	1	1
598	на этот	3	1
599	это могло	1	1
600	а главное	1	1
601	не на	3	1
602	его как	2	1
603	что обычно	1	1
604	со своими	1	1
605	произведение в	1	1
606	и слово	1	1
607	ближе к	1	1
608	как именно	2	1
609	говорит нам	1	1
610	так же	9	1
611	субъекта и	1	1
612	смысл который	1	1
613	и потому	2	1
614	в историю	1	1
615	этого момента	1	1
616	и наказание	1	1
617	к бытию	1	1
618	смысловом отношении	1	1
619	этих случаях	3	1
620	что за	1	1
621	она есть	5	1
622	наряду с	1	1
623	однако тут	1	1
624	образ и	1	1
625	и незначительным	1	1
626	не можем	2	1
627	указанием на	1	1
628	слова и	1	1
629	художественное произведение	1	1
630	глаза то	1	1
631	но это	8	1
632	развернута в	1	1
633	все это	7	1
634	текст и	2	1
635	есть знак	8	1
636	своего исследования	1	1
637	пока еще	3	1
638	одного и	2	1
639	известной степени	2	1
640	указать на	1	1
641	мышления в	1	1
642	однако данная	1	1
643	не имея	1	1
644	сознания и	2	1
645	о котором	1	1
646	как для	2	1
647	или другой	1	1
648	собственно говоря	2	1
649	но еще	2	1
650	тем более	5	1
651	будто бы	1	1
652	все они	1	1
653	предмета и	2	1
654	сознания так	1	1
655	отсутствует но	1	1
656	в период	1	1
657	это все	1	1
658	не знает	1	1
659	была бы	1	1
660	совершенно не	6	1
661	этом все	1	1
662	это очевидно	1	1
663	жизни мы	1	1
664	более или	3	1
665	себе но	3	1
666	именно история	1	1
667	к этой	1	1
668	художественной литературе	1	1
669	в искусстве	3	1
670	по поводу	4	1
671	может предстать	1	1
672	например может	1	1
673	к этому	1	1
674	точно так	4	1
675	это время	1	1
676	которая не	1	1
