N	2gram	Propp_Morf_1	Vvedenie
369	помнить что	1	1
370	кроме того	1	1
371	ними и	1	1
372	говорит что	1	1
373	с двумя	2	1
374	в материал	1	1
375	разным типам	1	1
376	более или	2	1
377	то в	3	1
378	иными средствами	1	1
379	духа в	1	1
380	тем временем	2	1
381	из самых	1	1
382	непонятно почему	1	1
383	не приходится	1	1
384	в которой	3	1
385	с какой	1	1
386	что так	1	1
387	и тот	1	1
388	только один	1	1
389	имеем в	6	1
390	во многих	1	1
391	на то	2	1
392	если он	1	1
393	но на	1	1
394	этом сообщает	1	1
395	на его	4	1
396	больше всего	1	1
397	исторических разысканий	1	1
398	или очень	2	1
399	и задачи	2	1
400	слова а	1	1
401	формы но	1	1
402	не значит	2	1
403	он должен	2	1
404	чтобы в	1	1
405	для данной	1	1
406	он старается	2	1
407	лишь с	2	1
408	принципа в	1	1
409	одно и	1	1
410	то ни	3	1
411	как они	1	1
412	а затем	4	1
413	они должны	1	1
414	разница между	1	1
415	материала и	1	1
416	того или	1	1
417	материала к	2	1
418	изучать не	1	1
419	то все	1	1
420	за другой	1	1
421	лишь на	2	1
422	чаще всего	7	1
423	в итоге	2	1
424	его и	2	1
425	бы только	1	1
426	необходимость изучать	1	1
427	ни одной	1	1
428	отличены от	1	1
429	не всегда	9	1
430	этим и	1	1
431	действительно не	1	1
432	этим в	1	1
433	недостаточным для	1	1
434	в научной	1	1
435	стороны ее	2	1
436	и становится	1	1
437	сделать эти	1	1
438	или менее	2	1
439	исторической действительности	1	1
440	не выдерживает	1	1
441	во время	6	1
442	бы на	1	1
443	нужно только	1	1
444	имен и	1	1
445	в ходе	4	1
446	эта черта	1	1
447	свободен от	1	1
448	быть названы	1	1
449	не от	2	1
450	даже просто	1	1
451	буква и	2	1
452	для изучения	1	1
453	втором случае	1	1
454	точку зрения	1	1
455	свои собственные	1	1
456	ряда других	1	1
457	но он	1	1
458	но во	1	1
459	в россии	2	1
460	тесно связаны	1	1
461	не должно	1	1
462	на разные	1	1
463	что этот	1	1
464	этом и	1	1
465	и разновидности	1	1
466	а от	1	1
467	в таких	2	1
468	она могла	1	1
469	в обоих	2	1
470	это дает	1	1
471	самого начала	1	1
472	же между	2	1
473	уже очень	1	1
474	не по	2	1
475	начинает с	1	1
476	вытекает из	1	1
477	случае не	3	1
478	в самых	2	1
479	лишь два	1	1
480	а для	1	1
481	под этим	1	1
482	и по-видимому	1	1
483	эти связи	1	1
484	иными словами	1	1
485	к концу	1	1
486	за исключением	1	1
487	во всем	1	1
488	е не	1	1
489	быть определено	1	1
490	понимает под	1	1
491	их по	3	1
492	не потому	1	1
493	такие же	1	1
494	встречается в	1	1
495	д таким	1	1
496	должны быть	1	1
497	области изучения	1	1
498	бы составить	2	1
499	задачу так	1	1
500	оно не	2	1
501	что при	2	1
502	утверждать что	3	1
503	приходит к	1	1
504	подобных случаях	4	1
505	как не	1	1
506	е все	1	1
507	и многие	1	1
508	жизни языка	1	1
509	без всякого	2	1
510	совершенно ясно	1	1
511	от изучения	1	1
512	и этим	5	1
513	на той	2	1
514	с самого	1	1
515	вопрос что	2	1
516	что именно	1	1
517	на свой	1	1
518	чего-либо не	1	1
519	как с	1	1
520	то как	2	1
521	как таковые	1	1
522	не место	1	1
523	других и	1	1
524	еще в	1	1
525	том как	1	1
526	по ее	1	1
527	всегда связана	1	1
528	между собой	4	1
529	о животных	9	1
530	другой не	2	1
531	особый вид	2	1
532	но здесь	1	1
533	они принадлежат	1	1
534	настоящее время	3	1
535	бы то	3	1
536	после того	1	1
537	теми или	1	1
538	может не	1	1
539	собой всю	1	1
540	собственно научной	1	1
541	помощи которых	1	1
542	образом мы	5	1
543	это было	3	1
544	если например	2	1
545	том или	1	1
546	путь к	2	1
547	нечто иное	1	1
548	во всей	1	1
549	действительно в	1	1
550	содержания но	1	1
551	значит что	3	1
552	тех пор	1	1
553	двух рядов	1	1
554	что здесь	1	1
555	на которой	1	1
556	д и	1	1
557	в новой	1	1
558	мы видим	13	1
559	от материала	1	1
560	очень много	1	1
561	или же	6	1
562	лучше но	1	1
563	себя в	1	1
564	это остается	1	1
565	и у	1	1
566	вопроса о	1	1
567	слова не	1	1
568	каким образом	1	1
569	за ним	1	1
570	и соответствующего	1	1
571	д словом	1	1
572	не занимается	1	1
573	т д.?	2	1
574	для него	1	1
575	самый способ	1	1
576	не означает	1	1
577	мы находим	1	1
578	однако у	1	1
579	ее не	1	1
580	у него	1	1
581	и никогда	1	1
582	тем изучение	1	1
583	момент в	1	1
584	были бы	1	1
585	поскольку это	1	1
586	быть названа	1	1
587	одном месте	1	1
588	материала а	2	1
589	может ли	1	1
590	однако что	1	1
591	тем мы	1	1
592	здесь нужно	1	1
593	после смерти	1	1
594	в предисловии	1	1
595	как же	2	1
596	а с	2	1
597	и затем	4	1
598	в задачи	1	1
599	но есть	3	1
600	иногда это	1	1
601	не на	2	1
602	которые не	1	1
603	с известного	1	1
604	однако и	1	1
605	одну из	1	1
606	как видно	1	1
607	следует только	1	1
608	на эту	1	1
609	историческое изучение	2	1
610	в ряду	1	1
611	в подобных	1	1
612	д можно	1	1
613	если не	1	1
614	для этой	3	1
615	в момент	1	1
616	в точности	3	1
617	входить в	2	1
618	считать не	1	1
619	а есть	1	1
620	как эти	2	1
621	более широкого	1	1
622	как та	1	1
623	о возможности	1	1
624	знать что	2	1
625	наряду с	5	1
626	случае она	1	1
627	в тех	6	1
628	в первой	1	1
629	это значит	1	1
630	быть не	1	1
631	о жизни	1	1
632	или с	3	1
633	именно по	1	1
634	в который	1	1
635	но для	2	1
636	уже было	1	1
637	или по	2	1
638	с большой	1	1
639	и более	1	1
640	в с	1	1
641	она может	1	1
642	это можно	1	1
643	в настоящее	3	1
644	пример дает	1	1
645	е о	1	1
646	для нас	2	1
647	как эта	1	1
648	общего характера	1	1
649	и все	1	1
650	лишь как	1	1
651	чтобы его	2	1
652	на других	1	1
653	случае и	1	1
654	как явление	1	1
655	стороны тех	1	1
656	в круг	1	1
657	ни было	2	1
658	же в	2	1
659	не дает	1	1
660	на части	1	1
661	нельзя было	2	1
662	непосредственно как	1	1
663	сверх того	1	1
664	как вообще	1	1
665	имеет целью	1	1
666	может и	1	1
667	сведения о	1	1
668	работы и	1	1
669	состоит из	1	1
670	он представляет	1	1
671	совершенно не	1	1
672	первом случае	3	1
673	только о	1	1
674	есть то	1	1
675	этим объясняется	1	1
676	перенесена в	1	1
677	большой интерес	1	1
678	также не	1	1
679	ее в	1	1
680	очень редко	1	1
681	можно назвать	3	1
682	в таком	1	1
683	текстами но	1	1
684	они не	1	1
685	которая не	1	1
