N	2gram	Bakhtin_Fr_3	Poddanst
300	для каждого	1	1
301	можно судить	1	1
302	и образы	1	1
303	того чтобы	4	1
304	выходцы с	1	1
305	не имеет	1	1
306	никогда не	1	1
307	иерархии и	1	1
308	в результате	1	1
309	о котором	1	1
310	в настоящее	1	1
311	и притом	1	1
312	как она	1	1
313	как явление	1	1
314	среды в	1	1
315	и народной	1	1
316	другой стороны	1	1
317	бы за	2	1
318	в этих	6	1
319	определенных и	1	1
320	чрезвычайно существенным	1	1
321	конечно и	1	1
322	они как	1	1
323	к формам	1	1
324	одновременно и	2	1
325	и жизнь	1	1
326	есть и	2	1
327	в других	3	1
328	ни к	1	1
329	начала в	1	1
330	в трех	1	1
331	числе и	2	1
332	мы все	1	1
333	более широкой	1	1
334	что оно	1	1
335	к этой	3	1
336	и другие	2	1
337	вместе с	3	1
338	все еще	1	1
339	именно здесь	1	1
340	это в	2	1
341	который не	1	1
342	в последующие	2	1
343	во всяком	1	1
344	они не	3	1
345	гораздо более	1	1
