N	2gram	Bakhtin_Fr_2	PoTuStor
304	искать в	1	1
305	метода в	2	1
306	но если	1	1
307	основной тон	1	1
308	этот страх	1	1
309	никакому сомнению	1	1
310	вторая часть	1	1
311	свой смысл	1	1
312	значение для	1	1
313	страх и	1	1
314	не будем	1	1
315	исключительно на	1	1
316	страха и	4	1
317	времени не	1	1
318	творчества и	1	1
319	это сознание	1	1
320	так называемое	1	1
321	и почти	1	1
322	государство и	1	1
323	любовь к	1	1
324	же мы	1	1
325	освободиться от	1	1
326	вернемся к	1	1
327	характер носят	2	1
328	в тесной	1	1
329	и внешней	1	1
330	а иногда	1	1
331	иной раз	1	1
332	с теми	1	1
333	в смысле	2	1
334	в эпоху	13	1
335	тогда когда	1	1
336	дело в	1	1
337	одна из	4	1
338	в сущности	8	1
339	этот абстрактный	1	1
340	в стадии	1	1
341	того чтобы	2	1
342	для всего	1	1
343	только не	1	1
344	в коем	1	1
345	ничего не	2	1
346	эта сторона	1	1
347	всего были	1	1
348	своего имени	1	1
349	в форму	1	1
350	всего на	1	1
351	они являются	2	1
352	во всем	3	1
353	мире и	3	1
354	к этим	3	1
355	связи с	2	1
356	ничто не	1	1
357	в виду	3	1
358	ясностью а	1	1
359	мы и	1	1
360	тела и	1	1
361	с другом	1	1
362	и со	3	1
363	в духе	4	1
364	его за	1	1
365	к тому	1	1
366	она же	1	1
367	на это	1	1
368	она не	1	1
369	как известно	2	1
370	на какую-нибудь	1	1
371	году в	4	1
372	и стали	1	1
373	своего развития	3	1
374	всем этим	1	1
375	без всякого	2	1
376	эти столь	1	1
377	г это	1	1
378	характер и	4	1
379	в себя	6	1
380	культуры и	3	1
381	говорили что	1	1
382	роль в	5	1
383	например о	1	1
384	и сам	1	1
385	что может	1	1
386	в другом	2	1
387	можно было	3	1
388	времени и	6	1
389	всей остальной	1	1
390	врача с	1	1
391	не место	1	1
392	еще в	2	1
393	именно этот	1	1
394	если бы	1	1
395	новых и	1	1
396	в разных	1	1
397	связанная с	2	1
398	и начало	1	1
399	о нем	1	1
400	развития в	1	1
401	и здесь	1	1
402	году и	1	1
403	и т.д	2	1
404	и та	1	1
405	как ее	1	1
406	же более	2	1
407	человек был	1	1
408	этот момент	4	1
409	эти два	2	1
410	отметить что	1	1
411	не более	1	1
412	нельзя сказать	2	1
413	и знаменитое	1	1
414	быть ничего	1	1
415	деле в	1	1
416	наконец в	3	1
417	в свете	1	1
418	и были	2	1
419	вся жизнь	1	1
420	к нему	3	1
421	что здесь	1	1
422	что только	2	1
423	сомнению что	2	1
424	переносит центр	1	1
425	тот же	5	1
426	успехом в	1	1
427	яркой и	1	1
428	никак нельзя	1	1
429	теперь в	1	1
430	с одной	3	1
431	в качестве	2	1
432	пользуется этой	1	1
433	образов в	3	1
434	события и	2	1
435	в знаменитом	1	1
436	уже в	5	1
437	всем его	1	1
438	а это	1	1
439	не дает	3	1
440	перевести на	1	1
441	центр тяжести	1	1
442	пока не	1	1
443	в известной	4	1
444	в конце	2	1
445	вовсе не	10	1
446	таковы основные	2	1
447	с этими	1	1
448	те формы	1	1
449	привела к	1	1
450	как раз	1	1
451	этом отношении	3	1
452	него уже	1	1
453	даже и	2	1
454	для того	1	1
455	со всем	1	1
456	и сознание	1	1
457	имеет и	1	1
458	с другой	4	1
459	в лодке	1	1
460	здесь в	6	1
461	и прежде	2	1
462	в свою	1	1
463	на которые	1	1
464	мы еще	2	1
465	что для	3	1
466	говорит о	1	1
467	связано с	2	1
468	них и	1	1
469	одной стороны	3	1
470	на этот	1	1
471	а не	1	1
472	власти и	2	1
473	материнское лоно	1	1
474	в руках	1	1
475	чем на	1	1
476	не всегда	1	1
477	в связи	2	1
478	и законы	1	1
479	дальше чем	1	1
480	связь с	3	1
481	этой же	1	1
482	утверждение что	1	1
483	и особенно	3	1
484	нам для	2	1
485	в человеке	1	1
486	тому как	2	1
487	быть только	1	1
488	наконец и	1	1
489	друг с	1	1
490	очень важный	1	1
491	человека который	1	1
492	есть то	1	1
493	о его	1	1
494	этого метода	1	1
495	под названием	2	1
496	в более	1	1
497	это уже	1	1
498	известной степени	1	1
499	и часто	1	1
500	пор еще	2	1
501	в самые	2	1
502	не подлежит	2	1
503	содержание образа	1	1
504	бы второе	1	1
505	которая в	1	1
506	в эту	5	1
507	еще более	1	1
508	и ни	1	1
509	на других	1	1
510	мы должны	2	1
511	на языке	2	1
512	же в	3	1
513	по поводу	2	1
514	жизни в	3	1
515	с ней	1	1
516	а ведь	1	1
517	а во	1	1
518	что такие	1	1
519	является и	1	1
520	ко всему	2	1
521	на своем	1	1
522	в своих	4	1
523	и эта	2	1
524	это в	2	1
525	его моментах	1	1
526	существенное и	1	1
527	как на	4	1
