N	2gram	Medvedev_F_3	Dialekti
534	как таковых	1	1
535	и именно	2	1
536	тогда и	1	1
537	когда они	1	1
538	в нас	2	1
539	того чтобы	5	1
540	вытекает из	2	1
541	не их	1	1
542	сцене то	1	1
543	в коем	1	1
544	больше чем	1	1
545	таковой не	1	1
546	которые и	1	1
547	заложенные в	2	1
548	явление в	1	1
549	говорить как	1	1
550	лишь с	2	1
551	его смысл	1	1
552	не вытекает	1	1
553	и его	19	1
554	связи с	5	1
555	здесь же	1	1
556	е не	1	1
557	исторического процесса	3	1
558	однако это	1	1
559	не потому	1	1
560	с другом	1	1
561	этот закон	2	1
562	но там	1	1
563	не могут	10	1
564	конструкции и	2	1
565	мы найдем	1	1
566	и часто	1	1
567	же самое	3	1
568	мы все	1	1
569	в определенную	1	1
570	с полной	1	1
571	этого и	1	1
572	этих областей	2	1
573	можем считать	1	1
574	оно не	3	1
575	если же	5	1
576	в какие-то	1	1
577	должен быть	2	1
578	правда не	1	1
579	реального осуществления	1	1
580	теми кто	1	1
581	но по	1	1
582	но при	2	1
583	вывод что	1	1
584	здесь не	2	1
585	факт не	1	1
586	нем уже	1	1
587	в каких	2	1
588	него самого	1	1
589	и этим	1	1
590	с самого	1	1
591	если они	2	1
592	отличная от	2	1
593	не научным	1	1
594	отдельные части	1	1
595	еще в	3	1
596	в результате	5	1
597	но никак	1	1
598	даны в	1	1
599	другой не	1	1
600	каждого отдельного	1	1
601	говорят что	1	1
602	и должно	1	1
603	нечто совсем	2	1
604	это происходит	1	1
605	пришли к	3	1
606	таков например	1	1
607	конечно это	2	1
608	язык и	1	1
609	но мы	1	1
610	совершенно неверно	2	1
611	и просто	1	1
612	оказывается только	1	1
613	вообще науки	1	1
614	того или	1	1
615	положения и	1	1
616	все в	1	1
617	между тем	7	1
618	переходит в	2	1
619	говорить об	2	1
620	а потому	1	1
621	схематически это	1	1
622	и только	2	1
623	от этих	2	1
624	исторического развития	2	1
625	в ту	1	1
626	все время	6	1
627	его то	1	1
628	поэтому все	1	1
629	не так	1	1
630	на почве	2	1
631	и история	1	1
632	формы а	2	1
633	находятся во	1	1
634	в какой	3	1
635	так всегда	1	1
636	брать в	1	1
637	это очень	1	1
638	потому нет	1	1
639	бы ни	4	1
640	играет роль	1	1
641	все они	1	1
642	себя в	1	1
643	же ее	1	1
644	построения и	1	1
645	есть в	1	1
646	вот что	1	1
647	да еще	1	1
648	не можем	2	1
649	уже в	4	1
650	вопроса о	1	1
651	в поэзии	3	1
652	и чисто	1	1
653	не страшно	1	1
654	и чаще	1	1
655	а то	1	1
656	прямого отношения	1	1
657	своей отвлеченности	1	1
658	и других	1	1
659	потому в	1	1
660	процесс и	1	1
661	он может	2	1
662	менее всего	4	1
663	что содержание	1	1
664	который как	1	1
665	был бы	2	1
666	совсем другое	2	1
667	себе в	1	1
668	прибавить что	1	1
669	содержание и	2	1
670	от тех	1	1
671	таких категорий	1	1
672	для них	7	1
673	это значило	1	1
674	в систему	1	1
675	не доказывает	1	1
676	почему не	1	1
677	в случаях	1	1
678	или ином	1	1
679	от того	2	1
680	и вместе	1	1
681	же деле	2	1
682	в данный	1	1
683	материал который	2	1
684	с другим	1	1
685	имеет свой	1	1
686	или иначе	1	1
687	сюда же	1	1
688	и самая	1	1
689	только один	2	1
690	и между	5	1
691	в природе	1	1
692	мы еще	2	1
693	и др	2	1
694	и наивной	1	1
695	слиты в	1	1
696	связано с	2	1
697	превращается в	2	1
698	самом же	2	1
699	смысла и	4	1
700	чтобы убедиться	1	1
701	а на	2	1
702	и самый	2	1
703	зависит от	1	1
704	именно так	5	1
705	как ни	1	1
706	одно а	3	1
707	одну из	2	1
708	выражением его	1	1
709	там где	7	1
710	меня не	1	1
711	не об	2	1
712	понимания этого	1	1
713	жизнь в	1	1
714	выражения но	1	1
715	вместе с	6	1
716	к другой	1	1
717	и самые	1	1
718	и понимать	1	1
719	к своему	1	1
720	где же	1	1
721	не дают	1	1
722	перехода от	1	1
723	данной эпохи	3	1
724	в чистом	1	1
725	находятся в	2	1
726	его собственные	1	1
727	быть только	2	1
728	происходит в	1	1
729	по существу	1	1
730	для понимания	1	1
731	своего развития	1	1
732	друг с	1	1
733	существенно и	1	1
734	действительности как	1	1
735	зрения своей	1	1
736	было ни	1	1
737	что мы	1	1
738	и стать	1	1
739	видеть жизнь	2	1
740	является как	1	1
741	но для	2	1
742	кроме того	1	1
743	они никогда	1	1
744	другой как	1	1
745	известной степени	2	1
746	этих случаях	1	1
747	для данных	1	1
748	чтобы создать	2	1
749	при таком	1	1
750	что там	1	1
751	как система	2	1
752	она может	1	1
753	в пределе	2	1
754	это можно	2	1
755	мира и	1	1
756	о котором	1	1
757	на первый	1	1
758	для нас	3	1
759	возникает вопрос	1	1
760	не должен	1	1
761	конкретной исторической	2	1
762	материала с	2	1
763	эпоха имеет	1	1
764	есть уже	1	1
765	поскольку это	1	1
766	жизни в	3	1
767	случае дело	1	1
768	между ними	15	1
769	они также	1	1
770	отдельных частей	2	1
771	к его	3	1
772	в последнем	2	1
773	самое и	1	1
774	уже нельзя	1	1
775	всем этом	1	1
776	тогда не	1	1
777	в искусстве	7	1
778	они не	4	1
779	в таком	2	1
780	никаких указаний	1	1
