N	2gram	Medvedev_V_1	SlovoVZh
429	может идти	1	1
430	что например	2	1
431	что до	1	1
432	зрения и	1	1
433	материал для	1	1
434	эти вопросы	2	1
435	степень его	1	1
436	по мере	1	1
437	только для	1	1
438	от всего	1	1
439	природу и	1	1
440	с которой	1	1
441	для определения	1	1
442	в противном	2	1
443	самого начала	1	1
444	как о	2	1
445	идеологическую структуру	1	1
446	в науке	2	1
447	произведения эта	2	1
448	осталось в	1	1
449	содержание в	1	1
450	творчества для	1	1
451	не является	5	1
452	поэта как	2	1
453	в основе	1	1
454	время как	1	1
455	материала в	1	1
456	и искусство	1	1
457	именно этого	2	1
458	включая сюда	1	1
459	к пониманию	1	1
460	наблюдений над	1	1
461	того чтобы	3	1
462	это мы	3	1
463	такое понимание	2	1
464	в результате	5	1
465	следующее а	1	1
466	в качестве	11	1
467	имеем дело	1	1
468	же время	5	1
469	от него	1	1
470	а художественного	1	1
471	еще более	1	1
472	путем чисто	1	1
473	и художественную	1	1
474	же оно	1	1
475	них и	1	1
476	связи с	4	1
477	в искусстве	6	1
478	следует отметить	1	1
479	в свою	1	1
480	этого развития	1	1
481	как будто	1	1
482	этом отношении	13	1
483	приходится признать	1	1
484	в области	2	1
485	ситуации и	1	1
486	образом не	3	1
487	больше того	1	1
488	сам поэт	1	1
489	у нас	2	1
490	виду не	1	1
491	тем это	1	1
492	обычно не	1	1
493	равно как	4	1
494	все то	1	1
495	произведения таким	1	1
496	составная часть	1	1
497	или иного	1	1
498	должны быть	2	1
499	частности в	2	1
500	является выражением	1	1
501	что оно	3	1
502	его значение	1	1
503	слова с	1	1
504	обходится без	1	1
505	в таком	1	1
506	во всяком	1	1
507	они не	2	1
508	идти только	1	1
509	к тому	4	1
