N	2gram	Bakhtin_Fr_1	Analitik
236	по его	3	1
237	свой мир	1	1
238	мы уже	12	1
239	их и	1	1
240	на первом	1	1
241	именно к	1	1
242	сущности это	1	1
243	почти все	1	1
244	это всегда	2	1
245	не вполне	2	1
246	его однако	1	1
247	они были	6	1
248	связь этих	1	1
249	в чем	2	1
250	и мира	1	1
251	начале и	1	1
252	во внешнем	1	1
253	и всего	1	1
254	тех же	1	1
255	почти до	2	1
256	а и	1	1
257	образ смерти	1	1
258	и должны	1	1
259	к последним	1	1
260	так называемая	1	1
261	из уст	1	1
262	в приведенном	1	1
263	в полном	1	1
264	применении к	3	1
265	и наконец	2	1
266	этой речи	1	1
267	его к	2	1
268	при сопоставлении	1	1
269	имеет в	1	1
270	моментов в	1	1
271	есть на	1	1
272	в которой	1	1
273	черта в	1	1
274	все эти	10	1
275	из этих	2	1
276	которые в	1	1
277	в известном	1	1
278	раз в	1	1
279	по форме	1	1
280	смеха в	5	1
281	лица и	1	1
282	как он	1	1
283	полный и	1	1
284	но на	3	1
285	так сказать	4	1
286	в замкнутом	1	1
287	быть только	2	1
288	по-видимому не	1	1
289	в нем	13	1
290	наш анализ	1	1
291	всех этих	8	1
292	не к	2	1
293	свое время	2	1
294	настоящего времени	1	1
295	драме или	1	1
296	целого ряда	1	1
297	и по	2	1
298	конца и	1	1
299	человека в	1	1
300	об этом	1	1
301	слова или	1	1
302	оно становится	1	1
303	самим собой	1	1
304	времени и	6	1
305	входит в	4	1
306	воспринимается как	2	1
307	это не	3	1
308	в жизни	4	1
309	смерть и	1	1
310	в них	5	1
311	далеко не	3	1
312	как об	1	1
313	всегда и	2	1
314	и некоторых	1	1
315	мифа о	1	1
316	такой же	1	1
317	и при	1	1
318	это делает	1	1
319	жизнь и	1	1
320	и мертвенная	1	1
321	вплоть до	1	1
322	времени не	1	1
323	далека от	1	1
324	и более	1	1
325	ставит себя	1	1
326	и вся	1	1
327	раз и	2	1
328	времени особенно	1	1
329	до известной	1	1
330	мира не	1	1
331	одна из	1	1
332	которого он	1	1
333	эта внутренняя	1	1
334	для всего	1	1
335	в разных	1	1
336	только и	1	1
337	этих двух	2	1
338	всего на	2	1
339	как традиция	1	1
340	по своей	3	1
341	людей не	1	1
342	убедиться в	1	1
343	потому что	5	1
344	в ночных	3	1
345	связи с	4	1
346	же слова	1	1
347	внешней и	1	1
348	они возникают	1	1
349	внутренней жизни	1	1
350	конечно и	3	1
351	с другом	1	1
352	у нас	1	1
353	земле как	1	1
354	начиная с	2	1
355	всей их	3	1
356	места для	1	1
357	и такие	1	1
358	сама жизнь	3	1
359	отличается от	1	1
360	глубине своей	1	1
361	он видит	1	1
362	что при	1	1
363	в применении	3	1
364	вступая в	1	1
365	значения и	1	1
366	в виду	3	1
367	но при	2	1
368	в ее	3	1
369	характер и	1	1
370	или еще	1	1
371	особенно для	1	1
372	в совершенно	1	1
373	продолжает жить	1	1
374	с собой	1	1
375	в отношении	6	1
376	что нам	1	1
377	связан с	3	1
378	речи как	1	1
379	она была	3	1
380	поэтому в	2	1
381	целом все	1	1
382	передо мною	1	1
383	из одного	1	1
384	нас и	1	1
385	о нем	3	1
386	и здесь	3	1
387	видение и	1	1
388	второй половине	2	1
389	близки к	1	1
390	все его	1	1
391	в которую	1	1
392	к нему	3	1
393	с его	5	1
394	от них	1	1
395	именно она	1	1
396	максимальной близости	1	1
397	выступает как	1	1
398	них в	1	1
399	появляется и	1	1
400	слов и	1	1
401	в литературе	6	1
402	известном смысле	1	1
403	рассуждение о	1	1
404	явления как	2	1
405	мы видим	2	1
406	в основном	2	1
407	лишь на	1	1
408	в какой	1	1
409	хотя бы	1	1
410	т.п поэтому	1	1
411	который в	1	1
412	и ее	1	1
413	в уста	1	1
414	делает его	1	1
415	в литературоведении	1	1
416	все они	1	1
417	значимость и	1	1
418	человека с	1	1
419	же и	1	1
420	этой борьбе	1	1
421	этот вопрос	2	1
422	к земле	1	1
423	носит в	1	1
424	уже в	1	1
425	то и	1	1
426	в начале	1	1
427	и повсюду	1	1
428	на этих	1	1
429	этого процесса	1	1
430	мышления и	1	1
431	его и	1	1
432	за ним	1	1
433	сам не	1	1
434	проникает в	1	1
435	сами по	1	1
436	не совпадают	1	1
437	от остального	2	1
438	так как	6	1
439	к ним	1	1
440	к совершенно	1	1
441	и речи	1	1
442	самом его	1	1
443	на примере	1	1
444	на ее	1	1
445	характерно для	3	1
446	еще и	5	1
447	себя и	1	1
448	нового времени	13	1
449	только к	1	1
450	не исключает	1	1
451	более того	2	1
452	было для	1	1
453	и своим	1	1
454	в ряду	3	1
455	мира в	3	1
456	в связи	1	1
457	было в	1	1
458	но оно	1	1
459	границы между	1	1
460	но особенно	1	1
461	и потому	10	1
462	этом достаточно	1	1
463	функционирует в	1	1
464	всем остальным	1	1
465	целом ряде	1	1
466	для обозначения	1	1
467	это приводит	1	1
468	противоречивое единство	1	1
469	в тех	3	1
470	да и	2	1
471	культуре и	2	1
472	друг с	1	1
473	этот не	1	1
474	слова и	1	1
475	еще раз	2	1
476	только для	1	1
477	между прочим	2	1
478	с этими	1	1
479	остается в	1	1
480	но одновременно	3	1
481	не является	3	1
482	дистанция между	1	1
483	известной степени	1	1
484	в мировой	1	1
485	восходящая к	2	1
486	как на	1	1
487	себя самого	1	1
488	для нас	4	1
489	от него	2	1
490	по одной	1	1
491	почти вовсе	5	1
492	и как	1	1
493	ни к	2	1
494	но это	3	1
495	все остальные	1	1
496	же в	2	1
497	отношении к	1	1
498	в системе	3	1
499	а о	1	1
500	в романе	2	1
501	с ней	1	1
502	из тех	2	1
503	отношением к	1	1
504	совершенно не	4	1
505	в свое	2	1
506	ли он	1	1
507	на это	1	1
508	просто не	1	1
509	отношении является	1	1
510	это в	4	1
