N	2gram	Tiupa_Disk_2	Istorich
429	но об	1	1
430	особого рода	1	1
431	еще более	1	1
432	ни к	5	1
433	стороны в	1	1
434	же в	1	1
435	можно признать	3	1
436	но всегда	1	1
437	человека не	1	1
438	к самому	1	1
439	было уже	1	1
440	она сама	1	1
441	почему он	1	1
442	бы его	1	1
443	связи и	1	1
444	из этого	1	1
445	в самом	1	1
446	только о	1	1
447	героя в	5	1
448	и состоит	2	1
449	также может	1	1
450	засыпает а	1	1
451	к этому	4	1
