N	2gram	Losev_Dial_4	StatiiOP
515	эти два	2	1
516	что и	6	1
517	и понятно	1	1
518	возникает вопрос	1	1
519	сил и	1	1
520	именно в	5	1
521	выше в	2	1
522	в свете	5	1
523	человека как	1	1
524	в лучшем	1	1
525	и она	1	1
526	ней же	1	1
527	и последнее	1	1
528	и самые	1	1
529	судить по	1	1
530	это приводит	1	1
531	но так	1	1
532	его в	1	1
533	именно о	4	1
534	в угоду	1	1
535	бы из	1	1
536	которой можно	1	1
537	как нечто	2	1
538	эти отдельные	1	1
539	что отношения	1	1
540	одних и	2	1
541	или сам	2	1
542	для всех	3	1
543	итак в	2	1
544	именно на	1	1
545	эпохи но	1	1
546	конечно не	2	1
547	с нею	1	1
548	ничто не	2	1
549	да еще	2	1
550	не можем	1	1
551	и они	1	1
552	а это	2	1
553	не из	1	1
554	не дает	2	1
555	из них	2	1
556	только одно	1	1
557	процесс и	1	1
558	тоже в	1	1
559	и их	2	1
560	в одном	4	1
561	его развитии	1	1
562	как его	1	1
563	но что	5	1
564	того или	2	1
565	во всей	2	1
566	именно этой	1	1
567	о чудесах	1	1
568	даже и	3	1
569	не были	1	1
570	возможно что	1	1
571	ней и	1	1
572	в данный	2	1
573	и из	2	1
574	то это	1	1
575	третьего этапа	1	1
576	и тех	2	1
577	а именно	6	1
578	было и	1	1
579	на которые	1	1
580	говорит о	3	1
581	не говоря	3	1
582	она является	2	1
583	уже до	1	1
584	именно так	2	1
585	человек в	1	1
586	мною выше	1	1
587	он находит	1	1
588	случайным и	1	1
589	совершенно очевидно	1	1
590	в великом	1	1
591	как говорит	1	1
592	нет ничего	6	1
593	в частности	2	1
594	есть даже	1	1
595	чтобы и	1	1
596	я уже	3	1
597	я говорю	2	1
598	этот смысл	1	1
599	так мы	1	1
600	в данном	3	1
601	видит в	1	1
602	знать что	1	1
603	наряду с	1	1
604	в той	1	1
605	и этот	1	1
606	этой последней	1	1
607	тому как	4	1
608	что же	2	1
609	когда она	3	1
610	это его	1	1
611	по существу	1	1
612	как нельзя	1	1
613	это значит	8	1
614	в состоянии	1	1
615	несомненно а	1	1
616	должно быть	2	1
617	или другого	2	1
618	с отдельными	1	1
619	в контексте	1	1
620	другой такой	1	1
621	личность как	4	1
622	лучшем случае	1	1
623	но для	2	1
624	похоже на	1	1
625	исторический процесс	1	1
626	это уже	1	1
627	однако и	1	1
628	всего с	1	1
629	много но	1	1
630	есть какой-то	1	1
631	лишь о	1	1
632	показать как	2	1
633	это как	2	1
634	чтобы понять	1	1
635	не получилось	1	1
636	и все	11	1
637	собственно говоря	2	1
638	у них	1	1
639	и события	3	1
640	или нет	3	1
641	бы в	4	1
642	я хотел	1	1
643	большой интерес	1	1
644	хотя бы	4	1
645	что другое	1	1
646	них и	1	1
647	является это	1	1
648	на такой	1	1
649	давно уже	1	1
650	отношении к	2	1
651	гораздо больше	1	1
652	мог не	1	1
653	места не	1	1
654	о своем	1	1
655	не знает	1	1
656	но можно	1	1
657	от собственной	1	1
658	и возникает	1	1
659	является и	1	1
660	и еще	1	1
661	есть и	3	1
662	в свое	2	1
663	которая существует	1	1
664	жизни и	4	1
665	вполне понятно	1	1
666	этой точки	2	1
667	только не	3	1
668	значат то	1	1
669	я могу	2	1
670	которая не	2	1
671	так же	4	1
672	все что	2	1
673	другое в	1	1
