N	2gram	Tiupa_Hudo_2	VerxiiNi
228	становится в	1	1
229	а между	4	1
230	самом деле	3	1
231	это и	1	1
232	другому человеку	1	1
233	но тем	2	1
234	в первом	2	1
235	перед возможностью	1	1
236	все те	2	1
237	молчания и	2	1
238	понимается в	1	1
239	мы уже	3	1
240	той же	2	1
241	а как	2	1
242	он знает	2	1
243	мы не	1	1
244	было известно	1	1
245	нам в	1	1
246	бы и	4	1
247	этого момента	1	1
248	в сущности	1	1
249	время как	1	1
250	в будущем	1	1
251	не совсем	1	1
252	личности с	2	1
253	жизни это	1	1
254	кто же	1	1
255	в ней	3	1
256	не иметь	1	1
257	будущее он	1	1
258	а другие	1	1
259	двух или	1	1
260	на них	1	1
261	мы читаем	2	1
262	природы и	1	1
263	ее существование	1	1
264	своей души	1	1
265	в сторону	1	1
266	эта особенность	1	1
267	к самобытной	1	1
268	по отношению	7	1
269	его внимания	1	1
270	что они	4	1
271	себя в	8	1
272	смотрел на	1	1
273	один и	1	1
274	этих людей	2	1
275	пристрастием к	1	1
276	природы это	1	1
277	в одной	1	1
278	духовное самоубийство	1	1
279	как в	5	1
280	поскольку они	1	1
281	под этой	1	1
282	как к	1	1
283	более и	1	1
284	это был	2	1
285	на человека	1	1
286	его к	1	1
287	себе не	1	1
288	от этого	1	1
289	то в	4	1
290	та же	2	1
291	бы с	2	1
292	то время	1	1
293	в нашем	2	1
294	тоже не	2	1
295	не более	2	1
296	и тот	1	1
297	так сказать	1	1
298	роли в	2	1
299	отцов и	1	1
300	момента когда	1	1
301	но именно	2	1
302	в нашей	1	1
303	именно то	1	1
304	душу и	1	1
305	в корне	1	1
306	и более	1	1
307	на земле	1	1
308	постольку поскольку	1	1
309	на этом	2	1
310	прежде чем	2	1
311	что она	7	1
312	человека в	4	1
313	жить в	3	1
314	от нее	1	1
315	не следует	1	1
316	том же	1	1
317	в духовной	1	1
318	а по	2	1
319	что перед	1	1
320	его в	2	1
321	это было	2	1
322	в музыке	1	1
323	заключается в	1	1
324	это не	6	1
325	было бы	3	1
326	что один	1	1
327	в жизни	8	1
328	и смерти	1	1
329	к области	1	1
330	о которых	2	1
331	она и	1	1
332	соответствии с	3	1
333	жизни то	2	1
334	в слове	1	1
335	как и	11	1
336	ни с	2	1
337	чем в	1	1
338	такою же	1	1
339	духовной жизни	1	1
340	от своего	2	1
341	в своей	6	1
342	таким же	1	1
343	деревни умирали	1	1
344	и злобы	1	1
345	то для	1	1
346	человеком и	1	1
347	знает и	2	1
348	место в	2	1
349	и животным	1	1
350	жизни с	2	1
351	одном из	1	1
352	своей судьбой	1	1
353	их в	1	1
354	не могли	1	1
355	однако в	2	1
356	не должно	1	1
357	по себе	1	1
358	даже в	1	1
359	случае мы	1	1
360	сам он	2	1
361	эта мысль	1	1
362	а иногда	1	1
363	трудно было	1	1
364	что с	1	1
365	из нас	2	1
366	дело не	2	1
367	того как	2	1
368	на себе	1	1
369	не по	2	1
370	казалось бы	6	1
371	ничего не	5	1
372	и остается	1	1
373	другой стороны	1	1
374	и любовь	1	1
375	однако это	1	1
376	может показаться	1	1
377	настоящего времени	1	1
378	когда мы	1	1
379	с легкостью	1	1
380	лежит в	1	1
381	сама жизнь	1	1
382	как только	3	1
383	всего что	1	1
384	мысли о	2	1
385	встречаются и	1	1
386	в строгом	2	1
387	на это	1	1
388	в каждой	1	1
389	конкретные формы	1	1
390	для себя	6	1
391	на нечто	1	1
392	с ее	5	1
393	людей в	2	1
394	здесь не	2	1
395	в ее	18	1
396	данном случае	2	1
397	нет никакой	1	1
398	смерти в	1	1
399	в себя	1	1
400	роль в	2	1
401	к смерти	1	1
402	или нескольких	1	1
403	котором он	1	1
404	с собой	2	1
405	это состояние	1	1
406	когда его	1	1
407	бытие не	1	1
408	найти в	1	1
409	том как	2	1
410	что от	1	1
411	между собой	1	1
412	с этого	1	1
413	он сам	2	1
414	собой и	1	1
415	с ним	7	1
416	простой народ	1	1
417	лишь то	1	1
418	и смерть	1	1
419	была еще	1	1
420	именно потому	1	1
421	первом случае	1	1
422	как существо	1	1
423	и других	1	1
424	души есть	1	1
425	настоящее время	1	1
426	в глаза	1	1
427	его тело	1	1
428	после того	1	1
429	не позволяет	1	1
430	учения о	1	1
431	времени в	1	1
432	любви к	2	1
433	все в	1	1
434	жизни он	2	1
435	и лишь	1	1
436	а у	1	1
437	во втором	2	1
438	эти два	1	1
439	на одном	1	1
440	что человек	1	1
441	именно тем	1	1
442	несоответствия между	1	1
443	и об	2	1
444	как она	1	1
445	внутренней стороны	1	1
446	обе эти	1	1
447	потому-то с	1	1
448	души это	1	1
449	с ними	3	1
450	дело с	2	1
451	в миропорядке	4	1
452	что даже	2	1
453	еще и	2	1
454	и так	1	1
455	согласно которой	1	1
456	и ее	3	1
457	в уста	1	1
458	и его	5	1
459	по всей	1	1
460	по воле	1	1
461	только на	5	1
462	и всякая	1	1
463	вернуться к	1	1
464	свое полное	1	1
465	только тогда	1	1
466	с разными	1	1
467	в душе	8	1
468	собой на	1	1
469	участие в	1	1
470	не связанных	1	1
471	мы знаем	2	1
472	который как	1	1
473	горах и	1	1
474	себе в	2	1
475	рядом деталей	1	1
476	представить себе	1	1
477	не означает	1	1
478	могло бы	1	1
479	настолько чтобы	1	1
480	не для	1	1
481	про него	1	1
482	после себя	1	1
483	случайное и	1	1
484	у него	5	1
485	и никогда	1	1
486	жизни на	2	1
487	как раз	4	1
488	тем что	6	1
489	тогда как	7	1
490	это по	1	1
491	случае с	1	1
492	представляется в	2	1
493	ней и	1	1
494	когда тот	1	1
495	свой внешний	1	1
496	нельзя сказать	1	1
497	этого человека	1	1
498	а именно	1	1
499	человеку если	1	1
500	в воздухе	2	1
501	бытия в	1	1
502	личной жизни	2	1
503	такое же	1	1
504	этой роли	1	1
505	в самую	1	1
506	в соответствии	3	1
507	человеческой жизни	6	1
508	жизнь в	2	1
509	в ничто	1	1
510	всей своей	1	1
511	о чем	8	1
512	о сыне	1	1
513	в момент	1	1
514	что скоро	1	1
515	все более	1	1
516	нет ничего	2	1
517	нам почти	1	1
518	него в	1	1
519	эти слова	1	1
520	ни на	1	1
521	человек есть	1	1
522	именно между	1	1
523	в данном	2	1
524	в той	1	1
525	души на	1	1
526	да и	5	1
527	отношения к	1	1
528	думать о	1	1
529	там где	1	1
530	человека и	3	1
531	ли не	1	1
532	домашних животных	1	1
533	но это	1	1
534	о его	2	1
535	к двум	1	1
536	но для	1	1
537	видят в	1	1
538	не является	2	1
539	одной человеческой	1	1
540	не счел	1	1
541	которых он	1	1
542	и состоит	3	1
543	не существует	1	1
544	его с	1	1
545	мира и	1	1
546	в настоящее	1	1
547	она уже	1	1
548	это уже	2	1
549	эти тенденции	1	1
550	то не	1	1
551	души в	1	1
552	бы в	1	1
553	вспомнить что	1	1
554	ибо в	2	1
555	оставляя после	1	1
556	но зато	1	1
557	мы ничего	1	1
558	все они	3	1
559	теперь же	3	1
560	же в	1	1
561	обстоит дело	1	1
562	давно уже	2	1
563	лишь по	1	1
564	природы не	1	1
565	только как	1	1
566	совершенно не	1	1
567	жизни а	1	1
568	даже за	1	1
569	среди прочих	1	1
570	бытия то	1	1
571	с внешней	2	1
572	к этой	1	1
573	люди и	1	1
574	в своих	1	1
575	и вновь	1	1
