N	2gram	Kanaev_Sov_1	FransuaR
260	он начал	1	1
261	необходимость в	1	1
262	которой он	2	1
263	несмотря на	1	1
264	при которых	1	1
265	чем в	1	1
266	обратимся к	1	1
267	и тогда	1	1
268	таким же	1	1
269	строят в	1	1
270	от его	1	1
271	поэтому в	1	1
272	времени не	1	1
273	общего и	1	1
274	вообще на	1	1
275	по себе	1	1
276	же мы	2	1
277	этой области	1	1
278	не менее	2	1
279	все три	1	1
280	что с	1	1
281	в обоих	1	1
282	дело в	1	1
283	и именно	2	1
284	от явлений	2	1
285	и снова	1	1
286	но только	1	1
287	он с	1	1
288	не имеет	1	1
289	немного в	1	1
290	ничего не	6	1
291	одна из	3	1
292	к концу	1	1
293	видим что	1	1
294	ровно ничего	1	1
295	есть такой	1	1
296	самому своему	1	1
297	же этот	1	1
298	ничто не	1	1
299	эти три	1	1
300	формы или	1	1
301	такие же	2	1
302	ни о	1	1
303	очень часто	1	1
304	в основу	1	1
305	могут быть	2	1
306	для развития	2	1
307	его с	1	1
308	той или	1	1
309	концепции все	1	1
310	на это	1	1
311	если же	2	1
312	и это	1	1
313	оно может	1	1
314	в ту	1	1
315	пример такого	1	1
316	можно было	1	1
317	ясно что	3	1
318	раз он	1	1
319	принадлежит и	1	1
320	отчасти в	1	1
321	каждый раз	6	1
322	и т.д	3	1
323	то они	1	1
324	настоящее время	2	1
325	одного из	1	1
326	своему существу	1	1
327	утверждает что	1	1
328	образом все	1	1
329	функций в	1	1
330	это не	4	1
331	у всех	3	1
332	различия между	1	1
333	в самый	1	1
334	в которую	2	1
335	из всех	1	1
336	том как	1	1
337	сомнению что	1	1
338	человека в	1	1
339	этот вопрос	1	1
340	целого и	1	1
341	которых он	1	1
342	в природе	1	1
343	ведущие к	1	1
344	до наших	1	1
345	уже не	2	1
346	и они	2	1
347	не дает	2	1
348	они все	1	1
349	же они	1	1
350	ни в	1	1
351	говорить об	2	1
352	такое объяснение	1	1
353	из одной	1	1
354	мы можем	6	1
355	в системе	3	1
356	ее на	2	1
357	о каком	1	1
358	уже совершенно	1	1
359	а потому	1	1
360	или иной	2	1
361	подлежит никакому	1	1
362	и из	1	1
363	по своим	1	1
364	к которому	1	1
365	такое же	1	1
366	это своеобразное	1	1
367	на ней	1	1
368	в некоторых	2	1
369	не было	1	1
370	на этот	2	1
371	не знает	1	1
372	бы ее	1	1
373	в связи	1	1
374	роль которую	1	1
375	мы говорим	1	1
376	вокруг центрального	1	1
377	не из	1	1
378	xix века	1	1
379	на эту	1	1
380	что же	5	1
381	по существу	1	1
382	не является	1	1
383	благодаря этому	1	1
384	в условиях	5	1
385	поэтому что	1	1
386	не подлежит	3	1
387	этой системы	1	1
388	это как	1	1
389	в настоящее	2	1
390	себя самого	1	1
391	в новых	2	1
392	отношению к	1	1
393	можно наблюдать	1	1
394	в таком	2	1
