N	2gram	Vinokur_Vv_1	FransuaR
111	на протяжении	2	3
112	мы видели	2	3
113	в отличие	3	3
114	для этого	3	3
115	в таких	1	3
116	дело не	3	3
117	одна из	2	3
118	так много	1	3
119	во всем	2	3
120	но все	3	3
121	здесь не	2	3
122	в ее	11	3
123	можно было	7	3
124	еще в	1	3
125	если бы	2	3
126	в другом	3	3
127	другими словами	1	3
128	никак не	1	3
129	в значительной	2	3
130	связь между	4	3
131	между тем	8	3
132	нуждается в	2	3
133	что и	3	3
134	во всей	1	3
135	в свете	1	3
136	или меньшей	2	3
137	еще не	4	3
138	различных областей	1	3
139	только в	13	3
140	так и	1	3
141	в начале	3	3
142	одно из	5	3
143	мы находим	1	3
144	в конце	3	3
145	тем что	6	3
146	для того	21	3
147	и прежде	1	3
148	сказать что	5	3
149	жизнь в	1	3
150	для этой	1	3
151	во франции	1	3
152	его биографии	1	3
153	в частности	3	3
154	не может	13	3
155	вместе с	6	3
156	как в	1	3
157	такого рода	2	3
158	как бы	5	3
159	в более	2	3
160	и от	1	3
161	но это	1	3
162	а в	5	3
163	слово в	1	3
164	между ними	2	3
165	они не	1	3
166	одним из	5	2
167	например в	2	2
168	связана с	4	2
169	наших дней	1	2
170	того же	3	2
171	это и	1	2
172	из самых	1	2
173	включая и	1	2
174	мы не	2	2
175	по адресу	1	2
176	на тему	2	2
177	хотя бы	5	2
178	и был	2	2
179	меньшей степени	1	2
180	которые он	1	2
181	быть в	4	2
182	но не	7	2
183	из важнейших	1	2
184	до наших	1	2
185	в течение	5	2
186	что он	4	2
187	все же	8	2
188	и той	2	2
189	и понимания	1	2
190	его к	2	2
191	в этот	2	2
192	в которой	1	2
193	в целом	5	2
194	из этих	5	2
195	выражение в	1	2
196	раз в	1	2
197	в дальнейшем	2	2
198	говорят о	1	2
199	на его	1	2
200	как он	6	2
201	платона и	1	2
202	в первой	1	2
203	явления культуры	1	2
204	не к	2	2
205	и вот	3	2
206	одной и	2	2
207	на этом	3	2
208	значительной степени	1	2
209	лишь в	1	2
210	ни одной	1	2
211	от языка	1	2
212	точки зрения	7	2
213	в котором	4	2
214	его современников	1	2
215	представление о	1	2
216	его отношение	1	2
217	своего рода	3	2
218	которых так	1	2
219	но он	1	2
220	том же	2	2
221	и очень	1	2
222	не менее	8	2
223	не раз	1	2
224	культурной жизни	2	2
225	ее не	1	2
226	как о	4	2
227	дело в	3	2
228	связан и	1	2
229	о таких	1	2
230	связь и	1	2
231	до того	2	2
232	этом отношении	3	2
233	ему не	1	2
234	и далее	2	2
235	должны быть	1	2
236	этой книги	2	2
237	той или	1	2
238	и это	6	2
239	момент в	1	2
240	данном случае	5	2
241	следовательно и	1	2
242	и сам	2	2
243	времени и	4	2
244	одного из	1	2
245	здесь нет	4	2
246	по сравнению	3	2
247	не исчерпывается	2	2
248	можно сказать	3	2
249	в разных	5	2
250	но здесь	1	2
251	говорит об	1	2
252	в риме	1	2
253	образом в	1	2
254	с другой	8	2
255	медицины с	1	2
256	язык и	3	2
257	в языке	1	2
258	это не	8	2
259	говорит он	2	2
260	в большей	7	2
261	к нему	2	2
262	и филологическое	1	2
263	как нечто	8	2
264	и так	1	2
265	но как	2	2
266	или же	3	2
267	и ее	4	2
268	и у	1	2
269	уже в	5	2
270	слова в	1	2
271	мы знаем	1	2
272	в системе	1	2
273	филологическое изучение	3	2
274	в форме	2	2
275	даже и	3	2
276	рядом с	2	2
277	одном месте	1	2
278	или иной	1	2
279	именно в	8	2
280	еще и	3	2
281	была и	1	2
282	в подлинном	2	2
283	средние века	1	2
284	о чем	4	2
285	с помощью	1	2
286	все то	1	2
287	с этим	2	2
288	сравнению с	3	2
289	это есть	2	2
290	есть и	4	2
291	этого слова	2	2
292	нас дошел	1	2
293	слова и	1	2
294	работа над	2	2
295	какой бы	2	2
296	и сама	1	2
297	из различных	1	2
298	потому что	14	2
299	хотя в	2	2
300	одной из	3	2
301	самое существенное	1	2
302	одновременно и	1	2
303	отношению к	4	2
304	ко всему	1	2
305	и другие	1	2
306	это в	2	2
307	все что	1	2
308	в мировоззрении	1	1
309	отношения к	1	1
310	и т	43	1
311	с исторической	1	1
312	это делает	2	1
313	века но	1	1
314	в средние	1	1
315	вряд ли	2	1
316	из его	2	1
317	др в	1	1
318	собственном смысле	2	1
319	вкладывает в	1	1
320	объясняется и	1	1
321	был и	1	1
322	долгое время	1	1
323	и литературы	2	1
324	есть не	3	1
325	до времени	1	1
326	а уж	1	1
327	источников и	1	1
328	мы имеем	3	1
329	человеческой природы	1	1
330	что уже	3	1
331	на такие	1	1
332	и новые	1	1
333	науки и	2	1
334	не была	1	1
335	есть нечто	1	1
336	который был	1	1
337	что иное	4	1
338	этого целого	1	1
339	свою особую	1	1
340	все здесь	1	1
341	письма к	1	1
342	жизни как	2	1
343	в числе	1	1
344	мы ее	1	1
345	быть понято	1	1
346	в xix	1	1
347	литературы и	1	1
348	и латинский	2	1
349	между собой	1	1
350	иное как	5	1
351	обычным выражением	1	1
352	бы то	1	1
353	этим не	1	1
354	при жизни	2	1
355	первой половины	1	1
356	к слову	1	1
357	в общем	12	1
358	нет и	1	1
359	связи и	1	1
360	момент он	1	1
361	и я	1	1
362	при известных	1	1
363	культуре в	1	1
364	в одной	1	1
365	и соответствующих	1	1
366	эта связь	1	1
367	от содержания	1	1
368	народа в	1	1
369	для научной	1	1
370	смысле этого	8	1
371	говорит что	1	1
372	себе не	1	1
373	от этого	5	1
374	широко в	2	1
375	которые остаются	1	1
376	бы и	2	1
377	что это	3	1
378	представляет собой	12	1
379	в тех	2	1
380	многое в	1	1
381	в известном	3	1
382	и тот	1	1
383	имеем в	1	1
384	во многих	1	1
385	в ряду	1	1
386	если он	1	1
387	не могла	1	1
388	на позициях	1	1
389	по словам	1	1
390	оно было	1	1
391	он должен	1	1
392	не как	3	1
393	том чтобы	6	1
394	в первом	5	1
395	мы выделяем	1	1
396	свое время	2	1
397	был уже	1	1
398	подобно тому	1	1
399	что ни	1	1
400	что может	3	1
401	так например	6	1
402	или иных	3	1
403	остаются за	1	1
404	в основу	2	1
405	такого же	2	1
406	это конечно	1	1
407	жить в	1	1
408	больше всего	1	1
409	то ни	1	1
410	как они	1	1
411	а затем	1	1
412	главным образом	1	1
413	четыре названия	1	1
414	особенности в	1	1
415	а как	3	1
416	его в	6	1
417	это было	1	1
418	заключается в	4	1
419	с другими	1	1
420	прямо заявляет	1	1
421	более широком	1	1
422	и тем	5	1
423	между отдельными	1	1
424	истории и	4	1
425	на античных	1	1
426	особое отношение	1	1
427	для них	1	1
428	что непосредственно	1	1
429	все равно	1	1
430	как об	9	1
431	случае на	1	1
432	этого не	2	1
433	с тем	6	1
434	эту тему	1	1
435	и уже	3	1
436	несмотря на	2	1
437	значит не	1	1
438	чем в	3	1
439	здесь все	2	1
440	должно быть	2	1
441	и прямо	1	1
442	ряде других	1	1
443	имеют дело	1	1
444	формой самого	1	1
445	со всей	3	1
446	веков в	1	1
447	имен и	1	1
448	этом случае	6	1
449	и при	2	1
450	внимание только	1	1
451	в отношении	2	1
452	с точки	2	1
453	из которой	1	1
454	мысли и	2	1
455	о языке	3	1
456	от его	1	1
457	в трудах	1	1
458	культуры это	1	1
459	свою деятельность	1	1
460	втором случае	1	1
461	к первым	1	1
462	не в	8	1
463	собой что	1	1
464	явления действительности	1	1
465	своего времени	1	1
466	и более	1	1
467	в прошлом	2	1
468	не могли	2	1
469	что этот	1	1
470	для нее	1	1
471	по себе	9	1
472	этой работы	3	1
473	это особенно	1	1
474	в историческом	1	1
475	тому что	2	1
476	значительное место	1	1
477	и истории	2	1
478	них не	1	1
479	с теми	2	1
480	самого начала	1	1
481	правда в	1	1
482	ничего не	2	1
483	ее с	1	1
484	было не	1	1
485	как следует	2	1
486	о них	2	1
487	он мог	3	1
488	их из	1	1
489	никогда не	3	1
490	судя по	1	1
491	а для	1	1
492	характера как	1	1
493	единого целого	1	1
494	под этим	1	1
495	в стороне	1	1
496	войны в	1	1
497	к концу	1	1
498	как она	4	1
499	такие элементы	1	1
500	метода и	1	1
501	тому кто	1	1
502	что русский	1	1
503	находит себе	2	1
504	входят в	1	1
505	уже и	7	1
506	как будто	3	1
507	что на	1	1
508	и названий	1	1
509	одно и	1	1
510	на особую	1	1
511	наконец в	1	1
512	языке и	1	1
513	возрождения и	2	1
514	и дух	1	1
515	отличается от	1	1
516	всего в	1	1
517	с полной	1	1
518	всех отношениях	1	1
519	что оно	2	1
520	области изучения	1	1
521	речь не	1	1
522	в применении	6	1
523	вещей в	1	1
524	нас от	1	1
525	основываясь на	1	1
526	свою очередь	1	1
527	значительной мере	1	1
528	научной работы	3	1
529	не вмещается	1	1
530	в в	3	1
531	с каким	1	1
532	языка и	12	1
533	в собственном	2	1
534	только то	1	1
535	в себя	1	1
536	с самого	1	1
537	они должны	1	1
538	на том	3	1
539	нельзя не	4	1
540	на нее	2	1
541	не с	2	1
542	отсюда и	2	1
543	участия в	1	1
544	отразилась в	1	1
545	она была	2	1
546	том как	1	1
547	имеется в	1	1
548	жизнь и	1	1
549	понятно что	3	1
550	и вообще	3	1
551	с ним	1	1
552	с полным	1	1
553	к древнейшим	1	1
554	другом месте	2	1
555	внимание на	4	1
556	настоящее время	1	1
557	и что	4	1
558	второй половины	3	1
559	человечества в	1	1
560	на отдельные	1	1
561	нем не	1	1
562	которых в	1	1
563	живой интерес	1	1
564	судить о	1	1
565	во втором	2	1
566	чтобы превратить	1	1
567	язык в	1	1
568	вообще и	3	1
569	все время	1	1
570	и об	1	1
571	которой в	2	1
572	вообще в	2	1
573	на те	1	1
574	на почве	5	1
575	и всего	1	1
576	того что	12	1
577	после смерти	1	1
578	быть названа	1	1
579	что здесь	2	1
580	быть и	2	1
581	правом можно	1	1
582	обе эти	2	1
583	полной ясностью	1	1
584	дело с	6	1
585	данные и	1	1
586	что даже	2	1
587	не имеет	4	1
588	и часто	1	1
589	к нашему	1	1
590	и основные	1	1
591	от места	1	1
592	и внутри	1	1
593	в хорошем	1	1
594	каким обычно	1	1
595	себя со	2	1
596	ее от	2	1
597	вопрос об	1	1
598	самое содержание	1	1
599	с одной	4	1
600	в качестве	7	1
601	так что	5	1
602	к какому	2	1
603	и писателей	1	1
604	литературы в	3	1
605	чтобы он	2	1
606	в виде	4	1
607	слова не	1	1
608	и обратно	4	1
609	дает ему	1	1
610	участие в	1	1
611	ни с	2	1
612	следует что	2	1
613	роль и	1	1
614	и художественно	1	1
615	это остается	1	1
616	всяком случае	3	1
617	культура в	1	1
618	ведь это	1	1
619	но что	3	1
620	само по	3	1
621	каждый из	2	1
622	из системы	1	1
623	нее не	1	1
624	и историка	1	1
625	были бы	1	1
626	именно как	3	1
627	точном смысле	1	1
628	и из	1	1
629	а именно	6	1
630	с той	1	1
631	и глубокого	1	1
632	показывает что	1	1
633	писать историю	1	1
634	что не	5	1
635	его из	1	1
636	говорит о	3	1
637	те кто	2	1
638	связано с	1	1
639	превращается в	1	1
640	них и	2	1
641	более того	1	1
642	не на	1	1
643	однако и	1	1
644	литература в	1	1
645	не всегда	1	1
646	его понимать	1	1
647	мира в	1	1
648	ставящая себе	1	1
649	писать о	1	1
650	культуры не	3	1
651	формах и	1	1
652	был он	1	1
653	имея в	1	1
654	так же	3	1
655	и особенно	1	1
656	как это	5	1
657	в строгом	3	1
658	и понимать	3	1
659	из которых	2	1
660	не могут	5	1
661	именно для	1	1
662	строгом смысле	3	1
663	к самой	2	1
664	применении к	6	1
665	областей культуры	3	1
666	по содержанию	2	1
667	тому как	1	1
668	первом случае	2	1
669	да и	4	1
670	с рядом	1	1
671	дело здесь	1	1
672	материал для	3	1
673	в свое	2	1
674	наконец с	1	1
675	что между	1	1
676	места и	1	1
677	ко времени	2	1
678	как предмет	1	1
679	это выражение	1	1
680	ведь и	1	1
681	но для	1	1
682	свою роль	1	1
683	нисколько не	3	1
684	тех или	3	1
685	это уже	1	1
686	в точном	1	1
687	или в	1	1
688	имеет дело	5	1
689	в результате	3	1
690	о котором	8	1
691	это как	1	1
692	в настоящее	1	1
693	работы над	6	1
694	но также	14	1
695	моментом в	1	1
696	это может	2	1
697	как явление	1	1
698	ни к	2	1
699	на языке	2	1
700	будто бы	2	1
701	ни было	1	1
702	же в	1	1
703	г и	1	1
704	на части	1	1
705	французский язык	1	1
706	себе и	2	1
707	поскольку это	1	1
708	с ними	1	1
709	в свою	1	1
710	другой стороны	5	1
711	существенное в	1	1
712	не что	4	1
713	культуры в	5	1
714	время не	1	1
715	известных условиях	1	1
716	она отразилась	1	1
717	заметить что	1	1
718	также не	1	1
719	ее в	1	1
720	как на	11	1
721	во всяком	3	1
722	гораздо более	3	1
