N	2gram	Potebnia_M_2	Vladivir
101	с другой	6	5
102	что он	4	5
103	только на	1	5
104	в одном	6	5
105	не говорит	1	5
106	не было	6	5
107	между прочим	4	5
108	в самом	4	4
109	то же	12	4
110	что если	6	4
111	и о	1	4
112	вопрос о	2	4
113	но даже	3	4
114	еще не	4	4
115	но не	12	4
116	все же	5	4
117	но в	4	4
118	бы и	1	4
119	на то	5	4
120	оно должно	3	4
121	было бы	13	4
122	чем в	1	4
123	такой же	4	4
124	в котором	4	4
125	тому что	2	4
126	не имеет	6	4
127	или как	1	4
128	в каком	3	4
129	только при	1	4
130	то время	4	4
131	не с	3	4
132	мог бы	3	4
133	никак не	1	4
134	утверждает что	1	4
135	по мнению	1	4
136	если мы	3	4
137	при помощи	1	4
138	от того	5	4
139	а с	2	4
140	и все	3	4
141	как это	2	4
142	если оно	1	4
143	в течение	1	4
144	указать на	1	4
145	мы должны	2	4
146	есть и	1	4
147	точно так	9	4
148	на самом	2	3
149	которое в	1	3
150	здесь не	1	3
151	бы то	1	3
152	в чем	7	3
153	заметим что	1	3
154	не все	2	3
155	отличие от	1	3
156	себе отчет	1	3
157	за пределы	2	3
158	независимо от	9	3
159	перед нами	1	3
160	и у	3	3
161	уже в	5	3
162	из этих	4	3
163	с их	1	3
164	в нем	9	3
165	при этом	13	3
166	раз навсегда	1	3
167	но все	2	3
168	то ни	1	3
169	том случае	1	3
170	это было	2	3
171	это не	3	3
172	этом смысле	2	3
173	не прямо	1	3
174	далеко не	3	3
175	этого не	2	3
176	не столько	2	3
177	в отличие	1	3
178	не в	13	3
179	что есть	2	3
180	того чтобы	2	3
181	он мог	1	3
182	и притом	3	3
183	всякого рода	1	3
184	все то	1	3
185	отличается от	1	3
186	оно не	3	3
187	него как	1	3
188	с каким	2	3
189	если бы	11	3
190	и вообще	3	3
191	находится в	3	3
192	к нему	1	3
193	что здесь	1	3
194	плане но	1	3
195	как нечто	1	3
196	и тем	3	3
197	с одной	4	3
198	ни с	2	3
199	мы знаем	2	3
200	не так	3	3
201	всяком случае	7	3
202	само по	2	3
203	и только	6	3
204	человека и	3	3
205	именно в	1	3
206	в связи	2	3
207	как именно	2	3
208	мы видели	1	3
209	одной стороны	3	3
210	как бы	9	3
211	но для	1	3
212	и для	3	3
213	нельзя сказать	1	3
214	собственно говоря	1	3
215	или не	5	3
216	же в	5	3
217	только о	1	3
218	ее в	1	3
219	как на	3	3
220	в таком	4	3
221	во всяком	7	3
222	в этот	1	2
223	сам по	4	2
224	не имел	1	2
225	не иначе	1	2
226	не имеют	2	2
227	должна быть	1	2
228	с таким	3	2
229	и за	1	2
230	есть не	5	2
231	и само	1	2
232	мы не	11	2
233	время как	4	2
234	мы и	1	2
235	при таких	3	2
236	без которой	2	2
237	быть в	1	2
238	что его	3	2
239	но тогда	1	2
240	морская волна	1	2
241	а тем	1	2
242	могло быть	1	2
243	но как	1	2
244	сам собою	1	2
245	в сторону	1	2
246	а и	5	2
247	себе и	1	2
248	этого последнего	3	2
249	которые не	3	2
250	общего с	2	2
251	с этим	7	2
252	что касается	1	2
253	и наконец	1	2
254	от этого	1	2
255	о различии	1	2
256	только то	1	2
257	в которой	5	2
258	ни по	2	2
259	в целом	3	2
260	в нашем	2	2
261	остановиться на	1	2
262	иначе и	1	2
263	но на	2	2
264	дальше и	1	2
265	что она	3	2
266	а скорее	2	2
267	и еще	1	2
268	как с	1	2
269	же это	1	2
270	если они	1	2
271	не к	1	2
272	не как	3	2
273	и по	2	2
274	случае если	1	2
275	одно и	2	2
276	же не	1	2
277	в другом	2	2
278	отчет в	1	2
279	в жизни	2	2
280	о которых	3	2
281	таком случае	2	2
282	в этих	3	2
283	к тем	1	2
284	имеет ничего	1	2
285	можно найти	1	2
286	ли можно	1	2
287	в их	1	2
288	все и	1	2
289	знаем что	1	2
290	признаков но	1	2
291	выше мы	1	2
292	не понимает	1	2
293	и более	1	2
294	тем самым	4	2
295	есть прежде	2	2
296	на него	3	2
297	но что	2	2
298	которые были	1	2
299	но только	2	2
300	найти в	1	2
301	и всегда	1	2
302	же время	2	2
303	ровно ничего	1	2
304	по своей	1	2
305	связи с	6	2
306	что на	3	2
307	точке зрения	2	2
308	не могут	7	2
309	можно думать	2	2
310	и вполне	1	2
311	сравнении с	2	2
312	бы это	1	2
313	он никогда	1	2
314	во многом	1	2
315	и всякого	1	2
316	и вся	1	2
317	это вполне	1	2
318	но мы	3	2
319	что каждый	1	2
320	его в	3	2
321	эта сила	1	2
322	бы в	2	2
323	я вижу	1	2
324	но с	1	2
325	в какой	2	2
326	что а	1	2
327	и так	1	2
328	который в	1	2
329	в обществе	2	2
330	мы будем	1	2
331	не можем	6	2
332	то и	9	2
333	в нашей	2	2
334	а то	2	2
335	из них	5	2
336	себе в	3	2
337	могло бы	1	2
338	мы находим	2	2
339	не о	1	2
340	друг друга	2	2
341	только с	1	2
342	заметить что	6	2
343	и вместе	4	2
344	для того	5	2
345	со стороны	3	2
346	которых мы	3	2
347	не на	2	2
348	и психологии	1	2
349	человек есть	1	2
350	понятие о	1	2
351	что мы	11	2
352	как не	3	2
353	к своему	1	2
354	а если	1	2
355	стороны и	1	2
356	с этой	1	2
357	как например	3	2
358	это последнее	4	2
359	в одно	8	2
360	в с	1	2
361	то не	3	2
362	но когда	1	2
363	и ни	1	2
364	бы если	1	2
365	только что	3	2
366	все они	1	2
367	на более	2	2
368	мы мыслим	1	2
369	бы на	1	2
370	другой стороны	2	2
371	того же	14	2
372	в сравнении	2	2
373	с его	2	2
374	же и	1	2
375	об этих	1	2
376	но еще	1	2
377	ни на	1	2
378	к этому	2	2
379	я и	1	1
380	а между	4	1
381	скажет что	1	1
382	могут и	1	1
383	также что	2	1
384	например в	3	1
385	чтобы не	1	1
386	не делает	1	1
387	значении этого	1	1
388	только потому	2	1
389	тех же	1	1
390	и есть	2	1
391	что слово	2	1
392	бы очень	1	1
393	от той	1	1
394	от всяких	1	1
395	которыми он	1	1
396	из всех	1	1
397	для своего	1	1
398	почему бы	1	1
399	которую мы	1	1
400	говоря и	1	1
401	на такие	2	1
402	движение в	1	1
403	что многие	2	1
404	есть нечто	3	1
405	только это	1	1
406	но она	3	1
407	принадлежит к	1	1
408	которое не	1	1
409	для нашей	1	1
410	и образуют	1	1
411	себе что	1	1
412	и совсем	1	1
413	и самого	1	1
414	во всех	7	1
415	сознания а	1	1
416	без которого	1	1
417	то мы	2	1
418	одно мгновение	1	1
419	мысли если	1	1
420	если в	3	1
421	в общем	2	1
422	очевидно что	3	1
423	существование в	1	1
424	несколько более	1	1
425	же раз	1	1
426	и чем	1	1
427	что они	5	1
428	сама по	2	1
429	один и	1	1
430	относится к	3	1
431	или временем	1	1
432	нашего сознания	1	1
433	как в	10	1
434	с чисто	1	1
435	за этим	1	1
436	у своих	1	1
437	систему как	1	1
438	что по	1	1
439	один ряд	1	1
440	духа и	1	1
441	знаю что	1	1
442	себе не	4	1
443	это определение	2	1
444	и свою	1	1
445	ясно и	1	1
446	к чему	1	1
447	бы с	1	1
448	он в	1	1
449	бы не	5	1
450	которые в	1	1
451	думать что	3	1
452	в известном	1	1
453	как он	4	1
454	первой по	1	1
455	человек не	1	1
456	так сказать	4	1
457	сказать в	2	1
458	и легко	1	1
459	о которой	3	1
460	зависит не	1	1
461	перестает быть	2	1
462	одно целое	4	1
463	к одному	1	1
464	их в	2	1
465	на земле	1	1
466	его от	1	1
467	что ни	2	1
468	различие между	1	1
469	смысле как	2	1
470	такого же	2	1
471	а вместе	4	1
472	не за	1	1
473	распадается на	1	1
474	его не	3	1
475	все признаки	3	1
476	на все	3	1
477	лишь в	1	1
478	на каком	1	1
479	заключается в	1	1
480	образом если	1	1
481	искусство не	1	1
482	но их	1	1
483	и истина	1	1
484	поэтому можно	1	1
485	нечто общее	3	1
486	само собою	2	1
487	в них	5	1
488	рядом с	3	1
489	нетрудно заметить	1	1
490	не всегда	1	1
491	во внимание	1	1
492	жизни но	1	1
493	оно имеет	1	1
494	нашего внутреннего	1	1
495	и прямо	1	1
496	остаться на	2	1
497	во время	4	1
498	от своего	1	1
499	и при	3	1
500	и их	5	1
501	в такой	1	1
502	и без	1	1
503	представить себе	1	1
504	прийти к	1	1
505	место в	4	1
506	в которых	1	1
507	не исчерпывается	1	1
508	оно стало	1	1
509	должны были	1	1
510	природы но	1	1
511	мир и	1	1
512	но эта	1	1
513	не будем	1	1
514	самое время	1	1
515	но он	2	1
516	друг другу	1	1
517	своих признаков	1	1
518	есть именно	1	1
519	важную роль	1	1
520	только те	1	1
521	ни было	3	1
522	возможно только	1	1
523	том же	1	1
524	того кто	3	1
525	или если	2	1
526	случае мы	1	1
527	сам он	1	1
528	нашем сознании	1	1
529	виду что	1	1
530	находит что	1	1
531	с которой	1	1
532	хотя это	1	1
533	что с	2	1
534	с теми	2	1
535	и другое	4	1
536	самого начала	2	1
537	на источник	1	1
538	одна из	4	1
539	чтобы в	1	1
540	на себе	1	1
541	к этим	1	1
542	но вместе	2	1
543	и имеет	1	1
544	какой бы	1	1
545	человека сначала	1	1
546	полнота и	1	1
547	до своего	1	1
548	ему делать	1	1
549	того как	7	1
550	и весь	2	1
551	если считать	1	1
552	а тогда	2	1
553	и чувства	2	1
554	это слово	1	1
555	его собственное	2	1
556	течение самого	1	1
557	в процессе	1	1
558	всякий кто	1	1
559	до того	1	1
560	внутреннюю форму	3	1
561	доказать что	1	1
562	раз как	1	1
563	быть много	1	1
564	которая по	1	1
565	к отдельным	1	1
566	то а	1	1
567	очень часто	1	1
568	начиная с	1	1
569	конец его	1	1
570	когда мы	2	1
571	взятое в	1	1
572	и здоровое	1	1
573	и такие	1	1
574	словесном выражении	1	1
575	так а	1	1
576	его за	1	1
577	скорее в	1	1
578	бы он	1	1
579	делает невозможным	1	1
580	указывает на	2	1
581	отсюда вытекает	2	1
582	что при	1	1
583	которые мы	3	1
584	под формою	1	1
585	дать себе	2	1
586	мыслимо только	1	1
587	каждому из	2	1
588	есть чувство	1	1
589	без всякого	1	1
590	в ее	1	1
591	третье а	1	1
592	только не	1	1
593	нет никакой	1	1
594	второго лица	1	1
595	в себя	2	1
596	такой взгляд	1	1
597	с самого	2	1
598	так в	4	1
599	вопрос что	1	1
600	слова а	3	1
601	и сам	1	1
602	только три	1	1
603	наконец то	1	1
604	те же	3	1
605	и которые	1	1
606	мы только	1	1
607	что первобытный	1	1
608	так называемую	1	1
609	том как	3	1
610	наше внимание	1	1
611	не имели	1	1
612	а еще	1	1
613	разумеется что	1	1
614	на самые	1	1
615	стремление к	2	1
616	другой не	1	1
617	на ряд	1	1
618	образ или	1	1
619	каждый раз	1	1
620	то они	1	1
621	в самой	3	1
622	на вопрос	3	1
623	и поэтому	2	1
624	внимание на	2	1
625	язык и	1	1
626	самого незначительного	1	1
627	одного из	1	1
628	на что	1	1
629	и просто	1	1
630	можно сказать	1	1
631	самому себе	1	1
632	развития не	1	1
633	известно из	1	1
634	к истине	1	1
635	все в	1	1
636	и были	1	1
637	не могло	1	1
638	которой мы	2	1
639	и во	3	1
640	а потому	5	1
641	мы ни	1	1
642	в глазах	1	1
643	вслед за	3	1
644	вообще и	2	1
645	даже для	1	1
646	и следовательно	2	1
647	с а	4	1
648	если это	2	1
649	может иметь	1	1
650	же можно	1	1
651	тех пор	1	1
652	один из	2	1
653	что только	2	1
654	мы видим	2	1
655	недостаточно одного	1	1
656	то прежде	1	1
657	что одно	1	1
658	по времени	3	1
659	бы его	1	1
660	это стремление	1	1
661	для нее	2	1
662	их не	1	1
663	на одно	1	1
664	ясности в	1	1
665	не то	2	1
666	менее и	1	1
667	самом деле	2	1
668	времени когда	1	1
669	конечно не	1	1
670	этом что	1	1
671	нас истины	1	1
672	а это	2	1
673	не дает	2	1
674	в душе	23	1
675	и других	2	1
676	но которое	1	1
677	человека на	1	1
678	только их	1	1
679	не находит	1	1
680	не для	1	1
681	притом не	1	1
682	на их	1	1
683	указание на	2	1
684	никакого намека	1	1
685	это будет	3	1
686	таком виде	1	1
687	и др	1	1
688	другого и	1	1
689	говорим о	1	1
690	до сих	4	1
691	влияние на	4	1
692	бы несколько	2	1
693	однако что	1	1
694	что человек	1	1
695	по своим	1	1
696	к которому	2	1
697	есть непосредственное	1	1
698	и прежде	1	1
699	есть представление	1	1
700	не тождественно	1	1
701	во второй	1	1
702	такое же	2	1
703	в природе	5	1
704	всякого человека	1	1
705	души и	4	1
706	себя и	2	1
707	что для	3	1
708	от другого	3	1
709	вопрос почему	1	1
710	к человеку	1	1
711	в некоторых	4	1
712	бы для	1	1
713	в рассуждениях	1	1
714	и непосредственно	1	1
715	именно так	1	1
716	если этот	1	1
717	есть отношение	1	1
718	без которых	1	1
719	всего нам	1	1
720	только от	3	1
721	это самое	2	1
722	что из	1	1
723	было в	2	1
724	уже давно	1	1
725	говорит нам	1	1
726	с какою	1	1
727	можно будет	1	1
728	сделать его	2	1
729	многие и	1	1
730	мы говорим	3	1
731	было для	2	1
732	его на	2	1
733	п а	1	1
734	не сразу	2	1
735	в человеке	4	1
736	тех и	1	1
737	не знал	1	1
738	мы считаем	1	1
739	она есть	2	1
740	в последнем	1	1
741	которой как	1	1
742	для человека	1	1
743	в первой	1	1
744	то к	2	1
745	ли эта	1	1
746	кто такой	1	1
747	не всем	2	1
748	в состоянии	6	1
749	том смысле	4	1
750	нам еще	1	1
751	этого слова	6	1
752	внешнего мира	4	1
753	слова и	3	1
754	этом случае	1	1
755	сих пор	4	1
756	как предмет	1	1
757	но так	1	1
758	только для	5	1
759	заставляет нас	1	1
760	все это	2	1
761	ничего кроме	1	1
762	от нас	1	1
763	должны быть	4	1
764	так ясно	1	1
765	вне его	1	1
766	в более	1	1
767	бы сам	1	1
768	необходимость его	1	1
769	имеют для	2	1
770	тождественно с	2	1
771	и представления	1	1
772	между ними	2	1
773	чтобы понять	1	1
774	тот кто	1	1
775	а к	2	1
776	души в	2	1
777	три основные	1	1
778	основанное на	1	1
779	они имеют	2	1
780	и предметом	1	1
781	есть уже	1	1
782	отношении к	2	1
783	даже при	2	1
784	к самому	1	1
785	и сила	1	1
786	нами не	2	1
787	нам не	2	1
788	и начинается	1	1
789	может и	1	1
790	в свою	6	1
791	это вообще	1	1
792	только как	6	1
793	состоит из	1	1
794	они были	1	1
795	природе то	1	1
796	это легко	1	1
797	него то	1	1
798	сказали бы	1	1
799	для нашего	1	1
800	легко заметить	1	1
801	были и	2	1
802	в трех	1	1
803	сила и	1	1
804	в заключение	1	1
805	в действительности	2	1
806	если она	1	1
807	человек еще	1	1
808	жизни и	1	1
809	но эти	2	1
810	человека к	1	1
811	того времени	1	1
812	то оно	1	1
813	по поводу	6	1
814	который не	1	1
815	все что	3	1
816	этой точки	1	1
817	они не	4	1
