N	2gram	Tiupa_Narr_1	EvropaiC
263	нам всегда	1	2
264	в основе	5	2
265	с ними	1	2
266	одной стороны	7	2
267	на первый	2	2
268	одна из	3	2
269	в котором	1	2
270	точку зрения	4	2
271	из нее	1	2
272	ни было	3	2
273	не от	2	2
274	или нескольких	1	2
275	образом и	1	2
276	в процессе	1	2
277	она не	2	2
278	также и	1	2
279	культуры он	1	2
280	на этом	1	2
281	возможно лишь	1	2
282	двух или	1	2
283	все без	1	2
284	одну из	2	2
285	в частности	14	2
286	если же	1	2
287	и до	2	2
288	и где	1	2
289	в которых	1	2
290	в глазах	1	2
291	было бы	4	2
292	и уже	1	2
293	в самой	1	2
294	всех прочих	1	2
295	с ее	3	2
296	отличные от	1	2
297	этих двух	1	2
298	в виду	1	2
299	в общей	2	2
300	совершенно иной	2	2
301	том чтобы	1	2
302	них в	1	2
303	во втором	4	2
304	что каждый	1	1
305	приходится искать	1	1
306	что ей	1	1
307	на разных	1	1
308	не могла	1	1
309	в чистом	1	1
310	зрения настоящего	1	1
311	люди что	2	1
312	или может	1	1
313	приводит к	2	1
314	всегда в	1	1
315	в значительной	2	1
316	на его	1	1
317	к их	1	1
318	взгляда на	1	1
319	когда же	1	1
320	все те	4	1
321	и самого	3	1
322	по происхождению	1	1
323	является причиной	1	1
324	это все	2	1
325	входит в	1	1
326	от всех	2	1
327	жизни в	3	1
328	однако эти	1	1
329	рассказ о	1	1
330	с нею	1	1
331	на всем	1	1
332	другой но	1	1
333	и оно	1	1
334	искать в	1	1
335	ни одна	1	1
336	на природу	1	1
337	с не	1	1
338	жизни с	1	1
339	однако он	1	1
340	если в	3	1
341	этом последнем	1	1
342	оно существует	1	1
343	только когда	1	1
344	т.д в	1	1
345	можно но	1	1
346	к этим	1	1
347	есть нечто	1	1
348	нашу мысль	1	1
349	здесь не	4	1
350	и со	1	1
351	крайней мере	1	1
352	в равной	1	1
353	отдельных элементов	1	1
354	а то	1	1
355	но еще	1	1
356	себя с	1	1
357	зато в	1	1
358	зависит от	2	1
359	должен не	1	1
360	бы он	1	1
361	числе и	4	1
362	известно в	1	1
363	к концу	1	1
364	не по	1	1
365	мы воспринимаем	1	1
366	строго говоря	1	1
367	из двух	3	1
368	всех кто	1	1
369	к которому	2	1
370	иное как	2	1
371	идет об	1	1
372	мы не	1	1
373	выводов и	1	1
374	бы не	2	1
375	с другими	1	1
376	нами два	1	1
377	по родине	1	1
378	а на	1	1
379	о возможности	1	1
380	нем не	1	1
381	наряду с	2	1
382	точке зрения	1	1
383	есть всегда	2	1
384	ли это	1	1
385	а над	1	1
386	начиная с	1	1
387	иметь в	1	1
388	в принципе	4	1
389	он сам	2	1
390	смертью в	1	1
391	обстоит дело	1	1
392	не мог	4	1
393	время в	2	1
394	есть не	1	1
395	а именно	3	1
396	частями этого	1	1
397	первый взгляд	2	1
398	к жизни	1	1
399	и сама	1	1
400	зрения на	2	1
401	здесь мы	1	1
402	и перед	1	1
403	например в	2	1
404	или социальной	1	1
405	в разные	1	1
406	внимание что	1	1
407	во всей	2	1
408	и третий	1	1
409	свидетельствует о	1	1
410	о своей	2	1
411	отношения к	2	1
412	на путь	1	1
413	своей особой	1	1
414	быть не	1	1
415	что слова	1	1
416	что ни	1	1
417	в нашей	1	1
418	субъекта при	1	1
419	нет и	2	1
420	именно с	1	1
421	в общую	1	1
422	и главное	1	1
423	к своему	1	1
424	что общая	1	1
425	культурной продуктивности	1	1
426	и даже	3	1
427	лучше сказать	1	1
428	этом и	1	1
429	с которыми	1	1
430	все их	2	1
431	различие между	2	1
432	в данный	1	1
433	не происходит	1	1
434	произведения в	1	1
435	в историю	1	1
436	две стороны	1	1
437	что этот	1	1
438	не имеет	2	1
439	в современной	1	1
440	а как	1	1
441	он может	1	1
442	как в	7	1
443	свою силу	1	1
444	но он	1	1
445	они и	1	1
446	больше всего	1	1
447	некоторые из	1	1
448	и его	5	1
449	это и	3	1
450	частью в	1	1
451	возможна лишь	1	1
452	к его	1	1
453	у всех	1	1
454	именно как	1	1
455	в прошлом	3	1
456	а за	1	1
457	данного произведения	1	1
458	без которого	1	1
459	на одном	1	1
460	от начала	1	1
461	чистом виде	1	1
462	следует признать	2	1
463	пока еще	4	1
464	мире не	1	1
465	связаны с	1	1
466	принадлежат к	1	1
467	не отличается	2	1
468	дело в	1	1
469	благодаря этому	1	1
470	к ней	1	1
471	людьми и	1	1
472	о ее	1	1
473	да и	4	1
474	еще одной	1	1
475	когда она	1	1
476	всем миром	1	1
477	сказать что	4	1
478	в культуре	2	1
479	один из	3	1
480	их на	1	1
481	отрешиться от	1	1
482	за пределами	1	1
483	сливаются в	1	1
484	тот или	1	1
485	ничего не	2	1
486	мыслится как	1	1
487	тем что	3	1
488	в первом	3	1
489	всю свою	1	1
490	на историю	1	1
491	на них	1	1
492	от самого	1	1
493	не противоречит	1	1
494	элементы в	1	1
495	уже не	5	1
496	связей между	1	1
497	это было	1	1
498	со стороны	9	1
499	с соответствующими	1	1
500	а во-вторых	1	1
501	позиции и	2	1
502	как от	1	1
503	для своей	2	1
504	и тем	4	1
505	всего предшествующего	1	1
506	что похоже	1	1
507	скажем с	1	1
508	по крайней	1	1
509	без исключения	2	1
510	жизни постоянно	1	1
511	из его	1	1
512	будто бы	3	1
513	только благодаря	1	1
514	если все	1	1
515	могут быть	3	1
516	или ином	2	1
517	что именно	2	1
518	перед глазами	1	1
519	производит впечатление	1	1
520	живет своей	1	1
521	приходит к	2	1
522	ему что	1	1
523	приобщением к	1	1
524	для себя	1	1
525	состоит именно	2	1
526	в религиозном	1	1
527	не являются	2	1
528	в область	2	1
529	им постоянно	1	1
530	более что	1	1
531	раз когда	1	1
532	имя которого	2	1
533	в качестве	21	1
534	роль в	2	1
535	как быть	1	1
536	показаться что	1	1
537	их в	1	1
538	человек с	1	1
539	нет ничего	1	1
540	и как	5	1
541	не случайно	2	1
542	в различных	1	1
543	отказываться от	1	1
544	с его	6	1
545	том числе	6	1
546	может порвать	1	1
547	однако ни	1	1
548	к одному	1	1
549	однако в	2	1
550	в развитии	1	1
551	по терминологии	2	1
552	в состав	1	1
553	и развития	1	1
554	и вторичные	1	1
555	делает его	1	1
556	может показаться	1	1
557	всего в	1	1
558	и всю	1	1
559	этом не	1	1
560	а не	12	1
561	с такой	1	1
562	бы все	1	1
563	а может	1	1
564	все та	2	1
565	уже более	1	1
566	и пр	1	1
567	друга в	1	1
568	идет по	2	1
569	на себя	3	1
570	оно может	2	1
571	процессов и	1	1
572	одному из	1	1
573	точно так	2	1
574	уже в	3	1
575	мира в	5	1
576	в памяти	2	1
577	не быть	1	1
578	или иной	5	1
579	перед нами	4	1
580	как же	1	1
581	поэтому и	1	1
582	от элементов	1	1
583	состоит в	13	1
584	не требует	1	1
585	чтобы заставить	1	1
586	совсем не	1	1
587	но именно	1	1
588	вытекает из	1	1
589	том или	2	1
590	и эта	1	1
591	единое целое	1	1
592	а если	2	1
593	мысль о	1	1
594	как о	1	1
595	общения с	1	1
596	же самое	1	1
597	детстве и	4	1
598	а от	1	1
599	он и	1	1
600	и другого	1	1
601	из перечисленных	1	1
602	и кажется	1	1
