N	2gram	Potebnia_M_4	Problemy
230	и слова	2	2
231	и как	2	2
232	не было	12	2
233	его к	2	2
234	увидим что	1	2
235	себе как	1	2
236	бы и	5	2
237	бы не	3	2
238	так в	3	2
239	но на	1	2
240	бы ни	2	2
241	время и	1	2
242	должна быть	1	2
243	на том	2	2
244	оно должно	1	2
245	свое время	1	2
246	и по	3	2
247	но все	1	2
248	об этом	2	2
249	есть конечно	1	2
250	на все	1	2
251	лишь в	3	2
252	хотя бы	4	2
253	от одного	3	2
254	ко второму	2	2
255	может стать	1	2
256	он есть	1	2
257	и тем	4	2
258	этом мы	2	2
259	все равно	3	2
260	строгом смысле	1	2
261	и прямо	1	2
262	что такое	7	2
263	в которых	3	2
264	мысли и	7	2
265	могло бы	1	2
266	и другого	1	2
267	не менее	5	2
268	одном из	2	2
269	которые в	1	2
270	всего его	1	2
271	словом то	1	2
272	речь и	1	2
273	того как	6	2
274	слово по	1	2
275	не могло	1	2
276	следовательно и	1	2
277	того и	1	2
278	ничего не	1	2
279	к ней	2	2
280	отношении к	1	2
281	этих случаях	2	2
282	и мысли	2	2
283	еще довольно	1	2
284	то и	4	2
285	для другого	1	2
286	если только	1	2
287	у нас	2	2
288	языка в	2	2
289	могут быть	7	2
290	раз эти	1	2
291	к тому	3	2
292	той или	1	2
293	указывает на	2	2
294	предмет в	1	2
295	без всякого	1	2
296	языка и	3	2
297	представим себе	1	2
298	в произведении	1	2
299	и совершенно	1	2
300	в другом	1	2
301	можно было	2	2
302	те же	3	2
303	времени и	1	2
304	в которые	1	2
305	из одного	3	2
306	с ним	5	2
307	как выражение	1	2
308	все в	2	2
309	лишь как	1	2
310	которого оно	1	2
311	между тем	9	2
312	от них	1	2
313	тем как	2	2
314	в языке	16	2
315	здесь в	1	2
316	и следовательно	3	2
317	и всякое	1	2
318	но с	1	2
319	к различным	1	2
320	этот вопрос	3	2
321	явления в	1	2
322	пор не	3	2
323	и так	3	2
324	же он	1	2
325	так что	5	2
326	с нею	3	2
327	есть я	1	2
328	и они	2	2
329	в поэзии	3	2
330	же явления	1	2
331	слова не	3	2
332	слово но	1	2
333	для него	5	2
334	в известной	1	2
335	сами по	2	2
336	а в	5	2
337	каждого слова	1	2
338	в других	2	2
339	к самому	1	2
340	и старается	1	2
341	мне и	1	2
342	влияние на	2	2
343	только к	1	2
344	предмет и	1	2
345	на этот	2	2
346	пожалуй и	1	2
347	его как	1	2
348	в руках	1	2
349	что так	2	2
350	там где	3	2
351	слова что	1	2
352	что мы	10	2
353	в одно	1	2
354	слова от	2	2
355	вместе с	6	2
356	со словом	3	2
357	в данном	4	2
358	если оно	2	2
359	которому оно	1	2
360	в первой	1	2
361	слов в	4	2
362	для понимания	2	2
363	этого слова	7	2
364	то будет	1	2
365	оно и	1	2
366	сознания и	1	2
367	о котором	1	2
368	и важно	1	2
369	для нас	14	2
370	слов с	1	2
371	его жизнь	1	2
372	есть уже	4	2
373	здесь только	1	2
374	есть от	2	2
375	сказать что	8	2
376	есть и	2	2
377	в свое	1	2
378	самосознания и	1	2
379	к другим	2	2
380	как слово	1	2
381	во сне	2	2
382	значение в	1	2
383	во всяком	5	2
384	все что	2	2
385	относится и	1	1
386	предполагает что	1	1
387	которой она	1	1
388	и то	5	1
389	сам язык	1	1
390	на самом	3	1
391	он может	1	1
392	этого последнего	2	1
393	к своей	1	1
394	выражения как	2	1
395	смотрит на	1	1
396	и есть	3	1
397	мысли вся	1	1
398	его прямом	1	1
399	в несколько	1	1
400	или наоборот	1	1
401	это совершенно	1	1
402	нуждаются в	1	1
403	входит в	1	1
404	не во	1	1
405	уже более	1	1
406	к новой	1	1
407	на себе	3	1
408	не вполне	2	1
409	слова например	2	1
410	от друга	1	1
411	в некотором	1	1
412	ступени ее	1	1
413	почти на	1	1
414	в каждой	1	1
415	это время	1	1
416	собою и	2	1
417	в ней	2	1
418	в xix	1	1
419	и сами	2	1
420	себя а	1	1
421	в последних	1	1
422	от себя	1	1
423	в нашем	2	1
424	то мы	3	1
425	различия между	1	1
426	могло быть	1	1
427	но как	1	1
428	себе он	1	1
429	же она	1	1
430	эта особенность	1	1
431	это последнее	4	1
432	в новом	1	1
433	прозы в	1	1
434	друг от	1	1
435	и лучше	1	1
436	и речи	1	1
437	один и	5	1
438	в собственном	1	1
439	для создания	3	1
440	что как	4	1
441	внутренняя жизнь	1	1
442	что совершается	1	1
443	однако не	1	1
444	могли бы	4	1
445	нет слово	1	1
446	и художественного	1	1
447	духа и	2	1
448	последнее может	1	1
449	стороны мы	1	1
450	та же	1	1
451	что это	7	1
452	сказать о	1	1
453	так или	2	1
454	есть для	5	1
455	самое это	1	1
456	еще один	1	1
457	и отношения	1	1
458	сюда относятся	1	1
459	иначе и	1	1
460	во многих	2	1
461	в наших	2	1
462	слово это	1	1
463	и если	3	1
464	на его	3	1
465	что она	2	1
466	в ее	2	1
467	есть одна	2	1
468	человек не	2	1
469	что же?	1	1
470	они в	1	1
471	формы но	1	1
472	и еще	1	1
473	эта последняя	2	1
474	отношений между	2	1
475	в силу	7	1
476	в первом	3	1
477	в степени	1	1
478	что у	3	1
479	одном направлении	1	1
480	хотя все	1	1
481	есть определенный	1	1
482	такова например	1	1
483	чтобы их	1	1
484	от нее	1	1
485	здесь мы	2	1
486	что все	4	1
487	это сопоставление	1	1
488	на всю	1	1
489	форма есть	2	1
490	а по	1	1
491	его в	4	1
492	для нее	1	1
493	который и	1	1
494	деле в	1	1
495	и мы	5	1
496	если такая	1	1
497	этот человек	1	1
498	в них	3	1
499	на которую	1	1
500	она и	2	1
501	жизни то	1	1
502	не всегда	3	1
503	из слов	1	1
504	здесь можно	1	1
505	слова причем	1	1
506	значит не	1	1
507	только указывает	1	1
508	очень сложное	1	1
509	чем в	2	1
510	на одну	1	1
511	обратимся к	1	1
512	и тогда	1	1
513	убедиться что	1	1
514	по той	1	1
515	который как	1	1
516	она берет	1	1
517	можно ответить	1	1
518	можно только	2	1
519	во время	2	1
520	бы на	1	1
521	что если	6	1
522	во второй	1	1
523	от своего	1	1
524	при изучении	1	1
525	благодаря этому	1	1
526	случаев вовсе	1	1
527	мы замечаем	1	1
528	в такой	1	1
529	сам и	1	1
530	живет только	1	1
531	одним и	1	1
532	уже здесь	2	1
533	мы в	3	1
534	следовательно происходит	1	1
535	что до	2	1
536	оно живет	2	1
537	принимают в	1	1
538	но эта	2	1
539	друг другу	1	1
540	в прямом	1	1
541	тем самым	4	1
542	словах в	1	1
543	возможно только	3	1
544	даже в	2	1
545	здесь следовательно	1	1
546	тому что	2	1
547	получают значение	1	1
548	но они	1	1
549	или что	2	1
550	виду что	2	1
551	самого начала	2	1
552	мысли в	2	1
553	дело не	2	1
554	сделать и	1	1
555	тогда когда	8	1
556	что их	1	1
557	и притом	2	1
558	к этим	1	1
559	весь этот	1	1
560	его собственного	1	1
561	достигается в	1	1
562	и имеет	1	1
563	в самых	1	1
564	иметь в	2	1
565	во всякой	1	1
566	значение этого	2	1
567	человека если	1	1
568	как во	1	1
569	слова так	1	1
570	и без	2	1
571	действительности но	1	1
572	нее нет	1	1
573	в другую	1	1
574	его можно	1	1
575	связи с	3	1
576	и сама	2	1
577	мы бы	2	1
578	в более	2	1
579	в сознании	4	1
580	что речь	1	1
581	из истории	1	1
582	только с	1	1
583	как будто	1	1
584	что на	2	1
585	в области	2	1
586	смысле к	1	1
587	настоящего времени	2	1
588	такие же	5	1
589	это два	1	1
590	начиная с	1	1
591	да рядом	1	1
592	мы найдем	1	1
593	когда мы	6	1
594	относится ко	1	1
595	смысле все	1	1
596	лежит в	1	1
597	человека в	2	1
598	я сам	1	1
599	указание на	1	1
600	нет мы	1	1
601	мере того	4	1
602	должны быть	3	1
603	одну и	1	1
604	значительной степени	2	1
605	и другим	3	1
606	другое слово	1	1
607	его с	1	1
608	бы он	1	1
609	они и	1	1
610	есть чем	1	1
611	или поздно	2	1
612	что при	1	1
613	но сама	2	1
614	правда не	1	1
615	и поэтому	1	1
616	слов но	2	1
617	и самое	1	1
618	им в	1	1
619	того чтобы	4	1
620	как не	1	1
621	как один	1	1
622	данном случае	2	1
623	будет сказать	1	1
624	с самого	1	1
625	лучше сказать	1	1
626	роль в	1	1
627	нет да	1	1
628	человеческой мысли	2	1
629	что может	2	1
630	с первым	1	1
631	и ту	1	1
632	на нее	3	1
633	находятся и	1	1
634	в прямой	1	1
635	не с	2	1
636	бывает трудно	1	1
637	таковы что	2	1
638	это только	1	1
639	является в	1	1
640	приводит его	1	1
641	и вообще	2	1
642	с человеком	1	1
643	смысле и	1	1
644	связанная с	3	1
645	него свое	1	1
646	каждый раз	4	1
647	не был	1	1
648	тому и	1	1
649	с тою	1	1
650	оно непосредственно	1	1
651	знает но	1	1
652	то уже	2	1
653	на что	1	1
654	после того	2	1
655	все его	1	1
656	в сфере	1	1
657	может не	1	1
658	других искусств	1	1
659	от него	2	1
660	конкретное слово	1	1
661	же нет	1	1
662	о влиянии	1	1
663	а у	1	1
664	или иначе	2	1
665	и всякая	1	1
666	во втором	1	1
667	он все	2	1
668	на одном	1	1
669	он берет	1	1
670	отдельного слова	2	1
671	века и	1	1
672	сложное и	2	1
673	формой и	1	1
674	известно что	6	1
675	быть и	2	1
676	но так	2	1
677	на которой	1	1
678	один из	2	1
679	себя с	1	1
680	в двух	2	1
681	мы видим	2	1
682	до ее	1	1
683	должен был	1	1
684	они могут	2	1
685	же при	1	1
686	говорит только	1	1
687	кроме этого	1	1
688	может вовсе	1	1
689	с одной	1	1
690	именно на	2	1
691	своего собственного	1	1
692	человека с	1	1
693	из которого	1	1
694	отношений но	1	1
695	понимания тех	1	1
696	и у	2	1
697	так можно	1	1
698	отношений к	1	1
699	отнести к	1	1
700	языка как	1	1
701	это значение	2	1
702	но самое	2	1
703	а это	1	1
704	процессе его	1	1
705	и знать	1	1
706	рано или	2	1
707	правда мы	1	1
708	на самую	1	1
709	к своим	1	1
710	слова если	1	1
711	никто не	2	1
712	всяком случае	3	1
713	самого слова	3	1
714	бы совершенно	1	1
715	без слов	1	1
716	ее не	3	1
717	при всей	1	1
718	близко к	1	1
719	вообще можно	1	1
720	которые могут	1	1
721	есть из	1	1
722	даже и	3	1
723	будет выражено	2	1
724	что могло	1	1
725	из двух	1	1
726	другое и	1	1
727	от ее	2	1
728	нужно было	1	1
729	зрения этого	1	1
730	одной стороны	1	1
731	со стороны	3	1
732	даже не	2	1
733	мы это	1	1
734	это есть	3	1
735	с другим	1	1
736	его себе	1	1
737	нельзя сказать	3	1
738	именно в	3	1
739	а именно	4	1
740	к которому	1	1
741	и самая	1	1
742	только один	1	1
743	было и	2	1
744	а с	1	1
745	и др	2	1
746	слова значение	1	1
747	предмета но	1	1
748	что не	6	1
749	другому и	1	1
750	через это	1	1
751	а главное	1	1
752	этого сна	1	1
753	есть лишь	2	1
754	увидим в	1	1
755	их друг	1	1
756	если эти	1	1
757	нужно иметь	2	1
758	но есть	4	1
759	в связи	1	1
760	как ни	2	1
761	между собою	4	1
762	может иметь	2	1
763	все более	3	1
764	к лицу	1	1
765	свою речь	1	1
766	сущности есть	1	1
767	до этого	3	1
768	границы между	1	1
769	и потому	10	1
770	как это	1	1
771	относятся к	2	1
772	мы говорим	7	1
773	отрывок из	1	1
774	конечно есть	1	1
775	оба члена	1	1
776	определяет его	1	1
777	до настоящего	1	1
778	с внутренней	1	1
779	лицом к	1	1
780	к действительности	1	1
781	человеку который	1	1
782	в форме	1	1
783	два раза	1	1
784	в каком-нибудь	1	1
785	пользу приносит	1	1
786	относятся все	1	1
787	форма в	1	1
788	и другой	1	1
789	в это	2	1
790	на другое	1	1
791	и формы	1	1
792	этом случае	5	1
793	сплошь да	1	1
794	вне себя	1	1
795	слово для	3	1
796	различные степени	1	1
797	быть очень	1	1
798	вещь а	1	1
799	образом как	1	1
800	слове а	2	1
801	когда прежние	1	1
802	на слово	1	1
803	этот образ	2	1
804	известной степени	3	1
805	не знаем	2	1
806	мысли не	3	1
807	в самые	1	1
808	совершается в	1	1
809	изменения в	1	1
810	что делает	2	1
811	образа и	3	1
812	мира и	1	1
813	в другой	2	1
814	душевной жизни	3	1
815	человека на	1	1
816	обращается к	1	1
817	нет ничего	3	1
818	с высоты	1	1
819	ничего ни	1	1
820	его функции	1	1
821	я в	2	1
822	впечатление которое	1	1
823	сводятся к	2	1
824	могли быть	1	1
825	бы оно	1	1
826	не есть	9	1
827	лишь тогда	3	1
828	по поводу	4	1
829	в свою	2	1
830	была бы	1	1
831	в частности	1	1
832	от всех	1	1
833	говорящего к	1	1
834	но можно	1	1
835	речи здесь	1	1
836	в последнем	1	1
837	из своей	1	1
838	можно назвать	2	1
839	и вместе	3	1
840	ли они	1	1
841	и слов	1	1
842	или словом	1	1
843	а может	2	1
844	в своих	2	1
845	и эта	1	1
846	это в	1	1
847	она изучает	1	1
848	каждое слово	1	1
849	слово только	1	1
850	как на	1	1
851	в таком	4	1
