N	2gram	Losev_Prob_3	Poddanst
108	не было	5	2
109	а не	18	2
110	в европе	1	2
111	образом на	1	2
112	не столько	2	2
113	не будем	2	2
114	ней не	1	2
115	для тех	1	2
116	не менее	10	2
117	все это	5	2
118	между прочим	2	2
119	слова но	1	2
120	она ни	2	2
121	да и	5	2
122	тем более	3	2
123	для нас	16	2
124	исключительно в	1	2
125	в частности	2	2
126	как на	2	2
127	от этой	1	1
128	также и	16	1
129	в русских	1	1
130	же как	3	1
131	не очень	2	1
132	но чтобы	1	1
133	и то	14	1
134	тем же	2	1
135	чем было	1	1
136	смысл этого	1	1
137	идет речь	3	1
138	выражается в	3	1
139	должна быть	1	1
140	собственном смысле	1	1
141	поскольку она	1	1
142	на нее	1	1
143	целому ряду	1	1
144	не с	1	1
145	особенно в	1	1
146	и само	1	1
147	как таковую	1	1
148	что дело	2	1
149	в эпоху	1	1
150	для этого	6	1
151	в собственном	1	1
152	не вполне	1	1
153	оно есть	1	1
154	план в	1	1
155	с ее	2	1
156	и ее	3	1
157	том виде	2	1
158	в некотором	2	1
159	именно потому	3	1
160	мы и	2	1
161	и здесь	5	1
162	подчеркнуть что	1	1
163	не означает	1	1
164	настоящее время	2	1
165	и что	7	1
166	литературы и	2	1
167	еще не	5	1
168	были бы	2	1
169	и на	1	1
170	огромной и	1	1
171	без которой	1	1
172	или все	1	1
173	вопросу о	1	1
174	бы она	2	1
175	связь между	1	1
176	жить и	1	1
177	в противоречии	1	1
178	не все	1	1
179	что и	9	1
180	отличие от	3	1
181	не просто	23	1
182	есть с	2	1
183	привести некоторые	1	1
184	в истории	1	1
185	в соотношении	1	1
186	возможно также	2	1
187	огромной исторической	1	1
188	такова же	1	1
189	все же	6	1
190	наше сознание	1	1
191	в отрыве	1	1
192	это область	1	1
193	более или	1	1
194	которую оно	1	1
195	именно во	1	1
196	поскольку мы	1	1
197	в самом	3	1
198	только то	2	1
199	в условиях	3	1
200	значение если	2	1
201	но как	4	1
202	в которой	2	1
203	бы и	1	1
204	что это	3	1
205	могли бы	4	1
206	из этих	1	1
207	если мы	16	1
208	себя в	2	1
209	в известном	2	1
210	всего мы	1	1
211	xx в	2	1
212	соловьев и	1	1
213	переходит в	2	1
214	сливаются в	1	1
215	уже в	3	1
216	во многих	1	1
217	говорить об	1	1
218	только на	5	1
219	этот вывод	1	1
220	на то	3	1
221	но на	1	1
222	в наших	2	1
223	и специальной	1	1
224	как оно	3	1
225	в определенном	1	1
226	т д	13	1
227	только к	2	1
228	соприкасается с	1	1
229	идеи и	3	1
230	не как	1	1
231	эта вторая	1	1
232	друг друга	2	1
233	это значение	2	1
234	чтобы в	1	1
235	мы можем	6	1
236	и только	6	1
237	само по	3	1
238	какой бы	1	1
239	и по	2	1
240	с собой	3	1
241	одно и	3	1
242	мы возьмем	3	1
243	от нее	1	1
244	многих других	2	1
245	связанные с	1	1
246	или иной	8	1
247	из всех	1	1
248	ясно что	6	1
249	его в	3	1
250	в душе	1	1
251	везде и	1	1
252	земледелия но	1	1
253	а с	2	1
254	в природе	2	1
255	бы нас	2	1
256	что не	1	1
257	в живом	1	1
258	по всему	1	1
259	ни шли	1	1
260	них и	1	1
261	у с	2	1
262	далеко не	1	1
263	не исключает	1	1
264	в этой	3	1
265	значение также	1	1
266	на основании	2	1
267	черты в	1	1
268	как и	10	1
269	с которым	1	1
270	в свете	1	1
271	нисколько не	2	1
272	когда в	3	1
273	в одно	1	1
274	бы как	2	1
275	или менее	1	1
276	отрыве от	1	1
277	речь но	1	1
278	что если	1	1
279	и при	2	1
280	в которые	1	1
281	так же	5	1
282	и особенно	2	1
283	бесконечное количество	8	1
284	всяком случае	6	1
285	и поставить	1	1
286	прийти к	1	1
287	что именно	1	1
288	в отличие	2	1
289	мысли и	1	1
290	знаем что	1	1
291	бы мы	2	1
292	в данном	9	1
293	вопрос о	1	1
294	сравнению с	2	1
295	он будет	2	1
296	и эти	1	1
297	о соотношении	1	1
298	на какие	1	1
299	и более	2	1
300	там где	1	1
301	или что	1	1
302	и вся	1	1
303	и очень	3	1
304	есть знак	1	1
305	от тех	2	1
306	нет никакого	4	1
307	бояться и	1	1
308	как далеко	1	1
309	лиц и	1	1
310	с которой	2	1
311	она не	3	1
312	что с	1	1
313	иной раз	3	1
314	не будут	2	1
315	есть прежде	1	1
316	но для	1	1
317	к другим	1	1
318	тогда когда	1	1
319	исключает всякую	1	1
320	случаях когда	1	1
321	общественной и	1	1
322	того чтобы	1	1
323	та или	3	1
324	она может	2	1
325	об отношении	1	1
326	не имеет	9	1
327	сложны и	1	1
328	рассматривать как	2	1
329	никогда не	6	1
330	и всегда	2	1
331	в результате	2	1
332	казалось бы	1	1
333	о котором	1	1
334	в настоящее	2	1
335	иного и	1	1
336	находятся в	3	1
337	или иная	3	1
338	они являются	1	1
339	и притом	4	1
340	как она	2	1
341	другой стороны	5	1
342	только что	2	1
343	в естественных	1	1
344	в этих	2	1
345	но возможно	1	1
346	чем как	1	1
347	промежуток времени	1	1
348	нет ничего	6	1
349	в каком	4	1
350	конечно и	1	1
351	гоголя и	2	1
352	только как	1	1
353	именно о	1	1
354	исходить из	1	1
355	по одному	1	1
356	является и	1	1
357	и именно	2	1
358	одновременно и	1	1
359	что все	2	1
360	есть и	2	1
361	ни к	3	1
362	мы все	1	1
363	мысли но	1	1
364	что оно	2	1
365	всего что	1	1
366	к этой	1	1
367	ни на	3	1
368	помешать нам	1	1
369	и другие	3	1
370	не есть	35	1
371	вместе с	2	1
372	именно здесь	2	1
373	это в	2	1
374	что от	1	1
375	что при	2	1
376	во всяком	9	1
377	они не	1	1
378	о мировом	1	1
379	гораздо более	5	1
