N	2gram	Berdyaev_M_1	Hudozhes
203	и у	2	2
204	его и	1	2
205	потребность в	1	2
206	человеческих отношений	1	2
207	ни с	4	2
208	себе в	1	2
209	т п	1	2
210	вовсе не	1	2
211	в любви	4	2
212	сих пор	2	2
213	как у	1	2
214	себя и	3	2
215	что не	1	2
216	жизнь в	1	2
217	нет ничего	7	2
218	вместе с	6	2
219	в духе	1	2
220	он будет	1	2
221	с такой	1	2
222	в ряду	1	2
223	сам не	2	2
224	что же	1	2
225	писателя в	1	2
226	и от	2	2
227	только для	1	2
228	о его	1	2
229	это был	1	2
230	и для	2	2
231	потому что	16	2
232	хотя бы	3	2
233	давно уже	1	2
234	точки зрения	4	2
235	личности и	1	2
236	и эта	1	2
237	сказать что	2	2
238	т е	2	2
239	этой связи	1	2
240	эта новая	1	1
241	отношения к	4	1
242	одним из	2	1
243	и через	1	1
244	к духовной	1	1
245	выходит из-под	1	1
246	не остается	2	1
247	становится в	1	1
248	утра до	1	1
249	тех же	1	1
250	это и	4	1
251	с какой-то	1	1
252	к другому	1	1
253	жизни ее	1	1
254	высшей степени	2	1
255	века в	2	1
256	момент когда	1	1
257	также и	2	1
258	и людей	1	1
259	мы имеем	1	1
260	мы не	1	1
261	совершенно как	1	1
262	истины и	1	1
263	ответить на	1	1
264	не была	3	1
265	тут было	1	1
266	время как	2	1
267	принадлежит к	1	1
268	существо не	1	1
269	не иметь	2	1
270	он был	14	1
271	лишь средство	1	1
272	во всех	1	1
273	и рядом	1	1
274	природы и	1	1
275	то он	1	1
276	к которой	1	1
277	в сторону	1	1
278	к богу	3	1
279	его во	1	1
280	перерождается в	1	1
281	иногда и	1	1
282	себе и	2	1
283	нет и	5	1
284	в свои	1	1
285	за пределы	4	1
286	она очень	1	1
287	природы это	3	1
288	в течение	1	1
289	в одной	1	1
290	в той	2	1
291	и верного	1	1
292	современник же	1	1
293	как к	1	1
294	яснее и	1	1
295	более и	1	1
296	и нет	2	1
297	ней в	1	1
298	такова же	1	1
299	когда он	3	1
300	он признает	1	1
301	сознания в	1	1
302	его к	1	1
303	от этого	2	1
304	котором она	1	1
305	добро и	3	1
306	за собой	2	1
307	жизни к	1	1
308	я верю	1	1
309	светом и	1	1
310	в которой	6	1
311	жизни еще	1	1
312	он в	2	1
313	все эти	2	1
314	бы так	1	1
315	человеке и	8	1
316	личности но	2	1
317	ее как	1	1
318	но ведь	1	1
319	уже иное	1	1
320	стоит у	1	1
321	человек не	10	1
322	что без	2	1
323	с чем	1	1
324	сказать в	1	1
325	же о	1	1
326	к миру	2	1
327	он все	1	1
328	нее и	1	1
329	и когда	2	1
330	них нет	2	1
331	в силу	1	1
332	высших целей	1	1
333	на земле	2	1
334	людей и	2	1
335	лишь с	1	1
336	ни был	1	1
337	и заключается	1	1
338	не должно	1	1
339	значительной степени	1	1
340	в каждом	1	1
341	это начало	1	1
342	смысле в	2	1
343	и характер	1	1
344	этом он	2	1
345	том случае	1	1
346	то есть	3	1
347	чего это	1	1
348	боли о	1	1
349	со слезами	1	1
350	не умеет	1	1
351	дома и	1	1
352	зрения и	1	1
353	всю свою	1	1
354	делает его	1	1
355	определяется тем	1	1
356	в вихре	1	1
357	бы уже	1	1
358	только одно	3	1
359	к области	1	1
360	любви в	1	1
361	самом центре	2	1
362	достоевского и	10	1
363	силы в	1	1
364	ли может	2	1
365	в самую	5	1
366	всю жизнь	4	1
367	которой он	1	1
368	он и	2	1
369	выйти за	1	1
370	духовной жизни	3	1
371	он от	1	1
372	не мог	3	1
373	несет в	1	1
374	и еще	3	1
375	он открывается	1	1
376	во время	1	1
377	человек и	6	1
378	начале xix	1	1
379	ценность в	1	1
380	от его	2	1
381	отношений между	1	1
382	и уж	2	1
383	стало быть	1	1
384	лжи но	1	1
385	для многих	1	1
386	но он	9	1
387	обращение к	1	1
388	и более	1	1
389	в конце	7	1
390	что сам	1	1
391	в духовной	2	1
392	открывается в	2	1
393	любовь к	2	1
394	произведения и	1	1
395	свет во	1	1
396	в атмосфере	1	1
397	весь в	5	1
398	с миром	1	1
399	эта мысль	1	1
400	а иногда	1	1
401	трудно было	1	1
402	что ему	1	1
403	мысли в	1	1
404	то чего	1	1
405	человека предполагает	1	1
406	чем не	1	1
407	не могло	1	1
408	был в	4	1
409	человека от	2	1
410	настаивать на	1	1
411	в самой	7	1
412	к концу	4	1
413	такая же	1	1
414	а лишь	1	1
415	хочет быть	1	1
416	за его	1	1
417	в области	1	1
418	может показаться	1	1
419	бытия не	1	1
420	в момент	3	1
421	не та	1	1
422	когда мы	2	1
423	есть только	2	1
424	одно только	2	1
425	отличается от	2	1
426	всего в	2	1
427	его с	2	1
428	от нее	5	1
429	бы он	1	1
430	это я	1	1
431	все еще	1	1
432	на это	1	1
433	время он	1	1
434	отношении между	1	1
435	связывает его	1	1
436	в героях	1	1
437	потому не	3	1
438	человеку в	1	1
439	не существует	2	1
440	себе самом	1	1
441	и исчезает	1	1
442	и необходимости	1	1
443	в мышлении	1	1
444	особенно в	3	1
445	него всегда	1	1
446	когда его	1	1
447	что уж	1	1
448	еще в	2	1
449	как ему	1	1
450	но у	1	1
451	жизнь и	1	1
452	является в	1	1
453	был не	2	1
454	с утра	1	1
455	и духовное	1	1
456	в разных	1	1
457	именно потому	1	1
458	себя а	1	1
459	люди с	1	1
460	и что	2	1
461	в глаза	1	1
462	в значительной	1	1
463	нас в	1	1
464	а во	1	1
465	заключается в	1	1
466	все в	6	1
467	было ничего	1	1
468	путь к	1	1
469	его личности	3	1
470	и всякая	1	1
471	этот момент	1	1
472	погружен в	1	1
473	искусства в	1	1
474	на одном	1	1
475	борьбе с	1	1
476	это нужно	1	1
477	не одна	1	1
478	в другой	1	1
479	еще более	1	1
480	даже для	1	1
481	боли в	1	1
482	которая и	1	1
483	ней все	1	1
484	великого писателя	2	1
485	о своих	2	1
486	не несет	1	1
487	того что	7	1
488	уходит в	1	1
489	быть и	1	1
490	по своей	2	1
491	сразу же	1	1
492	в новой	1	1
493	жизнь свою	1	1
494	в человеческой	4	1
495	проникнуть в	1	1
496	и потому	10	1
497	о свободе	18	1
498	его любовь	1	1
499	так что	1	1
500	внутренней его	1	1
501	к идее	1	1
502	завершение в	1	1
503	уже в	4	1
504	он очень	1	1
505	выходя из	1	1
506	в нашей	1	1
507	вопрос и	2	1
508	в начале	2	1
509	верно лишь	1	1
510	во внутреннем	1	1
511	отцов и	1	1
512	не исчезает	1	1
513	не принимает	1	1
514	него и	2	1
515	нет у	3	1
516	и страдание	2	1
517	мышления и	1	1
518	участие в	1	1
519	ведь это	2	1
520	я в	1	1
521	духовная жизнь	1	1
522	чувствовать себя	1	1
523	так как	3	1
524	то время	2	1
525	отношении к	2	1
526	рода это	1	1
527	и никогда	1	1
528	была еще	2	1
529	он мог	2	1
530	людей не	1	1
531	от того	1	1
532	на том	3	1
533	это внутренняя	1	1
534	бы это	1	1
535	лишь для	1	1
536	духовной глубине	2	1
537	и даже	1	1
538	о своей	2	1
539	смысла жизни	1	1
540	этом пути	2	1
541	что человек	3	1
542	по своим	1	1
543	а именно	1	1
544	человека а	3	1
545	и говорил	1	1
546	действующих лиц	1	1
547	поверхности земли	3	1
548	это все	1	1
549	системы и	1	1
550	на поверхности	5	1
551	к гибели	2	1
552	необходимости в	2	1
553	а на	1	1
554	это прежде	1	1
555	у меня	1	1
556	до конца	14	1
557	и достоевского	2	1
558	или человек	1	1
559	человека не	4	1
560	человек есть	4	1
561	долгое время	2	1
562	и исключительность	1	1
563	своей личности	1	1
564	не видит	1	1
565	все более	1	1
566	вступает в	1	1
567	и она	2	1
568	эти слова	2	1
569	в темной	1	1
570	человека к	2	1
571	и красота	1	1
572	в пределах	1	1
573	к жизни	1	1
574	своей души	2	1
575	миром вещей	1	1
576	чем в	2	1
577	радость в	1	1
578	это его	1	1
579	человеке в	2	1
580	человек с	1	1
581	лежит в	1	1
582	с этой	4	1
583	бытия с	2	1
584	что сознание	1	1
585	но это	1	1
586	вокруг него	1	1
587	от нас	1	1
588	на человека	2	1
589	к которому	1	1
590	которых он	4	1
591	он видел	1	1
592	в бога	2	1
593	самое главное	1	1
594	заявляет о	1	1
595	он чувствовал	1	1
596	мира и	5	1
597	с объективным	1	1
598	она уже	1	1
599	то не	1	1
600	всего что	2	1
601	из себя	1	1
602	интерес к	3	1
603	бы в	2	1
604	я хотел	2	1
605	верю в	1	1
606	род его	1	1
607	за этим	1	1
608	человека есть	3	1
609	образ человека	7	1
610	от ее	1	1
611	в творчестве	10	1
612	лишь по	1	1
613	с ней	2	1
614	не знает	4	1
615	но когда	1	1
616	жизни а	1	1
617	почему он	1	1
618	и жизнь	2	1
619	в строе	1	1
620	об отношении	1	1
621	над собой	1	1
622	важно для	1	1
623	к этой	2	1
624	бы даже	1	1
625	в искусстве	1	1
626	случае если	1	1
627	в своих	1	1
628	от которой	1	1
629	к этому	2	1
630	можно назвать	1	1
631	которая не	1	1
632	во власть	1	1
633	смысле что	1	1
