N	2gram	Medvedev_F_1	Psycholo
569	нему и	1	1
570	от его	1	1
571	произведение есть	1	1
572	искусства не	2	1
573	он представляется	1	1
574	очень глубоко	1	1
575	самих по	1	1
576	что было	2	1
577	зрения этой	1	1
578	бы о	1	1
579	есть еще	1	1
580	и очень	1	1
581	и обычное	1	1
582	принципов и	1	1
583	в психике	1	1
584	произведения это	2	1
585	деле это	1	1
586	осуществления как	1	1
587	самого начала	1	1
588	в русской	1	1
589	эти формы	1	1
590	на котором	1	1
591	одна из	2	1
592	к этим	1	1
593	не по	3	1
594	этой истории	1	1
595	без остатка	1	1
596	материала в	3	1
597	и искусство	1	1
598	художественной деятельности	1	1
599	только не	2	1
600	на язык	3	1
601	жизни не	2	1
602	к системе	1	1
603	здесь на	1	1
604	к произведению	1	1
605	произведения а	2	1
606	к ней	2	1
607	п в	1	1
608	и является	2	1
609	на природу	1	1
610	и чувства	1	1
611	вместо того	1	1
612	убедиться в	2	1
613	же он	1	1
614	связи с	3	1
615	эти три	1	1
616	уже и	1	1
617	в области	3	1
618	самый материал	1	1
619	все то	1	1
620	заключается что	1	1
621	сможет внести	1	1
622	встречается в	1	1
623	к утверждению	1	1
624	они и	1	1
625	не есть	2	1
626	в каждой	1	1
627	должен быть	5	1
628	совершается в	2	1
629	они совершают	1	1
630	то естественно	1	1
631	именно эту	1	1
632	как мы	5	1
633	основываясь на	1	1
634	и о	1	1
635	от друга	2	1
636	происходит и	2	1
637	от искусства	1	1
638	всем этим	2	1
639	людей в	1	1
640	только при	1	1
641	ни стало	2	1
642	характер и	1	1
643	цель если	1	1
644	у разных	1	1
645	с самого	1	1
646	культуры и	3	1
647	приводит к	2	1
648	и может	4	1
649	слова а	1	1
650	как с	2	1
651	по аналогии	3	1
652	на нее	2	1
653	произведение искусства	2	1
654	здесь он	1	1
655	не с	2	1
656	в психологических	1	1
657	было в	1	1
658	с задачами	1	1
659	в борьбе	1	1
660	и каждый	1	1
661	процесса как	1	1
662	должна давать	1	1
663	еще в	2	1
664	которого они	1	1
665	с этого	1	1
666	как у	1	1
667	в поэтической	1	1
668	смысле и	1	1
669	создается впечатление	1	1
670	и должно	2	1
671	исследования и	2	1
672	что каждый	1	1
673	искусство только	1	1
674	и просто	1	1
675	можно сказать	1	1
676	происходит не	1	1
677	аналогии с	3	1
678	и во	1	1
679	чтобы вскрыть	2	1
680	метод к	1	1
681	те элементы	1	1
682	ее от	2	1
683	было совершенно	1	1
684	противоречия и	1	1
685	эти два	1	1
686	достаточно назвать	1	1
687	самые основные	1	1
688	определяющим моментом	1	1
689	его сознание	1	1
690	все в	2	1
691	движения в	1	1
692	что бы	5	1
693	представления о	1	1
694	объясняется только	1	1
695	заложены в	1	1
696	связь между	1	1
697	форм как	1	1
698	и самые	1	1
699	самой природе	1	1
700	самую природу	1	1
701	эти последние	1	1
702	действительности не	2	1
703	отнесены и	1	1
704	этом смысле	1	1
705	на которой	1	1
706	которых она	1	1
707	в двух	1	1
708	художественного восприятия	2	1
709	и влияние	1	1
710	мы увидим	4	1
711	его жизнь	1	1
712	и судьбу	1	1
713	разных авторов	1	1
714	со всеми	3	1
715	теоретиками и	1	1
716	конечно не	4	1
717	своей целью	1	1
718	и исследования	1	1
719	ни одного	2	1
720	самой формы	1	1
721	и теоретическая	1	1
722	вместе как	1	1
723	же под	1	1
724	от других	1	1
725	мы скорее	1	1
726	от социальной	1	1
727	не дает	2	1
728	не выражают	1	1
729	его и	2	1
730	они делают	1	1
731	был бы	1	1
732	как некоторое	1	1
733	для него	3	1
734	и художественно	1	1
735	прежде всего	22	1
736	иначе как	2	1
737	отличен от	1	1
738	произведения и	8	1
739	у нее	1	1
740	от тех	1	1
741	гораздо большей	1	1
742	не о	3	1
743	литературного произведения	4	1
744	только с	1	1
745	связи в	1	1
746	художник не	1	1
747	а те	1	1
748	образом не	1	1
749	и материал	1	1
750	чтобы убедиться	2	1
751	в другой	2	1
752	ней и	1	1
753	со стороны	5	1
754	даже не	1	1
755	художником в	1	1
756	в формализме	1	1
757	и сознание	1	1
758	не один	1	1
759	именно в	8	1
760	ведь на	1	1
761	основанный на	1	1
762	один и	1	1
763	этой роли	1	1
764	связано с	1	1
765	смысла и	1	1
766	нужно сказать	1	1
767	индивидуального сознания	1	1
768	искусстве не	1	1
769	во что	2	1
770	ничем не	3	1
771	есть лишь	2	1
772	так называемой	1	1
773	чем на	1	1
774	для человека	1	1
775	теоретической и	1	1
776	оснований для	1	1
777	под влиянием	2	1
778	в связи	4	1
779	с помощью	3	1
780	принципы и	1	1
781	вещи как	1	1
782	как материал	1	1
783	ко всем	2	1
784	из его	1	1
785	почти совершенно	2	1
786	какого бы	1	1
787	элементы художественной	3	1
788	художественное наслаждение	1	1
789	одной стороны	4	1
790	не дают	1	1
791	она есть	2	1
792	в той	1	1
793	метода и	1	1
794	во все	1	1
795	оно начинает	1	1
796	или менее	6	1
797	в первой	1	1
798	критики и	1	1
799	и философии	1	1
800	тех пор	1	1
801	содержании произведения	1	1
802	этого слова	3	1
803	ее конкретном	2	1
804	дело идет	3	1
805	ассоциативная связь	1	1
806	социальные формы	1	1
807	как предмет	1	1
808	классов с	1	1
809	этого метода	1	1
810	между тремя	1	1
811	поэтому что	1	1
812	в противном	1	1
813	их теория	1	1
814	переходим к	1	1
815	искусством и	1	1
816	с приемами	1	1
817	в более	1	1
818	науки как	1	1
819	и сами	1	1
820	указать на	2	1
821	заумный язык	1	1
822	потому не	1	1
823	не оказывает	1	1
824	или в	1	1
825	в результате	2	1
826	мира и	1	1
827	остроты но	1	1
828	художник в	2	1
829	лишены всякой	1	1
830	бы в	3	1
831	эти особенности	1	1
832	с а	1	1
833	ни к	1	1
834	и наконец	3	1
835	отличия от	1	1
836	только что	1	1
837	ни было	2	1
838	лежит в	1	1
839	за этим	1	1
840	до тех	1	1
841	к самым	1	1
842	формального направления	4	1
843	может и	2	1
844	а о	1	1
845	цель и	1	1
846	две формы	1	1
847	между ними	3	1
848	строго различать	1	1
849	работы и	1	1
850	и эта	1	1
851	далее он	1	1
852	и судьба	2	1
853	сводить к	1	1
854	минуту не	1	1
855	от поэзии	1	1
856	закрыв глаза	1	1
857	это и	3	1
858	себе не	1	1
859	себе но	1	1
860	в виде	1	1
861	всем этом	1	1
862	и другие	1	1
863	по поводу	1	1
864	творчество как	1	1
865	это понятие	1	1
866	тем самым	3	1
867	форма должна	1	1
868	к этому	1	1
869	они не	3	1
870	ничего общего	1	1
