N	2gram	Propp_Isto_1	Analitik
147	но в	8	2
148	в противоположность	1	2
149	все эти	4	2
150	в тех	2	2
151	в себе	2	2
152	после чего	1	2
153	так сказать	1	2
154	что она	5	2
155	в нем	2	2
156	о которой	1	2
157	не как	3	2
158	и вот	2	2
159	и по	3	2
160	значительной степени	1	2
161	могла бы	1	2
162	этом он	1	2
163	это не	7	2
164	в жизни	1	2
165	в них	1	2
166	с тем	4	2
167	несмотря на	1	2
168	не мог	1	2
169	в отличие	2	2
170	от его	1	2
171	тем не	6	2
172	доказывает что	1	2
173	но они	2	2
174	даже в	4	2
175	чистом виде	2	2
176	вплоть до	1	2
177	все три	1	2
178	и ситуации	1	2
179	дело в	3	2
180	одна из	2	2
181	на наш	1	2
182	по своей	2	2
183	сводится к	1	2
184	могут быть	4	2
185	в себя	1	2
186	в дальнейшем	5	2
187	те же	1	2
188	не с	3	2
189	с героем	2	2
190	поэтому в	2	2
191	об этом	4	2
192	и здесь	7	2
193	или иным	1	2
194	на примере	1	2
195	в глаза	1	2
196	в новую	1	2
197	в значительной	1	2
198	в конечном	2	2
199	в форме	3	2
200	тех пор	1	2
201	можно отметить	1	2
202	один из	4	2
203	но с	1	2
204	с появлением	1	2
205	только в	11	2
206	тем или	1	2
207	то в	1	2
208	и ее	1	2
209	с одной	4	2
210	для всех	2	2
211	в большинстве	4	2
212	мы можем	1	2
213	тем что	3	2
214	своей дочери	1	2
215	одной стороны	4	2
216	говорит о	2	2
217	в соответствии	1	2
218	на эту	3	2
219	там где	4	2
220	что мы	7	2
221	связь с	4	2
222	не может	15	2
223	о своих	1	2
224	вместе с	6	2
225	и потому	2	2
226	когда мы	2	2
227	истории не	1	2
228	тому как	1	2
229	да и	1	2
230	я с	1	2
231	этого слова	1	2
232	на пути	1	2
233	в глубине	2	2
234	и для	4	2
235	и от	2	2
236	хотя и	1	2
237	и все	1	2
238	не более	2	2
239	не должен	5	2
240	хотя в	1	2
241	пока же	2	2
242	то что	9	2
243	сказать что	5	2
244	совершенно не	1	2
245	в иной	4	2
246	имена в	1	2
247	к числу	1	2
248	а также	1	2
249	во всяком	1	2
250	гораздо более	1	2
251	также что	1	1
252	речь идет	1	1
253	неотделима от	1	1
254	связана с	1	1
255	дарит ему	1	1
256	утверждение что	1	1
257	на самом	1	1
258	и есть	1	1
259	тем же	1	1
260	из его	1	1
261	исторических фактов	1	1
262	в зависимости	2	1
263	в доме	2	1
264	мы уже	1	1
265	что если	2	1
266	вопрос о	5	1
267	начинается с	3	1
268	никак не	1	1
269	этой роли	1	1
270	что иное	1	1
271	в полной	1	1
272	я не	3	1
273	на всяком	1	1
274	зависимости от	2	1
275	и был	1	1
276	стороны его	2	1
277	целое и	2	1
278	он был	1	1
279	между собой	4	1
280	иное как	1	1
281	время в	1	1
282	так если	2	1
283	объекта или	1	1
284	тут и	2	1
285	там и	3	1
286	то мы	4	1
287	как если	1	1
288	итак мы	1	1
289	мы будем	5	1
290	легко может	2	1
291	этого мотива	2	1
292	не все	4	1
293	герой не	1	1
294	уже как	1	1
295	вступают в	1	1
296	должны были	2	1
297	один и	2	1
298	в истории	1	1
299	что во	1	1
300	независимо от	1	1
301	одном из	1	1
302	из уст	1	1
303	роль этого	1	1
304	в полном	1	1
305	этом же	1	1
306	имеет в	1	1
307	себе не	1	1
308	с целым	1	1
309	от этого	2	1
310	и хотя	1	1
311	к чему	3	1
312	видно никаких	1	1
313	не можем	3	1
314	та же	1	1
315	и у	1	1
316	бы не	1	1
317	одной общей	1	1
318	контрастирующая с	1	1
319	ее родителей	1	1
320	и тот	2	1
321	мы обратимся	1	1
322	во многих	2	1
323	на то	4	1
324	вследствие этого	2	1
325	духовной культуры	1	1
326	в свет	1	1
327	выше уже	1	1
328	они в	1	1
329	сказкой и	5	1
330	и еще	1	1
331	чего следует	1	1
332	переходит от	1	1
333	в силу	5	1
334	том чтобы	2	1
335	какой бы	1	1
336	но дело	1	1
337	от других	1	1
338	здесь мы	7	1
339	бы дать	3	1
340	а затем	2	1
341	с циклом	1	1
342	в другом	3	1
343	связанных с	1	1
344	бы быть	3	1
345	а по	2	1
346	большинстве случаев	4	1
347	это было	2	1
348	этом смысле	1	1
349	чаще всего	1	1
350	еще одно	1	1
351	которой он	1	1
352	в чистом	2	1
353	должно быть	2	1
354	обратимся к	1	1
355	в один	1	1
356	с я	1	1
357	всех этих	2	1
358	в эту	1	1
359	прозрачна и	1	1
360	этом случае	1	1
361	и сейчас	1	1
362	в своей	1	1
363	таким же	1	1
364	право на	2	1
365	где мы	1	1
366	это делает	1	1
367	прокладывает путь	1	1
368	себе а	1	1
369	от себя	1	1
370	с уверенностью	1	1
371	собой и	1	1
372	мифа с	1	1
373	дело уже	1	1
374	войти в	1	1
375	на всю	1	1
376	для этого	3	1
377	или иного	1	1
378	случае мы	1	1
379	нас к	1	1
380	что мотив	2	1
381	мотива в	1	1
382	он как	1	1
383	других исследователей	1	1
384	с ним	2	1
385	дело когда	1	1
386	как можно	1	1
387	со сказкой	4	1
388	с теми	1	1
389	как о	2	1
390	на себе	1	1
391	на него	4	1
392	в основе	4	1
393	всего один	1	1
394	у него	1	1
395	бы мы	2	1
396	после свадьбы	1	1
397	само по	2	1
398	можно судить	1	1
399	ставит его	1	1
400	того чтобы	1	1
401	каждый из	1	1
402	совершает свои	1	1
403	через него	1	1
404	с одним	1	1
405	можно усмотреть	1	1
406	преимущественно на	1	1
407	где уже	1	1
408	в происхождении	1	1
409	потому что	4	1
410	связи с	4	1
411	же слова	1	1
412	как будто	4	1
413	достаточно напомнить	1	1
414	ему в	3	1
415	трагедии софокла	1	1
416	у нас	1	1
417	очень часто	3	1
418	уже о	1	1
419	не могут	2	1
420	этого дома	1	1
421	уже было	1	1
422	обряда инициации	1	1
423	здесь пока	1	1
424	бы он	1	1
425	в поле	1	1
426	что уже	1	1
427	мы могли	1	1
428	есть люди	1	1
429	все еще	1	1
430	своего отца	2	1
431	как мы	3	1
432	должно бы	1	1
433	этого целого	1	1
434	говоря уже	1	1
435	реальной действительности	1	1
436	нет никакой	1	1
437	этим же	1	1
438	мнение что	1	1
439	что у	1	1
440	здесь как	1	1
441	живет в	2	1
442	иногда в	1	1
443	оказывается хозяйкой	1	1
444	строго говоря	1	1
445	на них	2	1
446	если бы	8	1
447	и трагической	1	1
448	мы читаем	1	1
449	одному этому	1	1
450	образом в	1	1
451	о ней	1	1
452	именно потому	1	1
453	и должно	3	1
454	в самой	1	1
455	и герой	1	1
456	при котором	1	1
457	отдельном случае	1	1
458	охотника и	1	1
459	должно было	1	1
460	того или	1	1
461	связь между	3	1
462	если например	1	1
463	а у	1	1
464	каждой части	1	1
465	во всей	2	1
466	и только	2	1
467	не обязательно	1	1
468	вслед за	6	1
469	первых же	1	1
470	может иметь	1	1
471	что девушка	2	1
472	того что	4	1
473	герой в	1	1
474	мы захотели	1	1
475	всякого рода	2	1
476	идет по	1	1
477	тот же	2	1
478	одной из	2	1
479	при каких	1	1
480	в стороне	3	1
481	и так	1	1
482	по этому	2	1
483	в сказании	2	1
484	за ней	1	1
485	так что	4	1
486	оказывается в	1	1
487	из первых	1	1
488	смерть и	2	1
489	или даже	3	1
490	все названные	1	1
491	связывается с	1	1
492	его и	2	1
493	в мифе	2	1
494	обряд инициации	1	1
495	мы знаем	4	1
496	одно из	1	1
497	и их	3	1
498	слова в	1	1
499	висит на	1	1
500	любимой дочери	1	1
501	вовсе не	2	1
502	с этими	1	1
503	можно с	1	1
504	к ним	4	1
505	царство мертвых	5	1
506	в новый	1	1
507	одежду и	1	1
508	нет в	2	1
509	для того	1	1
510	и обычая	1	1
511	до сих	5	1
512	ее в	5	1
513	а именно	4	1
514	эти две	2	1
515	к которому	5	1
516	чем он	1	1
517	в предисловии	1	1
518	и между	2	1
519	это все	1	1
520	он во	1	1
521	было и	1	1
522	а с	2	1
523	и др	7	1
524	и затем	1	1
525	путешествия в	1	1
526	только по	1	1
527	превращается в	4	1
528	зависит от	2	1
529	на этот	2	1
530	не знает	5	1
531	уже давно	1	1
532	или с	1	1
533	все основные	1	1
534	не удается	1	1
535	а при	1	1
536	будем иметь	1	1
537	из которых	3	1
538	от рассмотрения	1	1
539	а если	1	1
540	ведет к	2	1
541	начале рассказа	1	1
542	могут служить	1	1
543	хотя он	2	1
544	как нельзя	1	1
545	не говоря	1	1
546	дело здесь	1	1
547	и всех	1	1
548	нам еще	1	1
549	действительности не	1	1
550	сих пор	5	1
551	не будем	5	1
552	но это	4	1
553	и тогда	3	1
554	каждой из	1	1
555	в книге	3	1
556	уже на	1	1
557	в связи	4	1
558	загробный мир	3	1
559	а все	1	1
560	именно такого	1	1
561	бы в	2	1
562	мы должны	13	1
563	хотя бы	4	1
564	будто бы	3	1
565	но если	2	1
566	цели не	1	1
567	до тех	1	1
568	здесь только	1	1
569	нами не	1	1
570	этот вопрос	7	1
571	между ними	2	1
572	которые здесь	1	1
573	только как	1	1
574	быть признано	1	1
575	их с	1	1
576	по одному	1	1
577	первом случае	1	1
578	не что	1	1
579	оно не	1	1
580	из этого	2	1
581	героя в	5	1
582	к этой	1	1
583	и другие	4	1
584	нам известно	1	1
585	они не	4	1
