N	2gram	Bakhtin_KF_1	Vladivir
342	не спасает	1	1
343	и конечно	2	1
344	та же	2	1
345	науки и	1	1
346	он как	1	1
347	правда его	1	1
348	только это	2	1
349	философия жизни	1	1
350	в составе	2	1
351	для нашей	1	1
352	конечно и	1	1
353	жизни это	1	1
354	и говорить	1	1
355	фактически это	1	1
356	освобождения от	1	1
357	теряя своей	1	1
358	в подробный	1	1
359	и мира	1	1
360	конечно это	1	1
361	во всех	11	1
362	как таковая	1	1
363	а следовательно	3	1
364	сказать и	1	1
365	к которой	2	1
366	черты и	1	1
367	свою жизнь	2	1
368	него с	1	1
369	себя некоторый	1	1
370	и будет	1	1
371	нет и	3	1
372	отличаются от	1	1
373	определяется не	1	1
374	один и	1	1
375	решения этой	1	1
376	относится к	1	1
377	и специально	2	1
378	как в	2	1
379	за этим	1	1
380	как начало	1	1
381	категории а	1	1
382	в противном	1	1
383	философии как	1	1
384	даже трудно	1	1
385	когда он	1	1
386	сознания в	2	1
387	и свою	1	1
388	ясно и	3	1
389	не быть	3	1
390	к чему	3	1
391	другого как	1	1
392	бы не	3	1
393	думать что	2	1
394	в известном	1	1
395	но его	1	1
396	мира но	4	1
397	люди а	1	1
398	его но	1	1
399	человек не	2	1
400	теории и	3	1
401	сказать в	1	1
402	она становится	1	1
403	перестает быть	1	1
404	прочим и	1	1
405	в корне	2	1
406	это дело	1	1
407	их в	1	1
408	не теряя	1	1
409	его от	1	1
410	постольку поскольку	1	1
411	поскольку она	2	1
412	этом последнем	1	1
413	эта в	1	1
414	всякое живое	1	1
415	не за	1	1
416	подробный анализ	1	1
417	что мир	1	1
418	конечно в	2	1
419	его не	1	1
420	на все	1	1
421	и навсегда	2	1
422	лишь в	8	1
423	растворяется в	1	1
424	рядом с	3	1
425	смысле совокупности	1	1
426	все равно	1	1
427	как действительной	1	1
428	которой он	2	1
429	нигде не	3	1
430	жизни но	3	1
431	в один	1	1
432	смысл и	6	1
433	но я	2	1
434	от своего	1	1
435	она сама	1	1
436	и их	6	1
437	мысль и	2	1
438	еще менее	1	1
439	не зависит	1	1
440	как все	1	1
441	то для	1	1
442	она в	1	1
443	разума с	1	1
444	место в	5	1
445	бытие в	3	1
446	бесконечен и	1	1
447	себе а	2	1
448	признать что	1	1
449	не путем	1	1
450	своему внутреннему	2	1
451	является только	1	1
452	философское мышление	1	1
453	не раз	1	1
454	мир и	1	1
455	но эта	5	1
456	не будем	1	1
457	образом и	1	1
458	и полная	1	1
459	но он	1	1
460	имеем не	1	1
461	в понятии	1	1
462	есть именно	2	1
463	имеет смысл	1	1
464	войти в	2	1
465	ни было	4	1
466	том же	1	1
467	начало а	1	1
468	случае мы	2	1
469	любви и	1	1
470	какие бы	1	1
471	возможным и	2	1
472	с которой	1	1
473	одна из	1	1
474	к этим	1	1
475	в основе	5	1
476	к каждой	1	1
477	при нашем	1	1
478	сознания как	2	1
479	и имеет	1	1
480	для всего	1	1
481	это с	1	1
482	следовательно и	1	1
483	бытия есть	1	1
484	и весь	2	1
485	все дело	1	1
486	всю историю	1	1
487	ему и	1	1
488	это слово	1	1
489	и теперь	1	1
490	то этот	1	1
491	в процессе	2	1
492	через эту	1	1
493	до того	1	1
494	не расчлененный	1	1
495	ли это	2	1
496	стать действительно	1	1
497	конечно здесь	1	1
498	бытия как	5	1
499	именно оно	1	1
500	в специальном	1	1
501	исходить из	1	1
502	у канта	1	1
503	относиться к	1	1
504	когда мы	1	1
505	и такие	1	1
506	и всех	1	1
507	всего в	1	1
508	бы он	2	1
509	может представиться	2	1
510	подход к	1	1
511	и он	1	1
512	можно и	2	1
513	с ее	2	1
514	всего этого	1	1
515	в ее	16	1
516	что делает	1	1
517	только не	1	1
518	в себя	7	1
519	это можно	2	1
520	ясно что	3	1
521	его совершенно	1	1
522	особенно в	1	1
523	мы только	1	1
524	и религии	1	1
525	и каждый	1	1
526	бытие не	4	1
527	как таковую	1	1
528	подойти к	1	1
529	даны в	2	1
530	собой и	1	1
531	моменты или	1	1
532	лишь при	3	1
533	каждый раз	1	1
534	и должно	1	1
535	преодолеть его	1	1
536	нашей работы	1	1
537	другими словами	1	1
538	и теоретически	1	1
539	и просто	2	1
540	можно сказать	1	1
541	основе своей	2	1
542	ли она	1	1
543	может не	2	1
544	не выходит	1	1
545	а во	1	1
546	все во	2	1
547	сделать ее	1	1
548	все в	1	1
549	не могло	1	1
550	которой мы	1	1
551	смысле не	2	1
552	и во	1	1
553	говорить об	1	1
554	нуждается в	1	1
555	мы ни	1	1
556	во всей	4	1
557	котором он	3	1
558	вообще и	1	1
559	даже для	1	1
560	действительности в	2	1
561	и всякое	1	1
562	если это	1	1
563	может иметь	2	1
564	и она	2	1
565	и мы	2	1
566	дать в	1	1
567	с нашей	1	1
568	в литературе	1	1
569	один из	2	1
570	что только	2	1
571	мы видим	1	1
572	смысле и	2	1
573	всю свою	1	1
574	и живое	1	1
575	то прежде	1	1
576	бы его	1	1
577	это очень	1	1
578	для нее	7	1
579	этот факт	2	1
580	их не	1	1
581	не касается	1	1
582	уже чисто	1	1
583	самом деле	3	1
584	конечно не	7	1
585	нами и	1	1
586	первые три	1	1
587	время является	1	1
588	него и	1	1
589	а это	2	1
590	то только	1	1
591	не дает	3	1
592	в душе	1	1
593	и других	2	1
594	бытия но	4	1
595	мышления и	2	1
596	лишь постольку	1	1
597	факт но	1	1
598	в действительном	6	1
599	признать его	1	1
600	него нет	1	1
601	и последняя	1	1
602	случае когда	1	1
603	не для	1	1
604	с него	1	1
605	есть его	2	1
606	как мой	1	1
607	и никогда	1	1
608	да это	1	1
609	попытки преодолеть	1	1
610	притом не	1	1
611	это единство	3	1
612	это бытие	1	1
613	но из	1	1
614	и востока	1	1
615	это будет	1	1
616	и др	1	1
617	или иной	2	1
618	приходится признать	1	1
619	не единственное	1	1
620	говорим о	1	1
621	и из	1	1
622	она всегда	1	1
623	однако что	2	1
624	о примате	1	1
625	на чем	1	1
626	во второй	1	1
627	котором и	3	1
628	системой логических	1	1
629	себя и	2	1
630	противном случае	1	1
631	к человеку	1	1
632	этот термин	1	1
633	бы для	1	1
634	смысла и	2	1
635	здесь дело	1	1
636	она является	1	1
637	в теософии	1	1
638	человеческой жизни	1	1
639	только от	1	1
640	этим самым	1	1
641	с которым	1	1
642	эти бесконечные	1	1
643	факта но	1	1
644	и абсолютная	1	1
645	его я	1	1
646	уже давно	1	1
647	нас своим	1	1
648	ведь только	1	1
649	мы говорим	1	1
650	как всякое	1	1
651	его на	2	1
652	чисто теоретический	1	1
653	из которых	2	1
654	к бытию	1	1
655	в человеке	1	1
656	ибо это	1	1
657	по своему	3	1
658	ли его	1	1
659	но сам	1	1
660	в последнем	1	1
661	заговорил о	1	1
662	я это	1	1
663	есть на	2	1
664	но этот	1	1
665	эту мысль	1	1
666	в первой	1	1
667	своего развития	1	1
668	том смысле	1	1
669	этого слова	2	1
670	в контексте	5	1
671	было ни	1	1
672	слова и	1	1
673	известном смысле	1	1
674	как предмет	2	1
675	только для	1	1
676	все это	10	1
677	и таким	1	1
678	ближе к	3	1
679	здесь входить	1	1
680	что историческое	1	1
681	должны быть	1	1
682	вне его	1	1
683	мы найдем	1	1
684	не подлежит	1	1
685	мира и	4	1
686	между ними	1	1
687	а к	1	1
688	или другой	1	1
689	но совсем	1	1
690	еще более	2	1
691	они имеют	1	1
692	и предметом	1	1
693	теории а	1	1
694	и мне	1	1
695	отношении к	2	1
696	не являются	1	1
697	в свою	3	1
698	утверждать что	1	1
699	с ней	1	1
700	только как	4	1
701	и поскольку	1	1
702	все люди	1	1
703	ко всему	5	1
704	живого и	1	1
705	в действительности	1	1
706	включает в	2	1
707	которой я	2	1
708	жизни и	8	1
709	но эти	1	1
710	своего свободного	1	1
711	мой и	1	1
712	по поводу	1	1
713	иные моменты	1	1
714	который не	1	1
715	все что	1	1
716	они не	1	1
717	гораздо более	1	1
