N	2gram	Vygotskiy__4	EvropaiC
711	наивными и	1	1
712	ними на	1	1
713	это сближение	1	1
714	и со	1	1
715	эти понятия	3	1
716	друг друга	4	1
717	случае не	2	1
718	оно стало	3	1
719	тем что	7	1
720	мы возьмем	2	1
721	в других	1	1
722	указание на	1	1
723	даже и	1	1
724	параллельно с	1	1
725	из двух	1	1
726	к совершенно	1	1
727	и даже	1	1
728	нашли бы	1	1
729	в истинном	2	1
730	и постепенно	1	1
731	развития в	6	1
732	с другим	1	1
733	в высшей	2	1
734	с объективной	1	1
735	связаны с	1	1
736	к которому	3	1
737	в меньшей	1	1
738	и между	6	1
739	еще и	1	1
740	и развития	6	1
741	совершенно непонятными	1	1
742	и затем	1	1
743	только к	3	1
744	одинаковой мере	2	1
745	и люди	1	1
746	человеческому уму	1	1
747	точке зрения	1	1
748	естественно что	1	1
749	только по	1	1
750	деле если	1	1
751	шаг за	1	1
752	этого взгляда	1	1
753	а не	7	1
754	и выше	1	1
755	получается заколдованный	1	1
756	и усваиваются	1	1
757	в психологическом	1	1
758	исторически и	1	1
759	на которые	1	1
760	стоящих на	1	1
761	себя на	1	1
762	тем больше	1	1
763	виде в	2	1
764	зрения что	1	1
765	понятиями и	1	1
766	все более	2	1
767	вступает в	1	1
768	нет ничего	1	1
769	эти слова	1	1
770	элементов и	1	1
771	из собственного	1	1
772	в область	1	1
773	оно существует	1	1
774	а если	1	1
775	наряду с	3	1
776	с особенностями	1	1
777	смысле этого	7	1
778	низшими и	1	1
779	детей это	2	1
780	заколдованный круг	1	1
781	могут быть	7	1
782	а потом	2	1
783	в тот	1	1
784	т.е те	1	1
785	в каждую	1	1
786	быть не	1	1
787	эти вопросы	1	1
788	на пути	1	1
789	на разных	1	1
790	художественное произведение	1	1
791	благодаря этому	1	1
792	я убедился	1	1
793	в так	1	1
794	и таким	1	1
795	же самое	7	1
796	в различной	1	1
797	противоречие с	2	1
798	на свои	1	1
799	понятий и	9	1
800	всего в	1	1
801	вопрос в	1	1
802	и часто	1	1
803	в правильности	1	1
804	элементы в	1	1
805	на задний	1	1
806	этому и	1	1
807	причем в	1	1
808	ли они	1	1
809	а все	1	1
810	развития и	3	1
811	еще более	1	1
812	того все	1	1
813	приведенных выше	1	1
814	нужно чтобы	1	1
815	в большей	1	1
816	в одинаковой	2	1
817	мысль на	1	1
818	идет об	1	1
819	что следовательно	2	1
820	в памяти	2	1
821	в равной	3	1
822	основе их	3	1
823	не являются	3	1
824	что слова	5	1
825	в целях	1	1
826	необходимое условие	1	1
827	не говоря	1	1
828	сказать что	6	1
829	не быть	1	1
830	существует в	2	1
831	но этот	1	1
832	у животных	1	1
833	всех других	1	1
834	возможным только	2	1
835	за шагом	1	1
836	увидим что	5	1
837	ее в	1	1
838	в своих	1	1
839	очень редко	1	1
840	точно так	3	1
841	том числе	2	1
