N	2gram	Nazirov_Tv_2	FransuaR
421	легенда о	4	1
422	могут быть	2	1
423	во все	1	1
424	и вполне	1	1
425	и точно	1	1
426	для развития	1	1
427	это веселая	1	1
428	является одним	1	1
429	его с	1	1
430	смерти и	1	1
431	той или	1	1
432	большая часть	1	1
433	день и	1	1
434	на это	1	1
435	если же	1	1
436	и это	3	1
437	опираясь на	2	1
438	приходит к	1	1
439	и о	1	1
440	более не	2	1
441	новую жизнь	1	1
442	же не	2	1
443	психологический механизм	1	1
444	смерти в	1	1
445	болезни и	1	1
446	только то	1	1
447	в себя	1	1
448	действия и	2	1
449	то время	1	1
450	в пределах	1	1
451	в ту	2	1
452	чем их	2	1
453	по способу	1	1
454	веру в	2	1
455	его были	1	1
456	у которых	1	1
457	можно было	1	1
458	ясно что	1	1
459	связан с	1	1
460	особенно в	2	1
461	мог бы	1	1
462	отчасти в	1	1
463	веры в	1	1
464	жизнь и	1	1
465	об этом	4	1
466	со всех	1	1
467	о нем	1	1
468	создает атмосферу	1	1
469	и здесь	1	1
470	и поэтому	2	1
471	в работе	1	1
472	в память	1	1
473	этот диалог	1	1
474	одного из	1	1
475	утверждает что	1	1
476	как наиболее	1	1
477	центрального образа	1	1
478	восходит к	2	1
479	каждом из	1	1
480	за этим	1	1
481	и события	1	1
482	этот момент	1	1
483	и хорошо	1	1
484	что и	1	1
485	это не	7	1
486	века и	1	1
487	нем и	1	1
488	в лице	4	1
489	всех сторон	1	1
490	в которую	2	1
491	в сферу	1	1
492	то все	1	1
493	нас интересует	1	1
494	из всех	1	1
495	том как	1	1
496	и одновременно	1	1
497	человека в	3	1
498	с ними	2	1
499	этот вопрос	3	1
500	как нечто	1	1
501	знаешь ли	1	1
502	времени как	1	1
503	в окружении	1	1
504	конечно этот	1	1
505	литературы в	1	1
506	уже не	3	1
507	является не	1	1
508	рассказывает о	3	1
509	не дает	1	1
510	или даже	2	1
511	самом как	1	1
512	мир в	1	1
513	для него	3	1
514	ни в	1	1
515	художественное восприятие	1	1
516	у нее	3	1
517	суда в	1	1
518	и связывает	1	1
519	наглядно показывает	1	1
520	любил и	1	1
521	а потому	1	1
522	от ее	2	1
523	шутовства и	1	1
524	или иной	1	1
525	влияние на	1	1
526	к которому	2	1
527	действующих лиц	2	1
528	в предисловии	1	1
529	и между	1	1
530	во второй	1	1
531	такое же	1	1
532	а с	3	1
533	на ней	2	1
534	что для	1	1
535	не было	2	1
536	но лишь	1	1
537	на этот	2	1
538	не знает	1	1
539	с большей	1	1
540	а главное	1	1
541	и гибели	1	1
542	человеческой культуры	2	1
543	под влиянием	1	1
544	в связи	1	1
545	на фоне	1	1
546	связь с	2	1
547	него в	2	1
548	если взять	1	1
549	мы говорим	1	1
550	но этот	1	1
551	не из	1	1
552	xix века	7	1
553	предисловии к	1	1
554	он говорит	1	1
555	целом ряде	1	1
556	что за	1	1
557	не он	1	1
558	наряду с	7	1
559	несколько раз	3	1
560	после убийства	1	1
561	что же	1	1
562	образ и	2	1
563	думать о	1	1
564	романа его	1	1
565	этого слова	1	1
566	не является	3	1
567	в основном	6	1
568	только для	2	1
569	героя в	4	1
570	это был	3	1
571	нем самом	1	1
572	литературе в	1	1
573	это явление	1	1
574	под названием	1	1
575	становятся в	1	1
576	этот день	1	1
577	и сегодня	1	1
578	всякого рода	2	1
579	это как	1	1
580	а к	1	1
581	об этих	1	1
582	себя самого	1	1
583	года в	7	1
584	по самой	3	1
585	важно подчеркнуть	1	1
586	и превращается	1	1
587	в карты	1	1
588	на улицах	1	1
589	им не	1	1
590	отношению к	3	1
591	но эти	2	1
592	по поводу	1	1
593	в противоположность	1	1
594	как на	1	1
595	в таком	3	1
