N	2gram	Bakhtin_Pr_2	Vvedenie
113	но ведь	3	4
114	истории и	1	4
115	в своей	6	4
116	в котором	7	4
117	по сравнению	2	4
118	по крайней	2	4
119	не имеет	3	4
120	нельзя не	1	4
121	только с	1	4
122	в каждом	4	4
123	здесь нет	2	4
124	и т.д	3	4
125	и что	2	4
126	крайней мере	2	4
127	как она	1	4
128	еще не	9	4
129	что он	7	4
130	и ее	7	4
131	с одной	1	4
132	в виде	1	4
133	одно из	1	4
134	само по	2	4
135	как раз	6	4
136	этом отношении	2	4
137	даже и	2	4
138	в особенности	2	4
139	что могло	1	4
140	и обратно	1	4
141	о чем	1	4
142	видит в	1	4
143	сравнению с	2	4
144	этом случае	1	4
145	и для	2	4
146	только что	2	4
147	а в	3	4
148	отношению к	8	4
149	во всяком	1	4
150	и есть	1	3
151	всего того	1	3
152	в сущности	7	3
153	так чтобы	2	3
154	говорить о	1	3
155	в виду	2	3
156	и на	7	3
157	он сам	6	3
158	в чем	2	3
159	ответ на	1	3
160	сама по	5	3
161	в центре	1	3
162	нет надобности	1	3
163	стороны и	1	3
164	хотя и	2	3
165	и к	2	3
166	за собой	2	3
167	сливается с	4	3
168	бы и	3	3
169	все эти	4	3
170	в этой	1	3
171	что она	4	3
172	при этом	2	3
173	если бы	2	3
174	не как	6	3
175	вообще не	1	3
176	свое время	2	3
177	смысле как	1	3
178	на этом	1	3
179	на нее	1	3
180	заключается в	1	3
181	в свое	2	3
182	мы видели	3	3
183	чем в	1	3
184	со всей	2	3
185	в этих	4	3
186	от себя	1	3
187	понятно что	1	3
188	и вот	2	3
189	этой области	2	3
190	тогда когда	1	3
191	дело в	1	3
192	своей природе	1	3
193	связи с	1	3
194	как будто	1	3
195	в области	2	3
196	в каком	1	3
197	но все	4	3
198	в ней	7	3
199	на том	1	3
200	что может	1	3
201	вот почему	3	3
202	можно сказать	2	3
203	времени в	1	3
204	что с	1	3
205	или как	1	3
206	к нему	11	3
207	одной из	2	3
208	до нас	1	3
209	в начале	2	3
210	и других	3	3
211	из них	9	3
212	в одном	6	3
213	в конце	4	3
214	что и	5	3
215	отношение к	8	3
216	может служить	1	3
217	русский язык	1	3
218	в очень	1	3
219	а потому	2	3
220	именно как	1	3
221	или меньшей	1	3
222	до конца	7	3
223	зависит от	1	3
224	так же	5	3
225	что же	4	3
226	да и	1	3
227	большей или	1	3
228	с историей	1	3
229	в своем	5	3
230	но с	3	3
231	каждой из	1	3
232	к тому	1	3
233	в результате	3	3
234	к этому	4	3
235	в частности	1	3
236	вряд ли	1	2
237	же как	4	2
238	это делает	2	2
239	и до	4	2
240	из его	1	2
241	должна быть	3	2
242	что мы	1	2
243	мы уже	3	2
244	есть не	1	2
245	мы не	1	2
246	что если	3	2
247	которого мы	1	2
248	и со	2	2
249	того же	1	2
250	в каждой	1	2
251	литературы и	1	2
252	чем же	2	2
253	бы с	1	2
254	выражение в	3	2
255	ни одна	1	2
256	свой материал	1	2
257	сведения и	1	2
258	и совершенно	1	2
259	одной и	1	2
260	подобно тому	2	2
261	же касается	1	2
262	в другом	1	2
263	и с	7	2
264	них не	1	2
265	входит в	9	2
266	на протяжении	3	2
267	которая как	1	2
268	в прошлом	1	2
269	для них	3	2
270	но уже	2	2
271	несмотря на	1	2
272	ни с	2	2
273	должно быть	4	2
274	она была	1	2
275	из того	1	2
276	с точки	9	2
277	мысли и	3	2
278	не считал	1	2
279	и той	3	2
280	не могли	1	2
281	тому что	1	2
282	произведения и	1	2
283	и истории	1	2
284	в отношении	1	2
285	нашего времени	1	2
286	на котором	1	2
287	того как	3	2
288	одна из	3	2
289	о них	2	2
290	никогда не	17	2
291	казалось бы	1	2
292	ничего не	3	2
293	его можно	1	2
294	иной раз	1	2
295	до того	1	2
296	от того	2	2
297	у нас	2	2
298	художественной литературы	1	2
299	к отдельным	1	2
300	есть только	4	2
301	лежит в	2	2
302	как только	1	2
303	той или	3	2
304	рядом с	3	2
305	свое значение	1	2
306	если же	1	2
307	то она	1	2
308	в дальнейшем	2	2
309	и сам	3	2
310	так и	3	2
311	не с	1	2
312	отсюда и	1	2
313	к самой	1	2
314	не исчерпывается	2	2
315	для этого	3	2
316	смысле и	1	2
317	познания и	1	2
318	и здесь	2	2
319	и должно	1	2
320	другом месте	1	2
321	к действительности	2	2
322	во всех	4	2
323	тем или	1	2
324	однако с	1	2
325	говорит он	1	2
326	в форме	2	2
327	вообще и	1	2
328	тем более	1	2
329	все время	3	2
330	единого и	1	2
331	если это	1	2
332	здесь не	2	2
333	и так	1	2
334	обращенная к	1	2
335	по самой	2	2
336	литературы в	1	2
337	когда говорил	1	2
338	каждый из	1	2
339	только на	1	2
340	от других	1	2
341	мы можем	4	2
342	могло бы	1	2
343	или иной	3	2
344	и др	4	2
345	не было	2	2
346	а так	1	2
347	с помощью	1	2
348	него в	1	2
349	из которых	2	2
350	с этим	1	2
351	целом ряде	2	2
352	этого слова	2	2
353	тому как	2	2
354	по существу	1	2
355	еще раз	3	2
356	но это	2	2
357	в более	1	2
358	это уже	1	2
359	в идеале	1	2
360	и сама	1	2
361	между ними	4	2
362	обе эти	1	2
363	или нет	1	2
364	бы в	5	2
365	конце концов	3	2
366	мы должны	4	2
367	но зато	1	2
368	самой своей	1	2
369	он и	4	2
370	время не	1	2
371	жизни и	15	2
372	и другие	4	2
373	это в	1	2
374	я и	3	1
375	например в	2	1
376	объект этой	1	1
377	относится и	2	1
378	не остается	1	1
379	на самом	1	1
380	это и	1	1
381	он почувствовал	1	1
382	например у	1	1
383	отношения между	1	1
384	установка на	1	1
385	на две	1	1
386	еще важнее	1	1
387	др в	1	1
388	в зависимости	3	1
389	отношения к	2	1
390	и могут	2	1
391	совсем иным	1	1
392	сейчас нам	1	1
393	и ничего	1	1
394	ли быть	1	1
395	та же	1	1
396	таком случае	1	1
397	в рукописи	1	1
398	почве их	1	1
399	есть нечто	1	1
400	она звучит	2	1
401	на практике	1	1
402	которая ведет	1	1
403	для нашей	1	1
404	мы ее	1	1
405	меньшей степени	2	1
406	в xix	2	1
407	материала на	1	1
408	заключенных в	1	1
409	которые он	1	1
410	на них	2	1
411	в уста	3	1
412	более того	5	1
413	платона в	2	1
414	предисловии к	1	1
415	в область	1	1
416	но как	2	1
417	дело обстоит	1	1
418	в сторону	2	1
419	к слову	1	1
420	а и	1	1
421	как в	4	1
422	отличие от	1	1
423	нет и	3	1
424	и речи	1	1
425	теперь не	1	1
426	что они	3	1
427	материалом для	1	1
428	не входят	1	1
429	общего с	1	1
430	у автора	1	1
431	как к	2	1
432	и исторические	1	1
433	кроме того	1	1
434	ними и	1	1
435	понять и	2	1
436	и понимания	1	1
437	что по	1	1
438	более или	1	1
439	себе не	1	1
440	и принципиально	1	1
441	все возможные	2	1
442	что входит	2	1
443	этой идеи	1	1
444	психологии и	1	1
445	то в	1	1
446	идея и	1	1
447	данного романа	1	1
448	еще на	1	1
449	в которой	2	1
450	стать не	1	1
451	них прямо	1	1
452	не совпадает	1	1
453	он в	1	1
454	у каждого	1	1
455	все кто	1	1
456	что так	1	1
457	достоевского в	4	1
458	именно такого	1	1
459	опыт и	1	1
460	и тот	1	1
461	только один	1	1
462	имеем в	2	1
463	тому же	1	1
464	на то	2	1
465	но на	2	1
466	ответом на	1	1
467	вследствие этого	1	1
468	на его	5	1
469	идей и	1	1
470	с традициями	2	1
471	в статье	1	1
472	время и	1	1
473	соприкасается с	1	1
474	сказать кто	1	1
475	перестает быть	3	1
476	слова а	1	1
477	не значит	2	1
478	же это	1	1
479	вмещается в	1	1
480	котором мы	1	1
481	чтобы в	1	1
482	второго а	1	1
483	мысли как	1	1
484	их из	1	1
485	как момент	1	1
486	даже прямо	1	1
487	лишь с	1	1
488	принципа в	1	1
489	это конечно	1	1
490	подход к	2	1
491	что все	3	1
492	в определенном	1	1
493	в каком-нибудь	1	1
494	особенности в	1	1
495	зрения на	5	1
496	лишь в	2	1
497	то все	1	1
498	он есть	2	1
499	лишь на	2	1
500	нам по	1	1
501	стоит на	1	1
502	особое отношение	1	1
503	к области	1	1
504	его и	3	1
505	мысли но	1	1
506	ни отдельной	1	1
507	она и	3	1
508	ни одной	1	1
509	здесь следовательно	2	1
510	в слове	1	1
511	не всегда	1	1
512	уже у	1	1
513	она неизбежно	1	1
514	ряде других	2	1
515	мере не	1	1
516	автора и	2	1
517	и того	1	1
518	в научной	1	1
519	одного и	2	1
520	и становится	2	1
521	или менее	1	1
522	никак не	1	1
523	сторона его	2	1
524	с идеей	2	1
525	почти не	1	1
526	к предмету	1	1
527	высшем смысле	2	1
528	прийти к	1	1
529	важнее всего	1	1
530	представление о	2	1
531	не от	1	1
532	в отличие	1	1
533	и какое	1	1
534	о языке	1	1
535	от его	2	1
536	становится предметом	1	1
537	точку зрения	5	1
538	но он	1	1
539	зависимости от	3	1
540	что было	1	1
541	всего именно	1	1
542	и эти	1	1
543	вещей и	1	1
544	того кто	1	1
545	не была	1	1
546	же мы	2	1
547	и очень	1	1
548	нет никакого	1	1
549	любви и	1	1
550	если и	1	1
551	в атмосфере	1	1
552	а от	1	1
553	не раз	2	1
554	определять как	1	1
555	у платона	1	1
556	романа достоевского	1	1
557	самого начала	1	1
558	ее с	3	1
559	не вытекает	1	1
560	к этим	1	1
561	уже очень	1	1
562	не по	3	1
563	в идее	2	1
564	на некоторое	1	1
565	и всегда	2	1
566	что ни	1	1
567	правда в	2	1
568	в самой	3	1
569	отсюда ясно	1	1
570	во всем	1	1
571	литературного развития	1	1
572	но теперь	2	1
573	платона и	1	1
574	входят в	1	1
575	что на	1	1
576	не потому	2	1
577	у меня	3	1
578	такие же	1	1
579	превращается в	4	1
580	из самого	1	1
581	человека в	5	1
582	отличается от	1	1
583	должны быть	1	1
584	содержанием и	1	1
585	всего в	1	1
586	того о	1	1
587	не предполагает	1	1
588	переворот в	1	1
589	в эпоху	1	1
590	смысле в	1	1
591	для себя	3	1
592	правда не	1	1
593	не одного	1	1
594	и которая	1	1
595	можно и	1	1
596	и входит	1	1
597	и о	2	1
598	как не	5	1
599	как один	1	1
600	без всякого	1	1
601	не вмещается	1	1
602	только при	1	1
603	только слово	1	1
604	чтобы быть	1	1
605	с самого	1	1
606	как с	1	1
607	что у	4	1
608	достаточно чтобы	1	1
609	начале его	1	1
610	сущность этой	1	1
611	сознание а	1	1
612	что идея	2	1
613	и глубины	1	1
614	самого понятия	1	1
615	еще в	1	1
616	можно только	1	1
617	жизнь и	3	1
618	между собой	1	1
619	образом в	2	1
620	но здесь	1	1
621	на опыт	2	1
622	о ней	1	1
623	и нужно	1	1
624	именно потому	1	1
625	и та	1	1
626	другими словами	2	1
627	говорит об	1	1
628	одного из	1	1
629	говорилось о	1	1
630	только за	1	1
631	образом мы	1	1
632	это было	2	1
633	котором они	1	1
634	все в	1	1
635	каждом из	2	1
636	всем им	1	1
637	смысле не	1	1
638	вся эта	1	1
639	автор как	2	1
640	ними в	1	1
641	во всей	1	1
642	действительно в	1	1
643	них в	2	1
644	наконец в	1	1
645	именно идея	1	1
646	в свете	1	1
647	новой жизнью	1	1
648	в лучшем	1	1
649	условия для	1	1
650	как ее	2	1
651	познания в	1	1
652	в литературе	6	1
653	развития но	1	1
654	понимать не	1	1
655	на которой	1	1
656	его исторических	1	1
657	мы видим	2	1
658	всю ее	1	1
659	а лишь	3	1
660	иной степени	2	1
661	или другим	1	1
662	или же	2	1
663	во-первых она	1	1
664	с которыми	2	1
665	себя в	2	1
666	прямо не	1	1
667	есть в	8	1
668	и у	2	1
669	на определенной	1	1
670	кризиса и	1	1
671	а это	1	1
672	как писал	1	1
673	за ним	1	1
674	человека на	1	1
675	это отрицание	1	1
676	вырастает на	1	1
677	к мысли	1	1
678	для него	9	1
679	и художественно	2	1
680	ведь это	1	1
681	слова в	4	1
682	мы находим	1	1
683	к ним	3	1
684	при всей	1	1
685	у него	6	1
686	и никогда	1	1
687	нет нужды	1	1
688	были бы	2	1
689	самом его	1	1
690	и т.п	6	1
691	может ли	1	1
692	и тех	1	1
693	здесь в	2	1
694	все равно	1	1
695	в каких	1	1
696	после смерти	1	1
697	и прежде	2	1
698	в предисловии	1	1
699	как же	2	1
700	а с	3	1
701	в настоящем	1	1
702	из таких	1	1
703	предметом и	1	1
704	и затем	2	1
705	но есть	1	1
706	иногда это	1	1
707	бы никакого	1	1
708	к человеку	1	1
709	этот термин	2	1
710	не на	4	1
711	нужно сказать	1	1
712	особую область	1	1
713	всю эту	1	1
714	и внутренне	2	1
715	среди них	3	1
716	человек в	3	1
717	чужую мысль	1	1
718	на эту	1	1
719	человека или	1	1
720	всегда и	2	1
721	жизнь в	1	1
722	его характер	1	1
723	в одно	1	1
724	если не	2	1
725	не видит	1	1
726	проникновения в	3	1
727	в момент	3	1
728	к лицу	1	1
729	входить в	1	1
730	все то	2	1
731	а есть	3	1
732	и особенно	2	1
733	эта идея	1	1
734	и потому	6	1
735	во множестве	1	1
736	как одно	2	1
737	его содержание	1	1
738	самой действительности	2	1
739	в европе	1	1
740	и самые	1	1
741	о возможности	1	1
742	истории классической	1	1
743	это были	1	1
744	лицом к	1	1
745	наряду с	1	1
746	быть только	2	1
747	объединяются в	1	1
748	в первой	1	1
749	своего времени	1	1
750	сходство и	1	1
751	чтобы сделать	1	1
752	том смысле	1	1
753	находить и	1	1
754	понимаем и	2	1
755	быть не	1	1
756	о жизни	1	1
757	или с	1	1
758	слова и	1	1
759	все зависит	1	1
760	что из	1	1
761	лучшем случае	1	1
762	но для	1	1
763	имел в	1	1
764	этот образ	1	1
765	и более	2	1
766	изменения в	1	1
767	и от	3	1
768	она может	1	1
769	по поводу	1	1
770	что оно	1	1
771	ранее не	1	1
772	это как	2	1
773	которая в	1	1
774	художественного образа	2	1
775	всего что	1	1
776	и все	1	1
777	лишь как	1	1
778	находит свое	1	1
779	еще более	1	1
780	превратился в	1	1
781	попавшая в	1	1
782	же в	1	1
783	не дает	1	1
784	художественного стиля	1	1
785	отношении к	1	1
786	сверх того	1	1
787	чем с	1	1
788	в высшем	2	1
789	в свою	1	1
790	охарактеризована в	1	1
791	от своего	1	1
792	впервые в	1	1
793	совершенно не	1	1
794	жизни а	1	1
795	автора в	3	1
796	одновременно и	1	1
797	эту традицию	1	1
798	есть то	1	1
799	он оставил	1	1
800	также не	2	1
801	ее в	2	1
802	в своих	4	1
803	и эта	3	1
804	в таком	3	1
805	стороны содержания	1	1
806	все что	3	1
807	этой точки	2	1
808	они не	2	1
809	которая не	2	1
