N	2gram	Voloshinov_2	StatiiOP
481	каких бы	1	1
482	в лице	1	1
483	статье о	1	1
484	ни к	1	1
485	исходным пунктом	1	1
486	результатом этого	1	1
487	я был	1	1
488	не совпадает	1	1
489	и соответствующая	1	1
490	в двух	3	1
491	сомнению что	1	1
492	тот же	1	1
493	места в	1	1
494	речи о	2	1
495	с ними	4	1
496	всю свою	1	1
497	лишь на	5	1
498	и действительно	1	1
499	муж и	1	1
500	до нас	1	1
501	или же	2	1
502	отношении в	1	1
503	в выражении	1	1
504	это же	2	1
505	не будет	3	1
506	с которыми	1	1
507	с какой	1	1
508	конечно не	4	1
509	уже в	2	1
510	только на	4	1
511	всем его	1	1
512	языка как	9	1
513	речь в	4	1
514	этого процесса	1	1
515	о причинах	1	1
516	одно из	1	1
517	себе в	1	1
518	ведь это	2	1
519	не находит	1	1
520	могло бы	1	1
521	точка зрения	1	1
522	у нее	1	1
523	а в	3	1
524	не о	1	1
525	мы можем	6	1
526	но что	2	1
527	у него	2	1
528	смысле слова	5	1
529	и речь	2	1
530	в каждом	1	1
531	форму и	3	1
532	для публики	1	1
533	имеет значение	1	1
534	именно как	2	1
535	в исторической	1	1
536	а на	1	1
537	язык в	1	1
538	за пределы	3	1
539	не относится	1	1
540	речи а	3	1
541	в каких	1	1
542	к которому	1	1
543	уходит в	1	1
544	слова на	3	1
545	себя и	1	1
546	в живом	3	1
547	связано с	3	1
548	на которых	1	1
549	из наиболее	1	1
550	мы и	1	1
551	языка не	3	1
552	же языком	1	1
553	не подлежит	1	1
554	на эту	1	1
555	в связи	7	1
556	было в	1	1
557	но оно	1	1
558	на который	1	1
559	ни на	1	1
560	к процессу	1	1
561	если оно	1	1
562	сравнению с	1	1
563	что же	1	1
564	и всей	1	1
565	со всею	3	1
566	действие и	1	1
567	да и	3	1
568	говоря уже	1	1
569	жизни в	1	1
570	выйти за	1	1
571	и такие	1	1
572	быть не	1	1
573	в контексте	5	1
574	этом случае	1	1
575	заставляя его	1	1
576	как нам	1	1
577	на своем	1	1
578	и свободной	1	1
579	этом и	1	1
580	силу и	1	1
581	но для	2	1
582	должны быть	2	1
583	в более	2	1
584	является ли	1	1
585	и для	7	1
586	являются не	1	1
587	речь может	1	1
588	не существует	3	1
589	и от	3	1
590	или в	2	1
591	что оно	3	1
592	к одной	1	1
593	пр в	1	1
594	от него	2	1
595	и все	6	1
596	бы он	3	1
597	и взял	1	1
598	бы в	4	1
599	язык не	3	1
600	все они	1	1
601	что конечно	1	1
602	конечно нельзя	1	1
603	укладывается в	1	1
604	же в	1	1
605	в свою	6	1
606	к самому	1	1
607	между ними	2	1
608	неотделим от	2	1
609	не говоря	1	1
610	другой в	1	1
611	к его	2	1
612	языка на	1	1
613	является и	1	1
614	и писался	1	1
615	никакой связи	1	1
616	в последнем	1	1
617	отношению к	8	1
618	из этого	1	1
619	жизни и	2	1
620	пути к	1	1
621	как слово	5	1
622	каждое слово	1	1
623	можно назвать	1	1
624	в таком	7	1
625	том числе	1	1
626	гораздо более	1	1
627	смысле что	1	1
