N	2gram	Bakhtin_Fr_4	Narrotol
458	в ряде	2	1
459	чем он	1	1
460	выступает в	1	1
461	и своего	1	1
462	на этот	1	1
463	не исключает	1	1
464	этой системе	3	1
465	с которым	1	1
466	нуждаясь в	1	1
467	стороны и	1	1
468	эпизоду в	1	1
469	и с	9	1
470	на эту	3	1
471	из многочисленных	1	1
472	что мы	1	1
473	не истории	1	1
474	с помощью	4	1
475	уже давно	2	1
476	правда о	1	1
477	речь но	1	1
478	и потому	1	1
479	некоторые из	3	1
480	в разговоре	1	1
481	содержащий в	1	1
482	дети в	1	1
483	в первой	1	1
484	на свете	2	1
485	с уксусом	1	1
486	слова и	1	1
487	и от	1	1
488	сих пор	1	1
489	о его	2	1
490	все это	4	1
491	и оно	1	1
492	этом и	1	1
493	он приказал	1	1
494	чем дело	1	1
495	которых он	2	1
496	эпизодов но	1	1
497	он вовсе	1	1
498	в связи	1	1
499	вследствие чего	2	1
500	сохраняется и	1	1
501	итоге мы	1	1
502	в пределе	3	1
503	или в	2	1
504	в другое	1	1
505	к одной	1	1
506	но эти	2	1
507	восприниматься как	1	1
508	было на	1	1
509	в этих	2	1
510	еще более	1	1
511	времени все	1	1
512	будто бы	1	1
513	мира поэтому	2	1
514	но оно	2	1
515	на роль	1	1
516	первый раз	1	1
517	в романе	10	1
518	и внутренне	1	1
519	событие этого	1	1
520	почему он	1	1
521	одновременно и	3	1
522	вниз а	1	1
523	из этого	2	1
524	в действительности	1	1
525	где он	2	1
526	а я	1	1
527	он однако	1	1
528	преломлении в	1	1
529	xviii в	1	1
530	к этому	2	1
531	тайны и	1	1
