N	2gram	Propp_Isto_3	Analitik
165	для этого	1	2
166	только не	2	2
167	никогда не	3	2
168	из четырех	1	2
169	потому что	3	2
170	отличается от	1	2
171	как мы	8	2
172	роль в	2	2
173	и о	2	2
174	здесь не	3	2
175	говорит и	2	2
176	в пределах	4	2
177	представляют собой	4	2
178	и сам	1	2
179	одного из	2	2
180	и та	1	2
181	за пределами	1	2
182	можно сказать	2	2
183	один из	5	2
184	который в	1	2
185	или не	2	2
186	сколько бы	1	2
187	в начале	1	2
188	при помощи	3	2
189	его и	4	2
190	не сам	1	2
191	себе в	2	2
192	в новом	1	2
193	сами по	1	2
194	случае не	1	2
195	со стороны	3	2
196	было бы	3	2
197	соответствии с	1	2
198	только через	1	2
199	на фоне	1	2
200	и потому	2	2
201	из возможных	1	2
202	в данном	4	2
203	что же	1	2
204	см ниже	1	2
205	не исключают	2	2
206	нет ничего	2	2
207	другой стороны	7	2
208	была бы	1	2
209	героя в	1	2
210	наш случай	1	1
211	например в	2	1
212	человека и	1	1
213	этого мира	1	1
214	или о	1	1
215	смысл этого	1	1
216	не имеют	2	1
217	все те	1	1
218	должна быть	1	1
219	каждого в	1	1
220	видеть в	1	1
221	исключают друг	1	1
222	мы уже	6	1
223	целого но	1	1
224	она в	1	1
225	и была	1	1
226	мы не	1	1
227	имеется и	1	1
228	равно как	3	1
229	и объект	1	1
230	герой его	1	1
231	принадлежит к	1	1
232	не вполне	6	1
233	и другая	1	1
234	что герой	3	1
235	как я	1	1
236	как не	1	1
237	пребывания в	7	1
238	в ней	2	1
239	свою очередь	1	1
240	над ним	1	1
241	начало и	1	1
242	понято как	1	1
243	на нем	1	1
244	по этому	1	1
245	он сам	1	1
246	за столом	1	1
247	быть в	1	1
248	в различных	1	1
249	в чем	3	1
250	тем как	1	1
251	как если	1	1
252	в ее	1	1
253	они имеют	1	1
254	мы будем	1	1
255	но как	1	1
256	к которой	1	1
257	в сторону	2	1
258	не входит	1	1
259	или по	5	1
260	же деле	1	1
261	вследствие чего	2	1
262	независимо от	2	1
263	его на	2	1
264	как в	2	1
265	если на	1	1
266	что ее	1	1
267	и той	1	1
268	целом но	1	1
269	бы я	1	1
270	та и	1	1
271	со своей	1	1
272	с какой	1	1
273	вопрос почему	1	1
274	что это	1	1
275	меня к	2	1
276	он в	1	1
277	при понимании	1	1
278	и тот	1	1
279	имеем в	4	1
280	и те	1	1
281	если он	2	1
282	этот процесс	1	1
283	но прежде	1	1
284	однако так	2	1
285	вернуться к	1	1
286	всех этих	2	1
287	в виде	2	1
288	не как	1	1
289	возвращение к	1	1
290	из него	1	1
291	его от	1	1
292	же или	1	1
293	и наоборот	1	1
294	но все	2	1
295	от нее	1	1
296	здесь мы	5	1
297	сказка в	3	1
298	а затем	3	1
299	же не	2	1
300	в состоянии	1	1
301	ей в	1	1
302	затем уже	2	1
303	его в	3	1
304	заключается в	1	1
305	речи кто	1	1
306	и тем	1	1
307	смерть и	2	1
308	в ином	6	1
309	от отца	1	1
310	этом мы	1	1
311	для них	3	1
312	и во-вторых	1	1
313	в них	6	1
314	героя или	1	1
315	все равно	3	1
316	с тем	2	1
317	видел в	1	1
318	этот странный	1	1
319	и уже	2	1
320	он и	3	1
321	над его	1	1
322	по той	2	1
323	и становится	1	1
324	в этих	11	1
325	во время	6	1
326	этой связи	1	1
327	и ее	3	1
328	в такой	1	1
329	и пошел	2	1
330	однако этот	1	1
331	в которых	2	1
332	в сказке	50	1
333	одном из	3	1
334	но он	4	1
335	и эти	3	1
336	их в	3	1
337	ним в	1	1
338	как организация	1	1
339	случае мы	1	1
340	этих трех	1	1
341	ему как	2	1
342	по мере	1	1
343	а от	1	1
344	с миром	2	1
345	не менее	5	1
346	все три	1	1
347	себе целью	1	1
348	из нас	1	1
349	очень существенно	1	1
350	одна из	2	1
351	и остается	1	1
352	в самых	2	1
353	одной и	1	1
354	всегда имеется	1	1
355	это еще	2	1
356	из этой	2	1
357	ничего не	6	1
358	эта сторона	1	1
359	что собственно	1	1
360	б в	1	1
361	такая же	1	1
362	не ставит	1	1
363	принимает на	1	1
364	не говорит	1	1
365	во всем	1	1
366	ему и	1	1
367	но это	3	1
368	мы и	1	1
369	в каком	1	1
370	с другом	1	1
371	начиная с	1	1
372	к себе	1	1
373	он видел	1	1
374	она принимает	1	1
375	обряда инициации	1	1
376	утверждать что	2	1
377	на это	2	1
378	говорит о	1	1
379	тогда я	1	1
380	но по	3	1
381	или несколько	2	1
382	уже потому	1	1
383	чтобы быть	1	1
384	уже с	3	1
385	на той	1	1
386	на том	3	1
387	до вступления	4	1
388	к тем	1	1
389	является в	1	1
390	этой жизни	1	1
391	и всякого	1	1
392	в глубине	1	1
393	в разных	1	1
394	образом в	2	1
395	об одном	1	1
396	и должно	1	1
397	это происходит	1	1
398	другие и	1	1
399	чего она	1	1
400	и что	2	1
401	времени в	1	1
402	восходит к	1	1
403	поставить в	1	1
404	эти два	3	1
405	и только	1	1
406	соединении с	1	1
407	все время	2	1
408	вплоть до	1	1
409	человека как	1	1
410	в него	2	1
411	тех пор	1	1
412	герой в	2	1
413	в этнографии	1	1
414	быть и	3	1
415	на которой	1	1
416	своему собственному	1	1
417	оно и	1	1
418	полного понимания	1	1
419	я все	1	1
420	и дело	1	1
421	тот же	1	1
422	по возвращении	1	1
423	мы увидим	3	1
424	друг друга	6	1
425	как нечто	1	1
426	входит в	1	1
427	может оказаться	1	1
428	к отцу	2	1
429	все они	1	1
430	так что	5	1
431	связи с	6	1
432	также имеет	1	1
433	не можем	1	1
434	то и	6	1
435	чтобы он	1	1
436	а то	2	1
437	или даже	1	1
438	дает ему	1	1
439	за ним	3	1
440	к своим	1	1
441	только одно	1	1
442	необходима для	1	1
443	всяком случае	2	1
444	могло бы	1	1
445	мы находим	1	1
446	в одном	2	1
447	половой зрелости	2	1
448	у него	3	1
449	имеются два	1	1
450	ставит себе	1	1
451	тут же	1	1
452	это по	1	1
453	и вместе	1	1
454	были бы	1	1
455	только на	2	1
456	в особенности	2	1
457	она и	1	1
458	и даже	2	1
459	даже не	2	1
460	себе внимание	1	1
461	до сих	5	1
462	или иначе	1	1
463	здесь в	1	1
464	несколько иная	1	1
465	и быть	1	1
466	и др	2	1
467	одна или	2	1
468	этого персонажа	1	1
469	в соответствии	1	1
470	превращается в	3	1
471	не было	2	1
472	не означает	1	1
473	вступления в	6	1
474	долгое время	1	1
475	о чем	1	1
476	его собственной	1	1
477	в мужчину	1	1
478	означало бы	2	1
479	речи и	1	1
480	будет иметь	1	1
481	если не	2	1
482	суть которой	1	1
483	в связи	3	1
484	мог быть	1	1
485	связь с	6	1
486	о себе	3	1
487	принадлежит одному	1	1
488	можно утверждать	2	1
489	как это	4	1
490	никогда нельзя	1	1
491	к своему	1	1
492	по своему	1	1
493	в течение	6	1
494	ей и	1	1
495	смысле этого	1	1
496	происходит в	2	1
497	да и	2	1
498	друг с	1	1
499	отношения не	2	1
500	форма в	1	1
501	с этой	1	1
502	самом же	1	1
503	здесь имеют	1	1
504	из ложной	1	1
505	сих пор	5	1
506	в стране	2	1
507	о его	1	1
508	получает от	1	1
509	перед нами	1	1
510	она должна	1	1
511	только одна	1	1
512	и для	2	1
513	указать на	2	1
514	при таком	1	1
515	войти в	1	1
516	и от	3	1
517	все что	3	1
518	с возвращением	1	1
519	или в	11	1
520	на небесах	1	1
521	человек и	1	1
522	я не	3	1
523	хотя и	2	1
524	для нас	4	1
525	от него	2	1
526	мы должны	7	1
527	только с	1	1
528	же в	2	1
529	все еще	6	1
530	в свою	4	1
531	не знает	1	1
532	совершенно не	2	1
533	характерной чертой	1	1
534	из этого	1	1
535	где он	1	1
536	жизни и	2	1
537	время они	2	1
538	а я	2	1
539	ее в	3	1
540	и эта	1	1
541	они не	4	1
542	героем возможно	1	1
543	во всяком	2	1
544	этой точки	1	1
545	и вновь	2	1
546	событий в	1	1
