N	2gram	Trubetskoy_1	Tragedij
179	в центре	1	1
180	что именно	1	1
181	на вид	1	1
182	у в	2	1
183	мысль о	1	1
184	и наконец	3	1
185	для ее	1	1
186	и хотя	1	1
187	то в	2	1
188	со своей	1	1
189	в которой	5	1
190	он в	1	1
191	бы не	1	1
192	за себя	1	1
193	только один	2	1
194	если он	2	1
195	не могла	1	1
196	жизни ее	1	1
197	и если	6	1
198	одному из	1	1
199	перестает быть	1	1
200	роли в	1	1
201	и еще	1	1
202	чем у	8	1
203	к одному	1	1
204	не к	1	1
205	и по	3	1
206	на этом	2	1
207	таким образом	31	1
208	высших классов	1	1
209	от нее	2	1
210	здесь мы	1	1
211	а затем	2	1
212	факт что	4	1
213	распространяется на	1	1
214	же не	3	1
215	за то	1	1
216	в другом	2	1
217	конечно в	2	1
218	на все	5	1
219	лишь в	5	1
220	это было	1	1
221	заключается в	2	1
222	быть не	1	1
223	а это	2	1
224	никакой роли	1	1
225	лишь на	1	1
226	на свои	1	1
227	борьбе за	1	1
228	в них	2	1
229	лицом во	1	1
230	в высшей	1	1
231	этого не	1	1
232	а за	1	1
233	со своими	2	1
234	которой он	1	1
235	с такой	1	1
236	в развитии	1	1
237	же я	1	1
238	и ко	1	1
239	но если	2	1
240	и при	6	1
241	в своей	1	1
242	в такой	4	1
243	во времена	1	1
244	в котором	2	1
245	представление о	3	1
246	и вот	1	1
247	тем не	4	1
248	борьбу с	1	1
249	с такими	1	1
250	на всю	1	1
251	того кто	1	1
252	теперь я	1	1
253	тому что	2	1
254	не менее	7	1
255	действительности от	1	1
256	что эта	4	1
257	она не	2	1
258	на земле	3	1
259	самого начала	1	1
260	на котором	1	1
261	того как	1	1
262	тогда и	1	1
263	не вызывает	1	1
264	только не	2	1
265	судя по	1	1
266	в самой	2	1
267	и притом	1	1
268	к ней	1	1
269	по своей	7	1
270	с чертами	1	1
271	для нас	3	1
272	связи с	4	1
273	является ли	3	1
274	что на	1	1
275	в области	4	1
276	ли это	1	1
277	могут быть	1	1
278	сходство с	2	1
279	силой что	1	1
280	что оно	3	1
281	и т.д	4	1
282	всего что	1	1
283	не есть	2	1
284	что при	6	1
285	как мы	2	1
286	того чтобы	8	1
287	однако ни	1	1
288	и способствует	1	1
289	с самого	1	1
290	говорили что	1	1
291	роль в	1	1
292	и которую	1	1
293	можно было	1	1
294	на нее	2	1
295	в борьбе	1	1
296	его культуры	1	1
297	по сравнению	5	1
298	быть может	1	1
299	стремление к	1	1
300	себя а	1	1
301	на вопрос	4	1
302	но мы	1	1
303	жалкую и	1	1
304	от него	3	1
305	все в	2	1
306	связь между	1	1
307	это была	1	1
308	между тем	12	1
309	под тяжелым	1	1
310	в настоящей	1	1
311	для самого	2	1
312	того что	6	1
313	он есть	1	1
314	мы видим	1	1
315	с ними	2	1
316	только в	6	1
317	во всем	3	1
318	бы может	1	1
319	как нечто	1	1
320	с одной	3	1
321	есть в	2	1
322	эти черты	2	1
323	мы бы	1	1
324	только на	1	1
325	свидетельствует о	1	1
326	может случиться	1	1
327	этого господина	1	1
328	такова сила	1	1
329	в общем	6	1
330	одно из	3	1
331	и их	5	1
332	ко всей	1	1
333	всяком случае	2	1
334	ее не	1	1
335	к ним	2	1
336	идет в	1	1
337	это по	1	1
338	рядом с	1	1
339	развития в	1	1
340	с другим	1	1
341	именно в	5	1
342	социальной жизни	4	1
343	естественно что	1	1
344	только по	1	1
345	не было	2	1
346	а на	1	1
347	а не	1	1
348	не быть	1	1
349	одну из	1	1
350	ведь с	1	1
351	этом случае	4	1
352	в связи	3	1
353	себя на	1	1
354	виде в	1	1
355	на новую	1	1
356	эти слова	1	1
357	вместе с	6	1
358	и особенно	2	1
359	исходит от	1	1
360	ко всем	3	1
361	и потому	3	1
362	совершенно в	1	1
363	в человеке	1	1
364	если так	1	1
365	сравнению с	5	1
366	всего предшествующего	1	1
367	наряду с	1	1
368	смысле этого	1	1
369	столкновение с	1	1
370	этого слова	2	1
371	с этой	3	1
372	и от	5	1
373	что противоречит	3	1
374	всегда будут	1	1
375	же являются	1	1
376	из трех	1	1
377	всегда будет	3	1
378	при таком	2	1
379	грубость и	1	1
380	об отношении	1	1
381	причем в	1	1
382	в результате	9	1
383	а к	2	1
384	он творит	1	1
385	своею и	1	1
386	это может	2	1
387	из себя	10	1
388	бы в	3	1
389	конце концов	4	1
390	хотя бы	4	1
391	только что	3	1
392	я в	2	1
393	обстоит дело	1	1
394	над собою	1	1
395	гораздо больше	3	1
396	жизни в	1	1
397	необходимое условие	1	1
398	совершенно не	3	1
399	но этот	1	1
400	x так	1	1
401	сравняться с	1	1
402	ко всему	2	1
403	что под	2	1
404	может ли	1	1
405	в голову	1	1
406	но еще	1	1
407	и эта	1	1
408	во всяком	2	1
409	психику этого	1	1
