N	2gram	Bakhtin_Pr_1	OGranits
379	на эту	1	1
380	что эстетический	3	1
381	его и	1	1
382	конечном счете	4	1
383	произведении как	3	1
384	и социальной	1	1
385	в понимании	1	1
386	а вовсе	1	1
387	в узком	1	1
388	в виде	2	1
389	объект является	1	1
390	содержания и	6	1
391	и композиционных	4	1
392	и должна	3	1
393	объекта но	1	1
394	особенно часто	3	1
395	в звуковом	2	1
396	и язык	1	1
397	но что	1	1
398	только с	1	1
399	подобно тому	1	1
400	отличие от	5	1
401	на этом	2	1
402	его можно	1	1
403	образом не	1	1
404	не должно	1	1
405	даже и	1	1
406	для того	2	1
407	предмету но	1	1
408	в особенности	2	1
409	в совершенно	1	1
410	в чисто	1	1
411	к другому	1	1
412	литературного контекста	1	1
413	может возникнуть	1	1
414	значимое в	1	1
415	бы быть	1	1
416	мы это	1	1
417	в лирике	2	1
418	и здесь	2	1
419	его в	9	1
420	как к	2	1
421	этим путем	1	1
422	материала к	1	1
423	искусства в	2	1
424	от одного	1	1
425	говорить и	2	1
426	и иных	1	1
427	всякое высказывание	1	1
428	к которому	4	1
429	второго направления	1	1
430	виноградова для	1	1
431	ведь в	1	1
432	чисто художественном	1	1
433	музыкального произведения	3	1
434	что мы	1	1
435	обратиться к	1	1
436	произведения не	1	1
437	для них	1	1
438	его лингвистически	1	1
439	произведение как	4	1
440	нужно сказать	1	1
441	о которых	2	1
442	не было	2	1
443	она и	1	1
444	о художественном	2	1
445	а на	1	1
446	приходится бороться	1	1
447	которые не	1	1
448	поскольку она	1	1
449	все равно	1	1
450	так художественное	1	1
451	далеко не	5	1
452	и определяет	2	1
453	понята и	1	1
454	сдвиг в	1	1
455	не всегда	6	1
456	переходим к	2	1
457	и вне	1	1
458	как ни	1	1
459	все время	1	1
460	области поэтики	1	1
461	объекта в	5	1
462	отнюдь не	19	1
463	с миром	4	1
464	отражается в	1	1
465	выйти за	1	1
466	его чисто	5	1
467	должно быть	5	1
468	менее всего	3	1
469	удар руки	1	1
470	автора и	1	1
471	состав содержания	2	1
472	здесь она	1	1
473	дифференциации и	2	1
474	момента в	2	1
475	которую он	1	1
476	связь с	3	1
477	но если	1	1
478	которую мы	3	1
479	при изучении	1	1
480	художественного творчества	12	1
481	быть объяснено	1	1
482	и особенно	1	1
483	как это	2	1
484	свои права	1	1
485	теперь к	1	1
486	всей полноте	1	1
487	себе а	1	1
488	в отличие	5	1
489	в которых	1	1
490	мысли и	1	1
491	бы что	1	1
492	бы мы	1	1
493	в столь	1	1
494	том основании	1	1
495	она есть	1	1
496	проблема материала	1	1
497	к этому	2	1
498	нашу задачу	1	1
499	всю сложность	1	1
500	отдельных произведений	3	1
501	тому как	1	1
502	и вот	1	1
503	формы все	1	1
504	вне этой	1	1
505	тем не	3	1
506	и более	2	1
507	для понимания	2	1
508	два направления	1	1
509	отношениями между	1	1
510	указанных нами	2	1
511	быть не	1	1
512	не создает	1	1
513	времени эта	1	1
514	в искусствоведении	1	1
515	музыке все	1	1
516	этого слова	1	1
517	в контексте	1	1
518	тому что	1	1
519	теоретические положения	1	1
520	необходимо учитывать	1	1
521	в беспредметных	1	1
522	быть и	1	1
523	до конца	1	1
524	вплоть до	1	1
525	но это	3	1
526	о значении	4	1
527	в начале	2	1
528	обратимся к	1	1
529	виду что	1	1
530	истории и	1	1
531	в то	4	1
532	как о	1	1
533	уже из	1	1
534	одна из	2	1
535	эстетическим объектом	5	1
536	работ в	1	1
537	определяет выбор	1	1
538	и структуру	1	1
539	в изобразительных	2	1
540	мы все	1	1
541	того чтобы	2	1
542	объекта и	7	1
543	своих основных	1	1
544	в самых	1	1
545	отвлеченная от	1	1
546	объект есть	1	1
547	иметь в	1	1
548	хотя они	1	1
549	не существует	1	1
550	формы и	5	1
551	и определяют	1	1
552	и становится	7	1
553	или в	2	1
554	широком понимании	1	1
555	найти в	1	1
556	узком смысле	2	1
557	произведению как	2	1
558	в самой	2	1
559	именно с	1	1
560	находятся в	1	1
561	беспредметных искусствах	1	1
562	ее и	1	1
563	у некоторых	1	1
564	же время	3	1
565	лишь как	4	1
566	или как	3	1
567	является той	1	1
568	в основе	5	1
569	она никогда	1	1
570	к произведению	3	1
571	находит свое	2	1
572	важное значение	1	1
573	материале и	1	1
574	определения его	1	1
575	вообще в	1	1
576	от него	3	1
577	указанная нами	1	1
578	с понятием	1	1
579	исследователя но	1	1
580	а лишь	2	1
581	говоря словами	1	1
582	только что	1	1
583	творчества но	1	1
584	связи с	2	1
585	до того	1	1
586	входя в	2	1
587	быть понята	2	1
588	этом отношении	2	1
589	не вполне	2	1
590	особенно ясно	1	1
591	понимания и	1	1
592	та или	1	1
593	из живого	1	1
594	и несколько	1	1
595	взаимодействия творца	1	1
596	о сущности	2	1
597	основании что	1	1
598	этот разрыв	1	1
599	не знает	3	1
600	языка в	3	1
601	сказать что	4	1
602	в задачу	1	1
603	в поэтическом	1	1
604	связей и	1	1
605	становится достоянием	1	1
606	языка что	1	1
607	равно как	1	1
608	все то	3	1
609	понимается как	1	1
610	мы здесь	4	1
611	к чистому	1	1
612	и именно	2	1
613	не входит	10	1
614	и часто	1	1
615	метафоры и	1	1
616	можно обособить	1	1
617	с его	2	1
618	произведения и	2	1
619	же самое	2	1
620	следовательно не	2	1
621	должны быть	4	1
622	вместе с	1	1
623	этого и	1	1
624	поэтики в	1	1
625	например в	3	1
626	по поводу	2	1
627	компонентами эстетического	1	1
628	слово уже	1	1
629	им и	1	1
630	они не	3	1
