N	2gram	Tiupa_Disk_2	Formalny
292	целого это	1	1
293	сохраняет свое	1	1
294	это время	1	1
295	не определяет	1	1
296	жизни а	3	1
297	и поэтическое	1	1
298	от всего	1	1
299	своем творчестве	1	1
300	одновременно и	1	1
301	этих жанровых	1	1
302	вхождения в	1	1
303	с ней	2	1
304	творчество как	1	1
305	что является	1	1
306	говоря уже	1	1
307	только это	1	1
308	на материале	1	1
309	свои формы	1	1
310	предыдущей главе	1	1
311	то чтобы	1	1
312	этого она	1	1
313	было в	3	1
314	которого он	1	1
315	ней и	1	1
316	и во	1	1
317	там где	1	1
318	оценки и	1	1
319	в условиях	1	1
320	но здесь	2	1
321	в центр	1	1
322	не были	1	1
323	или иная	1	1
324	в поэтике	1	1
325	если в	1	1
326	и взаимодействия	1	1
327	себя в	6	1
328	проявляется в	3	1
329	вследствие чего	1	1
330	чего не	3	1
331	но даже	1	1
332	тем как	1	1
333	то в	1	1
334	как целого	1	1
335	однако эта	1	1
336	нашего времени	1	1
337	из ее	1	1
338	движения и	1	1
339	в образе	1	1
340	его по-своему	1	1
341	возвращаясь к	1	1
342	по своей	6	1
343	при изучении	1	1
344	дальнейшем развитии	1	1
345	что же	2	1
346	к этому	4	1
347	этого не	1	1
348	взаимодействия при	1	1
349	формы художественного	1	1
350	все то	1	1
351	людей в	1	1
352	истории русской	1	1
353	это в	2	1
354	героя или	1	1
355	воззрения на	2	1
356	при всем	1	1
357	вообще но	1	1
358	а для	1	1
359	его жизнь	1	1
360	чем это	1	1
361	например в	3	1
362	что касается	1	1
363	для человека	1	1
364	потому что	4	1
365	а через	1	1
366	мир в	1	1
367	мире и	3	1
368	в другом	3	1
369	в той	2	1
370	время от	1	1
371	целого отнюдь	1	1
372	от тематической	1	1
373	еще более	1	1
374	и само	1	1
375	хотя и	1	1
376	такой же	2	1
377	с которыми	1	1
378	данного жанра	5	1
379	исторического развития	1	1
380	может не	1	1
381	в этих	3	1
382	из которых	1	1
383	не могут	1	1
384	обобщений и	1	1
385	в отличие	12	1
386	действительности с	1	1
387	по преимуществу	2	1
388	слова а	1	1
389	в современной	1	1
390	так что	1	1
391	это бывает	1	1
392	ибо она	1	1
393	и каждый	1	1
394	для этих	1	1
395	языка и	1	1
396	более не	1	1
397	из этих	3	1
398	отличие от	12	1
399	ее в	1	1
400	можно говорить	1	1
401	эти две	1	1
402	требует от	1	1
403	не говоря	1	1
404	не будучи	1	1
405	что на	2	1
406	на одном	1	1
407	для нее	1	1
408	себя как	1	1
409	в чем	1	1
410	она и	1	1
411	но уже	2	1
412	мира и	4	1
413	такова же	1	1
414	во второй	1	1
415	система смыслов	1	1
416	а между	1	1
417	сказать что	1	1
418	к своему	2	1
419	проблемы которые	1	1
420	и становясь	1	1
421	в сюжете	1	1
422	так в	1	1
423	только через	1	1
424	не изучены	1	1
425	эта особенность	1	1
426	а с	5	1
427	сам этот	1	1
428	в первом	1	1
429	к которой	2	1
430	в языке	2	1
431	характер и	1	1
432	тем не	1	1
433	не столько	3	1
434	той же	2	1
435	она сама	1	1
436	выбора и	1	1
437	в силу	1	1
438	установка на	1	1
439	столько в	1	1
440	сил и	1	1
441	ему в	1	1
442	однако это	1	1
443	ни один	1	1
444	xix века	1	1
445	с их	2	1
446	в контексте	3	1
447	по своему	1	1
448	об ее	1	1
449	а о	1	1
450	непосредственно и	2	1
451	ориентироваться на	1	1
452	своей основе	1	1
453	другой стороны	2	1
454	себе не	1	1
455	в котором	3	1
456	и тех	1	1
457	мысли не	1	1
458	произведение не	1	1
459	к его	4	1
460	но из	1	1
461	могут быть	3	1
462	также не	1	1
463	не должно	1	1
464	для литературы	1	1
465	и для	2	1
466	внутренней речи	3	1
467	и ни	1	1
468	поэтики которая	1	1
469	искусстве не	1	1
470	в сторону	1	1
471	этом отношении	4	1
472	романа и	2	1
473	также и	3	1
474	художественное целое	2	1
475	вот как	1	1
476	быть все	1	1
477	переживания по	1	1
478	сознания с	1	1
479	и определяется	1	1
480	на этом	1	1
481	роль в	4	1
482	далеко не	2	1
483	в это	1	1
484	в литературной	1	1
485	несмотря на	1	1
486	это конструктивное	1	1
487	к реальному	1	1
488	событий или	1	1
489	том числе	1	1
490	бы мы	1	1
491	в становлении	3	1
492	каждый момент	1	1
493	от них	1	1
494	живет и	1	1
495	самого начала	1	1
496	сама в	1	1
497	в пушкинском	1	1
498	с самого	1	1
499	та или	1	1
500	в такой	1	1
501	и всегда	1	1
502	время и	1	1
503	слова но	1	1
504	не был	1	1
505	с живым	1	1
506	а также	8	1
507	как у	1	1
508	не принадлежит	1	1
509	которую он	1	1
510	русской литературы	1	1
511	не подлежит	2	1
512	не следует	3	1
513	этом не	1	1
514	опирается на	1	1
515	и есть	1	1
516	предметом художественного	1	1
517	различий между	1	1
518	непосредственное общение	1	1
519	своего рода	10	1
520	и поэтики	1	1
521	поэзии как	1	1
522	должно было	1	1
523	значение не	2	1
524	в нескольких	1	1
525	своей природе	1	1
526	одного из	4	1
527	дальнейшее развитие	1	1
528	лишь на	1	1
529	не является	4	1
530	сколько в	1	1
531	и точность	1	1
532	опираясь на	1	1
533	а сам	2	1
534	или иной	3	1
535	перед нами	3	1
536	нет а	1	1
537	и выражения	1	1
538	целого в	1	1
539	особого рода	1	1
540	из них	3	1
541	состоит в	16	1
542	экспрессивной интонации	1	1
543	пределах одного	1	1
544	этого жанра	2	1
545	жизни как	2	1
546	ни к	5	1
547	к одному	1	1
548	иногда не	1	1
549	в русской	3	1
550	в данном	7	1
551	самый процесс	1	1
