N	2gram	Vinokur_St_1	Marksizm
272	всяком случае	6	2
273	допустим что	2	2
274	так как	5	2
275	как раз	4	2
276	тем что	5	2
277	без всякой	3	2
278	или иначе	2	2
279	что не	3	2
280	мы пока	1	2
281	языка не	2	2
282	там где	5	2
283	еще только	1	2
284	в частности	4	2
285	чтобы и	1	2
286	из которых	1	2
287	к своему	1	2
288	и этот	1	2
289	в первой	12	2
290	этого слова	2	2
291	с этой	3	2
292	но для	2	2
293	к данной	1	2
294	или в	1	2
295	узком смысле	1	2
296	этого материала	1	2
297	но если	4	2
298	не знает	2	2
299	к его	1	2
300	отношению к	3	2
301	из этого	1	2
302	же и	4	2
303	жизни и	5	2
304	в своих	2	2
305	в таком	3	2
306	том числе	2	2
307	а между	1	1
308	то на	1	1
309	также и	9	1
310	например в	8	1
311	должен быть	3	1
312	эти случаи	1	1
313	по отдельным	1	1
314	и то	5	1
315	и без	3	1
316	многих отношениях	1	1
317	тем же	3	1
318	здесь и	1	1
319	не хочет	2	1
320	и до	1	1
321	этого в	1	1
322	исходит из	1	1
323	этого он	1	1
324	его не	1	1
325	правильного понимания	1	1
326	бы что	2	1
327	в каждый	1	1
328	из сказанного	1	1
329	так чтобы	1	1
330	говорить о	2	1
331	в деле	3	1
332	и другая	1	1
333	в целом	5	1
334	там нет	1	1
335	и самого	1	1
336	на них	1	1
337	столь же	4	1
338	комментарий к	1	1
339	с его	1	1
340	чуть ли	2	1
341	этих наук	1	1
342	совсем не	2	1
343	отказ от	1	1
344	на основе	1	1
345	но как	1	1
346	а только	1	1
347	со всеми	2	1
348	ответ на	3	1
349	должны были	1	1
350	с собою	1	1
351	отношение к	2	1
352	большое значение	2	1
353	как говорит	1	1
354	и вовсе	1	1
355	материалом для	1	1
356	для русской	1	1
357	под его	1	1
358	это был	1	1
359	хотя и	1	1
360	и понимания	1	1
361	оказывается в	2	1
362	это тоже	1	1
363	и биографическими	1	1
364	или иную	1	1
365	и конечно	1	1
366	еще на	1	1
367	лежит на	1	1
368	что это	4	1
369	ни один	2	1
370	так или	2	1
371	языка что	1	1
372	иначе и	1	1
373	или во	1	1
374	случае можно	1	1
375	в этой	11	1
376	в известном	1	1
377	с их	1	1
378	всего необходимо	1	1
379	бы только	1	1
380	другом случае	1	1
381	эпохи и	3	1
382	от необходимости	1	1
383	во многих	3	1
384	но ведь	8	1
385	не могла	2	1
386	иным как	1	1
387	ведь и	3	1
388	чтобы он	1	1
389	встать на	1	1
390	всех этих	2	1
391	не значит	3	1
392	них нет	1	1
393	ни была	1	1
394	данном отношении	5	1
395	и вот	1	1
396	то очевидно	2	1
397	в россии	4	1
398	вообще не	2	1
399	имеют прямого	1	1
400	их в	2	1
401	нашего времени	1	1
402	у пушкина	8	1
403	в плане	1	1
404	какой бы	1	1
405	и по	5	1
406	но дело	1	1
407	так например	7	1
408	ни был	1	1
409	значительной степени	1	1
410	бы они	1	1
411	этого вопроса	2	1
412	в школе	1	1
413	а по	1	1
414	на все	1	1
415	с целью	1	1
416	мы на	1	1
417	это не	8	1
418	та и	1	1
419	то все	1	1
420	и тем	3	1
421	и методологическая	1	1
422	каком же	1	1
423	ведь если	2	1
424	говорить в	1	1
425	с тем	1	1
426	всегда и	1	1
427	отказаться от	1	1
428	очень важный	1	1
429	еще в	1	1
430	в один	1	1
431	нисколько не	2	1
432	в других	2	1
433	во время	3	1
434	если и	1	1
435	конечно все	1	1
436	можно найти	2	1
437	представить себе	1	1
438	почти не	1	1
439	система является	1	1
440	одним и	2	1
441	знает и	2	1
442	и языка	6	1
443	на которое	2	1
444	или вернее	1	1
445	далее в	2	1
446	значение то	1	1
447	что я	1	1
448	втором случае	2	1
449	которые в	2	1
450	области других	1	1
451	что было	1	1
452	бы быть	1	1
453	и общей	1	1
454	ни были	2	1
455	и очень	4	1
456	пор и	1	1
457	факт действительно	1	1
458	каждого отдельного	1	1
459	в меру	1	1
460	слова до	1	1
461	тем самым	2	1
462	тогда когда	1	1
463	того как	1	1
464	на него	2	1
465	не по	3	1
466	здесь например	1	1
467	и имеет	1	1
468	о них	2	1
469	во всякой	1	1
470	на эти	7	1
471	бы между	1	1
472	в разных	1	1
473	характер является	1	1
474	этих двух	3	1
475	что самое	1	1
476	явление в	1	1
477	даже прямо	1	1
478	того в	1	1
479	это две	1	1
480	по своей	2	1
481	потому что	6	1
482	бы по	1	1
483	же отметить	1	1
484	половины xix	1	1
485	освобождается от	1	1
486	их концепции	1	1
487	нет даже	2	1
488	стороны и	1	1
489	в духе	1	1
490	и другой	1	1
491	же во	1	1
492	отличается от	1	1
493	всё что	1	1
494	той или	1	1
495	бы это	2	1
496	значение как	1	1
497	в применении	3	1
498	всех случаях	1	1
499	от друга	1	1
500	научной работы	4	1
501	последнее время	1	1
502	еще почти	1	1
503	ли с	1	1
504	можно сделать	1	1
505	только то	1	1
506	один культурный	1	1
507	из двух	3	1
508	проблем и	1	1
509	времени и	1	1
510	это вовсе	2	1
511	в роли	1	1
512	здесь нет	1	1
513	на которую	1	1
514	этой особой	1	1
515	можно только	1	1
516	необходимо теперь	1	1
517	для этого	2	1
518	образом в	1	1
519	лишь то	1	1
520	о нем	1	1
521	какую-то особую	1	1
522	эти проблемы	1	1
523	не означает	1	1
524	и что	4	1
525	идет о	2	1
526	все его	1	1
527	второй половины	1	1
528	должно было	2	1
529	нет это	2	1
530	и лишь	1	1
531	к нему	2	1
532	двух сторон	1	1
533	на дело	1	1
534	но нет	1	1
535	отметить что	2	1
536	во всей	1	1
537	в форме	1	1
538	нужно искать	3	1
539	приводит и	1	1
540	них в	1	1
541	также в	2	1
542	в обеих	5	1
543	наук и	1	1
544	в лучшем	1	1
545	как общей	1	1
546	данный знак	1	1
547	целое в	1	1
548	пор не	1	1
549	наше время	1	1
550	и родственных	1	1
551	или же	2	1
552	ему самому	1	1
553	бы ни	1	1
554	с одной	3	1
555	так что	6	1
556	целом это	1	1
557	книгах и	1	1
558	первостепенное значение	1	1
559	уже не	1	1
560	уже в	2	1
561	каким образом	1	1
562	при помощи	2	1
563	языка но	1	1
564	произведения не	1	1
565	области в	1	1
566	ту или	1	1
567	который как	2	1
568	а потому	2	1
569	тогда он	1	1
570	слова в	1	1
571	в одном	1	1
572	наука о	1	1
573	сами по	1	1
574	значении которое	1	1
575	не о	1	1
576	но что	1	1
577	ясному и	1	1
578	значение есть	1	1
579	характерны для	1	1
580	какой же	1	1
581	само собой	1	1
582	о каком	1	1
583	друг от	1	1
584	были бы	1	1
585	без того	1	1
586	одной стороны	2	1
587	со стороны	6	1
588	на ее	1	1
589	системе и	1	1
590	еще и	2	1
591	ли отсюда	1	1
592	что для	3	1
593	превращается в	2	1
594	самое слово	1	1
595	так называемой	2	1
596	о чем	1	1
597	него не	1	1
598	что мы	5	1
599	уже давно	1	1
600	степени не	1	1
601	каждом из	1	1
602	как это	4	1
603	к особенностям	1	1
604	первый путь	1	1
605	но не	3	1
606	а если	2	1
607	в той	6	1
608	применении к	3	1
609	его жизни	3	1
610	и там	1	1
611	и всей	1	1
612	конечно эти	1	1
613	по существу	2	1
614	для понимания	1	1
615	значит что	3	1
616	индивидуальности своего	1	1
617	никем не	2	1
618	быть не	1	1
619	ли не	2	1
620	эти вопросы	3	1
621	является для	1	1
622	собственно только	1	1
623	все одинаково	1	1
624	между прочим	2	1
625	чем та	1	1
626	в обычных	1	1
627	в наше	1	1
628	отсюда что	1	1
629	вопрос в	3	1
630	но помимо	1	1
631	при таком	2	1
632	опоры в	1	1
633	историей и	1	1
634	такого рода	2	1
635	дело и	1	1
636	которой можно	2	1
637	у них	1	1
638	не должен	1	1
639	только с	2	1
640	зрения в	2	1
641	мысль в	1	1
642	речи об	1	1
643	же касается	3	1
644	бы на	1	1
645	и другие	1	1
646	но вот	1	1
647	являются для	1	1
648	кроме самого	1	1
649	с ней	1	1
650	состоит из	1	1
651	была бы	5	1
652	их с	1	1
653	и так	3	1
654	в последнем	1	1
655	же мы	1	1
656	разрыв между	1	1
657	например во	2	1
658	нас не	1	1
659	можно назвать	2	1
660	гораздо более	4	1
