N	2gram	Berdyaev_M_2	StatiiOP
210	наших глазах	1	2
211	как можно	1	2
212	она не	8	2
213	как о	1	2
214	было не	2	2
215	говорить о	1	2
216	ничего не	2	2
217	к концу	1	2
218	в сознании	1	2
219	только с	3	2
220	что на	1	2
221	и это	5	2
222	свои силы	2	2
223	говорит об	1	2
224	и сам	1	2
225	которая была	1	2
226	в эпоху	1	2
227	для этого	4	2
228	а также	1	2
229	может не	1	2
230	и все	5	2
231	все в	1	2
232	и во	3	2
233	а потому	1	2
234	не надо	2	2
235	и можно	3	2
236	также в	1	2
237	нет такой	1	2
238	к нему	2	2
239	быть и	2	2
240	по своей	3	2
241	со всеми	1	2
242	и у	1	2
243	уже в	2	2
244	если в	1	2
245	так писал	1	2
246	не для	3	2
247	у него	22	2
248	хотел бы	1	2
249	бы это	1	2
250	делает в	1	2
251	превращается в	2	2
252	его собственной	1	2
253	ни на	1	2
254	и потому	7	2
255	нет ни	2	2
256	такого рода	2	2
257	этого слова	1	2
258	в свое	1	2
259	и тогда	3	2
260	но для	2	2
261	и перед	3	2
262	ни одного	2	2
263	в этих	2	2
264	е в	2	2
265	не знает	9	2
266	сам в	1	2
267	в своих	3	2
268	а между	1	1
269	чтобы не	3	1
270	на деле	4	1
271	и есть	8	1
272	от которых	1	1
273	было глубоко	1	1
274	его не	2	1
275	их и	1	1
276	очень далеко	1	1
277	если я	2	1
278	все уже	1	1
279	который был	2	1
280	личности от	1	1
281	обращения с	1	1
282	степени как	1	1
283	не знают	1	1
284	революции в	2	1
285	во мне	1	1
286	и самого	3	1
287	и на	3	1
288	на них	1	1
289	с его	4	1
290	мысль что	4	1
291	вполне и	1	1
292	видит в	1	1
293	нет не	1	1
294	должны были	1	1
295	не хотел	2	1
296	нет и	1	1
297	в свои	1	1
298	под его	2	1
299	это был	1	1
300	хотя и	2	1
301	я должен	1	1
302	и к	7	1
303	на какой	2	1
304	ответственности за	1	1
305	лежит на	1	1
306	момент его	2	1
307	он в	3	1
308	в нашем	7	1
309	или во	1	1
310	не оставляет	1	1
311	то я	1	1
312	право на	1	1
313	для дела	1	1
314	но без	1	1
315	бы только	1	1
316	и кто	1	1
317	как он	3	1
318	личность но	1	1
319	если он	2	1
320	ответом на	1	1
321	и вот	5	1
322	было чуждо	1	1
323	в плане	1	1
324	имел бы	1	1
325	значительной степени	1	1
326	на все	3	1
327	с целью	1	1
328	входит в	1	1
329	на протяжении	1	1
330	который так	1	1
331	то все	2	1
332	которым он	1	1
333	для них	1	1
334	в них	3	1
335	каком-то более	1	1
336	с тем	1	1
337	всю жизнь	3	1
338	которой он	1	1
339	принадлежит в	1	1
340	в развитии	1	1
341	на себя	1	1
342	когда в	1	1
343	которую он	1	1
344	бы на	1	1
345	от своего	1	1
346	будет в	1	1
347	что такое	1	1
348	нас не	2	1
349	не интересует	1	1
350	место в	2	1
351	степени не	1	1
352	значение для	1	1
353	которые должны	1	1
354	две стороны	1	1
355	одном из	1	1
356	что было	3	1
357	по себе	2	1
358	так называемого	1	1
359	нас к	1	1
360	я убежден	1	1
361	но они	1	1
362	из нас	1	1
363	в русской	6	1
364	не верил	1	1
365	тогда когда	2	1
366	к этим	1	1
367	тогда и	1	1
368	во всякой	1	1
369	чем не	2	1
370	правда в	2	1
371	в разных	2	1
372	того как	3	1
373	только и	4	1
374	от плоти	1	1
375	плоть от	1	1
376	с этих	1	1
377	ему и	1	1
378	уже и	1	1
379	и делает	1	1
380	не потому	1	1
381	нас ко	1	1
382	в момент	1	1
383	которых он	1	1
384	в духе	5	1
385	не могут	1	1
386	великих и	1	1
387	отличается от	1	1
388	и другим	1	1
389	к тому	5	1
390	не могу	6	1
391	к нам	1	1
392	мысль о	2	1
393	и этим	2	1
394	на той	1	1
395	он так	2	1
396	было в	3	1
397	на путь	4	1
398	мог бы	1	1
399	чем все	1	1
400	еще в	2	1
401	она была	1	1
402	но у	1	1
403	быть никакого	1	1
404	вот это	1	1
405	никогда и	1	1
406	до последних	2	1
407	и возможно	2	1
408	но к	1	1
409	верил в	2	1
410	и та	2	1
411	после того	2	1
412	и который	1	1
413	это была	2	1
414	и всю	1	1
415	чтобы получить	2	1
416	его личности	1	1
417	показывает как	1	1
418	кто в	1	1
419	наук и	2	1
420	той мере	1	1
421	но тот	1	1
422	убежден что	1	1
423	тот же	2	1
424	его разных	1	1
425	всю свою	1	1
426	и поставил	1	1
427	пор не	1	1
428	те которые	3	1
429	одних и	1	1
430	бы ни	1	1
431	об их	1	1
432	себя в	4	1
433	он считал	1	1
434	не имеют	2	1
435	уже не	4	1
436	я имею	1	1
437	и других	2	1
438	всегда было	1	1
439	его и	1	1
440	был бы	1	1
441	не так	3	1
442	себе в	2	1
443	же начала	2	1
444	в прошлом	1	1
445	и желание	1	1
446	не о	2	1
447	дело и	1	1
448	и никогда	3	1
449	почему это	1	1
450	французской революции	1	1
451	от того	3	1
452	представляю себе	1	1
453	были бы	2	1
454	не были	1	1
455	или иной	2	1
456	себе представить	1	1
457	с другим	3	1
458	и против	3	1
459	главный источник	1	1
460	такое же	1	1
461	претензия на	1	1
462	больше и	1	1
463	связано с	3	1
464	до конца	4	1
465	не означает	2	1
466	и своим	2	1
467	о чем	1	1
468	еще до	1	1
469	него не	1	1
470	и ему	1	1
471	но что	1	1
472	этап в	1	1
473	вместе с	2	1
474	вопрос можно	1	1
475	дело которое	1	1
476	в меру	1	1
477	того чем	1	1
478	приводит в	1	1
479	к своему	2	1
480	xix века	1	1
481	тридцать лет	1	1
482	слова он	1	1
483	я никогда	2	1
484	это за	1	1
485	и там	6	1
486	им с	1	1
487	сам не	2	1
488	путь в	1	1
489	всех его	1	1
490	их во	1	1
491	в культуре	1	1
492	и от	3	1
493	быть результатом	1	1
494	тот кто	5	1
495	ведут как	1	1
496	у них	4	1
497	той или	1	1
498	бы в	2	1
499	конце концов	1	1
500	которое должно	1	1
501	могли быть	1	1
502	отношении к	3	1
503	всеми его	1	1
504	к самым	2	1
505	лишь те	1	1
506	но эта	2	1
507	с ней	1	1
508	не быть	1	1
509	от всех	1	1
510	положение занимает	1	1
511	оно не	2	1
512	из этого	1	1
513	но эти	1	1
514	а может	1	1
515	он лишь	2	1
516	к этому	1	1
517	как на	1	1
518	они не	4	1
